,Unnamed: 0,Label,Unnamed: 0.1,cosine,req1,req1Id,req1Priority,req1Product,req1Release,req1Severity,req1Type,req1Ver,req2,req2Id,req2Priority,req2Product,req2Release,req2Severity,req2Type,req2Ver
552,4548,0,,0.0,add automated test for highlight ui,1410802,P3,Firefox,Firefox 59,normal,enhancement,unspecified,don merge or start transaction when applying buffer if nothing changed,1408092,P1,Firefox,Firefox 60,normal,enhancement,unspecified
38,476,1,476.0,0.5477225575051661,add automated test for activity stream functionality,1410333,--,Firefox,---,normal,enhancement,unspecified,add automated test for search action,1410811,P3,Firefox,---,normal,enhancement,unspecified
2260,,0,,,migrate preference general xul to ftl,1435912,,Firefox,,,,,tracking migrate general section of preference to new localization api,1424681,,Firefox,,,,
418,1931,1,1931.0,0.0,discovery stream performance improvement,1534775,P1,Firefox,---,normal,enhancement,unspecified,load new tab pocket article image closer to when they might be shown,1535749,P1,Firefox,---,normal,enhancement,unspecified
3786,,0,,,create fxa onboarding card,1501817,,Firefox,,,,,use correct fxa url in new onboarding card,1503912,,Firefox,,,,
1556,,0,,,make it possible for async tab switcher to warm up tab that are likely to be displayed soon,1385453,,Firefox,,,,,avoid re entry in async tab switcher onunloadtimeout,1392815,,Firefox,,,,
2352,12314,0,,0.0,add test for selecting search suggestion after selecting one off button,1533060,P3,Firefox,Firefox 67,normal,enhancement,unspecified,implement new clock skew error page,1476509,P1,Firefox,Firefox 63,normal,enhancement,unspecified
3934,2451,1,2451.0,0.5773502691896258,remove string for recent bookmark and/or pocket item in bookmark menu,1401527,--,Firefox,Firefox 60,normal,enhancement,57 Branch,deprecate recent bookmark and pocket list from bookmark menu,1401238,P1,Firefox,Firefox 57,normal,enhancement,57 Branch
4347,6769,0,,0.11180339887498948,for page that are image store scaled px and resampled version of image a favicon,403651,P5,Firefox,---,normal,enhancement,Trunk,reduce title flickering for initial new tab page land other patch from bug,1503951,P3,Firefox,---,normal,enhancement,Trunk
291,1879,1,1879.0,0.3380617018914066,port browser js/browser j to quantumbar and move their location,1522521,P2,Firefox,Firefox 67,normal,enhancement,unspecified,port remaining urlbar test to quantumbar,1522489,P1,Firefox,---,normal,enhancement,unspecified
3502,236,1,236.0,0.3779644730092272,add url bar based page action menu,1352697,P5,Firefox,---,normal,enhancement,53 Branch,ux need spec for page action menu send to device submenu/subview/subpanel,1360055,P1,Firefox,---,normal,enhancement,53 Branch
4690,669,1,669.0,0.1336306209562122,restrict access of third party tracker to their cookie jar,1473978,P3,Firefox,---,normal,enhancement,unspecified,no need to store granted storage access in nsiloadinfo and in inner window,1474812,--,Firefox,Firefox 63,normal,enhancement,unspecified
1724,1391,1,1391.0,0.43301270189221935,don create about blank for initial browser,1362774,P1,Firefox,Firefox 65,normal,enhancement,unspecified,insert initial browser dynamically to make it possible to set initial remoteness and whether it need to load about blank,1486079,P1,Firefox,Firefox 63,normal,enhancement,Trunk
3963,473,1,473.0,0.4629100498862757,add automated test for activity stream functionality,1410333,--,Firefox,---,normal,enhancement,unspecified,add automated test for highlight context menu bookmark,1410791,P3,Firefox,---,normal,enhancement,unspecified
3958,374,1,374.0,0.0,photon tab interaction should be immediate,1363755,P3,Firefox,---,normal,enhancement,unspecified,uninterruptible reflow at updatetabsvisibilitystatus chrome //browser/content/tabbrowser xml,1362542,P1,Firefox,Firefox 55,normal,enhancement,Trunk
872,,0,,,add caching to newtabutils for saved to pocket item,1439684,,Firefox,,,,,add pocket card type to highlight type,1432657,,Firefox,,,,
3000,1675,1,1675.0,0.2519763153394848,switchtotabhavinguri should ignore matching tab if window ha webpayments dialog open,1477399,--,Firefox,---,normal,enhancement,Trunk,need way to know if browser is displaying webpayments dialog,1477378,--,Firefox,---,normal,enhancement,Trunk
720,9833,0,,0.0,firefox edit find in this page doe not provide match whole word only,243500,--,Firefox,---,normal,enhancement,unspecified,stop touching `content` in browser/base/content/content j,1471327,P2,Firefox,---,normal,enhancement,57 Branch
4672,12822,0,,0.1543033499620919,unused string in browser dtd customizemenu addtopanel and friend,1455965,P5,Firefox,Firefox 62,normal,enhancement,Trunk,land string and image for firefox what new message,1561370,P1,Firefox,---,normal,enhancement,unspecified
4220,2360,1,2360.0,0.15811388300841894,add ability to associate saved billing address with payment card in add/edit card form,1432952,P1,Firefox,Firefox 61,normal,enhancement,Trunk,support debit card in about preference,1432943,P4,Firefox,---,normal,enhancement,Trunk
2041,2083,1,2083.0,0.3779644730092272,sidebar switcher menu should list bookmark that are flagged to open in sidebar,1374799,P4,Firefox,---,normal,enhancement,unspecified,remove open in sidebar feature,1452645,P1,Firefox,Firefox 63,normal,enhancement,50 Branch
994,1635,1,1635.0,0.3086066999241838,avoid constructing custom element and/or xbl binding code for radio in browser xul on domcontentloaded to avoid associated overhead,1515796,P3,Firefox,Firefox 68,normal,enhancement,Trunk,evaluate how we can avoid slowly regressing startup time/performance by doing more construction work for custom element than we used to do for xbl,1515799,P3,Firefox,---,normal,enhancement,Trunk
2904,,0,,,add telemetry for adding search engine,1482568,,Firefox,,,,,uplift top search feature to firefox,1482398,,Firefox,,,,
1197,11058,0,,0.0,consider showing favicons for bookmark keyword result instead of magnifying glass,1524425,P2,Firefox,---,normal,enhancement,unspecified,roll for spocs in discovery stream,1520624,P1,Firefox,Firefox 66,normal,enhancement,unspecified
3285,1974,1,1974.0,0.20412414523193154,cfr fxa bookmark panel message fx,1541914,P1,Firefox,Firefox 68,normal,enhancement,unspecified,match message style with spec,1543123,P1,Firefox,---,normal,enhancement,unspecified
1103,606,1,606.0,0.5,improve cert error page,1442203,P3,Firefox,---,normal,enhancement,unspecified,make certificate exception on new cert error page permanent by default,1492498,P1,Firefox,Firefox 66,normal,enhancement,Trunk
319,11812,0,,0.0,no way to exchange toolbars or hide browser menu,303251,--,Firefox,---,normal,enhancement,unspecified,image in synced tab are now data uris causing u to have much lower limit on number of tab we can sync,1479998,P1,Firefox,Firefox 63,normal,enhancement,Trunk
4678,1958,1,1958.0,0.4743416490252569,special fxa snippet on new tab,1539700,P1,Firefox,---,normal,enhancement,unspecified,update design of special below search fxa snippet to match spec,1545543,P1,Firefox,Firefox 68,normal,enhancement,unspecified
2043,305,1,305.0,0.0,photon make firefox start more quickly,1355956,--,Firefox,---,normal,enhancement,unspecified,most script loaded in browser xul could be loaded lazily,1381853,P1,Firefox,Firefox 56,normal,enhancement,Trunk
1660,,0,,,ux ux spec for onboarding tour notification,1357668,,Firefox,,,,,user story tour notification a firefox team we want to send tour notification of product feature that we believe matter to user,1357008,,Firefox,,,,
1279,3486,0,,0.0,change autofill/preferences string to accommodate payment card which aren credit card,1432945,P4,Firefox,---,normal,enhancement,Trunk,highlight search engine keywords in awesomebar,1480505,P3,Firefox,Firefox 63,normal,enhancement,unspecified
209,1847,1,1847.0,0.13608276348795434,export add personalization richtext snippet and bug fix to activity stream,1498462,P2,Firefox,Firefox 64,normal,enhancement,unspecified,add testing content for asr template qa,1498646,P1,Firefox,Firefox 64,normal,enhancement,unspecified
3917,2457,1,2457.0,0.12909944487358055,export add cfr pin tab discovery dark theme and bug fix to activity stream,1533832,P2,Firefox,Firefox 67,normal,enhancement,unspecified,add pref to opt out of recommended feature,1528953,P1,Firefox,Firefox 67,normal,enhancement,unspecified
3657,9716,0,,0.0,add state to autoplay medium to block video,1543812,P1,Firefox,Firefox 69,normal,enhancement,unspecified,remove eval from redux jsm,1486375,P2,Firefox,Firefox 65,normal,enhancement,unspecified
2294,10292,0,,0.0,consider using status panel for indicating container,1357399,P3,Firefox,---,normal,enhancement,55 Branch,telemetry source in a router is null,1465178,P1,Firefox,Firefox 62,normal,enhancement,unspecified
4783,453,1,453.0,0.15811388300841894,evaluate whether we still need moz crisp edge on favicons,1402250,P3,Firefox,---,normal,enhancement,unspecified,store higher resolution favicons in place,492172,P5,Firefox,Firefox 58,normal,enhancement,unspecified
3073,1095,1,1095.0,0.0,uplift top search feature to firefox,1482398,P1,Firefox,Firefox 62,normal,enhancement,unspecified,update fillsearchtopsiteterm to use keyword awesomebar api,1481597,P1,Firefox,Firefox 63,normal,enhancement,unspecified
1237,1948,1,1948.0,0.2,cfr pinned tab improvement fx,1536089,P1,Firefox,---,normal,enhancement,unspecified,check cfr message pattern against trigger pattern,1540182,P1,Firefox,Firefox 68,normal,enhancement,unspecified
3692,,0,,,yandex search shortcut displayed in russian for turkish,1502975,,Firefox,,,,,top site search shortcut,1479806,,Firefox,,,,
1453,2056,1,2056.0,0.8333333333333334,add message and targeting to pin tab cfr,1501816,P1,Firefox,---,normal,enhancement,57 Branch,add pin tab cfr targeting attribute,1528959,P1,Firefox,Firefox 67,normal,enhancement,unspecified
4679,4814,0,,0.0,remove all colon sign on sub dialog,1382135,P1,Firefox,Firefox 57,normal,enhancement,55 Branch,implement ability to bookmark selection of tab,1458067,P3,Firefox,Firefox 63,normal,enhancement,Trunk
3956,,0,,,update send tab menu to reflect decoupling of fxa and sync,1575704,,Firefox,,,,,decouple signing in to firefox from enabling firefox sync,1570565,,Firefox,,,,
2832,8042,0,,0.0,support gpo install automation by packaging a msi,314655,--,Firefox,---,normal,enhancement,unspecified,search should find matched string within popups and subdialogs,1352481,P1,Firefox,Firefox 56,normal,enhancement,52 Branch
1563,2073,1,2073.0,0.11952286093343935,add context menu item to duplicate clone tab,455722,--,Firefox,Firefox 57,normal,enhancement,Trunk,when middle clicking back/forward/reload new tab should inherit history from tab that opened it using duplicatetab,448546,--,Firefox,Firefox 4.0b7,normal,enhancement,Trunk
4539,498,1,498.0,0.875,add automated test for new tab preference search enable,1410431,P3,Firefox,---,normal,enhancement,unspecified,add automated test for new tab preference search disable,1410425,P3,Firefox,---,normal,enhancement,unspecified
433,910,1,910.0,0.25,potential data type to sync,530399,--,Firefox,Future,normal,enhancement,unspecified,allow sync of installed extension,428380,P2,Firefox,Future,normal,enhancement,unspecified
733,2493,1,2493.0,0.0,special fxa snippet on new tab for firefox,1548042,P1,Firefox,Firefox 67,normal,enhancement,unspecified,remove browser migration import bookmark history etc message from activity stream,1545487,P1,Firefox,Firefox 68,normal,enhancement,unspecified
2751,936,0,,0.0,allow user to move tab between firefox window,321521,--,Firefox,---,normal,enhancement,unspecified,fission make page style menu fission compatible,1567190,P3,Firefox,---,normal,enhancement,68 Branch
2161,,0,,,implement ability to move tab to start or end of tabstrip using context menu,1460017,,Firefox,,,,,allow multiselect operation on tab,1458007,,Firefox,,,,
3680,1959,1,1959.0,0.149071198499986,special fxa snippet on new tab,1539700,P1,Firefox,---,normal,enhancement,unspecified,use aria label in addition to title for block button in snippet template,1546474,P1,Firefox,Firefox 68,normal,enhancement,unspecified
2625,431,1,431.0,0.18257418583505536,stuff we can remove now that xul extension are no longer supported,1387013,P5,Firefox,---,normal,enhancement,Trunk,remove deprecated getbrowserselection and getnavtoolbox function,1387011,--,Firefox,Firefox 57,normal,enhancement,Trunk
4063,169,1,169.0,0.1849000654084097,create library button to show recent bookmark recent downloads history synced tab screenshots and pocket list,1352110,--,Firefox,---,normal,enhancement,52 Branch,pocket website/service issue update pocket list intro text and icon on their website,1382179,--,Firefox,---,normal,enhancement,55 Branch
3273,411,1,411.0,0.0,photon photon performance bug that can be taken individually,1363777,--,Firefox,---,normal,enhancement,unspecified,investigate icon that load during startup but aren displayed,1363059,P1,Firefox,Firefox 56,normal,enhancement,unspecified
2640,358,1,358.0,0.12309149097933272,photon improve perceived ui performance in firefox,1363750,--,Firefox,---,normal,enhancement,unspecified,photon speculatively open network connection a soon a possible when we know intended site destination,1363772,--,Firefox,---,normal,enhancement,unspecified
1053,359,1,359.0,0.3651483716701107,photon improve perceived ui performance in firefox,1363750,--,Firefox,---,normal,enhancement,unspecified,photon photon performance bug that can be taken individually,1363777,--,Firefox,---,normal,enhancement,unspecified
3293,,0,,,make it possible for async tab switcher to warm up tab that are likely to be displayed soon,1385453,,Firefox,,,,,make tab browser warming api not set docshell to be active,1397426,,Firefox,,,,
2885,,0,,,allow collapsing of top site and rest of discovery stream content,1535773,,Firefox,,,,,update style for more general collapsible section,1543442,,Firefox,,,,
4127,2060,1,2060.0,0.15811388300841894,remove browser contentblocking enabled pref,1501978,P2,Firefox,Firefox 65,normal,enhancement,unspecified,remove global content blocking toggle in main menu and about preference,1501977,P1,Firefox,Firefox 65,normal,enhancement,unspecified
3385,12383,0,,0.0,remove handlectrlpageupdown attribute and associated code,1408572,--,Firefox,Firefox 58,normal,enhancement,unspecified,land window icon for beta,413806,P1,Firefox,Firefox 3 beta3,normal,enhancement,Trunk
1346,5057,0,,0.0,write reflow test for photon menu and it subview transition,1369491,P1,Firefox,Firefox 55,normal,enhancement,unspecified,add spoc fill telemetry event to,1535717,P1,Firefox,Firefox 68,normal,enhancement,67 Branch
605,2007,1,2007.0,0.0,trailhead desktop first run,1545802,P1,Firefox,Firefox 67,major,enhancement,unspecified,update card button action with finalized url or action,1548503,P1,Firefox,Firefox 68,normal,enhancement,unspecified
1081,1706,1,1706.0,0.75,add top search fixed search and bug fix to activity stream,1482205,--,Firefox,Firefox 63,normal,enhancement,unspecified,add search filter search pref and bug fix to activity stream,1481559,--,Firefox,Firefox 63,normal,enhancement,unspecified
2908,11314,0,,0.0,clean up pocket animation svg,1393421,P4,Firefox,---,normal,enhancement,Trunk,change order event are recorded in protection dashboard,1561409,P1,Firefox,---,normal,enhancement,unspecified
1829,8269,0,,0.0,chunk match in provider manager,1495181,P1,Firefox,Firefox 64,normal,enhancement,unspecified,unfork aboutneterror xhtml cs,1530348,P2,Firefox,Firefox 68,normal,enhancement,unspecified
4636,4346,0,,0.0,filter tab strip scrollbox overflow and underflow event more accurately,1354781,--,Firefox,Firefox 55,normal,enhancement,Trunk,after version upgrade clear snippet cache and refetch snippet,1482115,P3,Firefox,---,normal,enhancement,unspecified
4887,9738,0,,0.11785113019775792,tracking add ui language selection preference,1425941,P2,Firefox,---,normal,enhancement,unspecified,export add cfr pin tab discovery dark theme and bug fix to activity stream,1533832,P2,Firefox,Firefox 67,normal,enhancement,unspecified
2295,6827,0,,0.0,decide on final first run experience for,1561403,P1,Firefox,---,major,enhancement,unspecified,create button to initiate migration to clean firefox profile,717070,--,Firefox,Firefox 13,normal,enhancement,Trunk
3656,2041,1,2041.0,0.149071198499986,improve keyboard accessibility of toolbar and it button,1418973,--,Firefox,---,normal,enhancement,57 Branch,make pressing tab from tab strip focus first item or group of item in toolbar,1436089,P3,Firefox,---,normal,enhancement,Trunk
70,771,1,771.0,0.0,private browsing with search,1501747,--,Firefox,---,normal,enhancement,63 Branch,only request info about current engine to parent,1529969,P2,Firefox,---,normal,enhancement,unspecified
3706,2501,1,2501.0,0.5773502691896258,support localized sync first run variant,1548504,P1,Firefox,Firefox 68,normal,enhancement,unspecified,take firefox with you sync cta first run english variant,1548065,P1,Firefox,Firefox 68,normal,enhancement,unspecified
3490,1816,1,1816.0,0.0,export add new search only ui onboarding localization string and bugfixes to activity stream,1493794,--,Firefox,Firefox 64,normal,enhancement,unspecified,don collect metric when previewing snippet,1482113,P2,Firefox,Firefox 64,normal,enhancement,unspecified
3556,4823,0,,0.0,test that usercontextid is properly added to querycontext,1533038,P3,Firefox,Firefox 68,normal,enhancement,unspecified,add testing content for asr template qa,1498646,P1,Firefox,Firefox 64,normal,enhancement,unspecified
744,8572,0,,0.0,speculatively connect to website on mousedown on awesomebar item,1355451,P1,Firefox,Firefox 57,normal,enhancement,unspecified,ship system add ons with normandy,1436111,P2,Firefox,---,normal,enhancement,Trunk
3899,9838,0,,0.0,merge nsiaccessible getextstate into getstate by using long long type,344674,--,Firefox,---,normal,enhancement,unspecified,doe tab multi select interact poorly with window sticky key,1500985,--,Firefox,---,normal,enhancement,unspecified
128,8130,0,,0.0,set enable launcher process to default to on past nightly,1530539,P1,Firefox,Firefox 67,normal,enhancement,Trunk,show notification box that reminds user that they are visiting site with broken cert,1531042,P3,Firefox,---,normal,enhancement,unspecified
2915,,0,,,apply default cookie restriction to tracker a well a non visited third party,1478427,,Firefox,,,,,restrict access of third party tracker to their cookie jar,1473978,,Firefox,,,,
1153,794,1,794.0,0.0,implement remotesettings for search provider telemetry probe,1511065,P3,Firefox,---,normal,enhancement,unspecified,add basic monitoring for serp page with ad / serp ad click,1505411,P1,Firefox,Firefox 65,normal,enhancement,unspecified
126,,0,,,make photon onboarding something other than bootstrapped extension,1450809,,Firefox,,,,,onboarding / first run,1457565,,Firefox,,,,
1012,1031,1,1031.0,0.3922322702763681,ui for restricted cookie access for third party tracker in preference,1475097,P3,Firefox,---,normal,enhancement,63 Branch,make disable protection button in control centre ui work for third party cookie blocking setting,1484788,P3,Firefox,Firefox 63,normal,enhancement,unspecified
2720,3495,0,,0.0,figure out how to expose main menubar browser menubar inc to html document,1473165,P3,Firefox,---,normal,enhancement,unspecified,improve determining if next down arrow will focus one off button,1536818,P3,Firefox,---,normal,enhancement,unspecified
4630,95,1,95.0,0.0,photon structural change to menus/toolbars/panels,1349210,--,Firefox,---,normal,enhancement,53 Branch,remove unused panelui popup code,1410666,P1,Firefox,Firefox 58,normal,enhancement,unspecified
327,1193,1,1193.0,0.5892556509887896,create option to move sidebar between left and right side of window,1355331,P1,Firefox,Firefox 55,normal,enhancement,unspecified,allow drag drop to move sidebar between right and left side of browser,1368624,--,Firefox,---,normal,enhancement,unspecified
2347,1327,0,,0.0,browser xhtml migrate root xul window element to html html element,1492582,P3,Firefox,---,normal,enhancement,unspecified,stop using not target selector in sync illustration svg,1362890,--,Firefox,Firefox 55,normal,enhancement,unspecified
2775,613,1,613.0,0.1259881576697424,adapt input and button styling inside popups to look better with theme,1442296,P5,Firefox,---,normal,enhancement,unspecified,remove hudbutton and hudbuttonpressed and improve bookmark panel styling,1502731,--,Firefox,Firefox 65,normal,enhancement,unspecified
1146,6580,0,,0.0,replace bookmarkpropertiesdialog/folderlastused annotation with something else,1460579,P1,Firefox,Firefox 62,normal,enhancement,Trunk,extending audio symbol in tab to show also video playing,1221002,--,Firefox,---,normal,enhancement,unspecified
4889,2267,0,,0.0,sync play drm controlled content option,1521715,P3,Firefox,Firefox 66,normal,enhancement,unspecified,set up rpm handler for about certificate,1554700,P1,Firefox,Firefox 69,normal,enhancement,unspecified
2103,1982,1,1982.0,0.0,cfr fxa bookmark panel message fx,1541914,P1,Firefox,Firefox 68,normal,enhancement,unspecified,add user telemetry for click event,1548520,P1,Firefox,Firefox 68,normal,enhancement,unspecified
2947,1663,1,1663.0,0.0,trackingprotection init might be too eager,1475670,P3,Firefox,Firefox 66,normal,enhancement,unspecified,telemetry for content blocking,1484251,P1,Firefox,Firefox 64,normal,enhancement,unspecified
1302,5203,0,,0.0,enable synced bookmark mirror on nightly and beta,1548884,P1,Firefox,Firefox 68,normal,enhancement,unspecified,support character a container icon,1454188,P5,Firefox,---,normal,enhancement,59 Branch
632,,0,,,autoimport show information tooltip on new tab page,1361290,,Firefox,,,,,implement new automigration ui,1361283,,Firefox,,,,
3919,455,1,455.0,0.0,sync could perform all get request for single batch in parallel,1409111,P3,Firefox,---,normal,enhancement,unspecified,replace `asyncresource` with `fetch`,1409534,P1,Firefox,Firefox 59,normal,enhancement,unspecified
4858,1683,1,1683.0,0.11952286093343935,add component ified tooling ordered onboarding and bug fix to activity stream,1478870,--,Firefox,Firefox 63,normal,enhancement,unspecified,display simplified onboarding tour card in specific order,1477766,P2,Firefox,Firefox 63,normal,enhancement,unspecified
1734,2243,1,2243.0,0.3354101966249685,export add discovery component search polish and bug fix to activity stream,1520691,P2,Firefox,Firefox 66,normal,enhancement,unspecified,create card section component for activity stream experiment functionality,1514022,P2,Firefox,Firefox 66,normal,enhancement,unspecified
125,,0,,,add new message schema and template type for feature callouts,1561536,,Firefox,,,,,badging / feature callouts,1560987,,Firefox,,,,
1180,7555,0,,0.0,create js/css file for about certificate page,1555118,P1,Firefox,Firefox 69,normal,enhancement,unspecified,firefox ignores url to load on startup when session is set to auto restore,1556251,P3,Firefox,---,normal,enhancement,67 Branch
64,1612,1,1612.0,0.0,pocket new tab mvp,1512725,P1,Firefox,---,normal,enhancement,unspecified,limit number of spocs from same brand shown simultaneously,1522899,P1,Firefox,Firefox 67,normal,enhancement,unspecified
2176,29,1,29.0,0.2857142857142857,ux implement nicer replacement for reset firefox dialog,891095,--,Firefox,---,normal,enhancement,Trunk,reset firefox select which data to preserve/recover advanced option,883955,--,Firefox,---,normal,enhancement,24 Branch
2393,7359,0,,0.0,make it easier to change condition checked for cookie restriction feature,1478462,P3,Firefox,---,normal,enhancement,unspecified,remove rpm handler for about certificate,1563751,--,Firefox,Firefox 70,normal,enhancement,unspecified
3575,,0,,,perform browser error reporting processing during idle,1464521,,Firefox,,,,,collect browser error telemetry metric in beta and release,1461439,,Firefox,,,,
2903,356,1,356.0,0.20412414523193154,photon improve perceived ui performance in firefox,1363750,--,Firefox,---,normal,enhancement,unspecified,photon window interaction should be immediate,1363767,--,Firefox,---,normal,enhancement,unspecified
4384,1877,1,1877.0,0.4743416490252569,port test in browser/base/content/test/performance/ to new address bar implementation quantumbar,1522512,P2,Firefox,Firefox 67,normal,enhancement,unspecified,port remaining urlbar test to quantumbar,1522489,P1,Firefox,---,normal,enhancement,unspecified
1201,3688,0,,0.125,identity block should use same font size a rest of location bar,1366492,P1,Firefox,Firefox 55,normal,enhancement,Trunk,photon move search bar in customization palette for new profile,1387416,P1,Firefox,Firefox 57,normal,enhancement,Trunk
3539,11778,0,,0.0,migrate about blocked dtd phishing afterload warning message dtd to fluent,1523734,P3,Firefox,Firefox 68,normal,enhancement,Trunk,let up/down key open result popup,1512661,P1,Firefox,Firefox 66,normal,enhancement,Trunk
647,2984,0,,0.0,revise tracking protection panel ui in preference,1566861,P1,Firefox,Firefox 70,normal,enhancement,70 Branch,add ut event for search edit add and search edit delete,1483065,P1,Firefox,Firefox 63,normal,enhancement,unspecified
3194,12497,0,,0.0,tool tip on protection report graph,1568233,P1,Firefox,Firefox 70,normal,enhancement,70 Branch,add pin tab action to page action menu,1528952,P1,Firefox,Firefox 67,normal,enhancement,unspecified
3077,1367,1,1367.0,0.0,sync change required for autofill/payment work,1361010,P3,Firefox,---,normal,enhancement,unspecified,form autofill decrypt credit card number before syncing to server and re encrypt them after syncing back,1395122,--,Firefox,Firefox 58,normal,enhancement,unspecified
4936,1105,1,1105.0,0.1690308509457033,uplift top search feature to firefox,1482398,P1,Firefox,Firefox 62,normal,enhancement,unspecified,support and show яндекс and 百度 search for yandex and baidu,1482565,P1,Firefox,Firefox 63,normal,enhancement,unspecified
4694,,0,,,port test in browser/base/content/test/performance/ to new address bar implementation quantumbar,1522512,,Firefox,,,,,port browser urlbar search j / browser urlbar keyed search j to quantumbar,1528744,,Firefox,,,,
2111,2121,1,2121.0,0.0,show alternative text on match hover/selection,1512653,P2,Firefox,Firefox 67,normal,enhancement,Trunk,urlbarview display device name for remote tab result,1524230,P1,Firefox,Firefox 67,normal,enhancement,Trunk
4059,534,1,534.0,0.4743416490252569,storage site data and cooky management,1421690,P2,Firefox,---,normal,enhancement,58 Branch,organize site data persistent storage better in page info,1348223,P1,Firefox,Firefox 61,normal,enhancement,unspecified
3535,828,1,828.0,0.0,accessibility improvement for new tab,1554739,P1,Firefox,---,normal,enhancement,unspecified,add alt text property to snippet schema,1551711,P1,Firefox,Firefox 69,normal,enhancement,unspecified
825,2391,1,2391.0,0.50709255283711,async tab switcher bug and improvement,1436359,--,Firefox,---,normal,enhancement,unspecified,extract async tab switcher from tabbrowser j into it own jsm,1436361,P3,Firefox,Firefox 60,normal,enhancement,unspecified
3550,893,1,893.0,0.0,pad megabar panel with horizontal space,1575010,--,Firefox,---,normal,enhancement,unspecified,increase quantumbar input size on focus and visually integrate view pref off,1561533,P2,Firefox,Firefox 70,normal,enhancement,Trunk
2233,1900,1,1900.0,0.4472135954999579,reconcile webextension page action and photon page action,1395387,P1,Firefox,Firefox 58,normal,enhancement,unspecified,allow moving webextension icon in address bar into or out of page action menu,1433223,--,Firefox,---,normal,enhancement,57 Branch
610,,0,,,activity stream layout pref and layout data for rapid experimentation,1514337,,Firefox,,,,,activity stream component implementation for rapid experiment creation,1513353,,Firefox,,,,
1002,1656,0,,0.0,polish page displayed after firefox reset,880884,--,Firefox,---,normal,enhancement,Trunk,trusted zone and restricted zone,402077,--,Firefox,---,normal,enhancement,unspecified
2725,4655,0,,0.0,add snippet targeting for type of device synced,1483050,P1,Firefox,Firefox 63,normal,enhancement,unspecified,multiple snapshot perform periodic session backup and let user restore particular backup,1298912,--,Firefox,---,normal,enhancement,Trunk
428,4028,0,,0.0,add option to switch window from window in foreground,1446744,--,Firefox,---,normal,enhancement,59 Branch,enable eslint for uriloader,1532941,P3,Firefox,Firefox 67,normal,enhancement,unspecified
3381,2620,1,2620.0,0.0,make about home and about newtab use same nsiaboutmodule flag,1438367,P3,Firefox,Firefox 62,normal,enhancement,Trunk,remove browser newtabpage activity stream enabled and browser newtabpage activity stream abouthome enabled prefs,1433324,P2,Firefox,Firefox 60,normal,enhancement,Trunk
2721,8270,0,,0.0,enable av mitm certificate error page by default on all channel,1521756,P1,Firefox,Firefox 66,normal,enhancement,unspecified,tab restored at startup app tab session restore should be refreshed from server not in stale state from cache,706970,P3,Firefox,---,normal,enhancement,8 Branch
1594,863,1,863.0,0.0,card component improvement in,1565029,--,Firefox,---,normal,enhancement,unspecified,server side update to support cardgrid cta,1566547,P1,Firefox,---,normal,enhancement,unspecified
1112,,0,,,spike research feasibility of place menu using only panelviews,1372946,,Firefox,,,,,create library button to show recent bookmark recent downloads history synced tab screenshots and pocket list,1352110,,Firefox,,,,
1526,908,1,908.0,0.17677669529663687,potential data type to sync,530399,--,Firefox,Future,normal,enhancement,unspecified,sync moz inputhistory value to ensure adaptive behaviour is identical,597874,--,Firefox,---,normal,enhancement,unspecified
4473,1575,1,1575.0,0.17677669529663687,pocket new tab mvp,1512725,P1,Firefox,---,normal,enhancement,unspecified,remove placeholder topic information from list item this won be in feed for mvp,1519770,P1,Firefox,Firefox 66,normal,enhancement,unspecified
2170,1377,1,1377.0,0.4,about license content container shouldn be extra wide,1361689,P1,Firefox,Firefox 55,normal,enhancement,Trunk,ux about license content and design update,1356555,P1,Firefox,Firefox 57,normal,enhancement,unspecified
1872,8135,0,,0.0,save and restore both visual and layout viewport,1499210,P3,Firefox,---,normal,enhancement,unspecified,add asr snippet send to device template,1492088,P1,Firefox,Firefox 64,normal,enhancement,unspecified
2250,231,1,231.0,0.6761234037828132,add url bar based page action menu,1352697,P5,Firefox,---,normal,enhancement,53 Branch,add save page a to page action menu,1419044,P5,Firefox,---,normal,enhancement,unspecified
1792,6065,0,,0.0,reset legacy homepage to about home,1077740,--,Firefox,Firefox 36,normal,enhancement,unspecified,enable browser preference search preference to turn on in content filtering of preference,1353954,P1,Firefox,Firefox 56,normal,enhancement,55 Branch
4549,,0,,,disable speculative connection from address bar in,1399599,,Firefox,,,,,speculatively connect to web server on autocomplete when typing in awesomebar,1348275,,Firefox,,,,
3446,2339,1,2339.0,0.0,implement persistence for isenabled/iscollapsed for section that work with webextension section,1430859,P1,Firefox,Firefox 62,normal,enhancement,unspecified,telemetry for failed indexeddb transaction,1449223,P1,Firefox,Firefox 61,normal,enhancement,unspecified
2248,1089,1,1089.0,0.3651483716701107,uplift top search feature to firefox,1482398,P1,Firefox,Firefox 62,normal,enhancement,unspecified,add top site search shortcut ui to a top site,1480518,P1,Firefox,Firefox 63,normal,enhancement,60 Branch
2525,5720,0,,0.0,extended first run triplet,1569303,P1,Firefox,---,normal,enhancement,unspecified,investigate deferring javascript in browser xul until after mozbeforeinitialxullayout fire,1512674,P3,Firefox,---,normal,enhancement,unspecified
