,id1,Description1,id2,Description2,Type of dependency
2526,4798,   I personally feed that Redmine is quite superi...,16450,   I miss a feature to reorder the display of tas...,independent
2527,28461,"  Hello,\r\n\r\nI have a feature request for the...",7147,   test,independent
2528,10009,   When doing a merge in svn also the unchanged f...,2892,   I am using the FF extension called Brief.\r\nA...,independent
2529,2718,   IE no gives an error message when redmine is u...,9508,   Something like what Asana has in this video: h...,independent
2530,16396,   I recently changed the default columns list in...,33589, I've created the following Wiki page with inst...,independent
2531,3101,   Very big problem occurs when main project has ...,782,   Not a real issue - more of a doc patch style t...,independent
2532,3102,"   When user is a developer not manager role,ther...",8652,   cxzCKlnzXNC/ZXNCxzNcxzCn/lzxcnzxcn   ,independent
2533,12262,"   Hey,\r\n\r\nit would be quite good to differ t...",3030,   In all my projects (and others as well) on htt...,independent
2534,27035,"  Dear all,\r\n\r\nas an administrator I can set...",7987,   Using 1.0.4\r\nIn the issue filter for assigne...,independent
2535,1555,   When issues are displayed in the Calendar (and...,378,   Hi Jean-Phillipe\r\n\r\nI am evalutating redMi...,independent
2536,29492,"  I suggest to create a new ""custom field"" of ty...",492,   The problem is if developers (role developers)...,independent
2537,4615,   log,24038,  Redmine introduced support for Markdown a whil...,independent
2538,336,   First I would like to say this is a great proj...,15542,   It would be much less cumbersome and more natu...,independent
2539,13478,   It would be nice to have a feature that if a t...,23386,   use case:\r\n# user creates a link of type iss...,independent
2540,6517,"   Redmine is really great software. However, it ...",3564,   I'd like support for embedding comments in wik...,independent
2541,1455,   I'd like the capability of creating issue_repo...,10944,"   When working with redmine, one sometimes needs...",independent
2542,3306,"   Hi,\r\n\r\nI'd need 3 plugin hooks for a Campf...",4328,"   Hi,\r\nIf think it will be cool if the top-men...",independent
2543,3873,"   Bonjour,\r\n\r\nSerait-il possible d'avoir sur...",14641,   Hi G.Day\r\n i am using Redmine in my company ...,independent
2544,359,   It'd be really great to be able to click on th...,6077,   There should be an option to only have the act...,independent
2545,19971,   We are operating in an environment which requi...,26758,  In scenario - user has holidays and can't work...,independent
2546,14498,   path: C:\BitNami\redmine-2.3.1-3\apps\redmine\...,772,   It should be useful to be able to add custom f...,independent
2547,10952,   Hi\r\nI have a bitnami native redmine 1.4.1 im...,4799,   Issue Custom Fields Parent/Child: \r\nI am a n...,independent
2548,31404,  This feature could help the project management...,8903,   When user update the main description of the i...,independent
2549,6988,   Des. html telas Aton,4162,   I'd like some way of sending a search of ticke...,independent
2550,10142,   We have created some predefined filters at iss...,4058,   The wiki should be able to dynamically referen...,independent
2551,9812,   We would like to offer redmine integration via...,14774,   I'll try to explain my need with a sample. \r\...,independent
2552,6597,   I've observed that even when I let the browser...,8262,   kk,independent
2553,6517,"   Redmine is really great software. However, it ...",6477,"   Hi,\r\n\r\ni modified the redmine.pm file in o...",independent
2554,21955,   Add please links to repositories. See [[Redmin...,16807,"   Hello,\r\n\r\nI guess I've found bug with Issu...",independent
2555,23828,   I am using rest api to get user list\r\n<pre>\...,7987,   Using 1.0.4\r\nIn the issue filter for assigne...,independent
2556,5390,   Some schools of thought call the stuff that Re...,18751,   can I connect the calendar with ms exchange?,independent
2557,23581,   I have a class inherited from query to perform...,4522,   Currently users can set values of custom field...,independent
2558,27381,  Would like a hybrid option of % Complete drive...,8731,"   Dear Utkarsh,\r\n\r\nRequesting you to please ...",independent
2559,4004,   The test fixtures are becoming difficult to ma...,2725,"   Currently, you can only select one HREF item o...",independent
2560,5030,   I have been using redmine...Downloading it as ...,446,"   Since the Gantt Chart can get very long, depen...",independent
2561,23728,"   Hi,\r\n\r\ni use redmine in IT projects severa...",4500,   It would be very useful to have the functional...,independent
2562,1778,   I've added some version into my project and it...,9446,   I'm in the situation where I've been given dif...,independent
2563,12022,   This improvement could be guarded with a new P...,32657,"  Hello,\r\n\r\nwe are planning to use Redmine i...",independent
2564,31930,  It would be great to have versions relationshi...,31427,"  Since pre-tags are omitted when quote, I often...",independent
2565,505,   \app\views\layouts\base.rhtml\r\n\r\nI got som...,10362,"   message#29308\r\n\r\nCurrently, when you click...",independent
2566,2869,      support lotus notes client to send reminder...,23728,"   Hi,\r\n\r\ni use redmine in IT projects severa...",independent
2567,517,   I have some ideas we have using in Trac and ou...,6297,   Something really useful for daily usage in Ser...,independent
2568,6773,   i'd be great to have one or more rake tasks to...,23385,   use case:\r\n\r\nI have a complex projects hie...,independent
2569,2769,   If you are adding new file to Documents sectio...,8142,"   Hi,\r\nI implement this Javascript (http://www...",independent
2570,3119,   I think this would give a fairly decent view o...,14004,"   Hello,\r\nWhat would you think about implement...",independent
2571,6188,   It wold by important to me if where possible t...,19893,"   When using the rest API, it would be useful to...",independent
2572,7644,"   Hi\r\n\r\nI have some projects very busy, and ...",13123,"   Hi everybody,\r\n\r\nI try to assigned group u...",independent
2573,2374,   It will be fantastic to be able to create feat...,445,   It'd be really nice to be able to make batch c...,independent
2574,21788,   I think it's really important to use a chat to...,3960,"   Hi,\r\n\r\nSince i use Project Hierarchy, I ne...",independent
2575,1549,   A frozen versioned (anything that can be uniqu...,6188,   It wold by important to me if where possible t...,independent
2576,7145,   This feature wouldn't be show the product in t...,1817,"   In the list of related to options, another opt...",independent
2577,18266,   Hello!\r\n\r\nWe have a requirement that while...,18593,   Hi Team\r\n\r\nWe would like to know the detai...,independent
2578,6308,"   In role and permission setting, if I check ""vi...",14921,"   Hi,\r\n\r\nIs there any patch to differentiate...",independent
2579,12120,   Just like the filters in the issues' list.,16712,   The old description seems very old and a lot h...,independent
2580,6988,   Des. html telas Aton,338,   Why not add textilize to comments for each rev...,independent
2581,28328,  Currently we only have following permission co...,4882,   I've tried to implement the email receiving th...,independent
2582,34003, If issues are grouped in a custom query then t...,9473,   I think a very interesting improve it's: add i...,independent
2583,9828,"   The ""New Ticket"" page of this redmine has a no...",23907,  Simply stating that certain relations would cr...,independent
2584,13147,   We really would like to see roles in worflows ...,23123,   I suggest to allow to add relation issue from ...,independent
2585,8298,   Where can i find the SQL query that is used to...,13483,   Would it suit you gentlemen to have additional...,independent
2586,334,   the column where the task names appears seems ...,19718,   The Redmine software is delivered with a GANTT...,independent
2587,3263,   This is a very minor idea. When you use the se...,26616,  can you Add %  Done of issue  to spent time fi...,independent
2588,464,   It seems that right the only numeric data type...,23386,   use case:\r\n# user creates a link of type iss...,independent
2589,21425,   I'd like to see the number of commits with eac...,5663,   Desenvolver uma tela nos moldes dos modelos in...,independent
2590,8584,"   ""spammer profile"":/users/34901",21572,   It would be great to custom field support for ...,independent
2591,19101,   Now we can see a pager at the footer. So we ha...,9609,   Upgrade to the latest 2.3.x Rails release for ...,independent
2592,17773,"   Hi, I have a question. \r\nI added a field to ...",7685,   when having multiple projects with multiple di...,independent
2593,8845,   啊啊啊,5555,   It would be bery interesting to be able to bul...,independent
2594,9267,   Based on estimated time for tasks -> will be h...,22597,   Redmine version                2.5.2.devel\r\n...,independent
2595,14861,"   Hi, i want to Create a Work Break down Structu...",30230,  I was generated Redmine reference with version...,independent
2596,32543,  Some users don't want to use default page afte...,15701,"   Following r12353[1], I think it could be very ...",independent
2597,2481,"   Hello, Thanks for an excellent project managem...",21938,"   In Administration / Issue Tracking, setting st...",independent
2598,10353,   Because of the BIG number of values that a lis...,5338,"   app/views/show.xml.builder, line13:\r\n\r\n<pr...",independent
2599,272,   I really like using filters in the Issues modu...,2661,   It is very necessary to have ability to create...,independent
2600,18909,   1. I have problem accessing the timelog date w...,17493,   I want to move a lot of issues from one projec...,independent
2601,4891,"   When creating or updating an issue, you have t...",7792,   Redmine's PNGs are currently not fully optimiz...,independent
2602,2873,"   I suggest some i18n helpder script, so every t...",3443,   It would be great to have _Show user_ combo bo...,independent
2603,1009,   It can be almost the same as SCV report for /t...,1263,   With the new global wiki we are thinking in mi...,independent
2604,2647,   The current implementation of the repository b...,5997,   Redmine's REST API provides valid XML response...,independent
2605,29824,  This feature allows us to use user initials as...,18411,"   It is interesting that _Assignee_=@""<< me >>""@...",independent
2606,27826,"  suggestion:\r\n""Non member"" should be invisibl...",2396,"   One story, one feature",independent
2607,23866,   I have this problem in api Rest.\r\n\r\ncross-...,5276,   currently it only shows list of issues summaries,independent
2608,5125,   It would be really nice if it was possible to ...,8260,   Создание сайта с нуля. Включает в себя создани...,independent
2609,16620,   Could it be made possible to change issue rela...,6405,   When I add an item as a related issue or subta...,independent
2610,4082,   On the edit versions page add the ability to c...,28352,"  Hello, \r\nIs it possible to change color of d...",independent
2611,5266,   I created a filter for my features and would l...,22001,"   I want to export structured PDF´s from wiki, I...",independent
2612,14505,   Redmine supports these links:\r\n\r\n<pre>\r\n...,4378,   Como lograr crear un rol que solo pueda ver lo...,independent
2613,9761,"   In the Email notifications settings tab, there...",31864,"  I would expect, that the Issues API exposes al...",independent
2614,15182,   If I edit a region (click on yellow pencil ico...,23863,   Requisição cross-origin bloqueada: A política ...,independent
2615,3111,"   Please add an option to ""sort"" or arrange the ...",19169,   It would be great if the wiki could show de pr...,independent
2616,2613,   The way we currently use Redmine is that some ...,11000,   I often have simple activities that should be ...,independent
2617,33151,  When the children to an issue is requested wit...,4363,   The time reports allow you to group items by w...,independent
2618,10020,   To log time you currently need to first select...,1529,   Can you add privileges to every board?\r\nFor ...,independent
2619,11632,   It would be very nice if someone could watch t...,20985,"   When getting issues with the REST api, the jou...",independent
2620,20482,   Can we make a super admin to control rights ac...,17538,   It would be nice to display the priority of re...,independent
2621,33894, If the done ratio is not linked to the issue s...,4845,   When we managed a non-conding project using Re...,independent
2622,17668,"   Hello,\r\nbcc required becasuse, The news entr...",33097,"  Hi, \r\ncan anybody solved problem, when you n...",independent
2623,22771,   All email notifications are disabled for CSV i...,26182,"  Hi,\r\n\r\nIt will help us ,if you provide ste...",independent
2624,10809,   We would like to be able to position tables id...,27192,  Creating a filter to exclude one particular na...,independent
2625,29993,  When project added to archive - it is hidden f...,28466,"  Hi,\r\nIt would be very helpful to have predef...",independent
2626,28008,  Could and easier way be made to put a hyperlin...,16666,"   Hello,\r\n\r\nIt is possible to export an issu...",independent
2627,34123, We should add some system tests (or other type...,23392,   I figured out that to remove a child task from...,independent
2628,5276,   currently it only shows list of issues summaries,8208,"   Upon user account creation, the user password ...",independent
2629,471,   I love redmine.  I just have one major feature...,3030,   In all my projects (and others as well) on htt...,independent
2630,22116,   I'm traveling a lot and would like the time zo...,20689,   There is feature for [[RedmineSettings#Referen...,independent
2631,27299,"  We are using bitnami redmine-stack installer, ...",10459,   Sorry I have posted this in the forum and real...,independent
2632,13466,   I would like to ask that any custom field with...,29354,  Allow configuring email notifications to be se...,independent
2633,6328,"   this applies to the ""New Issue Alerts"":http://...",28638,  I need an issue statuses filter on reminder ta...,independent
2634,4322,   I would like to be able to create an Issue fil...,10268,   Would be great to be able to:\r\n1) access (fi...,independent
2635,7783,"   for a target version created in project A, eve...",24610,"  when i click 【HELP】,i jump in a strange web pa...",independent
2636,31143,"  Hello, \r\nI want to add a custom fields in th...",32766,  *Problem (usecase)*\r\nThe Markdown Module of ...,independent
2637,14548,   I would like to propose to add one more option...,18084,   Hello!\r\n\r\nRedmine provides feature that we...,independent
2638,23123,   I suggest to allow to add relation issue from ...,2152,   When displaying search results it would be hel...,independent
2639,4469,   If a string field has value which are wiki pag...,14620,   In the roadmap view of versions closed tickets...,independent
2640,8329,   Projeto de tecnologias móveis,3486,   The default value of the file is 5MB. Is it po...,independent
2641,14952,   We try to use redmine to manage support cases ...,15739,   When I attempt to export PDF report file in is...,independent
2642,29183,"  I think it would be better to show ""Latest new...",21198,"   Hi all,\r\nfor planning purpose I need to spli...",independent
2643,1896,"   Instead of a flat file list, here is how the c...",12348,"   If the user is watching the repository, on rep...",independent
2644,16729,   It would be very nice to be able to have place...,1307,   it would be nice to page through tickets after...,independent
2645,14858,   Hello.\r\nMy team get some trouble when they a...,5997,   Redmine's REST API provides valid XML response...,independent
2646,336,   First I would like to say this is a great proj...,7111,   It would be useful to be able to query additio...,independent
2647,9149,   I only have a log of what was uploaded to the ...,4863,   If someone already had a mediawiki installatio...,independent
2648,27232,"  when i filter the status of diferent Tracker, ...",10941,   If you are providing the video install guide t...,independent
2649,20231,"   Hello,\r\n\r\nI am interested in getting offli...",11139,   <pre>\r\n!!\r\n</pre>,independent
2650,11675,"   Originally, the raid will be cleared on MegaCl...",8425,   A Feature for reporting the daily attendance o...,independent
2651,8813,   sfsr,14353,   Rather than remembering the syntax it would be...,independent
2652,26491,  This is a follow up to #26471.\r\n\r\nDue to l...,3435,   It will be great if tasks could be nested.\r\n...,independent
2653,3344,   This feature is just like the trac.\r\nYou can...,297,   In order for me to even be able to create an i...,independent
2654,10766,"   I'm using Redmine 1.3.1 stable. Now, I want to...",8298,   Where can i find the SQL query that is used to...,independent
2655,8158,   Create a default user in the projects to which...,15914,   It allows to hide sub-projects level by level....,independent
2656,355,   Please add support for ssh access to svn repos...,6660,   это описание очень важной задачи,independent
2657,20822,   Email notifications of private issues shouldn'...,11150,   I think the list is not ordered by project nam...,independent
2658,2522,   I like on-load focus on forms like the 'New is...,10638,   We would like to create customer views (create...,independent
2659,17359,   It be helpful if there were additional filters...,28461,"  Hello,\r\n\r\nI have a feature request for the...",independent
2660,10359,"   Hi,\r\n\r\nI'm looking for 2 hours how to enab...",5737,   It would be nice to have custom queries  avail...,independent
2661,20426,"   Hi,\r\n\r\nI would like to use User (Account) ...",18643,   Hi all! After every plugin change need to rest...,independent
2662,20952,"   Hi,\r\n\r\nI need ti know if we can use Redmin...",2202,"   Actually, there are 3 user options in ""My acco...",independent
2663,24782,"  When trying to export issues to CSV, all reque...",23073,"   Hi,\r\n\r\nIs it possible to change the export...",independent
2664,320,   I would like to see 2 features added:\r\n\r\n*...,11542,"   There is salt in the password, but it's implem...",independent
2665,4393,   This issue has already been discussed in #3388...,10065,"   Hello,\r\n\r\nwe would like to use the wiki fu...",independent
2666,959,"   There should be navigation button(s), in parti...",24299,  There is no way right now in Redmine to track ...,independent
2667,21783,   Admin -> Create New Report (Create link) -> As...,580,   Could be nice to sort issues by subject too be...,independent
2668,451,   Display user's name FAMILY NAME - GIVEN NAME o...,553,   Now is possible automatic creation of svn repo...,independent
2669,580,   Could be nice to sort issues by subject too be...,30117,  Currently redmine has such fixing keywords as ...,independent
2670,11342,"   Hi,\r\nI think that Redmine should be improved...",15286,   I want to make some minor changes to the defau...,independent
2671,5730,   It should follow standard breadcrumb look / fe...,7271,   Many of the new features can only be tested in...,independent
2672,28082,  How can I modify the Home Page of Redmine?\r\n...,24782,"  When trying to export issues to CSV, all reque...",independent
2673,6808,"   I think that core fields, plugin fields and cu...",6228,"   Hi, the idea is in the case of:\r\n\r\n+Projec...",independent
2674,23314,   There are too many activites displayed in main...,1394,   Sometimes it's easier to remember who did what...,independent
2675,8428,   Make user able to input fractions as time unit...,28298,"  Hi,\r\nIt would be great to fetch issues by lo...",independent
2676,27822,  Some of our users reported being confused by t...,2847,   The idea would be :\r\nrake redmine:load_defau...,independent
2677,2913,"   Hello,\r\n\r\nit would be very useful if you a...",1195,   I think it would be useful to log people who a...,independent
2678,9744,   Maybe I'm missing something but when setting p...,16323,   It is very nice that we have markdown in Redmi...,independent
2679,31336,"  It would be nice, having a configuration optio...",2886,   csinálj meg avalmit,independent
2680,4640,   By changing the password hash to be Base64 enc...,426,"   In the REPORTS, it would be nice to easily see...",independent
2681,2880,"   It would be great to have an issue attribute ""...",27528,  Every custom field in database has it's own ID...,independent
2682,7506,   I'm trying to implement createTimeIssue() meth...,441,   Add users to a group & assign projects to a gr...,independent
2683,11030,   Feature to load database settings depends on h...,10313,   When I create a filter for example Assigned to...,independent
2684,14063,"   Hello,\r\nI want to use HTML-Code in Redmine.\...",1037,"   Related to #1032, looking through the HTML to ...",independent
2685,3497,"   Let's say you have 3 issues, one that is close...",28671,  I am doing some SEO cleanup for newlaborforum....,independent
2686,14067,   Thank you for implementing referencing the Use...,476,   It'd be handy to be able to change the way the...,independent
2687,23123,   I suggest to allow to add relation issue from ...,1494,"   As a plugin developer, I've had to walk severa...",independent
2688,2085,"   People now use a lot of Web apps (cms, web mai...",23107,"   CodeRay v1.1.1, which includes several neat ch...",independent
2689,23392,   I figured out that to remove a child task from...,10616,   A lot of problems on this tracker can be solve...,independent
2690,29513,"  Hi,\r\n\r\nAt my work we run Percona XtraDB. T...",11516,   It might be useful to request avatar image in ...,independent
2691,5338,"   app/views/show.xml.builder, line13:\r\n\r\n<pr...",10884,   Presenting the tool Redmine to anyone....\r\n\...,independent
2692,2612,   Such a feature is useful when you want pass sp...,20766,   My redmine is 3.1.0 bitnami version When I tri...,independent
2693,7167,   When we add users in project or group，we found...,10007,   I think a good feature are recive redmine emai...,independent
2694,1465,   New idea: we have large number of Activities i...,5516,   A new field for Quality Assist with member val...,independent
2695,7200,"   Hello,\r\n\r\nI've seen the occasional request...",333,"   When creating a new query, have the possibilit...",independent
2696,8875,"   I have Redmine installed on a local, virtual s...",2887,   dfgdfgdfgdfgdfg,independent
2697,17426,   Currently in Redmine preview of tracker descri...,9927,   Some defective e-mail servers can't handle e-m...,independent
2698,394,"   Hi,\r\nit would be nice to have the ability to...",25722,"  Hello,\r\ncould be fine that the system send a...",independent
2699,11845,   Slip charts are an incredibly useful tool for ...,14921,"   Hi,\r\n\r\nIs there any patch to differentiate...",independent
2700,31427,"  Since pre-tags are omitted when quote, I often...",8073,   Our software automatically reports bugs to our...,independent
2701,14350,   Can we have support added for the new (in v1.8...,2947,   Sometimes when working on large(r) wiki-pages ...,independent
2702,2295,   I created a feature for 0.7.3 that when viewin...,7797,   Administrar la red en el desarrollo del proyec...,independent
2703,2451,   Now you can add yourself to watch list in two ...,970,   I'm just creating report for our client. I wou...,independent
2704,7458,   Seeing how redmine handles issues,30053,"  Hi,\r\n\r\nI am wondering if there is anyway t...",independent
2705,14099,   Is there any plugin or filter on how to see de...,21727,"   Hello,\r\n\r\nPer default only the author is w...",independent
2706,7978,   Currently I have to create an issue and then e...,1345,"   Bonjour,\r\n\r\nIl est intéressant d'interface...",independent
2707,20952,"   Hi,\r\n\r\nI need ti know if we can use Redmin...",9414,   In days.\r\nTo allow reschedule of issues base...,independent
2708,7799,   We are Redmine as a Project management tool. I...,16048,"   Hi,\r\n\r\nit will be very useful to have the ...",independent
2709,9447,   I wish I could ignore some files from diff vie...,416,   There should be a permission or option to over...,independent
2710,13141,"   Like reported on #5487 , we would like to have...",20891,   I would like to add an option in ldap configur...,independent
2711,32657,"  Hello,\r\n\r\nwe are planning to use Redmine i...",24740,"  Hi all,\r\nI`m a redmine user.\r\nIs that any ...",independent
2712,31032,  Inherited roles of project members cannot be e...,33276, it would be very helpful to have addtional fie...,independent
2713,476,   It'd be handy to be able to change the way the...,6343,   Nova font,independent
2714,586,"   We're using RedMine more and more, and it's gr...",28724,"  At the moment, Redmine won't reset the API key...",independent
2715,10203,   We have encountered a problem where Redmine ex...,12880,"   Currently, the issue visibility can be set by ...",independent
2716,6212,   Writing text/link pair every time is too much ...,2661,   It is very necessary to have ability to create...,independent
2717,7240,   This behavior should be configurable.\r\n\r\nW...,9714,   Hi.\r\nI need a some special Custom Query to g...,independent
2718,2932,   Do you plan to build functionality to allow to...,24950,  A request to add \r\n\r\nhttps://github.com/ch...,independent
2719,2892,   I am using the FF extension called Brief.\r\nA...,20426,"   Hi,\r\n\r\nI would like to use User (Account) ...",independent
2720,14238,   Hi All\r\ni want to know about how we can make...,6058,   I use a lot of sub projects in redmine.  Sub-p...,independent
2721,3739,   I note that it is possible to view a gantt cha...,24381,  The Rest API for issue relations lacks means f...,independent
2722,3566,   I started this idea as a comment on this featu...,537,   Have a look to basecamp. Here todo list can be...,independent
2723,300,   It is currently not possible to filter issues ...,10475,   Wiki suggests to install the required gems usi...,independent
2724,14498,   path: C:\BitNami\redmine-2.3.1-3\apps\redmine\...,8338,   The many of issues on redmine.org lack a good ...,independent
2725,22594,   On our Redmine instance the retrieve_previous_...,9413,"   Now, start and due dates of an issue are hard....",independent
2726,1696,   it would be great if a project could be assign...,11990,   To trigger the update of a git repository (or ...,independent
2727,34420,The current query columns selector UI consists...,2924,   The right click context menu is really useful ...,independent
2728,27317,"  hi all, i need plugin or source display issue ...",1870,"   It would be nice, if minimized version of the ...",independent
2729,11643,   i need to add a new tracker that represent the...,25493,"  Hello,\r\nWe have a multi-site tree, each site...",independent
2730,30230,  I was generated Redmine reference with version...,4246,   I am running the latest stable redmine.\r\n\r\...,independent
2731,10778,   Hi\r\n\r\nCould you please add a svn:ignore pr...,1035,   I have yet another idea to make the activity v...,independent
2732,6281,   I saw some tickets and explanation to migratin...,11342,"   Hi,\r\nI think that Redmine should be improved...",independent
2733,467,   Currently the project summary fields are stati...,13170,   Не работает форма отправки запроса о покупке п...,independent
2734,7062,   I hope the team members submit code can mail t...,2147,   whs@WHSServer1:/var/redmine$ svn info\r\nPath:...,independent
2735,1625,"   Hello,\r\n\r\nIt would be great to be able to ...",1656,   Last weekend i have found this great tool. But...,independent
2736,9803,   E.g. the following has a new tracker_id and pr...,9079,"   Hi,\r\n\r\nI speak french, but excuse me for m...",independent
2737,31559,  h3. Expected behaviour\r\n\r\nWhen doing a HTT...,17607,   We have to use multiple queries on single page...,independent
2738,33717," Hello,\r\nI was searching this possible featur...",26794,"  Hello Redmine Team,\r\n\r\nIt will be good to ...",independent
2739,7327,"   A very necessary thing, which is so lacking. W...",25383,  A plugin exists which allow to have a signatur...,independent
2740,32605,  Currently the default relationship between all...,8663,   We need to know whether we can control the Doc...,independent
2741,2777,"   Hi,\r\n\r\nMaybe this one is known already. An...",19718,   The Redmine software is delivered with a GANTT...,independent
2742,13056,   When user wants filter issue using a relation ...,3694,   Would be great to be able to disable wiki mark...,independent
2743,15690,"   If a receive_imap crontab is setup, Redmine sh...",8966,   We regularly use the $Rev::    $ keyword subst...,independent
2744,13999,   I see this was added to issues in 1.4 as per:\...,1414,   My project has a requirement that several indi...,independent
2745,4626,   If you do some work for an issue on 1.1. but l...,4770,   I need to select 10 issues in the list and app...,independent
2746,3079,   I am using automatic repository creation via r...,13386,"   hii, I am developing the tool for my company u...",independent
2747,8195,   I need the custom field tag for a post action\...,12563,"   Whenever the activity view is opened, all chan...",independent
2748,6540,"   settings->versions->new version, add a version...",10858,   At the moment there is no filter/search functi...,independent
2749,19958,   Sorting search filters and search options will...,33102,  It is a time-consuming task to add dozens of u...,independent
2750,400,   We would like to request the ability to embed ...,782,   Not a real issue - more of a doc patch style t...,independent
2751,269,   It would save time and ease use to have the ab...,2790,   We have a problem that always before and after...,independent
2752,9911,"   currently, when I reply to a redmine task noti...",9812,   We would like to offer redmine integration via...,independent
2753,4553,   дать возможность выбора следующей схемы:\r\n\r...,8127,   It would be great to have a possibility to cre...,independent
2754,18773,   It would be nice to have a grouping for fields...,4482,"   To improve performance, the core Textile rende...",independent
2755,4348,   The summary of the issues could present daily ...,11176,"   Hi,\r\n\r\nI have been struggling to use redmi...",independent
2756,19048,"   Hello Guys,\r\n\r\nI have installed Bitnami Re...",29503,  Google is indexing the older versions of wiki ...,independent
2757,3193,   An article popped up in my RSS feeds today abo...,33472, It would be useful to get users be able to vie...,independent
2758,15273,   I was searching in google and also on forums a...,23282,"   I have 1000 issues in a project, and export li...",independent
2759,4315,   It would be nice to have the ability to quickl...,17442,"   Hello,\r\n\r\nI tried to install this patch ma...",independent
2760,13627,   How to add a custom field for note and when I ...,6485,"   when we developing software,we need to know so...",independent
2761,6360,   Adding title attributes to various important i...,2693,   Redmine: r2363\r\n\r\nI'd like to be able to u...,independent
2762,19971,   We are operating in an environment which requi...,2141,"   Hi,\r\nI really like the simplicity of Redmine...",independent
2763,31109,  I think the assignee's name in email notificat...,21262,"   When doing an on-the-fly user creation, if Red...",independent
2764,3286,   I can't find any way to get the list/count of ...,25647,  Requesting that the max character length for v...,independent
2765,12022,   This improvement could be guarded with a new P...,2892,   I am using the FF extension called Brief.\r\nA...,independent
2766,23973,"  Hello,\r\n\r\nIs there a way to configure Redm...",11036,   could redmine support a configuration paramete...,independent
2767,522,"   We have really lot of projects, but we don't u...",2788,"   Sub-projects are a great tool, but the redmine...",independent
2768,8338,   The many of issues on redmine.org lack a good ...,11712,   h2. Links\r\n\r\nUsing *Long Text* and *Text* ...,independent
2769,7034,   Please insert Multilanguage top_menu caption,7137,   Please add an icon that will show the ticket s...,independent
2770,6343,   Nova font,1773,   it would be very useful to be able to mark doc...,independent
2771,2543,   Redmine has this hook when displaying a versio...,23973,"  Hello,\r\n\r\nIs there a way to configure Redm...",independent
2772,10307,   I often have the problem that I track bugs in ...,12895,   After selecting a milestone from the roadmap t...,independent
2773,3301,   In <head> tag should be added a line\r\n<pre>\...,26015,"  In the last versions, Redmine evolved a lot, w...",independent
2774,467,   Currently the project summary fields are stati...,33302, Currently it is a combobox with 11 options: 0%...,independent
2775,14083,   In custom search Issue one can define group by...,15062,"   Inheriting members is cool, however, you are s...",independent
2776,4330,   It would be nice to implement OpenSearch stand...,704,"   Usually web applications, if localized, use la...",independent
2777,9962,   If you attached a csv file to an issue / wiki ...,5836,   Our members sometimes submit the new issue wit...,independent
2778,23779,   Hi!\r\n\r\nCan you please add a google transla...,3520,"   As subject says, it would be a cool feature to...",independent
2779,1429,"   Once again, Redmine is great. I keep discoveri...",441,   Add users to a group & assign projects to a gr...,independent
2780,10616,   A lot of problems on this tracker can be solve...,3188,   Any body thinks about this?\r\nIt would be gre...,independent
2781,5304,   can't build tasks tree from imported data othe...,6880,   I really like the new task feature. When check...,independent
2782,22993,   Greetings. Setting mail notification about the...,5658,   There doesn't seem to be a good way to display...,independent
2783,14983,   I couple times figured out that there could be...,9923,"   The ""Assignee"" filter has a <<Me>> option, but...",independent
2784,6188,   It wold by important to me if where possible t...,7930,   It would be a nice feature if there was a way ...,independent
2785,5537,   Links within a Wiki are one of the most fundam...,23973,"  Hello,\r\n\r\nIs there a way to configure Redm...",independent
2786,17628,   It would be nice to have a project flag is_pub...,27199,"  can we add log date filter to the issue list, ...",independent
2787,3702,   Create a feature wich enables just finished pr...,10606,   When in issues list I flag several issues and ...,independent
2788,2028,   Some wikis have a feature where it shows to us...,20008,"   Hi,\r\n\r\nWe are using redmine 2.5.1 with bel...",independent
2789,17304,"   I like how redmine allows you to ""easily"" link...",32976,  By changing the user icon to avatar in the Add...,independent
2790,5918,   The migrate_from_trac task fails if a redmine ...,14353,   Rather than remembering the syntax it would be...,independent
2791,33296, redmine:load_default_data loads various kinds ...,8443,"   Hi,\r\n\r\nI'm working on plugin which creates...",independent
2792,1000,   !,13694,   When viewing the gantt charts the planned begi...,independent
2793,20283,   as of 3.0.3,3260,"   Being able to add menu links per project, as s...",independent
2794,4719,   I need this function:\r\nI am administrator in...,3851,   When Rails starts without a cookie secret (fro...,independent
2795,2095,   The projects I currently look after are very h...,7236,"   I use the Group By feature heavily, but first ...",independent
2796,12383,"   Hello,\r\n\r\nI would like to change an order ...",18668,   When using a issue reference like @[Issue #455...,independent
2797,13737,   Hi Austin...\r\nI have a cord that will not pl...,1244,   This may be similar to #279.\r\n\r\nI'm intere...,independent
2798,26908,"  I'm not sure if this is a good idea or not, an...",2490,"   Hi,\r\ni did not want to open my smtp port as ...",independent
2799,11538,   I need to know how to install the plugin for r...,33445, I am using redmine as a helpdesk in our enviro...,independent
2800,10945,   Requirements for information page are attached...,1037,"   Related to #1032, looking through the HTML to ...",independent
2801,7092,   It would be useful if Redmine's administrator ...,12817,"   Hi there,\r\n\r\nmaybe this could be useful fo...",independent
2802,4363,   The time reports allow you to group items by w...,24533,  It would be great the html title of tickets co...,independent
2803,295,   In the same structural manner as files allow d...,7405,   Just want Alias support in 1:1 NAT fields and ...,independent
