,id1,Description1,id2,Description2,Type of dependency,label
1631,8536,there lot activity going i,3058,issue many st,duplicates,0
1632,19583,currently permission configuration fo,9473,think interesting improve add,independent,1
1633,11351,believe extension curr,3202,deleting wiki page linked chil,independent,1
1634,3384,would great define permission,3187,please add view issue user permission,relates,2
1635,25381,go create new time entry th,588,itll nice ability move de,duplicates,0
1636,14599,tried latest version rmagick installed im,12447,vendorpluginsrfpdftcpdfrb port f,relates,2
1637,4462,would wonderful able set emi,4015,allow application setting eg theme,relates,2
1638,11461,setup redmine reporter em,28307,per wiki suggested configure ema,independent,1
1639,3189,would useful possible save,1605,wwwredmineorg go activity,duplicates,0
1640,11924,mainly run onernrnsome task,1232,configuration referencing fixing,duplicates,0
1641,1564,pdf export issue export synthetic,4742,exporting csv currently includes large nu,relates,2
1642,6298,reviewing large list issue ti,15820,list file subcategories f,independent,1
1643,11494,sometimes user would post issue containin,10543,using imap email method posting comment,independent,1
1644,3399,adding related issue would,3170,autocomplete exists member selection,duplicates,0
1645,1238,would better could add tag,480,would really convenient wiki,duplicates,0
1646,6698,subprojects phenomenalrnrnbut id sti,9420,bonjour à tous rnen premier lieu je suis tr,independent,1
1647,28100,moment possible get file,15948,think would clearer change icon,independent,1
1648,6900,hellornit possible add function merge,1624,know could add link related issue bu,duplicates,0
1649,1504,possible replace existing w,17842,hellornrnis solution pr,independent,1
1650,1919,currently access field controlle,703,hirni think would nice able,relates,2
1651,14508,hellornrnin project lot,390,would nice easy use time log,independent,1
1652,4889,would useful could add watch,5159,currently employee,duplicates,0
1653,12230,redmine text format help like new tick,14630,precode classdiffrnindex libredmine,relates,2
1654,6832,currently one tracker k,5991,currently youre able set different def,duplicates,0
1655,7173,current implementation time tracking,9828,new ticket page redmine,independent,1
1656,4500,would useful functional,4960,organization large amount pee,independent,1
1657,10120,examplernissue exist someone du,6899,time issue copied,duplicates,0
1658,12005,ability hide fieldrnrnrelated,5037,would nice define kind view p,relates,2
1659,5918,migrate trac task fails redmine,438,able use new field time est,independent,1
1660,14115,enhancement would make using huge wiki,29219,would great email truncation could,independent,1
1661,1827,modifycomment issue wiki page,1154,new permission flag added contr,independent,1
1662,6628,rather hunting correct regexp,2852,im requesting redmine incorporates method,relates,2
1663,17220,issue add attachment priv,12677,would split suggestion two partsr,duplicates,0
1664,5318,make following action one onern n,7351,hi everyonernrnfor kde user user,independent,1
1665,33602,activity page already feature sho,7322,using would like able,relates,2
1666,13299,would great create dependency betwe,3517,way assign issue pe,duplicates,0
1667,3988,revision browser would good ha,1443,trac offer really nice feature r,relates,2
1668,9339,wrote help contribute back,7284,really nice user guid redmight,duplicates,0
1669,6409,redmine global setting default language,5990,currently email notification sent,relates,2
1670,370,user may readedit project heshe,2099,first love redmine importa,independent,1
1671,7711,jalali hijri shamsi calendar one,12889,hirnthere lack persian solar calend,duplicates,0
1672,14816,currently diff view allow quick link,9807,someone send link diff w,relates,2
1673,5630,problem link email,23615,project lot user may time,independent,1
1674,15786,hellornrnim new redmine right,10149,would like able name file someth,independent,1
1675,8367,rising demand dedicated control,1842,hirnrnive testing latest svn,independent,1
1676,13083,version whenever change status,13111,note searched could find reopen,duplicates,0
1677,8785,teste de grande projeto,3428,rightnowfor creating new issuewe sepa,independent,1
1678,25561,hirnrni know already addressed,3068,id like suggest addition would,duplicates,0
1679,7634,need report custom field proje,1766,like subject state timelogcustom field c,duplicates,0
1680,7993,important report progress report,7360,would nice able create defaul,duplicates,0
1681,1556,busy adding project subprojects,1125,compnay offen exact pro,relates,2
1682,25052,since create full width layout custom,15918,possible change name ev,relates,2
1683,3043,ticket assignable multiple devel,408,would great possible assign,duplicates,0
1684,8595,forgive im overstepping boundary h,332,create filter issue listing page,independent,1
1685,10788,think nice feature add posibility,1554,hirnrnprivate issue would great,duplicates,0
1686,23609,noticed redmine doesnt allow user c,18014,link bottom setting reposi,independent,1
1687,24883,would nice could watch version,8046,using soon would lik,duplicates,0
1688,8760,attached patch set issue assignee,24345,would great issue detail view wo,independent,1
1689,3559,redmine nice web viewer bazaar,2799,hirnrni dont know bug,relates,2
1690,12469,really like redmine still evalua,6204,suggest delete bookmark new issue fro,duplicates,0
1691,4372,wiki include macro able include,3547,include macro wiki abil,relates,2
1692,11494,sometimes user would post issue containin,6665,would useful able copy member c,independent,1
1693,5094,case would nice forward,9786,hirnis something new quest,duplicates,0
1694,8805,along line asrn edit notesrn e,1248,today version may,duplicates,0
1695,31143,hello rni want add custom field th,12181,would handy include attachme,independent,1
1696,2791,default tracker visible role,285,adding rbac tracker one th,duplicates,0
1697,20134,wrote plugin,16348,dear teamrnrnwe working customizing,independent,1
1698,25357,right one view file reposit,26035,followup smal,relates,2
1699,6417,eric would great way,8897,issue sorted id gantt chartr,relates,2
1700,24943,currently user must selected one,4511,nice user group feature redmine,duplicates,0
1701,6658,logically new issue menu item,6204,suggest delete bookmark new issue fro,relates,2
1702,32002,didnt found way get inherit member fi,5605,alternatively role permission secti,relates,2
1703,19720,requirement message create issue,26577,beforernprojectsredminerepositoryrev,independent,1
1704,14861,hi want create work break structu,503,password user account redmine lim,independent,1
1705,22802,roadmap tab issue automatical,8016,would really like able specify,relates,2
1706,16119,hello redmine teamrnrnwe actually th,10453,revisionmanagement file u,independent,1
1707,7993,important report progress report,7360,would nice able create defaul,duplicates,0
1708,9417,issue start due date projec,30775,version plugin scm creator stoped,independent,1
1709,6449,right wiki page parent chang,3108,regular way create new wiki page,relates,2
1710,12295,hi therernrnit would great som,3972,would nice value field,duplicates,0
1711,12325,possible extend issue view hav,8205,would usefull could specify,independent,1
1712,3208,looking phpbb mod,3956,looking phpbb mod,duplicates,0
1713,7181,impossible get list av,7184,response get rest api,relates,2
1714,15928,hellornrnwere problem ever,10033,issue redmine numb,relates,2
1715,26555,project used communication cu,11724,feature caused major problem,relates,2
1716,1193,hirnrnim sure following would,1554,hirnrnprivate issue would great,relates,2
1717,5215,user manager project could,3960,hirnrnsince use project hierarchy ne,independent,1
1718,448,hirni seem missing thisrnis,482,would nice setting item select,duplicates,0
1719,6695,currently create filter even,6332,hirni currently set quite complex filte,duplicates,0
1720,1446,there way notify message edi,12416,someone change comment,duplicates,0
1721,6881,first bug report im sure,6974,hirnrnin project ive many version,relates,2
1722,5274,would extremely useful auths,675,redmine definitely gaining big popularity,relates,2
1723,8983,hi rnrnin issue show estimate,971,need custom qury issue,duplicates,0
1724,5125,would really nice possible,21106,redmine ability add file atta,independent,1
1725,7546,problem member project,11228,id like request email issue funct,independent,1
1726,4741,originally miscategorized feature,2799,hirnrni dont know bug,relates,2
1727,1580,custom field extremely handy usi,5095,patch allows plugin add action,independent,1
1728,18424,want feature like project,8891,currently assigning group project,relates,2
1729,31106,importing issue many issue field,1739,sometimes submit issue roa,relates,2
1730,16807,hellornrni guess ive found bug issu,9356,currently understand create,independent,1
1731,14364,system autoregister disabled,3872,usefull add two functionalitie,duplicates,0
1732,28312,occasionally get user updating issue,1737,id much like feature similar,duplicates,0
1733,33648,support getting definition,31559,expected behaviourrnrnwhen htt,independent,1
1734,8382,ability notify user upon status b,8241,notification function redmine,relates,2
1735,4689,based experience redmine would b,3433,fill description detailed,duplicates,0
1736,6717,use casernrnthe administrator,22026,like old topic id like req,relates,2
1737,23895,understood email autosubmitted,26128,hi im trying set email reminder,independent,1
1738,21967,dear colleaguesrni use redmine long,9609,upgrade latest rail release,independent,1
1739,7046,issue related incompatibility,1236,default attachment file fo,duplicates,0
1740,29519,allow user select parent issue group,5325,upgraded newest version redmi,duplicates,0
1741,2762,didnt find way hide list chan,2372,wishlist several enhancement,relates,2
1742,26467,make gantt chart list expandable,6417,eric would great way,duplicates,0
1743,2783,would handy filter issue,25515,width,relates,2
1744,8666,подумать над тем какие задачи и в какие сроки,8817,error bit inscrutable,independent,1
1745,1500,since using redmine issue trac,408,would great possible assign,duplicates,0
1746,4175,currently keep revision roa,1245,would great chance close,duplicates,0
1747,7043,ive seen software like jira whatever else,1800,would nice redmine assisting,relates,2
1748,2372,wishlist several enhancement,1443,trac offer really nice feature r,relates,2
1749,10359,hirnrnim looking hour enab,10485,gantt view way manage,independent,1
1750,15066,rmtimer air client application utilizin,9618,application creates many issue redmine,independent,1
1751,12802,currently email notification regarding,27199,add log date filter issue list,independent,1
1752,1142,would nice cc list people,1133,rnrnone project used track h,relates,2
1753,4159,seems reasonable sub,5358,think possible set ca,duplicates,0
1754,24568,possible select locked user,11069,need able search open closed task,relates,2
1755,32302,think useful allow user fi,29482,attached patch add existing query sys,relates,2
1756,3531,select issue multiple proj,5914,setuprnrn,relates,2
1757,9851,id suggest equalize way available,9850,like subject already implies id suggest,relates,2
1758,8401,homepage useful one primary,1226,testing parallel trac noted interesti,duplicates,0
1759,15009,hirnrni set redmine,11650,hellornrni new redmine rni,independent,1
1760,2865,would nice one click fi,992,think two improvement help lotrn,relates,2
1761,6194,would like set persmission,1248,today version may,duplicates,0
1762,11652,would handy set default trac,482,would nice setting item select,relates,2
1763,14120,really missing functionality automa,440,add stopwatch button timetracker whe,duplicates,0
1764,902,project planning important see member,14413,custom field become mess,independent,1
1765,703,hirni think would nice able,1091,want create tracker custom,relates,2
1766,8147,adjustable header footer mad,8058,currently impossible use redmine,relates,2
1767,24956,hi job event last friday,2952,using redmine little mo,independent,1
1768,4455,current mercurial support redmine,6515,ive write little patch mercurial scm th,relates,2
1769,8299,possible enabledisable vot,1011,see lot people voting different ti,relates,2
1770,8439,provides instruction changing,1605,wwwredmineorg go activity,duplicates,0
1771,21909,hi thererncurrently role permission,16845,hello rni need add rule permission,duplicates,0
1772,5386,development team us branch pretty thor,13715,multiple scm per project possibl,relates,2
1773,1868,find redmine way closing duplicate,10250,reporting redmine,duplicates,0
1774,9063,using log time comment logging dail,992,think two improvement help lotrn,relates,2
1775,8384,grouped custom query priority,34431,got dreaded filesystem,independent,1
1776,12795,currently way user find,12794,go project pagern,relates,2
1777,6772,easy structured user group management,7774,preliminary search find f,relates,2
1778,13038,would helpful field ad,1415,pointed jean philippe user,relates,2
1779,10268,would great able access fi,1244,may similar intere,independent,1
1780,2098,hirnrnit would great role base,8631,storing projectsusers version cust,independent,1
1781,10067,would nice implement ntml authorizati,9545,want provide window integrated authenti,duplicates,0
1782,8145,im working app use redmine api,5901,reading alexey skors forum post,duplicates,0
1783,8192,category available filer criterion,5576,project structure likernrn arn,relates,2
1784,8134,determine edit,3521,would nice possibly,duplicates,0
1785,7583,hirnrndid set thing frontend v,4324,redmine renames file space nam,independent,1
1786,1776,perhaps big issue go,2974,issue tracking software j,independent,1
1787,10039,planned make specific issue status,973,heyrnrncurrently seems status,duplicates,0
1788,331,would useful easy way,3816,jira one terrific feature c,duplicates,0
1789,22960,several related request ha,1707,tipically different team involved,duplicates,0
1790,2542,plugin hook access reques,2649,since need add plugins cs,duplicates,0
1791,15886,add field working hour administration,788,possibility able embe,independent,1
1792,10941,providing video install guide,11990,trigger update git repository,independent,1
1793,4185,restricted useing clearcase prima,27299,using bitnami redminestack installer,independent,1
1794,28405,currently possible assign issue,8629,feature request vaguely similar,duplicates,0
1795,14065,addingediting news file attachment may,25224,hidearrnmy environmentrnoscentos ser,independent,1
1796,5791,staff want know made last updating,6375,hirni think beneficial,duplicates,0
1797,1264,add search scope search fie,14512,hellornrni developing plugins use,independent,1
1798,6914,reported two year ago,5862,would useful two option th,relates,2
1799,19311,hellornrnthere way add html li,28082,modify home page redminern,independent,1
1800,13394,would useful code button int,14937,planio developed woul,duplicates,0
1801,11643,need add new tracker represent,6995,want update issue changing,independent,1
1802,11222,big problem plugins compatibil,16215,addition would nice,relates,2
1803,1979,rnredmine information draw activi,22043,hirni often use task several subtask,independent,1
1804,8338,many issue redmineorg lack good,283,redmine look nice rubyrails proje,independent,1
1805,7450,hellornrni would like use redmine su,13585,backgroundrnrnsubtask pr,relates,2
1806,26358,moment time spent measured,877,development methodology suggest trackin,duplicates,0
1807,8203,translated redmine guide japane,22297,unable create custom field type,independent,1
1808,15010,possible admin setting list keyw,27339,working rn,independent,1
1809,12225,would great abbility save,6154,please add possibility save issue draft fo,duplicates,0
1810,28308,add validation spent time ye,13244,example user log spent tim,relates,2
1811,2235,may considered defect cer,11414,default redmines diff report whitesp,relates,2
1812,7185,im sending requestrnprernget issue,5917,holaaaaaaaaaaaaaaaaa,independent,1
1813,4875,commit svnrep commit,22758,add option display commit message witho,duplicates,0
1814,31714,calendar view visible start,10267,powerful able create date fie,relates,2
1815,11727,good validata data provided api,18243,wiki page edited list,independent,1
1816,27233,here capture would like see,24740,hi allrnim redmine userrnis,independent,1
1817,33153,one often action working,28829,patch added icon open conte,relates,2
1818,1015,open forum anonymous post,8567,think poi,independent,1
1819,14164,would useful able filter,23215,currently possibility filter,duplicates,0
1820,12678,testando redmine,2944,customer use redmine business,independent,1
1821,25513,currently custom field type list define,25043,would nice possibility define,relates,2
1822,6655,see lot project one page,29482,attached patch add existing query sys,relates,2
1823,12066,currently version go al,20081,filtering issue spent time etc pr,relates,2
1824,2609,would great mailhandler recei,2334,project working request,duplicates,0
1825,7748,think good solution make template pr,7289,project subprojects option c,duplicates,0
1826,12312,document title limited character,12013,redmine community keen commenting i,independent,1
1827,22600,hi lost bunch data maybe bu,21623,example custom field enabled,relates,2
1828,16779,would usefull sort uri wo,7370,email adress interpret,relates,2
1829,23301,sharing mechanism like version would great,20692,would nice possibility list,independent,1
1830,13838,unsure defect feature r,4569,feature new version added f,duplicates,0
1831,2790,problem always,31336,would nice configuration optio,independent,1
1832,14371,ruby retired end june,14534,hirnrni want run redmine rail,relates,2
1833,2549,moment user cant watch news item,8241,notification function redmine,relates,2
1834,13387,ive done extensive reading past conversat,724,redmine used tracking many diffe,relates,2
1835,5115,id love able filter issue list,3868,tried create query used due date f,relates,2
1836,12215,dont think currently possible,5358,think possible set ca,duplicates,0
1837,1042,using ldap onthefly user creation u,6212,writing textlink pair every time much,independent,1
1838,22676,often would like talk email,4806,possible filter issue id,relates,2
1839,3448,user often file forum thread etc instead,5159,currently employee,duplicates,0
1840,10842,ldap user want delete,15114,promoting using redmine w,independent,1
1841,4786,colleague started using gant,6276,ive rewritten gantt chart redm,relates,2
1842,24967,editing project us belongin,4951,would great oneclick pro,independent,1
1843,11894,add possibility different emiss,8241,notification function redmine,relates,2
1844,7798,noticed making lot commits,1722,create way something like tag,independent,1
1845,9649,database postgres,9419,im using wonder cannot get,duplicates,0
1846,6897,several asked added red,675,redmine definitely gaining big popularity,duplicates,0
1847,15633,use plugins want customize,10941,providing video install guide,independent,1
1848,5509,since using done much,4554,im using redmine view issue,independent,1
1849,12588,right must apply text formatting ea,3888,selecting block text within textfi,duplicates,0
1850,9736,creating custom tracker,12005,ability hide fieldrnrnrelated,relates,2
1851,403,hellornrni wish see new boolean valu,31159,propose add create continue,independent,1
1852,664,redmine need feature user choose wh,1233,would like get preference set homepa,relates,2
1853,5598,strict bond status role,2732,would great special line worf,duplicates,0
1854,1113,would great feature corporate wide,6202,feature would useful company bec,relates,2
1855,29286,currently set default spent time ac,938,user default activ,relates,2
1856,3924,hi rn firstly thanks fantas,1326,presently way add edit,duplicates,0
1857,303,would really nice could set viewing,20069,want report track total time,independent,1
1858,916,recently added feature,8761,sorry english québec native l,duplicates,0
1859,3876,limitation within ldap server,12456,estimated time set issue update,independent,1
1860,28868,currently perform administrative oper,13519,custom field set option requi,independent,1
1861,12868,change status solved would b,436,hello philippernrni use opportu,independent,1
1862,8050,problem bigger workflow som,703,hirni think would nice able,relates,2
1863,3463,hirnrni would like export wikipages,401,add pdf export wiki page rnrnuser ca,relates,2
1864,2545,would nice user could use redmine,1339,described forum th,duplicates,0
1865,2333,workflow people often change assign,17720,appears good way filter,duplicates,0
1866,434,time tracking report need date range fil,15010,possible admin setting list keyw,independent,1
1867,8553,eureka moment discover,5711,issue list project k,duplicates,0
1868,5250,would interesting allow administrator,5794,custom field also used store url,relates,2
1869,1853,tracker issue status workflow custom fie,5127,think would useful change set,relates,2
1870,31338,currently user isnt registered redmi,21158,frequently bcc redmine send project,duplicates,0
1871,22915,patch allow generate thumbnail f,22481,ghostscript installed imagemagick ab,relates,2
1872,10421,would handy able filter,4939,hellornrnup list task,duplicates,0
1873,4272,patch add context menu issue li,1191,creating custom query one able cu,relates,2
1874,8983,hi rnrnin issue show estimate,971,need custom qury issue,duplicates,0
1875,3144,post single thread youre effec,1912,im end user cocoabots redmine install,duplicates,0
1876,23285,work item software reflected,13387,ive done extensive reading past conversat,relates,2
1877,13258,would awesome let user def,4967,ive modified applicationcss classic th,relates,2
1878,9972,could implemented optio,6117,asked possible su,duplicates,0
1879,20812,although cs class overdue issue im,2337,would perfect overdue ticket hig,relates,2
1880,4383,frequently download file kn,4238,would nice central point,relates,2
1881,6664,move issue different project ch,10270,ability accept incoming email us,independent,1
1882,11329,think nice feature add posibi,12005,ability hide fieldrnrnrelated,duplicates,0
1883,23301,sharing mechanism like version would great,14966,sometimes need include three cr,independent,1
1884,1763,currently autologincookie generated,982,possible gui setting contro,relates,2
1885,631,right plugins extend project,5827,would useful first,independent,1
1886,1086,permission appliable perforum per,2636,would nice redmine would support acls,relates,2
1887,470,would nice one could tag wiki conte,7062,hope team member submit code mail,independent,1
1888,22425,mean styling text co,2416,bordercolordarkblue,relates,2
1889,1675,described forum post,8572,hirnrnwe waiting custom version,relates,2
1890,10729,embedding wiki page neat feature al,4882,ive tried implement email receiving th,independent,1
1891,3739,note possible view gantt cha,2751,id like support plain html,independent,1
1892,1472,used table create organized view,29482,attached patch add existing query sys,duplicates,0
1893,15847,would need order hav,4191,really like redminereceivingemails f,duplicates,0
1894,13913,please provide way visualize fir,14327,objection id like change,independent,1
1895,11301,would like suggest adding possibility,7037,redmine doesnt add bom exported,duplicates,0
1896,4493,would possible change appmodelsatt,1236,default attachment file fo,duplicates,0
1897,32781,hi everybodyrnif clearly understood foll,26791,patch series introducing,relates,2
1898,11422,loginin mypages issue assigned,493,hello allrnrnjust wanted say,duplicates,0
1899,1491,wonder possible add option se,337,hirni think would great implem,duplicates,0
1900,19893,using rest api would useful,11074,currently calendar limited show,independent,1
1901,19958,sorting search filter search option,30057,good evening sirrn karthika fre,independent,1
1902,23287,quite often version represent specifi,22802,roadmap tab issue automatical,relates,2
1903,9642,user creating new issue would,5840,would good benefit duplicate issue e,duplicates,0
1904,6434,many project start,6965,wondering way make c,relates,2
1905,10526,looking time entry page,3453,try authorize anonymous user creat,independent,1
1906,2181,think would interesting see mo,4864,global statistic maybe even graph abo,relates,2
1907,20820,would great possible ad time,5458,good feature add time field,duplicates,0
1908,25517,use bestest punch clock redmine plu,2522,like onload focus form like new,independent,1
1909,12658,remdmine missing feature assignin,6933,hirnrnis way specify open,independent,1
1910,7061,movernperl module redmineextrasvnrnp,13672,howdy yallrnim process switchin,independent,1
1911,7409,allow redmine link reference document,7363,moment inter project link like documen,relates,2
1912,2478,hellornrnplease could indicate,4695,redmine could provide special stack trace form,independent,1
1913,14998,currently redmine add attachment,3413,use digital signature mailapp,duplicates,0
1914,33156,introduced issue user,19097,number attempt make r,relates,2
1915,7448,might usefull assign ticket gr,2964,would nice feature add since,duplicates,0
1916,24681,propose replacing coderay syntax,3032,believe would preferrable use g,relates,2
1917,3543,would helpful long text custom fiel,12789,hi therernrnim trying give idea,relates,2
1918,26555,project used communication cu,11724,feature caused major problem,relates,2
1919,8401,homepage useful one primary,1226,testing parallel trac noted interesti,duplicates,0
1920,7111,would useful able query additio,18014,link bottom setting reposi,independent,1
1921,32287,hi teamrnrni using bitnami redmine,9295,alphabetical order always correct manag,independent,1
1922,13183,defined custom field issue,1179,would helpful text long text,duplicates,0
1923,29321,issue view split two section,29034,ive proposed add collapseex,relates,2
1924,15396,create order execution task relati,2024,patch edit gantt chartrnyou ca,relates,2
1925,15315,someone defines custom color ticket pr,3680,would amazing would option w,independent,1
1926,3538,would possible add option email,1935,currently weakest form email notificati,duplicates,0
1927,6027,would like suggest possibility hav,3048,hellornrnis possible use one wiki,duplicates,0
1928,26656,hellornrnit useful,21662,team used redmine one yearnow,duplicates,0
1929,31206,hirnrnif tracker changed,32602,many enumeration value distinct c,independent,1
1930,627,administrator edit note posted,585,think would nice ability,duplicates,0
1931,10553,requestrn add support filtering task,9992,would interesting see filter,duplicates,0
1932,10763,restapiwiki offering parent,6118,doesnt seem option use par,duplicates,0
1933,25300,user storyrnsometimes people team cr,7997,feature request merge related issuesrnrnt,duplicates,0
1934,11649,im new ruby redmine download,33375,really nice add email,independent,1
1935,7921,currently roadmap page eg,28551,problemrni group,independent,1
1936,12312,document title limited character,5512,required implement new issue traceke,independent,1
1937,15547,seems possible search issue b,4653,hellornrnfirst want thank yo,independent,1
1938,8536,there lot activity going i,3058,issue many st,duplicates,0
1939,724,redmine used tracking many diffe,374,version could consist one many iterati,relates,2
1940,3751,proposalrnrnwhen browsing revision,2009,currently way add related revisi,duplicates,0
1941,9086,editing wiki site issue attac,3957,ajax file upload module progress bar f,relates,2
1942,25786,redmine installation automated,5217,hirnis plugins available ha,independent,1
1943,6133,galeria spicy,392,recent release introduced abil,independent,1
1944,24934,issue limited watch list creati,8562,face problem many project,relates,2
1945,13258,would awesome let user def,10083,issue resolved ea,relates,2
1946,2897,want implement tagging functionality,1448,many issue span multiple category,relates,2
1947,7315,would useful watcher option,5577,wed like ability add certain people,duplicates,0
1948,22358,make custom target version sortable ordera,8804,people could lot fun stuff,independent,1
1949,242,allow user edit custom field,7484,sometimes want see activity col,relates,2
1950,5325,upgraded newest version redmi,9992,would interesting see filter,relates,2
1951,15899,atlassian jira one powerful i,18619,would nice possibility,independent,1
1952,8852,without plugin installed hitting enter wh,27074,sometimes important know exact,independent,1
1953,21193,permission allowing edit n,12416,someone change comment,duplicates,0
1954,16849,would fine render md reposotory,29752,currently textile markdown file trea,relates,2
1955,15699,let custom field description,2389,standard issue field tooltip,relates,2
1956,334,column task name appears seems,34302,current format email notification lack,independent,1
1957,28312,occasionally get user updating issue,1737,id much like feature similar,duplicates,0
1958,12198,user add work ticket n,5061,viewing issue update shown b,duplicates,0
1959,1959,would fine receive email notification,413,add option email notification wiki,duplicates,0
1960,12807,would like text template de,643,opening new issue would help guiding,duplicates,0
1961,7079,want show national holiday sunday,1459,global holiday calendar desirable,relates,2
1962,3065,default diff source view tab size,1689,setting somewhere allow,duplicates,0
1963,474,status table currently allows selec,7311,need define default value status p,relates,2
1964,19343,currently per redmine possibl,9235,allowing custom field link enumer,relates,2
1965,10394,submission wiki page,703,hirni think would nice able,duplicates,0
1966,13087,would useful something similar,6003,hi rnich wollte fragen ob e sinn macht e,independent,1
1967,4589,one program used colleague enco,471,love redmine one major feature,independent,1
1968,20800,listing time entry getting time,25651,hi allrnrni got another request need,independent,1
1969,5331,probably know hook script svn etc,31206,hirnrnif tracker changed,independent,1
1970,2561,currently seems dependance rega,952,right completely arbitrary value en,duplicates,0
1971,2657,current wiki startup process overly co,11102,adding related issue issue one,independent,1
1972,7748,think good solution make template pr,7289,project subprojects option c,duplicates,0
1973,5173,would nice able record start,440,add stopwatch button timetracker whe,relates,2
1974,8208,upon user account creation user password,32538,using dm,independent,1
1975,14818,diffs place include better na,14816,currently diff view allow quick link,relates,2
1976,11088,reply email thereby update tic,4191,really like redminereceivingemails f,duplicates,0
1977,3324,shop multiple web apps meaning u,1828,creating issue dropdown target e,duplicates,0
1978,2918,possible search file,330,add possibility make change,independent,1
1979,20497,discussed currently html,15520,well world moving towards markd,relates,2
1980,5594,change make mailhandler,3706,already possible fetch incoming email,relates,2
1981,9725,application developping need,7420,rest api add delete und selec,duplicates,0
1982,455,email include site name url,6259,think ability managing one project,independent,1
1983,5859,would nice see ajaxcall mad,5840,would good benefit duplicate issue e,duplicates,0
1984,2485,issue care tho,2873,suggest helpder script every,independent,1
1985,7831,want report bug count feature co,6134,one requirement company th,independent,1
1986,16253,could add feature corernr,1828,creating issue dropdown target e,duplicates,0
1987,23079,want repository differ,9703,common multiple project use,relates,2
1988,1531,hirnrnredmine really useful al,515,would handy able add people,duplicates,0
1989,31518,would nice configure redmine,13296,project due date working wi,duplicates,0
1990,11709,see ordered priorityr,7769,page show list instance,relates,2
1991,21585,featurernrnmake associated revision,3058,issue many st,relates,2
1992,23858,described id like anot,21577,custom field type version used,relates,2
1993,1479,ability export report time entry sect,16707,feature implemented chiliproject,independent,1
1994,12200,possible private confidential,23634,even permission anonymous ro,independent,1
1995,7571,guess since redmine project self,1675,described forum post,duplicates,0
1996,24636,project require issue,9432,would useful possibility,duplicates,0
1997,2823,crossproject activity view would,423,project issue report,duplicates,0
1998,6687,normal issue changed subt,5490,subtasks patch trunk subtask contr,relates,2
1999,11169,redmine rest api require priority id crea,7402,would great access enumer,duplicates,0
2000,8313,currently assignee list show every member,8050,problem bigger workflow som,relates,2
2001,16025,task assigned version,6117,asked possible su,duplicates,0
2002,7980,admin give group role project,10117,issue assign group finernbut ad,relates,2
2003,10717,workflow column line head,14420,tried several time submit detailed rep,independent,1
2004,15433,idea improve assignee list ergonomy,15948,think would clearer change icon,independent,1
2005,10009,merge svn also unchanged f,1817,list related option another opt,independent,1
2006,5277,dont see way specify default target,1828,creating issue dropdown target e,duplicates,0
2007,4768,currently name default assigne,2568,problem user always,relates,2
2008,4461,moment admin set show repositor,27163,currently state name updated day,independent,1
2009,3030,project others well htt,28517,generar gantt para todos los proyectos,independent,1
2010,10083,issue resolved ea,4967,ive modified applicationcss classic th,relates,2
2011,2405,change tracker issuernrn,7771,would convenient role permission,independent,1
2012,3516,would nice empty target versio,2539,possible per project setting f,relates,2
2013,4845,managed nonconding project using,8404,redmine report manager feature tha,independent,1
2014,31444,currently user format custom field list memb,2924,right click context menu really useful,independent,1
2015,22155,current redmine possible,7879,use subprojects lot manage task,duplicates,0
2016,3367,latest trunk copying project fr,886,facility copy project w,relates,2
2017,7450,hellornrni would like use redmine su,13585,backgroundrnrnsubtask pr,relates,2
2018,13483,would suit gentleman additional,4558,suggestion watch functionality,independent,1
2019,27128,much like whats available new saved quer,7360,would nice able create defaul,relates,2
2020,24529,per id want see either,6034,sorting something ascending order,duplicates,0
2021,8177,project need unique counter f,11001,one possible new feature would,relates,2
2022,8875,redmine installed local virtual,10142,created predefined filter i,independent,1
2023,1439,would nice referencing cer,1064,ive testing erubis place regul,independent,1
2024,11894,add possibility different emiss,4462,would wonderful able set emi,duplicates,0
2025,12869,create ticket via mail wri,13862,redmine installation configured recie,relates,2
2026,24629,look option dont want,14574,germanrnhallornrnwie kann ich die opti,relates,2
2027,5794,custom field also used store url,5697,need allow user provide ur,duplicates,0
2028,476,itd handy able change way,770,using redmine major problem fo,independent,1
2029,7812,beneficial feature forum modul,483,dont autofill last name duplicate fir,independent,1
2030,2762,didnt find way hide list chan,2372,wishlist several enhancement,relates,2
2031,6366,issue end date assign,7626,adding issue version expected,relates,2
2032,33352,query filter issue related issue,3265,itd nice redmines issue filter includ,relates,2
2033,29750,similarly google doc work,20650,removed standard field start date,independent,1
2034,1331,would great able log time using,1088,would really nice ability,duplicates,0
2035,7751,looking enhancement project drop,2705,currently jump project dropdown,relates,2
2036,9505,hellornrnthanks,2624,moment repository statistic graph,duplicates,0
2037,16354,use multi repository redminernrnwh,13715,multiple scm per project possibl,duplicates,0
2038,1484,hirnrna big missing feature redmine,1157,hi first say great tool,duplicates,0
2039,4433,editing issuewiki pagewhatever,1250,please add confirmation like sure,duplicates,0
2040,6434,many project start,6965,wondering way make c,relates,2
2041,20698,think necessary create task list,20691,add please ballot,relates,2
2042,7434,hirnrnim new project also new,2487,file plugin software reliability growt,independent,1
2043,735,possiblity define kind,17002,think easy implement conflict,independent,1
2044,27822,user reported confused,13615,displayed wiki page one press histor,independent,1
2045,31989,attached patch add support inline i,33820,think would useful use function,relates,2
