,id1,Description1,id2,Description2,Type of dependency
722,20404,  The files tab is a nice mechanism to provide a...,7725,   would be nice to have the API to manipulate fi...,duplicates
723,20385,  We need alternatives for time counters integra...,440,   Add a stopwatch button to the timetracker. Whe...,duplicates
724,25035,  It would be very useful if we can set current ...,20382,  It would be great if within the default value ...,relates
725,14073,"  Hello,\r\n\r\nWe have 200+ projects in our red...",20364,  I found out I can't enable/disable modules for...,relates
726,3148,   Currently on http://www.redmine.org/projects/r...,20310,"  On Issue page, if there are some notes, every ...",relates
727,20228,  At the moment I understand we can assign issue...,7774,"   Did a preliminary search, but did not find a f...",duplicates
728,20197,"  Hi,\r\n\r\nIn filter Issues, add option for fi...",23215,"  Currently, we have the possibility to filter i...",duplicates
729,20142,  Please update the @rbpdf@ requirement from 1.1...,19364,  When using {width } attributes and thumbnail m...,relates
730,20102,"  Hello,\r\nI would like to have a default value...",9432,"   It would be useful to have the possibility, to...",duplicates
731,20100,  I would like to be able to have two different ...,18560,  We use versions to track true SW releases and ...,relates
732,29482,  The attached patch adds the existing query sys...,20081,"  When filtering (issues, spent time, etc) by pr...",relates
733,12066,"   Currently, in version 2.1.2, when you go to al...",20081,"  When filtering (issues, spent time, etc) by pr...",relates
734,22107,  Example: when I list all tickets assigned to m...,20081,"  When filtering (issues, spent time, etc) by pr...",duplicates
735,20081,"  When filtering (issues, spent time, etc) by pr...",29449,"  Users see issues assigned to them on My Page, ...",blocks
736,20026,  Redmine whether to support mobile phones ? ,19097,  There have been a number of attempts to make R...,duplicates
737,19974,  The picture at issue description with format s...,19364,  When using {width } attributes and thumbnail m...,duplicates
738,9850,"   Like the subject already implies, I'd suggest ...",19965,  *Steps to reproduce*\r\n* create projects hier...,relates
739,32085," Currently, those fields are displayed as texta...",19903,  Would it be possible to get the textbox change...,relates
740,19885,  See: source:/trunk/app/models/time_entry.rb#L4...,19886,  See: source:/trunk/app/models/wiki_content.rb#...,copied_to
741,19885,  See: source:/trunk/app/models/time_entry.rb#L4...,19886,  See: source:/trunk/app/models/wiki_content.rb#...,copied_to
742,19882,  I have started to clean our plugin directory a...,24069,  With due respect and humbleness I request an a...,relates
743,19882,  I have started to clean our plugin directory a...,17689,  I keep getting complaints by mail about easyre...,duplicates
744,19875,"  While raising a Defect, the field values(list ...",13143,   Do you have an idea how to build custom field ...,duplicates
745,7007,   I noticed that the database design for redmine...,19869,  Currently for MySQL (haven't tested other data...,duplicates
746,19838,  Can I select project or subproject when I crea...,12704,"   happy new years!\r\nAs you know, redmine sub t...",duplicates
747,19829,  Sometimes it is necessary to delete more than ...,13072,"   Hi there,\r\n\r\nin several tickets my workmat...",duplicates
748,19828,  Our company uses redmine to track projects for...,12921,   I just wrote a script to collect projects via ...,duplicates
749,19824,"  Hi guys,\r\n\r\nI've searched issue repo and f...",5195,   There are should be @edit_own_issues@ and @del...,duplicates
750,19813,"  Hello everyone,\r\nI've already post this on B...",12236,   It will be very useful to have an option to ha...,relates
751,19813,"  Hello everyone,\r\nI've already post this on B...",24577,  The attached patch adds the following changes:...,duplicates
752,19797,  When I am trying to browse the activity of a c...,15129,  Our organization just migrated all the data fr...,relates
753,19755,  protected_attributes will not be supported on ...,23630,  Is there any plan to upgrade the enviroment to...,blocks
754,19674,  It seems from http://www.redmine.org/projects/...,8424,   Allowing to force a issue private when receivi...,duplicates
755,19592,  It would be useful to be able to further *rest...,9167,"   At the moment making a project ""Public"" while ...",relates
756,19591,  In a true multi-user and multi-project environ...,8095,   It would be good to let the text formatting be...,duplicates
757,19563,"  Under the issues tab, please add the capabilit...",4806,   It should be possible to filter by issue id (t...,relates
758,19560,"  When I need to export the issues, sometimes I ...",4806,   It should be possible to filter by issue id (t...,relates
759,19545,  I'm using the imap-task to receive emails and ...,11212,   We need to see the sender of the email the iss...,duplicates
760,19493,  Hello.\r\n\r\nIs it possible to implement addi...,5754,"   Currently, it does not seem possible to add ne...",duplicates
761,19488,  Workflow allows great control about how can be...,5816,   Is it possible to set the initial status(es) a...,duplicates
762,19475,  We're using Redmoine also as our Inventory tra...,19093,  We're a little surprised the numeric custom fi...,duplicates
763,19458,  This patch adds the ability to configure a num...,3155,"   Hi,\r\n\r\nIt would be nice if higher authenti...",relates
764,19453,  I am working with validations for uploading at...,23632,  I need the ability to set requirements for the...,relates
765,19367,"  now, the version created has only due date, pl...",15180,"  Hi,\r\nWhy not to add start date on version. I...",duplicates
766,20142,  Please update the @rbpdf@ requirement from 1.1...,19364,  When using {width } attributes and thumbnail m...,relates
767,19974,  The picture at issue description with format s...,19364,  When using {width } attributes and thumbnail m...,duplicates
768,19350,"  When we look inside an issue, it will be sweet...",17431,"  In our company, we feel that the target versio...",relates
769,19343,  Currently (as per Redmine 3.0.0) it is possibl...,9235,   By allowing custom fields to link to an enumer...,relates
770,19299,  h1. Project Quick Jump Dropdown List - Sorting...,19300,  h1. Project Quick Jump Dropdown List - Sorting...,relates
771,19300,  h1. Project Quick Jump Dropdown List - Sorting...,19298,"  h1. ""Add Filter"" Dropdown List\r\n\r\nMany of ...",relates
772,19299,  h1. Project Quick Jump Dropdown List - Sorting...,19300,  h1. Project Quick Jump Dropdown List - Sorting...,relates
773,19299,  h1. Project Quick Jump Dropdown List - Sorting...,23310,"  I'd like to replace the ""jump to project..."" s...",relates
774,19300,  h1. Project Quick Jump Dropdown List - Sorting...,19298,"  h1. ""Add Filter"" Dropdown List\r\n\r\nMany of ...",relates
775,19237,  I would like to be able to get data from an da...,9734,   This would help to use redmine issues referenc...,duplicates
776,19231,  Would be great if changing the status of an is...,3517,   In the same way we can assign an issue to a pe...,duplicates
777,19224,  It would be really great to add option (and ro...,13016,"   It would be very nice, if I can configure cust...",relates
778,19224,  It would be really great to add option (and ro...,6717,   h2. Use Case\r\n\r\nThe administrator of the *...,relates
779,19171,  Currently you can filter issues with related i...,15029,  I use this filter to filter out some issues th...,duplicates
780,19112,  **Problem**\r\nIn our redmine we have a lot of...,8095,   It would be good to let the text formatting be...,duplicates
781,4833,"   Hi,\r\n\r\nSince many mobile phones support mo...",19097,  There have been a number of attempts to make R...,relates
782,4830,"   Hi,\r\n\r\nI see there is already a iphone cli...",19097,  There have been a number of attempts to make R...,relates
783,33156," introduced with the issue #19097, the user was...",19097,  There have been a number of attempts to make R...,relates
784,20026,  Redmine whether to support mobile phones ? ,19097,  There have been a number of attempts to make R...,duplicates
785,883,   Add basic support for mobile devices. This can...,19097,  There have been a number of attempts to make R...,duplicates
786,13842,   It turns out a very few changes to the style s...,19097,  There have been a number of attempts to make R...,duplicates
787,19094,  Actually you can filter the issues by project ...,18006,"  In an issue list, it is possible to filter by ...",duplicates
788,19475,  We're using Redmoine also as our Inventory tra...,19093,  We're a little surprised the numeric custom fi...,duplicates
789,19077,  If you're using photo avatars the default size...,11708,"   At this moment avatar is really small, so it i...",relates
790,19047,  Could it be possible to have different setting...,7349,   It should be possible to configure email notif...,duplicates
791,17500,  Requesting feature for allowing setting visibi...,19003,  This is related to user-based or role-based se...,relates
792,18966,  Is there anyway (or future plans) to enable th...,9664,   my Redmine Java API tests check that a new Iss...,relates
793,18935,"  Add status to the roadmap , for each issue.",4291,   Currently you can't tell which issues are not ...,duplicates
794,18901,  I'm trying to build Redmine in my company in w...,7811,   The mail notification system doesn't work with...,duplicates
795,18858,  The order of custom fields determines the orde...,12909,"   I want to configure issue statuses' order on ""...",relates
796,18848,"  Hi,\r\n\r\nI'm using (or want to use) the cust...",9664,   my Redmine Java API tests check that a new Iss...,duplicates
797,18831,"  I'd like the ability to update the ""Assigned T...",18391,  A function made redmine's workflow goes automa...,relates
798,18684,  This feature would allow all the members of a ...,16195,  May be related to Feature #16074 request\r\n\r...,duplicates
799,18669,  I'm using Redmine Wikis in my projects and I a...,18295,"  If you delete a wiki page, it removes the page...",relates
800,18664,"  Add, please, filter to http://www.redmine.org/...",17689,  I keep getting complaints by mail about easyre...,duplicates
801,27731,  In the Administration section you can say that...,18640,  #17976 introduced groups for non-member and an...,relates
802,18631,  Current pagination is based on results timesta...,9776,"   In case search results are so many, it's prett...",relates
803,18631,  Current pagination is based on results timesta...,17889,"  When we run a search, we can see in the debug ...",relates
804,18609,"  It would be nice to allow users that are ""admi...",421,"   I really like the ""impersonation"" feature in p...",relates
805,8563,   Wen have top level project with activated issu...,18571,"  We use ""umbrella projects"" with no associated ...",duplicates
806,4423,   Currently I use a master project with many sub...,18571,"  We use ""umbrella projects"" with no associated ...",duplicates
807,18568,  We are using the incoming email feature in Red...,3413,   i use a digital signature in mail.app and if i...,duplicates
808,18564,  h1. Introduction\r\n\r\nI didn't find this fea...,9184,   It would be very helpful to be able to edit is...,duplicates
809,18560,  We use versions to track true SW releases and ...,685,"   Hi,\r\nI think it would be great to have a cus...",relates
810,20100,  I would like to be able to have two different ...,18560,  We use versions to track true SW releases and ...,relates
811,17962,  We need to be able to filter the version dropd...,18560,  We use versions to track true SW releases and ...,relates
812,18556,  Currently there is a hard limit of only 10 att...,18555,  I was just notified by an employee of mine tha...,relates
813,25562,"  Hi,\r\n\r\nBy not restricting the number of fi...",18556,  Currently there is a hard limit of only 10 att...,duplicates
814,18556,  Currently there is a hard limit of only 10 att...,18555,  I was just notified by an employee of mine tha...,relates
815,18472,"  Hello,\r\nCurrently issue summary in e-mail ha...",13307,"   Today, the start date and the due date doesn't...",relates
816,18428,"  Hello everyone,\r\n\r\nIs there any way to ada...",6715,"   Hello,\r\n\r\nI think about issue templates. S...",relates
817,18425,  I want a feature like this\r\n1.  the project ...,5127,"   I think, it would be very useful to change set...",duplicates
818,18425,  I want a feature like this\r\n1.  the project ...,1853,"   Trackers, Issue Statuses, Workflow, Custom Fie...",duplicates
819,15246,  We are a shop with several different departmen...,18424,  I want a feature like this:\r\n1.  the project...,relates
820,18424,  I want a feature like this:\r\n1.  the project...,14824,  We to give permission for company management t...,relates
821,18424,  I want a feature like this:\r\n1.  the project...,8891,"   Currently, assigning a Group to a Project and ...",relates
822,18424,  I want a feature like this:\r\n1.  the project...,1853,"   Trackers, Issue Statuses, Workflow, Custom Fie...",relates
823,18831,"  I'd like the ability to update the ""Assigned T...",18391,  A function made redmine's workflow goes automa...,relates
824,18382,  Is there any chance to disable adding comments...,13814,   Is there a possibility to prevent users from c...,duplicates
825,18358,"  Dear Redmine team,\r\n\r\nWe wish we can have ...",1767,   It would be nice if it becomes possible to con...,duplicates
826,18295,"  If you delete a wiki page, it removes the page...",90,"   The problem with this, is that the Activity se...",relates
827,18669,  I'm using Redmine Wikis in my projects and I a...,18295,"  If you delete a wiki page, it removes the page...",relates
828,18271,"  Dear Redmine team,\r\n\r\nWe have a situation ...",18027,"  Currently, issue deleted are ... deleted :-)\r...",duplicates
829,18263,"  Hello!\r\n\r\nCurrently if, we group issues li...",1561,   I am constantly juggling tasks to try and assi...,duplicates
830,16479,"  In redmine, there should be a facility to crea...",18253,"  Hello,\r\n\r\nCurrently redmine provides only ...",relates
831,18245,  I am using the documents tab of the project fo...,7725,   would be nice to have the API to manipulate fi...,relates
832,6011,   Hi!\r\n\r\nI am soorry if I have missen someth...,18220,  I understand that Plugins are the recommended ...,duplicates
833,15412,  Hey folks\r\n\r\nIs there a reason why redmine...,18220,  I understand that Plugins are the recommended ...,duplicates
834,18212,  I have fixed this issue on my local redmine. \...,10989,   I am able to close a parent issue while its Ch...,duplicates
835,21869,  I think it would be rather convenient to have ...,18189,  Most of the functionality from #2679 has now b...,duplicates
836,18129,"  For how we manage our projects, we often enter...",3126,"   As a project manager, I'm very often add spent...",duplicates
837,18126,  There's useful feature in JIRA which we would ...,13387,   _I've done extensive reading on past conversat...,relates
838,18126,  There's useful feature in JIRA which we would ...,8991,   It would be nice if there could also be nested...,relates
839,18093,  I use redmine also for customer support on a s...,7224,   It would be nice to have permission options to...,duplicates
840,18037,  Default status should really be defined as par...,5816,   Is it possible to set the initial status(es) a...,duplicates
841,18034,  Hi\r\n\r\nCould custom related issue types be ...,7849,   In different projects I am using redmine with ...,relates
842,1380,   It would be fantastic if deleting issues only ...,18027,"  Currently, issue deleted are ... deleted :-)\r...",relates
843,6666,"   Currently, deleting issues from the system res...",18027,"  Currently, issue deleted are ... deleted :-)\r...",relates
844,18271,"  Dear Redmine team,\r\n\r\nWe have a situation ...",18027,"  Currently, issue deleted are ... deleted :-)\r...",duplicates
845,25779,"  we don't know who delete issue, can we add a n...",18027,"  Currently, issue deleted are ... deleted :-)\r...",duplicates
846,19094,  Actually you can filter the issues by project ...,18006,"  In an issue list, it is possible to filter by ...",duplicates
847,29131,  'View all Issues' adds project custom fields  ...,18006,"  In an issue list, it is possible to filter by ...",duplicates
848,4569,   With feature #4315 new versions can be added f...,18004,  The category and version fields are very hard ...,relates
849,17962,  We need to be able to filter the version dropd...,18560,  We use versions to track true SW releases and ...,relates
850,17962,  We need to be able to filter the version dropd...,21249,  Issues can have Target version and other custo...,duplicates
851,17961,  Is it possible to consider allowing the copy p...,4687,"   With the ability to copy projects, it would be...",duplicates
852,17932,"  Thank for authors, We use redmine in project m...",17720,  There appears to be no good way to filter by i...,relates
853,17932,"  Thank for authors, We use redmine in project m...",3001,   It will be nice if you implement possibility t...,duplicates
854,17913,  Hello!\r\n\r\nIs there any provision to put a ...,17582,  I didn't find this in features or in plugins.\...,duplicates
855,17907,  Redmine is good for project management. But no...,724,   Redmine can be used for tracking in many diffe...,relates
856,17907,  Redmine is good for project management. But no...,13387,   _I've done extensive reading on past conversat...,relates
857,17907,  Redmine is good for project management. But no...,21577,  If the custom field type @version@ is used the...,relates
858,17907,  Redmine is good for project management. But no...,29164,"  The function of Redmine is flexible, and it ca...",relates
859,18631,  Current pagination is based on results timesta...,17889,"  When we run a search, we can see in the debug ...",relates
860,11977,   Adding the RESTful GETs for repositories would...,17857,  Attaching custom fields to repositories would ...,relates
861,17289,  Currently redmine allows to limit the amount o...,17840,  I have a request to add an option to send emai...,relates
862,1757,"   Hi, Jean-Philippe, it is a great feature that ...",17801,  Sometimes it happens that I want to take 2 act...,relates
863,11724,   This feature #5159 caused a major problems at ...,17747,  This is a proposal for changing visibility of ...,relates
864,6015,   Is there currently any way to have 'private us...,17747,  This is a proposal for changing visibility of ...,relates
865,13533,   _This was sparked by Mischa the Evil's comment...,17747,  This is a proposal for changing visibility of ...,relates
866,17740,  It would be very convenient to be able to add ...,3143,   Most of the issue's update operations are to a...,relates
867,17736,  I'm missing the function to only put a few mem...,15065,  Doing this would allow limiting values that ca...,duplicates
868,17932,"  Thank for authors, We use redmine in project m...",17720,  There appears to be no good way to filter by i...,relates
869,17720,  There appears to be no good way to filter by i...,6375,"   Hi,\r\nI think that it will very beneficial if...",relates
870,10943,   h2. Feature description\r\n\r\nWhen working wi...,17720,  There appears to be no good way to filter by i...,relates
871,10975,   We have a lot of issues to track and it would ...,17720,  There appears to be no good way to filter by i...,relates
872,23210,"  When filtering issues, it is very helpful to h...",17720,  There appears to be no good way to filter by i...,duplicates
873,1882,"   It should be interesting to have a ""modified b...",17720,  There appears to be no good way to filter by i...,duplicates
874,13727,   Good afternoon.\r\nI would like to have custom...,17720,  There appears to be no good way to filter by i...,duplicates
875,2333,   In my workflows people often change the assign...,17720,  There appears to be no good way to filter by i...,duplicates
876,17689,  I keep getting complaints by mail about easyre...,24069,  With due respect and humbleness I request an a...,relates
877,18664,"  Add, please, filter to http://www.redmine.org/...",17689,  I keep getting complaints by mail about easyre...,duplicates
878,19882,  I have started to clean our plugin directory a...,17689,  I keep getting complaints by mail about easyre...,duplicates
879,17660,  Is there any ways to increase the column size ...,20481,  It would be useful which right  and left panel...,relates
880,17601,"  Please enable ""Use Gravatar user icons"" settin...",17641,  I would like each user being able to disable o...,relates
881,17629,"  As current redmine, when I search to add watch...",26127,  This is a continuation of the proposal initial...,relates
882,17618,  The net-ldap gem is being updated again and is...,12811,"   There are ""net-ldap charset bugs"":https://gith...",relates
883,17615,  When filtering issues by target version it sho...,10412,"   ON the Gantt chart, when filtering target vers...",duplicates
884,17601,"  Please enable ""Use Gravatar user icons"" settin...",17641,  I would like each user being able to disable o...,relates
885,17535,"  I have two custom fields ""risk probability"" an...",17582,  I didn't find this in features or in plugins.\...,relates
886,17913,  Hello!\r\n\r\nIs there any provision to put a ...,17582,  I didn't find this in features or in plugins.\...,duplicates
887,17582,  I didn't find this in features or in plugins.\...,1712,   My company wants to score issues on a issue le...,duplicates
888,17582,  I didn't find this in features or in plugins.\...,8177,   We have a project that need a unique counter f...,duplicates
889,16959,  Conflict between #3877 and #1551.,17576,  The current behaviour of copying issues is to ...,duplicates
890,17576,  The current behaviour of copying issues is to ...,23610,"  ATM, when copying an issue *A* to an issue *B*...",duplicates
891,17571,"  Currently, Time entries do not have the abilit...",16843,"  Currently, Time entries do not have the abilit...",duplicates
892,17535,"  I have two custom fields ""risk probability"" an...",17582,  I didn't find this in features or in plugins.\...,relates
893,17535,"  I have two custom fields ""risk probability"" an...",1712,   My company wants to score issues on a issue le...,duplicates
894,17535,"  I have two custom fields ""risk probability"" an...",8177,   We have a project that need a unique counter f...,duplicates
895,17534,  It would be useful to show a resource base his...,5202,   Good day - It would be helpful if the gantt ch...,relates
896,17499,  We use a template project and copy projects ev...,17500,  Requesting feature for allowing setting visibi...,relates
897,17500,  Requesting feature for allowing setting visibi...,19003,  This is related to user-based or role-based se...,relates
898,850,   I have a situation in which I want any registe...,17500,  Requesting feature for allowing setting visibi...,relates
899,17499,  We use a template project and copy projects ev...,17500,  Requesting feature for allowing setting visibi...,relates
900,17438,"  When create/edit issue, in description area, w...",26071,  As it is already possible to upload files by u...,relates
901,19350,"  When we look inside an issue, it will be sweet...",17431,"  In our company, we feel that the target versio...",relates
902,17289,  Currently redmine allows to limit the amount o...,17840,  I have a request to add an option to send emai...,relates
903,17288,"  This request is to implement, with existing fu...",1011,   As I see lot of people voting for different ti...,relates
904,17288,"  This request is to implement, with existing fu...",6945,   A lot of issues have generic responses such as...,relates
905,17286,  current state:\r\n - Navigate to a project\r\n...,12704,"   happy new years!\r\nAs you know, redmine sub t...",relates
906,17259,"  Hey guys,\r\n\r\ni want to have a import butte...",3647,"   Hi All,\r\n\r\nI think it will be very useful ...",relates
907,17220,"  In issues, when we add attachments with a priv...",12677,   I would split my suggestion into two parts:\r\...,duplicates
908,17208,"  Since #12587, changing issue relations generat...",16098,  Would it be possible to enable a following fea...,duplicates
909,17169,  The REST API's @sys/fetch_changesets@ should a...,17077,  We use fetch_changesets to link Redmine issues...,duplicates
910,17164,  Could there be a way to restrict file:/// URLs...,1415,"   As pointed out by Jean Philippe in #1393, user...",relates
911,12706,   When updating a note I can't change the visibi...,17132,"  I think add ability set ""private note"" visibil...",relates
912,17132,"  I think add ability set ""private note"" visibil...",9432,"   It would be useful to have the possibility, to...",relates
913,17169,  The REST API's @sys/fetch_changesets@ should a...,17077,  We use fetch_changesets to link Redmine issues...,duplicates
914,10248,   If you want to display a specific text instead...,17060,  I've noticed that for issue links in commits t...,relates
915,17058,  Would like to be able to set user preferences ...,7769,"   The ""my page"" shows lists of, for instance, is...",duplicates
916,17053,  Request to have the custom field to have the g...,15902,  Currently the Versions are not grouped accordi...,duplicates
917,17006,"  I wouldn't like to see issues on ""my page"" fro...",662,   Every user has different priorities on what ti...,duplicates
918,17006,"  I wouldn't like to see issues on ""my page"" fro...",29449,"  Users see issues assigned to them on My Page, ...",duplicates
919,16997,  Make it just like users that can be locked and...,16188,  It would be nice to have the possibility to ma...,duplicates
920,3879,"   Similar to ""Wikipedia"":http://en.wikipedia.org...",16996,"  Hi all,\r\n\r\nThe ""Related issues"" feature is...",relates
921,16962,  Currently html-only emails are handled by just...,8462,"   The ""receive email"" feature (http://www.redmin...",relates
922,13844,"   We are using redmine for a Project management,...",16962,  Currently html-only emails are handled by just...,relates
923,16034,"  Hi,\r\nWe are using CKEditor plugin.\r\nWe hav...",16962,  Currently html-only emails are handled by just...,duplicates
924,16959,  Conflict between #3877 and #1551.,17576,  The current behaviour of copying issues is to ...,duplicates
925,16941,  Category cleared when changing project for an ...,5358,   I think that should be possible to set each ca...,relates
926,16939,  In our company we have many projects handled w...,7982,"   Dear Redmine Team,\r\n\r\nI would realy like t...",duplicates
927,9122,   It should be possible to track adding and remo...,16934,  Make a global (or project-based) setting for a...,relates
928,16849,  It would be fine to render *.md in Reposotory ...,29752,"  Currently, Textile and Markdown files are trea...",relates
929,16845,"  hello, \r\ni need to add this rule permission ...",8488,"   As requested by some people (#7414#note-16, #7...",relates
930,21909,"  Hi there,\r\nCurrently, roles and permissions ...",16845,"  hello, \r\ni need to add this rule permission ...",duplicates
931,17571,"  Currently, Time entries do not have the abilit...",16843,"  Currently, Time entries do not have the abilit...",duplicates
932,8144,   redmine/timesheet\r\n\r\nshould have a group b...,16843,"  Currently, Time entries do not have the abilit...",duplicates
933,16779,  It would be very usefull if all sort of URI wo...,7370,"   Only ""http://"" and ""email adress"" is interpret...",relates
934,16769,  Hi All\r\n\r\nAny Help  TO Make Redmine close ...,11313,   Are there any plans to implement this feature?...,duplicates
935,16716,  I want to make due date attribute as the compu...,703,"   Hi,\r\nI think it would be nice to be able to ...",duplicates
936,16626,  Preview first page pdf file as a jpg file\r\nI...,22481,"  If GhostScript is installed, ImageMagick is ab...",duplicates
937,15029,  I use this filter to filter out some issues th...,16621,  I wrote a patch for Feature #15029 that adds r...,duplicates
938,21863,"  When I create a filter with ""Blocked By"", I ge...",16621,  I wrote a patch for Feature #15029 that adds r...,duplicates
939,16549,  It is currently not possible to set multiple v...,11537,   If there is a custom field named @MyCustomFiel...,relates
940,16535,  This is proposal for new CSS of new notificati...,20641,  Some users claims #16535 broke Outlook (#20466...,copied_to
941,16527,  I think a nice feature are add and configure t...,10614,   We want to add new custom field for Issue with...,duplicates
942,16523,  - it is impossible so far to know what custom ...,16522,"  Hi,\r\n\r\nit is impossible so far to know whi...",relates
943,16523,  - it is impossible so far to know what custom ...,16522,"  Hi,\r\n\r\nit is impossible so far to know whi...",relates
944,16484,"  Hi, it would be really nice to have ability to...",12444,   When creating a use I need to set the user opt...,relates
945,16479,"  In redmine, there should be a facility to crea...",18253,"  Hello,\r\n\r\nCurrently redmine provides only ...",relates
946,16478,  When you have several stakeholders around an i...,13919,   https://github.com/dwarburt/redmine-mention-pl...,duplicates
947,16474,  Page navigation link being available in issues...,12789,"   Hi there,\r\n\r\nI'm trying to give some ideas...",relates
948,16465,"  Currently in Redmine, there is no provision to...",6666,"   Currently, deleting issues from the system res...",duplicates
949,16462,"  In the modern age, imho, a great software (and...",9020,   Can we get a feature much like Jenkins already...,duplicates
950,16428,"  In API REST GET project, append module configu...",16427,  Append API Rest method to configure Project mo...,relates
951,16428,"  In API REST GET project, append module configu...",16427,  Append API Rest method to configure Project mo...,relates
952,16410,  I have a bunch of image attachments that inser...,13072,"   Hi there,\r\n\r\nin several tickets my workmat...",relates
953,16383,"  Dear all,\r\n\r\nis it possible to define a cu...",5127,"   I think, it would be very useful to change set...",duplicates
954,16086,  The if i enable the markdown formatter.\r\n\r\...,16373,  Just recently became a Redmine user/administra...,duplicates
955,16371,"  About the Custom fields,I suggust the Attribut...",5009,   It could be usefull if there is a check button...,relates
956,16354,  I use multi repositories on Redmine.\r\n\r\nWh...,13715,   If there are multiple SCM per project (possibl...,duplicates
957,16351,"  Currently, one can set a default person for th...",482,   It would nice to have a setting item to select...,relates
958,16332,  Admins could benefit from this feature to lock...,428,   It would be nice to have temporary users block...,duplicates
959,16324,  It is very nice that we have markdown in Redmi...,22923,"  Attached you may find a patch, which adds Wiki...",duplicates
960,16309,  I have a need for limiting access to trackers ...,285,   What about adding  rbac to trackers? One of th...,duplicates
961,16254,  Could you add to the core this feature ?\r\n\r...,3966,   Ability to create Tickets Category/Subcategory...,duplicates
962,16253,  Could you add this feature to the core:\r\n\r\...,1828,   When creating issues the dropdown targets is e...,duplicates
963,16251,  Could you add the feature of configure the the...,4602,"   Hello,\r\n\r\nI am sorry for bothering you aga...",duplicates
964,16250,  Add multilanguage for all the values (integrat...,3972,   It would be very nice when the values of field...,duplicates
965,16249,  I think a good new feature are add the posibil...,7360,   It would be nice to be able to create a defaul...,duplicates
966,11222,   There is a big problem with plugins compatibil...,16215,  In addition to #11222 it would be nice to be a...,relates
967,16195,  May be related to Feature #16074 request\r\n\r...,16074,  It would be great to be able to use user goups...,relates
968,7867,   Is it  possible to add group of auther for fil...,16195,  May be related to Feature #16074 request\r\n\r...,relates
969,18684,  This feature would allow all the members of a ...,16195,  May be related to Feature #16074 request\r\n\r...,duplicates
970,16997,  Make it just like users that can be locked and...,16188,  It would be nice to have the possibility to ma...,duplicates
971,16180,"  I am trying to extend the API to return the ""p...",10914,"   When getting issues with the REST api, the is_...",duplicates
972,16172,  Currently when I update a task assigned to me ...,14574,"  German:\r\nHallo,\r\n\r\nwie kann ich die Opti...",relates
973,16172,  Currently when I update a task assigned to me ...,21503,  I patched r14976 to add an option for email se...,duplicates
974,16123,  Currently the custom field of type Version is ...,15902,  Currently the Versions are not grouped accordi...,duplicates
975,16117,"  That is, if resolving one issue conflicts with...",7849,   In different projects I am using redmine with ...,relates
976,16102,  It would be nice to be able and set a default ...,7360,   It would be nice to be able to create a defaul...,duplicates
977,16098,  Would it be possible to enable a following fea...,5238,   Often happens that user creates new issue and ...,relates
978,10792,"   Right now, adding/deleting a sub-issue or an i...",16098,  Would it be possible to enable a following fea...,relates
979,17208,"  Since #12587, changing issue relations generat...",16098,  Would it be possible to enable a following fea...,duplicates
980,11894,"   Add the possibility to have a different ""Emiss...",16093,"  While starting to use Redmine a lot more, we'r...",relates
981,16093,"  While starting to use Redmine a lot more, we'r...",241,"   When mail is notified, default sender is got f...",relates
982,16093,"  While starting to use Redmine a lot more, we'r...",5913,   \r\nIn mail notification created by Redmine 'F...,duplicates
983,16086,  The if i enable the markdown formatter.\r\n\r\...,16373,  Just recently became a Redmine user/administra...,duplicates
984,16195,  May be related to Feature #16074 request\r\n\r...,16074,  It would be great to be able to use user goups...,relates
985,20405,  Footnotes support is not enabled for the Markd...,16072,  I use markdown a lot. So I tried the developin...,duplicates
986,16068,  *Background/Explanation*\r\n\r\nRedmine is an ...,16067,  One-off issue creation is cumbersome when jugg...,relates
987,16068,  *Background/Explanation*\r\n\r\nRedmine is an ...,16067,  One-off issue creation is cumbersome when jugg...,relates
988,16067,  One-off issue creation is cumbersome when jugg...,12704,"   happy new years!\r\nAs you know, redmine sub t...",relates
989,16052,  Currently I don't like the associated revision...,3058,   We have some issues where there are so many St...,relates
990,16050,  I realized that many people (me included) tend...,1011,   As I see lot of people voting for different ti...,duplicates
991,16034,"  Hi,\r\nWe are using CKEditor plugin.\r\nWe hav...",16962,  Currently html-only emails are handled by just...,duplicates
992,16026,  In roadmap the tasks should be differentiated ...,5275,"   Since we have ""subtasks"" now, it would be bett...",duplicates
993,16025,  When I have a task assigned to a version and I...,6117,   I have been asked if it is possible to have su...,duplicates
994,33002, There are no files in news notifications. Can ...,16006,  The send_notification is called on message cre...,relates
995,15971,  I think a nice feature are add this option to ...,12677,   I would split my suggestion into two parts:\r\...,duplicates
996,15928,"  Hello,\r\n\r\nWe're having a problem that ever...",10033,   We have an issue in redmine and we have a numb...,relates
997,8692,   Now is impossible to create admin users that d...,15928,"  Hello,\r\n\r\nWe're having a problem that ever...",relates
998,14640,"  hello,\r\nhow can I set it that only certain p...",15928,"  Hello,\r\n\r\nWe're having a problem that ever...",duplicates
999,15925,  Context: I have a helpdesk pluggin and may rec...,12043,   I think I nice feature are add the feature of ...,relates
1000,26680,"  With new redmine version, 3.4, a default assig...",15919,"  Currently, the one can see default assignee on...",relates
1001,12005,   Ability to hide field\r\n\r\nRelated to #8050,15918,  It should be possible to change the name or ev...,relates
