,id1,Description1,id2,Description2,Type of dependency
3147,23259,   This feature request unifies the two menu item...,1294,   It would be nice to have the possibility to cr...,independent
3148,45027,   There should be a configuration option which a...,75695,   JavaScript files must be scanned and matched.,independent
3149,61162,   However it is a cosmetic change Fluid produces...,58348,   The Browser is using tt_content.uploads.20 fro...,independent
3150,81451,"   TYPO3 does not support the ""ONLY_FULL_GROUP_BY...",3938,   Check if it's possible to use the built-in TYP...,independent
3151,20431,"   Although the class offers an attribute ""recipi...",2289,   This extension is experimental at the moment. ...,independent
3152,23848,   This is an SVN patch request.\r\n\r\nType: Fea...,16623,   Since version 4.0.2 of TYPO3 alt_doc.php and a...,independent
3153,16012,"   When installing Typo3 from scratch, it will us...",29009,   Save favicons for urls / domains.,independent
3154,29399,   function getOptions() in SelectViewHelper.php ...,47914,   It should be possible to export log entries di...,independent
3155,20255,   in t3lib_div there should be a helper function...,51376,   There are several configuration options in the...,independent
3156,20952,   The ajax handling in TYPO3AJAX supports severa...,2194,"   In general we have the this structure ""TYPO3v4...",independent
3157,23921,   One part of the current TypoScript tuning proc...,16824,   I want to make an extension that changes behav...,independent
3158,14077,   At present it's only possible to add persons t...,8616,   Create a template partial for each contact typ...,independent
3159,62360,"   In case of a migration, you may want to purge ...",8505,   Add a field like 'label' or 'identifier' to a ...,independent
3160,8499,   Enable the manual sorting of the roles inside ...,54624,"   To have nice looking urls, i use a new page ty...",independent
3161,57368,   !2014-03-27_1137.png!,10003,   Thanks to aoelinkhandler it is possible to mak...,independent
3162,1546,   This feature implements a dynamic loading by u...,15748,   locallang.xml are converted into native charse...,independent
3163,36783,   The file/folder name filter methods now get an...,94,   Would be great if you could close the typo3.or...,independent
3164,48862,   We wanted to integrate the phpoffice/phpexcel ...,90213,  TypoScript allows to write conditions using st...,independent
3165,22051,"   Missing the possibility to create an simple ""m...",39214,   When using the textfield viewhelper to render ...,independent
3166,44740,   There is a nice feature for indexing doctrine'...,51848,"   Hi,\r\n\r\nSituation:\r\ni just loaded the 6.1...",independent
3167,33887,   Consider the page tree in a TYPO3 installation...,36243,   Not every extension configuration option fits ...,independent
3168,24842,"   Today, t3lib_befunc::getProcessedValue has two...",10078,   The english LocalLang-files (shipped with the ...,independent
3169,20854,   It was not possible to use the DIFF feature on...,33900,   Since Jochen Rau merged the backport of the FL...,independent
3170,70349,   h2. Supported attributes:\r\n\r\nh3. Universal...,41439,   If the rendered template exactly matches the a...,independent
3171,79350,"   As far as I can see, the INSERT RECORDS conten...",24081,   This extension provide a way to report broken ...,independent
3172,6712,   With the current implementation of introductio...,19992,   If you install/remove an extension this is alw...,independent
3173,53857,"   Hi Francois,\r\n\r\nwhile trying to install th...",67956,"   Patrick did ""some great work"":https://bitbucke...",independent
3174,13429,"   jQuery should loaded only, if it is needed.\r\...",1546,   This feature implements a dynamic loading by u...,independent
3175,20708,   The felogin extensions does not use and proper...,1813,   Add a checkbox in the Flexform which allows th...,independent
3176,62722,"   Currently, the backend displays a popover when...",2746,   sr_feuser_register is the most often used regi...,independent
3177,59244,   In order to be able to publish f.e. page and p...,32649,   It should be possible the deactivate the displ...,independent
3178,41922,   recuring  events would be great.\r\n,66544,   If I use an extended <head>-Tag like <head pre...,independent
3179,38040,   Most GPX-files contain waypoints and one or mo...,93210,"Hi,\r\n\r\nIt would be great to add a method i...",independent
3180,9917,"   Hi guys,\r\nI need a random list of fe_users i...",11785,   Hook for handle the list and single result in ...,independent
3181,37376,   We should provide an application-wide referenc...,14074,   Add the exclude flag for the flexforms.,independent
3182,5380,   The integration of Prowl Notification Service ...,52446,   Nice to have: options of the radius box should...,independent
3183,4190,"   Create a task that execute's once an hour, che...",15324,   This relates to the changes applied by #14921....,independent
3184,91498,  *Typo3v10.4.3*\r\n\r\nMy issue is - I wanna ha...,46612,   From what i see at the moment the check is don...,independent
3185,32986,   If you need to define a custom caching backend...,30404,   The HTML5 Boilerplate template requires some c...,independent
3186,25921,"   The Core issue tracker on mantis had a field ""...",39007,   I tried to figure out if there is any hook tha...,independent
3187,2600,   I am willing to add the French translation in ...,83634,"  Hello Armin,\r\n\r\nOftentimes I want to open ...",independent
3188,25078,   Would'nt it be useful to make imagecropping wo...,6602,   The basic idea behind after invocation handlin...,independent
3189,8011,   We've requested this feature some time ago and...,1811,"   Now if a Field is required, it will automatica...",independent
3190,32326,"   Hi,\r\n\r\ne.g.:\r\n\r\ni use tt_news and like...",13915,   Initially reported at http://bugs.typo3.org/vi...,independent
3191,25836,   Measuring peak memory usage and comparing it w...,15371,   In FEediting the creation of new records in ot...,independent
3192,15542,   It would be great to have following:\r\nIn Use...,12728,   At the moment all search fields are only input...,independent
3193,1789,   Fluid already converts objects used as argumen...,15954,   HTML defines a number of entities that should ...,independent
3194,78335,"   This extension is great but, based on my obser...",51879,"   For modes ""register"" and ""edit"" it should be p...",independent
3195,31262,   Working with positional arguments in construct...,4874,   I have some suggestions. Maybe you will find t...,independent
3196,1109,   So we can tell people to go; Read The Fine Man...,86650,  The FieldControls must be able to use RequireJS.,independent
3197,3099,   This feature request is based on the discussio...,13751,   The markers ###TEXT_FIRST### and ###TEXT_LAST#...,independent
3198,88771,  In stead of using TypoScript options `config.n...,38261,   Attached is a patch does the following:\r\n\r\...,independent
3199,66012,"   Field ""Title"" can not be disabled in RTE links...",24957,"   He devs,\r\n\r\nthe editor with syntaxhighligh...",independent
3200,9700,   Currently the whitelist allows whitelisting of...,1068,   The RTE plugin code needs to be cleaned up. Th...,independent
3201,895,"   the array 'Vars' needs to be ""rendered"" for th...",57930,"   Currently, the login is sent via typo3.org:80....",independent
3202,1009,   There is a request for providing a switch to d...,65808,   Search for language keys and translations with...,independent
3203,17788,   It would be very nice to have stdWrap possible...,80869,   Andreas created a nice design for 50x errors (...,independent
3204,2365,   The -Configuration- Setting Pointcutfilter cur...,66633,   Typo3 has since v7.1 deprecated the option of ...,independent
3205,18890,   With this hooks you could fire events on file ...,4665,"   Hello,\r\n\r\nsince version 0.4.5 the ajax par...",independent
3206,3097,   If would be nice when t3editor will be able to...,35135,   Testing code which uses dependency injection r...,independent
3207,38627,   Augment the reflection information with data a...,72984,   When switching from css styled content to flui...,independent
3208,74,   The Web Request Builder currently ignores POST...,50639,"   Like Surf supports Git for as VCS, Surf should...",independent
3209,1024,   that field would be good to SORT the issues. T...,14496,   time dependent displaying of non cached pages/...,independent
3210,87028,  It is currently not possible to do the followi...,57237,   TSREF: http://docs.typo3.org/typo3cms/Typoscri...,independent
3211,28534,   add a skip-(anchor)link right after the <body>...,23,   It should be possible to put FLOW3 into differ...,independent
3212,2870,   There should be a README with the basic inform...,7381,"   Support gifbuilder image configs, allowing the...",independent
3213,4167,   The base repository (\F3\FLOW3\Persistence\Rep...,5809,   Allow following typoscript :\r\n\r\ntx_metafee...,independent
3214,26831,   Use http://dbpedia.org/sparql,14458,"   I made a small patch, to display the titles of...",independent
3215,14594,   I'd like to hide the table operations bar and ...,35292,   Use preg_replace in place of str_replace.,independent
3216,4153,   Add sorting icons vhen orderLinkInTitle is use...,6696,   Configure sorting order of results,independent
3217,1545,   Currently a flexform field for pm infos is inc...,71558,"   Hi, developers.\r\n\r\nThe story is, that cust...",independent
3218,23683,   Haven't found a simple way to do it jet.\r\n\r...,51378,"   During a site upgrade from 4.5 to 6.2, an OTAP...",independent
3219,91672,  Given the following real life scenario:\r\n\r\...,4505,"   When you access a file on svn.typo3.org, you a...",independent
3220,16353,   To ease debugging the DBAL log could store ate...,40067,   I'm developing and debugging a custom-indexer....,independent
3221,89728,  As is it possible to add rel field in pupup fo...,36088,"   At the moment, if a translation for a plural v...",independent
3222,14730,   Using proxy connection wia curl on typo fails ...,22086,   PAGE.headTag does not have stdWrap properties ...,independent
3223,59834,"   Hello, i have the version 6.0.1 and the de fie...",45761,   We need a banner for typo3.org showing that we...,independent
3224,77791,   The Tree view could get quite complex if you h...,80816,"   For usage of user name data provided by LDAP, ...",independent
3225,82366,  As integrator/developer I like to translate fo...,20376,   At the moment the only possibility of changing...,independent
3226,25903,"   Hi,\r\n\r\nthere are lightboxes out there that...",91835,"  Dear TYPO3-Team,\r\nthanks for your great work...",independent
3227,26953,   we would like to use rgnewsce in connection wi...,11640,   Currently only one language is supported,independent
3228,33710,   i know you can change the Configuration based ...,39210,   Add possibility to choose first category and t...,independent
3229,59982,   I think it would be reasonable to take module....,6946,"   Hello Jürgen,\r\n\r\nI'm not sure if this is a...",independent
3230,34827,   Packages which are usually not touched during ...,17729,   The problem which I think may be solved is des...,independent
3231,520,   Some databases will probably never be used and...,33773,   Nested event listeners might fire unneeded amo...,independent
3232,12442,"   Hi,\r\n\r\ni suggest to add type json to the e...",53817,   A common widget in our TYPO3 backend are table...,independent
3233,8617,   Add all the fields/properties of the contact t...,1344,   Die Breiten- & Längengrade für die Einträge we...,independent
3234,11273,   Currently the linkchecker does not show intern...,10453,   We need to clean the template from elements of...,independent
3235,8616,   Create a template partial for each contact typ...,1501,   Just an idea:\r\n\r\nI would like to split the...,independent
3236,5101,   Check rights to display only tables the user h...,80173,   It's not possible to choose between different ...,independent
3237,13916,   Initially reported at http://bugs.typo3.org/vi...,2931,   ...,independent
3238,16892,   The current release only allows one sysfolder ...,35355,   the list of fields that are being used by the ...,independent
3239,32930,   Fluid need a Standalone Template to be able to...,14822,   The usergroup memberships for backend and fron...,independent
3240,40418,   At the moment all sessions are being flushed w...,18274,   see http://www.daimi.au.dk/~ligaard/2008/02/19...,independent
3241,17564,   When you have to deal with large sites and com...,44738,   There are situation where the automatic valida...,independent
3242,23309,   A hook in t3lib_formmail would be nice as it c...,36649,   The changelog a page currently shows hints whi...,independent
3243,31946,"   As I have tested, there is no fallback to flas...",16778,"   Imo, there should be the possibility to assign...",independent
3244,11282,   there should be possibility in configuration t...,13200,   So this will be the content for the list in th...,independent
3245,32275,"   In addition to smtp, php-mail and local file d...",43636,   The content of the HTML marker\r\n\r\n    ###F...,independent
3246,88949,  In TCA of tt_content you can define the fields...,36172,   umbrelle issue for cleanup and update\r\n\r\nN...,independent
3247,8136,   Two types of Plugin-Display-Types:\r\n- conten...,92760, I want to show the local-time for a datetime i...,independent
3248,13824,"   Hi,\r\n\r\nit would be nice, if the fields in ...",85146,  I‘d like to have a possibility to read environ...,independent
3249,573,"   Hey Sebastian,\r\n\r\nyes that's really great,...",29794,   When a model is generated all properties of ty...,independent
3250,86894,  I think it would be great to have the function...,10188,   Should use the Static Info Tables therefore.,independent
3251,42037,   The Domain Model of tx_czsimplecal_domain_mode...,9599,"   Guys,\r\nIt would be wonderful to be able to c...",independent
3252,1024,   that field would be good to SORT the issues. T...,21014,   At least there will be a field to attach a sub...,independent
3253,49010,   There is no need to ask for the myopenid usern...,72841,   We use the svconnect extensions for own develo...,independent
3254,45862,   Use the approach of extension 'news' to enable...,18226,   It might be useful to users if they had the po...,independent
3255,459,   Dependency injection works fine so far as long...,66132,   Your extension is fantastic! \r\nA cool featur...,independent
3256,9550,   Would be nice to show context sensitive help t...,55253,"   For certain use cases, eg. user acceptance tes...",independent
3257,68511,   for the function edit file,3167,"   tx_rlmpdateselectlib could be used for the ""st...",independent
3258,73650,"   Oddly, this field is missing in contact record...",15550,   I missed the option flag to show the content a...,independent
3259,13511,   Create separate layouts for each controller an...,8650,   Add CSH for the plugin flexforms.,independent
3260,61800,   To be able to render all kind of media files a...,31935,   The attached patch moves tca.php into Configur...,independent
3261,23895,   One part of the current TypoScript tuning proc...,22548,   When typo3 server is behind an SSL terminator ...,independent
3262,23600,   We have a special Usermanagement which runs un...,5446,   We need a cache backend which supports PDO com...,independent
3263,52165,   5.9.149 -> 6.0.031,3176,   Manual needs a bit cleaning up.\r\n,independent
3264,18326,"   Although REQUIRED means what it means, sometim...",12005,"   Hy guys,\r\nit would be wonderful, to enable a...",independent
3265,13899,   At present one can filter by status responsibl...,41067,"   I was playing with the ""stdWrap.cache"" feature...",independent
3266,39837,   The WebRedirect currently expects an option *u...,54098,   It would be great to have links in the beginni...,independent
3267,9527,"   Hello,\r\n\r\nfirst of all thanks for your ver...",39108,   Currently it is not possible to configure the ...,independent
3268,7819,   Is it possible to integrate jquery tools 1.2.1...,27124,"   In the list module, there is a small icon on t...",independent
3269,2810,   Fabien told me about this great extension and ...,62028,   Upgrade\r\n* Browser 6.0\r\n* Foundation 5.4\r...,independent
3270,73596,"   To index section, juste add one ligne in Class...",68853,   Create an option in the Install Tool to create...,independent
3271,5496,   Categories for questions and answers.\r\nChoos...,36813,   Similar to $this->output() and $this->outputLi...,independent
3272,36693,"   To differentiate files with long file names, i...",22067,   With the l10n_mode you can control how T3 hand...,independent
3273,9461,   The browser delivers a sample template for tt_...,29249,"   Hey guys,\r\n\r\nplease revise the inclusion o...",independent
3274,14365,"   At this point href title tags (<a title=""..."" ...",45154,   It would be nice to run a task not only by cli...,independent
3275,15173,   Add a new config-option: $TYPO3_CONF_VARS['BE'...,6099,   ATM you can only configure the PID and linktex...,independent
3276,29544,   Subject is self-explaining. Would be a nice fe...,62901,   Following the logic of tablet users using thum...,independent
3277,23570,   Use Case:\r\nWe have x DB Mounts (e.g. 30) and...,47920,"   Integrate the css reset ""normalize.css""",independent
3278,28228,   FLOW3 should work without the Doctrine package...,86004,"  Hi,\r\n\r\nI'm currently working on a project ...",independent
3279,68515,"   ""This wiki article"":https://forge.typo3.org/pr...",88734,"  In an M:N relation, the @$defaultOrderings@ as...",independent
3280,27008,   The table field with the found URL should be a...,10078,   The english LocalLang-files (shipped with the ...,independent
3281,17786,   I have a feature request... well a matched pai...,90267,"  For a project with many instances, we need to ...",independent
3282,78264,"   Hi,\r\n\r\nwe had some trouble with the videop...",23896,   One part of the current TypoScript tuning proc...,independent
3283,78122,   *Current situation*: comment plugins is attach...,15419,"   Hello,\r\n\r\nI would like to have a checkbox ...",independent
3284,25591,   Following properties have to be updated\r\n\r\...,69548,"   Hello,\r\nI'm workling with 6.2.12\r\n\r\n1. I...",independent
3285,17578,"   I would be nice to decide, where the newline o...",27073,"   We should add a ""is spam"" marker to the admin ...",independent
3286,11504,   View: New Extension Manager - Settings\r\nActi...,68872,   Blanket issue about the Fluid reintegration pr...,independent
3287,34736,   http://twitter.github.com/bootstrap/,24108,   It seems that it is not possible to set a TYPO...,independent
3288,34967,   http://wiki.typo3.org/Release_Party/TYPO3_4.5\...,38149,"   Using ""tx_t3blog_pi1.blogList.approved"" and ""t...",independent
3289,20287,   ATM it's possible to define link classes for d...,19598,   The attached patch will add the following feat...,independent
3290,25974,   I'd like to see the possibility to automate in...,45681,   Will allow to remove all code related to non u...,independent
3291,64481,   The date of a folder is not added to the expec...,90509,  Add a widget showing the 5 most recently edite...,independent
3292,26284,   Idea:\r\nInclude formalize.me for making forms...,6143,   The memcache/APC backends should check expiryt...,independent
3293,83749,  From the screenshots and the CMS code I couldn...,16403,   it would be great if there is a way to write a...,independent
3294,63588,   I need to set the tt_address marker in Typoscr...,15037,   It would be nice to have in the JS Click-Menue...,independent
3295,57653,   Please add a typoscript option to define a dif...,87074,  To get this feature:\r\nhttps://www.w3schools....,independent
3296,34201,"   Hello,\r\n\r\nplease add a XCLASS Support for ...",37,   Some more tests need to be written to test int...,independent
3297,55885,   https://github.com/tedivm/JShrink,83912,  When adding a redirect finisher to a form crea...,independent
3298,28647,"   In der Darstellung ""Liste"" wäre die Möglichkei...",19833,   Page TS tree view (show a tree view of pages t...,independent
3299,68763,"   Hello,\r\n\r\njust installed your extension in...",7081,   For better performance javascript files should...,independent
3300,19438,   Let makeInstance test if an object implements ...,47252,"   By definition, GET / HEAD requests should be c...",independent
3301,4417,"   It would be very usefull, if creating link att...",17123,   While writing an AJAX FE plugin that needs to ...,independent
3302,1754,   Here's a couple non-bug things regarding TinyM...,60454,"   In TYPO3 6.2.4, the paginate view helper will ...",independent
3303,29446,   If there are two different page trees (one for...,15391,   Provide for an extension (or a core-patch) whi...,independent
3304,15288,   With this Patches can you use Ellipse in TypoS...,13597,"   Hy guys,\r\nit would be wonderful, if the brow...",independent
3305,86222,  The parameter shall take an array as value. Ea...,1996,   a patch for highlight each words found by sear...,independent
3306,82968,  I think it's a good idea to swap the result pa...,5159,   This must be disabled:\r\n<pre>\r\n      confi...,independent
3307,5777,   Make user's subscriptions accessible to an adm...,52665,   To ensure the start of the install tool the au...,independent
3308,19235,   The function t3lib_TCEforms::getSingleHiddenFi...,53621,"   Hello,\r\n\r\nfirst of all a big thanks for th...",independent
3309,23533,   It's been requested in several places/by sever...,39936,   The function registerTagAttribute is used to r...,independent
3310,71739,   To make it harder to exploit read SQL injectio...,39574,   I have a special page type to get only the con...,independent
3311,89443,  According to https://www.iso.org/obp/ui/#iso:c...,69478,   Provide an opportunity to colorize the border ...,independent
3312,14077,   At present it's only possible to add persons t...,38911,"   Database actions (Editing, deleting, creating ...",independent
3313,61341,   It would be great if one could configure the z...,72045,   \r\nCurrently the HTMLparser.stripEmptyTags on...,independent
3314,43250,   It would be great if the extension would have ...,33531,   Currently DateTimeConverter only accepts targe...,independent
3315,28981,   The autocompletion in the interactive shell mo...,54037,   json_encode should support multiple bitmask op...,independent
3316,15235,   I have activated the Acronym Plugin for IE man...,90355,  I want to have a widget show the number of fai...,independent
3317,55281,   Hi\r\n\r\nSince many years it is not possible ...,20606,   The creation of a new session ID is currently ...,independent
3318,4947,"   A nice feature would be, if it is possile to r...",30551,   When creating a new pagetranslation the inputf...,independent
3319,56486,   The getCaseSensitiveObjectName operation in th...,87112,  Context: The editor needs for every select (ty...,independent
3320,71022,"   This those formats are XML-based, native PHP e...",32084,   In certain situations and setups (FLOW3 behind...,independent
3321,55948,   IMHO it should be possible to wire dedicated c...,83391,  I have a TYPO3 installation where the users ar...,independent
3322,5007,   In some environments exec() does not seem to w...,29175,   Create an ignorelist-feature for ignoring fail...,independent
3323,11068,"   The attached patch add an ""edit"" icon next to ...",24051,   One part of the current TypoScript tuning proc...,independent
3324,19764,   It is sometimes necessary to include JavaScrip...,20975,   When I want to open the website I just edited ...,independent
3325,48617,"   not all tables require hide. the question is, ...",6675,"   Hi,\r\n\r\nAnother hint.\r\n\r\nI read in othe...",independent
3326,365,   We need the XML Output from the tests on the c...,31895,   s.t.,independent
3327,1735,   A new Fieldtype is needed to browse simple on ...,57082,   Currently every extension needs to implement t...,independent
3328,1464,   n/t,4571,   The Scheduler requires a BE user called _cli_s...,independent
3329,43578,   We need @createRole()@.,8915,   Use functions of\r\n<pre>\r\n$cObj = t3lib_div...,independent
3330,28496,   When implementing a custom indexer it would be...,1583,   Enable line numbering in RTE plugin,independent
3331,92518, Extend the FileDumpController with an addition...,15164,"   Hi,\r\nIn order to implement my dynaflex exten...",independent
3332,88842,  The recently added canonical tag is generated ...,3897,   currently it's not possible to use DAM with th...,independent
3333,48378,   Currently the ElasticSearch don't consider the...,319,   Currently setter injection is only possible vi...,independent
3334,19140,   - History which leads to a popup with the hist...,3650,   Currently AOP proxy classes add a few paramete...,independent
3335,3666,"   With attached patch applied, it is now possibl...",84,   Abstract classes can not run standalone. So th...,independent
3336,30045,"   Hi,\r\nit would be nice, if there would be the...",41898,   it would be very usefull if meta tag robots co...,independent
3337,4405,"   When no template is found, FLOW3 uses \F3\FLOW...",6,   On most systems (my Mac at least ;-) all tests...,independent
3338,51241,   I use the phpmyadmin extension for managing my...,78360,   Is use File Description to Display Files with ...,independent
3339,84546,  I made a frontend form these days with extbase...,89836,  Consider this scenario:\r\n\r\n# Dev has local...,independent
3340,16904,   At the moment it is only possible to generate ...,21572,   Using TYPO3 4.4.2 and rtehtmlarea 2.0.3 I am n...,independent
3341,46257,   In some cases you need to print some character...,14242,   By default a link to an advanced search form i...,independent
3342,72202,"   To make the maintenance of TYPO3 easier, I hav...",28321,"   Hi guys,\r\n\r\nyout Ext is great!!\r\n\r\nI m...",independent
3343,71876,   It would be nice if there was a way to customi...,84899,  pages.extendToSubpages applies to all fields i...,independent
3344,14395,   In the fileadmin it would be nice to upload zi...,40930,   As a editor i want to edit child-entities insi...,independent
3345,17956,   I want to use a mm relation between a product ...,56724,"   I cant believe that this is a bug, but I don't...",independent
3346,29176,   Use a template for the notification email's co...,2510,"   When mapping complex objects, currently relati...",independent
3347,23888,   One part of the current TypoScript tuning proc...,36605,   Implement fields for defining on which device ...,independent
3348,64958,   often a relation between records created by ha...,48657,   Flow has a great HTTP API already but does not...,independent
3349,51456,   In the Extension-Configuration additional fiel...,22125,   If you use double quotes in the title-attribut...,independent
3350,32760,   I tried this nice extension and I really love ...,436,   The startpage consists only of 3 categories:\r...,independent
3351,17642,"   Nowadays it is usuall that ""forgot password"" f...",60751,   Method getUsergroup() gets the Usergroup-prope...,independent
3352,15701,   If a user request an protected page and he did...,14736,"   Hi, a little wish for next version: please mak...",independent
3353,48547,"   * Adapt to TYPO3 6.0+ namespacing, directory s...",6210,   Implement tax groups for being able to define ...,independent
3354,92427," Just like existing field names, the table name...",43082,   Add a cli mechanism to quickly generate code s...,independent
3355,41722,   Hi.\r\n\r\nIt would be nice to have a checkbox...,27113,"   Hey there,\r\n\r\nis there a possibility to ad...",independent
3356,35132,   hi\r\n\r\nIt would be great to make automatic ...,86707,  @lazy is deprecated in TYPO3 9 LTS,independent
3357,54877,   Controls for selecting de-selecting images sho...,70349,   h2. Supported attributes:\r\n\r\nh3. Universal...,independent
3358,29566,   Die (ja immer als erstes angezeigte) Übersicht...,69035,   Right now it's necessary to place the validati...,independent
3359,9537,   Currently it is not possible to exclude specif...,57016,"   When you click on ""Calc route"" it just shows a...",independent
3360,38130,"   Currently, when a checkbox is left unchecked, ...",23841,"   My task was to copy data from ""media"" field of...",independent
3361,45670,   I need a solution to add additional classes to...,92844, It would be useful to be able to handle links ...,independent
3362,30253,   Currently the generate always just have one pr...,17402,   Steps to reproduce an example error:\r\n\r\n1)...,independent
3363,20111,"   If one hovers over the CSH icon in the BE, a t...",4218,"   Hi all,\r\n\r\nit would be great to be able to...",independent
3364,89640,"  To improve the UX of extension manager, the ma...",18614,"   Å, ä and ö should be converted to a and o rath...",independent
3365,20267,   The TS configuration is still included via ext...,26592,"   Three, may be four templates are needed:\r\n\r...",independent
3366,15412,   Problem: The page title can't be styled relate...,31016,   We have translations for indexed_search in 18 ...,independent
3367,85789,"  Hi\r\n\r\nI have a TYPO3 instance, in which I ...",40,   There might be places where an array is expect...,independent
3368,8228,   Implement a solution - IRRE should suit best -...,35781,"   Currently, only (action)method arguments and s...",independent
3369,49478,   Its already possible to show debug outputs for...,68089,"   Using VHS package and its asset viewhelper, we...",independent
3370,9429,   Why only partials can use arguments ?\r\n\r\nI...,54873,   support for other filetypes should be added fo...,independent
3371,61052,   Hey all!\r\n\r\nIs a release for TYPO3 6.2. pl...,34232,   The SelectViewHelper should offer translation ...,independent
3372,35052,   The logging FileBackend currently adds a hint ...,18051,   It would be very nice if the shortcut manager ...,independent
3373,5039,   AND-Selection for Categories,58071,   Original Issue 17 created by chennecke\r\n\r\n...,independent
3374,91085,  When data is loading there is no visual feedba...,19157,   Currently also hidden records are included in ...,independent
3375,24561,   Instead of currently two-way (Production + Deb...,49506,   Remember state of Content Slider with cookie!\...,independent
3376,80869,   Andreas created a nice design for 50x errors (...,24069,   One part of the current TypoScript tuning proc...,independent
3377,16621,   Hi!\r\n\r\nI got a feature request that i gues...,9528,   For certain kinds of logs and in certain situa...,independent
3378,13509,   Get rid of some not so important details in th...,36839,   Add getUid method to abstract record collection,independent
3379,15762,   Feature asked for: creation of multiple pageco...,48586,   On our path to a flatter backend: remove shado...,independent
3380,75412,   The eponymous files in the root Directory of t...,55638,   It would be nice if the form extension also us...,independent
3381,44318,   t3lib_BEfunc::implodeTSParams has a bug.\r\n\r...,19270,   Rows and columns in table made with the conten...,independent
3382,2389,"   Hi,\r\n\r\nI would like to use this extension....",86706,  Deprecated in TYPO3 9 LTS,independent
3383,64425,"   Hi there,\r\n\r\ni've installed your Typo3 Ext...",79535,   Right now we are using ou=admins but this is n...,independent
3384,10039,"   by default ""password_error_length"" have hardco...",60551,"   When logging with the Core Logging API, one ha...",independent
3385,17434,   The following field configuration of a parent ...,54603,   When installing an extension with dependencies...,independent
3386,2281,   For large images it could be useful to scale t...,58143,"   writing mails by hand is not good, use typo3 s...",independent
3387,80092,   *My current problem:*\r\n\r\nContinually enhan...,42126,   A TYPO3 integrator should configure the path t...,independent
3388,32660,"   In order to encourage TDD, we should create an...",20224,   If the title of an element was cut off due to ...,independent
3389,45704,   a command to create the extension upload folde...,31341,"   Text extraction: more OOo types, meta data: im...",independent
3390,37750,   Customizable internal RSS feeds,9370,   In the attached patch I implemented the hook [...,independent
3391,27306,   http://buzz.typo3.org/people/soeren-malling/ar...,39007,   I tried to figure out if there is any hook tha...,independent
3392,91738,  TYPO3 ships a wrapper for localStorage handlin...,88907,  the configuration enableMultiSelectFilterTextf...,independent
3393,15553,   IMHO page icon should change somehow to reflec...,35892,"   The message ""In a class hierarchy either all o...",independent
3394,87314,  There is some inconsistency in the configurati...,29505,   Attached is a modified version of kj_imageligh...,independent
3395,69388,"   As of TYPO3 CMS 7.5.0-dev, 85ce761, the http s...",48743,   I installed ods_osm after I filled the address...,independent
3396,66226,   s.t.,1294,   It would be nice to have the possibility to cr...,independent
3397,82010,  Fluid does not provide a way to access the lis...,82570,  There is an option 'stripTwoLinesToOne' but wo...,independent
3398,89239,"  h2. Current state\r\n\r\nIt seems, you can ove...",41134,   Hi!\r\n\r\nWe need to show who has the copyrig...,independent
3399,37638,   trying to use the extension as a slider for th...,896,   The entries in the array 'Vars' needs to be ch...,independent
3400,19183,   The RTE recieves keyboard focus automatically ...,3088,   YUI Java compressor doesn't work on servers wi...,independent
3401,40496,"   Create a new tab to DCE, which shows the curre...",2552,"   Hello,\r\n\r\nif i choose some datarecords and...",independent
3402,22324,   The attached patch rewrites the default image ...,13235,   Add the search suggest wizards to the flexform...,independent
3403,1830,"   Hi Martin,\r\n\r\ni'd appreciate to see a modi...",18913,   This feature refers to the getText attribute '...,independent
3404,15471,   When you are in the EM and see the large list ...,9508,   Add translation modes (l10_mode in tca) to fie...,independent
3405,14545,   For the latest tt_products I need a new dataty...,17958,   'inline' should have a foreign_table_where lik...,independent
3406,59964,   Is the 6.2 compatibility foreseen ?,58991,   In the moment the Return-Path of sendet Mail i...,independent
3407,50848,   After hours of debugging I thought this extens...,18307,"   when creating a reference or copy an element, ...",independent
3408,7613,"   hello,\r\n\r\nmany thanks for this very nice e...",23832,   Current DOM to html rendering code is not well...,independent
3409,40909,   Most people already have jquery implemented on...,7986,   Add a feature to create special offers by sett...,independent
3410,20817,   Extend unit tests for t3lib_matchCondition glo...,20930,   The table of a CONTENT object has to be hardco...,independent
3411,4323,   finish it!,23322,   In line 2861 of file class.tslib_content.php t...,independent
3412,17282,   With the normal login FORM an CSS styled conte...,17542,   \r\nI'm searching for a solution of following ...,independent
3413,3109,   It seems to be not supported by t3lib_htmlMail...,59579,   Browser 4.9: The links of children records are...,independent
3414,16199,   Use of PHP-Validation (server-sided) instead o...,59801,   Option to select a parent group or alternative...,independent
3415,23888,   One part of the current TypoScript tuning proc...,83710,"  Its important for me, to set the title as an R...",independent
3416,3663,"   Hey,\r\n\r\na nice addition would be if we cou...",13380,   Write a documentation. :>,independent
3417,16253,   Quite a number of extensions rely on the stora...,2661,   Proposition to sort the records by page / IP /...,independent
3418,6913,"   Because FLOW3 uses many nested objects, debugg...",37747,   List of recent updated record,independent
3419,2472,   I would like to discuss the way we could find ...,45719,   Change several logo's according to new brandin...,independent
3420,24990,   Since the introduction of the spinning loader ...,53194,"   If we have content fallback mode, the canonica...",independent
3421,28794,"   Hi there,\r\n\r\nin css_styled_content in rend...",84604,  Is there any particular reason why the recycle...,independent
