,id1,Description1,id2,Description2,Type of dependency
422,83668,  When you have a lot of files in 1 directory an...,64764,"  Hi,\r\n\r\nThe current system to browse record...",relates
423,89709, So im using Typo3 now for a few months and int...,64764,"  Hi,\r\n\r\nThe current system to browse record...",relates
424,64764,"  Hi,\r\n\r\nThe current system to browse record...",79679,  My wishlist:\r\n\r\n1) Show file creation date...,relates
425,68420,  Such a data-processor could be used to fetch m...,64723,  Maybe just as content-objects that write a fla...,relates
426,64555,"  Hi,\r\n\r\nwhen you add a section and into it ...",60034,  It would be nice if it could have a section in...,relates
427,64531,  The Fluid ViewHelper PasswordViewHelper should...,53406,  If you need a compact formular one possible wa...,relates
428,67333,"  It would be nice if ""placeholder"" could be ena...",64531,  The Fluid ViewHelper PasswordViewHelper should...,duplicates
429,71868,  I faced this problem lately when I updated the...,64513,  currently the installtool has this nice check ...,relates
430,64439,  \r\n\r\nFor the clients it were beautiful to s...,73357,  Currently the thumbnail size is set to 64x64px...,duplicates
431,64406,  a usability feature:\r\n\r\nProblem:\r\nactual...,39051,   When the user select a sysfolder in the page m...,duplicates
432,64764,"  Hi,\r\n\r\nThe current system to browse record...",64401,  having a folder with more than 20000 images th...,relates
433,64372,  For a website with users from the other side o...,61110,  Johannes Feustel:\r\n> As an editor and as a d...,relates
434,80559,  each input or output should be able to handle ...,64372,  For a website with users from the other side o...,relates
435,64353,  aside to some small configuration data the sta...,61224,  a lot of information and individual configurat...,relates
436,37800,   I would like to see a hook added for checking ...,64298,  More hooks are always useful ;)\r\nI miss one ...,relates
437,64157,  configure robots.txt as page type for realurl.,66151,  Some type configuration could automatically ad...,relates
438,64093,  would be nice to have a data provider for sche...,4387,   It'd be useful to have a way to automatically ...,relates
439,64047,  The current way to go when implementing mail d...,90266," TYPO3 sends out various emails, it would be be...",relates
440,63805,"  Hi,\r\n\r\nIt would be great if we add an opti...",63496,"  Similar to ""mod.web_list.enableClipBoard"" the ...",duplicates
441,63703,"  When a scheduler task is marked as running, th...",31073,"   This would be a nice feature, it would allow a...",relates
442,63699,  The scheduler CLI task should have a --help / ...,31073,"   This would be a nice feature, it would allow a...",relates
443,65325,  This ticket is similar to my previous #63607; ...,63607,  Premise: I like the new interface of TYPO3 7.0...,relates
444,63805,"  Hi,\r\n\r\nIt would be great if we add an opti...",63496,"  Similar to ""mod.web_list.enableClipBoard"" the ...",duplicates
445,63395,  Hallo \r\nI have created a patch for media con...,67455,  The HTML5 Video Tag has the possibility to add...,relates
446,63395,  Hallo \r\nI have created a patch for media con...,37073,"   Hi,\r\n\r\nI was playing around with the new f...",relates
447,63391,  It would be very usefull if the form objects T...,53407,  Please render the HTML5 attributes like requir...,relates
448,63391,  It would be very usefull if the form objects T...,53406,  If you need a compact formular one possible wa...,relates
449,63391,  It would be very usefull if the form objects T...,61308,  The extension tx_form should allow using the p...,relates
450,46437,"   Hi,\r\n\r\nIt would be great if, like in the p...",63315,  It should be nice if you can use drag and drop...,relates
451,43134,   Now that drag'n'drop for content elements in p...,63315,  It should be nice if you can use drag and drop...,relates
452,63011,  This text was a response to #60045 / #60046 in...,60045,  Currently most actions in the tstemplate modul...,relates
453,63011,  This text was a response to #60045 / #60046 in...,14700,   Added support to clear cache only in subtrees ...,relates
454,20305,"   Currently, clearCacheCmd can only clear all ca...",63011,  This text was a response to #60045 / #60046 in...,duplicates
455,62931,  Based on the existing typolink view helper. Th...,59396,  On many requests there should be a viewhelper ...,relates
456,62830,  The methods for moving and copying in @TYPO3\C...,66514,  Currently with fal there is no possibility to ...,relates
457,62718,  The result of an indexed_search search shows u...,82070,  The search result has a path with the pagetree...,relates
458,62210,"  In the install process of a TYPO3 CMS website,...",72744,  All images are shown in full size after an upg...,relates
459,62101,  The System Status Update tests the cli environ...,52283,  Please add the feature to skip tests in the re...,relates
460,62023,  This is primarily intended to be used with **a...,28382,   Instead of evaluating Google Analytics code ri...,relates
461,61799,  Currently TYPO3 CMS has no easy/working way fo...,53421,  Youtube video urls in the media element are re...,relates
462,61799,  Currently TYPO3 CMS has no easy/working way fo...,25718,   Currently only SWF is supported.,relates
463,61799,  Currently TYPO3 CMS has no easy/working way fo...,49547,  I think HTML5 should be the default output for...,relates
464,77532,  The current implementation of the cropping too...,61796,  Image cropping has to be intelligent and autom...,blocks
465,61594,  Page Not Found\r\n\r\nReason: Request paramete...,61663,  Page Not Found\r\n\r\nReason: Request paramete...,relates
466,61594,  Page Not Found\r\n\r\nReason: Request paramete...,61663,  Page Not Found\r\n\r\nReason: Request paramete...,relates
467,20450,   In typoscripts userFunc condition [userFunc = ...,61489,  In order to streamline conditions and make\r\n...,relates
468,61351,  Backport the change already merged to Flow.Flu...,35748,   All elements in HTML5 can have any number of @...,relates
469,61171,"  ""This change"":https://forge.typo3.org/projects...",61351,  Backport the change already merged to Flow.Flu...,duplicates
470,61308,  The extension tx_form should allow using the p...,32594,"   HTML5 specifies a new attribute called ""placeh...",relates
471,63391,  It would be very usefull if the form objects T...,61308,  The extension tx_form should allow using the p...,relates
472,71112,  Adding a placeholder attribute to the FormEngi...,61308,  The extension tx_form should allow using the p...,relates
473,45725,   FAL file folders should contain an option to b...,61238,  Can anybody give me a hint how to show also su...,duplicates
474,64353,  aside to some small configuration data the sta...,61224,  a lot of information and individual configurat...,relates
475,61171,"  ""This change"":https://forge.typo3.org/projects...",35748,   All elements in HTML5 can have any number of @...,relates
476,61171,"  ""This change"":https://forge.typo3.org/projects...",61351,  Backport the change already merged to Flow.Flu...,duplicates
477,83965,"  As an editor, I want read important instructio...",61170,  as a page may contain a lot of records the dis...,duplicates
478,61110,  Johannes Feustel:\r\n> As an editor and as a d...,32081,   for type=input there is a js eval func that ma...,relates
479,64372,  For a website with users from the other side o...,61110,  Johannes Feustel:\r\n> As an editor and as a d...,relates
480,80559,  each input or output should be able to handle ...,61110,  Johannes Feustel:\r\n> As an editor and as a d...,duplicates
481,60907,  The list module has a great mass-edit function...,58628,  Image you drag & drop many files in the fileli...,relates
482,60835,  Dealing with lots of images in BE is quite pai...,59341,  This applies to all FAL-capable media fields: ...,relates
483,60835,  Dealing with lots of images in BE is quite pai...,52150,  I miss the possibility to delete multiple file...,relates
484,60723,  It should be possible to configure the PageRen...,11287,   I should be great to be able to declare a head...,relates
485,76433,"  Hi,\r\n\r\nhaving enabled categories tab in ba...",60553,"  Please add ""Categories"" palette (from TYPO3 6....",relates
486,52640,  Sometimes the IfViewHelper syntax is quite ver...,60430,  Allows to simply turn conditions into the oppo...,relates
487,60223,  Similar to the already existing task that remo...,32651,   I didn't find any recycler project here on for...,duplicates
488,60221,  Usually file layers like the Linux file system...,66466,"  The @FileList@ shows 40 files at once, but the...",relates
489,60181,  It would be nice to have have a way to tell Fl...,3291,   we need a concept for cacheable viewhelpers,relates
490,60045,  Currently most actions in the tstemplate modul...,14700,   Added support to clear cache only in subtrees ...,relates
491,63011,  This text was a response to #60045 / #60046 in...,60045,  Currently most actions in the tstemplate modul...,relates
492,64555,"  Hi,\r\n\r\nwhen you add a section and into it ...",60034,  It would be nice if it could have a section in...,relates
493,67578,  Add a description-field for be-users like we a...,59570,  With a description-field it would be possible ...,relates
494,59570,  With a description-field it would be possible ...,67550,  Bring central definition and output the descri...,precedes
495,59502,"  Hello,\r\n\r\nwe are still sitting on 4.5 but ...",29342,   Having a system with thousands of pages makes ...,relates
496,62931,  Based on the existing typolink view helper. Th...,59396,  On many requests there should be a viewhelper ...,relates
497,60835,  Dealing with lots of images in BE is quite pai...,59341,  This applies to all FAL-capable media fields: ...,relates
498,28258,   curl allows:\r\nCURLOPT_PROXYTYPE \tEither CUR...,59326,"  Hello there,\r\n\r\nI'd like to address a matt...",relates
499,59074,  * flag for a user that the password neeeds to ...,59073,  * flag for a user that the password neeeds to ...,relates
500,80793,  Admins should be able to define a password pol...,59074,  * flag for a user that the password neeeds to ...,relates
501,59074,  * flag for a user that the password neeeds to ...,59073,  * flag for a user that the password neeeds to ...,relates
502,21659,   Currently there is no way to configure a minim...,59073,  * flag for a user that the password neeeds to ...,relates
503,80793,  Admins should be able to define a password pol...,59073,  * flag for a user that the password neeeds to ...,relates
504,88954,  I would like to be able to tell the f:image f:...,59067,"  When rendering an image, TYPO3 6.x places it i...",relates
505,58557,  It would be nice if one could define the names...,58829,  Currently when using ViewHelpers from 3rd part...,relates
506,58829,  Currently when using ViewHelpers from 3rd part...,53059,  One major source of errors when working with F...,relates
507,60907,  The list module has a great mass-edit function...,58628,  Image you drag & drop many files in the fileli...,relates
508,58621,  It would be great to have a case viewhelper in...,44572,   Have an @f:format.case@ ViewHelper with the op...,relates
509,58557,  It would be nice if one could define the names...,53059,  One major source of errors when working with F...,relates
510,58557,  It would be nice if one could define the names...,58829,  Currently when using ViewHelpers from 3rd part...,relates
511,58557,  It would be nice if one could define the names...,35766,   the repeated declaration of your own namespace...,duplicates
512,58122,"  As proposed in #51905, to improve dependencies...",51905,"  Today, more and more CSS frameworks such as bo...",blocks
513,57928,"  it would be nice, if index_search would autode...",19134,   hunspell is an OS spell checker used in OpeonO...,relates
514,49282,  As from the news from the GNU Aspell Project (...,57928,"  it would be nice, if index_search would autode...",relates
515,57927,"  Related somehow to #57926, non-technical users...",57926,  Given the tool can be used by non-technical us...,relates
516,57927,"  Related somehow to #57926, non-technical users...",57926,  Given the tool can be used by non-technical us...,relates
517,57691,  The documentation editor should allow files to...,57697,  Git-based documentation projects should allow ...,precedes
518,57692,"  After being able to move and rename files, cre...",57697,  Git-based documentation projects should allow ...,precedes
519,57692,"  After being able to move and rename files, cre...",57691,  The documentation editor should allow files to...,relates
520,57692,"  After being able to move and rename files, cre...",55193,  It would be useful to add drag and drop to the...,relates
521,57692,"  After being able to move and rename files, cre...",57697,  Git-based documentation projects should allow ...,precedes
522,57691,  The documentation editor should allow files to...,55193,  It would be useful to add drag and drop to the...,relates
523,57692,"  After being able to move and rename files, cre...",57691,  The documentation editor should allow files to...,relates
524,57691,  The documentation editor should allow files to...,57697,  Git-based documentation projects should allow ...,precedes
525,57642,  Let a project be kickstarted from a Git reposi...,57571,  The list of official manuals (http://docs.typo...,precedes
526,57642,  Let a project be kickstarted from a Git reposi...,57571,  The list of official manuals (http://docs.typo...,precedes
527,69863,  As complicated as it is easy to say. Hollow ou...,57446,  I tried to add rendering of partials from othe...,relates
528,48090,  It would be nice if it would be possible to re...,57417,  TYPO3 introduced the new responsive Images whe...,relates
529,57417,  TYPO3 introduced the new responsive Images whe...,70965,  It seems fluid_styled_content does not support...,relates
530,57417,  TYPO3 introduced the new responsive Images whe...,27391,   Would need to allow uploading more than one ve...,relates
531,66495,  It would be nice to have a hook when the opcod...,57258,  The opcode cache from the web process cannot b...,relates
532,57066,  it would be nice to allow copy'n'paste upload ...,47814,"  You may think, we can not access the client cl...",duplicates
533,57065,"  for easier usage, the behaviour should be norm...",5390,   It would be really nice to have a _keyboard co...,relates
534,57065,"  for easier usage, the behaviour should be norm...",66343,"  At the T3UXW15 we get the feedback, that hotke...",relates
535,56916,"  https://tools.ietf.org/html/rfc5789\r\n\r\n""Se...",54600,  When building a REST service that uses the PAT...,relates
536,19856,   Problem: If you want to show links to access r...,56760,  It would be nice to be able to alter the links...,relates
537,55831,  What i'd really love is something like this to...,56744,  Currently the Flow Developer has to set a sess...,relates
538,46063,   * Extend PersistedUsernamePasswordProvider wit...,56744,  Currently the Flow Developer has to set a sess...,relates
539,56744,  Currently the Flow Developer has to set a sess...,30378,   It would be nice having a proof cookie authent...,relates
540,56647,"  Hello Core-Team,\r\n\r\nsince years it is not ...",51137,  Problem:\r\n\r\nAt the moment it's not possibl...,relates
541,56628,  The attached patch allows multiple values in a...,52664,  Would be great to be able to map a on to many ...,relates
542,56556,  The way how you currently check for existence ...,56529,  The way how you currently check for existence ...,relates
543,56556,  The way how you currently check for existence ...,56529,  The way how you currently check for existence ...,relates
544,56517,  Related to #38163: \r\nCite:\r\n> It would be ...,45709,   i was wondering why the new FORM content eleme...,duplicates
545,56517,  Related to #38163: \r\nCite:\r\n> It would be ...,38163,"   It would be great if the ""values""-setting for ...",duplicates
546,65505,  There exist cases when many child-records are ...,56490,  In cases where TCA related inline to different...,relates
547,56343,"  Hello TYPO3 team,\r\n\r\nDBAL allows to map ta...",56258,"  Hello TYPO3 team,\r\n\r\nOracle DB has a 30 ch...",relates
548,56269,  Within TYPO3 CMS 4.5 it is not possible for th...,28299,   This hook enables you to modify the hash_base ...,relates
549,56343,"  Hello TYPO3 team,\r\n\r\nDBAL allows to map ta...",56258,"  Hello TYPO3 team,\r\n\r\nOracle DB has a 30 ch...",relates
550,56236,  Sometimes you need to set multiple headers of ...,23494,   This patch adds stdWrap to config.additionalHe...,precedes
551,65403,  It's missing a sort direction field for Fileli...,56213,"  When creating a ""File Links"" CE and adding a f...",duplicates
552,48644,  (Iam talking about T3 V6+)\r\n\r\n\r\nImages a...,56133,  Actually I use TYPO3 4.7 with DAM because of t...,relates
553,66514,  Currently with fal there is no possibility to ...,56133,  Actually I use TYPO3 4.7 with DAM because of t...,relates
554,67732,"  This is a new feature request for a ""replace f...",56133,  Actually I use TYPO3 4.7 with DAM because of t...,duplicates
555,14669,"   It is not possible to make Fields at ""Edit Pag...",55976,  Some of the TCA config can not be overridden w...,relates
556,55831,  What i'd really love is something like this to...,56744,  Currently the Flow Developer has to set a sess...,relates
557,46063,   * Extend PersistedUsernamePasswordProvider wit...,55831,  What i'd really love is something like this to...,relates
558,69863,  As complicated as it is easy to say. Hollow ou...,55660,"  Hello,\r\nit's not possible to use arrays in f...",relates
559,57691,  The documentation editor should allow files to...,55193,  It would be useful to add drag and drop to the...,relates
560,57692,"  After being able to move and rename files, cre...",55193,  It would be useful to add drag and drop to the...,relates
561,67339,"  as the checkbox in the admin panel is gone, th...",54805,  Sometimes it is useful to have a look at the p...,relates
562,54654,"  The confirmation page (button, button label an...",69176,  Currently it's not possible anymore to change ...,relates
563,54651,  Currently a backend can only provide get() for...,54652,  Backends would be queried in order. For exampl...,relates
564,54651,  Currently a backend can only provide get() for...,54652,  Backends would be queried in order. For exampl...,relates
565,56916,"  https://tools.ietf.org/html/rfc5789\r\n\r\n""Se...",54600,  When building a REST service that uses the PAT...,relates
566,54600,  When building a REST service that uses the PAT...,45293,"   Parsing of body arguments (e.g. xml, json) cur...",relates
567,54429,"  Hi,\r\n\r\nI think it would be nice if the sor...",45535,   It would be great to be able to sort the sched...,relates
568,54155,"  Hi guys,\r\n\r\nespecially when developing App...",50826,  This is usefull if you use multiple packages f...,relates
569,54155,"  Hi guys,\r\n\r\nespecially when developing App...",33487,"   This could be considered as a discussion, and ...",duplicates
570,30418,   It would be nice if packages are bootstrapped ...,54151,  Hi!\r\n\r\nFor TYPO3.CMS I reimplemented the d...,relates
571,15112,"   Have 2 ideas for improving ""Relations"" part:\r...",54075,  It would be nice if I could change the delimit...,relates
572,84517,  It would be nice if I could change the delimit...,54075,  It would be nice if I could change the delimit...,relates
573,54031,"  There are some cases, when you do not want to ...",51842,  Allow to remove height and width information f...,duplicates
574,54030,  A typoscript option subjectField.wrap would be...,68771,  It would be nice to make something like this i...,relates
575,9063,   Currently multiple records are shown one after...,53941,"  TCEforms has the so called ""multi-record-edit""...",relates
576,53892,  Editing a chapter and recompiling it takes lot...,68840,"  h2. Benchmarks\r\n\r\nFull round trip, from cl...",relates
577,53837,  In pbsurvey issue #53835 a new question type h...,53835,"  A new question type needs to be added, called ...",relates
578,53837,  In pbsurvey issue #53835 a new question type h...,53835,"  A new question type needs to be added, called ...",relates
579,77572,  Similar to the search in EXT:recordlist the se...,53666,  During the UXW09 it was defined that we only w...,relates
580,25718,   Currently only SWF is supported.,53421,  Youtube video urls in the media element are re...,relates
581,61799,  Currently TYPO3 CMS has no easy/working way fo...,53421,  Youtube video urls in the media element are re...,relates
582,63391,  It would be very usefull if the form objects T...,53407,  Please render the HTML5 attributes like requir...,relates
583,63391,  It would be very usefull if the form objects T...,53406,  If you need a compact formular one possible wa...,relates
584,67333,"  It would be nice if ""placeholder"" could be ena...",53406,  If you need a compact formular one possible wa...,relates
585,64531,  The Fluid ViewHelper PasswordViewHelper should...,53406,  If you need a compact formular one possible wa...,relates
586,71112,  Adding a placeholder attribute to the FormEngi...,53406,  If you need a compact formular one possible wa...,duplicates
587,53369,  It would be really helpful to be able to defin...,37208,   Would be cool to have a pageTSconfig for backe...,relates
588,44891,   It should be possible to set http/https protoc...,53080,  Currently the Flow does not support multi-doma...,relates
589,58557,  It would be nice if one could define the names...,53059,  One major source of errors when working with F...,relates
590,58829,  Currently when using ViewHelpers from 3rd part...,53059,  One major source of errors when working with F...,relates
591,52987,  Further information see\r\nhttp://forge.typo3....,52986,"  Summary: request for a new field type ""CURRENC...",relates
592,52987,  Further information see\r\nhttp://forge.typo3....,52986,"  Summary: request for a new field type ""CURRENC...",relates
593,45537,   Currently manually executed tasks are run dire...,52686,  Sometimes you want to let a certain scheduler ...,relates
594,56628,  The attached patch allows multiple values in a...,52664,  Would be great to be able to map a on to many ...,relates
595,45877,"   AFAIK, you currently have to do something like...",52640,  Sometimes the IfViewHelper syntax is quite ver...,relates
596,52640,  Sometimes the IfViewHelper syntax is quite ver...,60430,  Allows to simply turn conditions into the oppo...,relates
597,52632,  The file object always iterates over everythin...,44113,"   The ""references"" property needs some more opti...",duplicates
598,28484,   This is a huge performance killer when cache i...,52574,  We just launched a new website with about 250 ...,relates
599,52471,"  (Note: this issue came about from ""issue 319 i...",22992,   atm meta tags are added with complete html tag...,relates
600,52347,  The reference browser already lets the editor ...,51874,"  Since #51850, compilation of EXT:sphinx manual...",relates
601,76015,  It would be great to have an option in the sch...,52286,"  Hi,\r\n\r\nThis might not be that valuable in ...",duplicates
602,62101,  The System Status Update tests the cli environ...,52283,  Please add the feature to skip tests in the re...,relates
603,78373,"  Hey TYOP3 world,\r\n\r\nWhile working with res...",52225,  Sometimes I have a contents with restricted ac...,duplicates
604,60835,  Dealing with lots of images in BE is quite pai...,52150,  I miss the possibility to delete multiple file...,relates
605,48895,  When upgrading to TYPO3 6.x the function *Comp...,52141,  With the rewrite of the module BE-User-Adminis...,relates
606,90298, The user information in the beuser module is c...,52141,  With the rewrite of the module BE-User-Adminis...,relates
607,47982,"  The ""INCLUDE_TYPOSCRIPT""-Tag to include extern...",52018,  Allows to pass relative paths to INCLUDE_TYPOS...,duplicates
608,51933,  usability and of viewpage module should be imp...,51148,  Bring responsive adaption for viewpage preview...,relates
609,51933,  usability and of viewpage module should be imp...,51865,  Since  #51148 the viewpage module shows a sele...,relates
610,51915,  Often when you want to store different kinds o...,36705,   If a BE-user opens a page with doctype sysfold...,relates
611,58122,"  As proposed in #51905, to improve dependencies...",51905,"  Today, more and more CSS frameworks such as bo...",blocks
612,48829,  It would be really cool to override cross-link...,51875,  Use-case is as follows:\r\n\r\n* Document 1 is...,relates
613,48764,"  When using ""EXT:sphinx"":https://forge.typo3.or...",51875,  Use-case is as follows:\r\n\r\n* Document 1 is...,duplicates
614,52347,  The reference browser already lets the editor ...,51874,"  Since #51850, compilation of EXT:sphinx manual...",relates
615,51850,  sphinx-contrib (https://bitbucket.org/birkenfe...,51874,"  Since #51850, compilation of EXT:sphinx manual...",precedes
616,51865,  Since  #51148 the viewpage module shows a sele...,51148,  Bring responsive adaption for viewpage preview...,relates
617,51933,  usability and of viewpage module should be imp...,51865,  Since  #51148 the viewpage module shows a sele...,relates
618,51850,  sphinx-contrib (https://bitbucket.org/birkenfe...,51874,"  Since #51850, compilation of EXT:sphinx manual...",precedes
619,51842,  Allow to remove height and width information f...,50075,"  *Result of the Workshop ""Implementing Reponsiv...",relates
620,54031,"  There are some cases, when you do not want to ...",51842,  Allow to remove height and width information f...,duplicates
621,51756,  A utility method should be added to dynamicall...,51280,  A browser for references stored in any documen...,relates
622,51756,  A utility method should be added to dynamicall...,48936,  Intersphinx mapping could easily be achieved b...,precedes
623,51570,  With the recent change to not trigger persistA...,47951,  Because the flow framework follows a rfc-stand...,relates
624,80793,  Admins should be able to define a password pol...,51479,  Show somehow which user passwords are treatend...,relates
625,45633,   subject says it all.,51432,"  Hello,\r\n\r\nI think there should be some sor...",relates
626,48936,  Intersphinx mapping could easily be achieved b...,51280,  A browser for references stored in any documen...,relates
627,51756,  A utility method should be added to dynamicall...,51280,  A browser for references stored in any documen...,relates
628,51245,  Hi there!\r\n\r\nI stumbled upon a problem wit...,51250,  same problem as http://forge.typo3.org/issues/...,precedes
629,51245,  Hi there!\r\n\r\nI stumbled upon a problem wit...,51250,  same problem as http://forge.typo3.org/issues/...,precedes
630,51865,  Since  #51148 the viewpage module shows a sele...,51148,  Bring responsive adaption for viewpage preview...,relates
631,51933,  usability and of viewpage module should be imp...,51148,  Bring responsive adaption for viewpage preview...,relates
632,56647,"  Hello Core-Team,\r\n\r\nsince years it is not ...",51137,  Problem:\r\n\r\nAt the moment it's not possibl...,relates
633,49301,  Sometimes newly installed extensions break the...,50940,  Adds buttons to uninstall incompatible extensi...,duplicates
634,54155,"  Hi guys,\r\n\r\nespecially when developing App...",50826,  This is usefull if you use multiple packages f...,relates
635,50811,"  Since the implementation of #49129, it is poss...",49129,  It would be useful to let people register thei...,relates
636,50759,  Sphinx builder may be specified a language to ...,50757,"  Currently, the documentation template [1] and ...",precedes
637,50759,  Sphinx builder may be specified a language to ...,50757,"  Currently, the documentation template [1] and ...",precedes
638,50739,"  Now that #50733 has paved the way, the welcome...",50733,  Online service http://docs.typo3.org/getthedoc...,relates
639,50739,"  Now that #50733 has paved the way, the welcome...",50733,  Online service http://docs.typo3.org/getthedoc...,relates
640,49362,"  Hey,\r\n\r\nI'd love to pipe the stdout of my ...",50658,  make use of the symfony/process component to s...,relates
641,22245,   As we have an rsaauth library now and a servic...,50613,  To enhanced the security change Install Tool p...,relates
642,21423,"   When you log into the install tool, the passwo...",50613,  To enhanced the security change Install Tool p...,relates
643,69973,  The form wizard has to support the HTML5 input...,50539,  Please add the HTML5 input types.,relates
644,50486,"  Since the rewrite of Extension Manager, access...",50003,  The new documentation module provides a signal...,precedes
645,50360,  By using mod.web_list.allowedTables you can ad...,71365,  I've got a container element with a grid colum...,relates
646,34342,   It's quite some work to add like 50 alternativ...,50319,  Domain handling could be improved and simplifi...,relates
647,50138,  Sometimes 2 plugins felogin are in the same pa...,34597,   If there are two login forms on a page (usecas...,relates
648,39441,   What is your opinion about introducing a TYPO3...,50132,  Extracted from issue #39441\r\n\r\nAdd a conte...,relates
649,39441,   What is your opinion about introducing a TYPO3...,50131,  Extracted from issue #39441\r\n\r\nDepending o...,relates
650,50075,"  *Result of the Workshop ""Implementing Reponsiv...",49723,  There are some tasks which could be improved w...,relates
651,51842,  Allow to remove height and width information f...,50075,"  *Result of the Workshop ""Implementing Reponsiv...",relates
652,49090,"  In the old Extension Manager, it was possible ...",50003,  The new documentation module provides a signal...,duplicates
653,50486,"  Since the rewrite of Extension Manager, access...",50003,  The new documentation module provides a signal...,precedes
654,49988,  Flow has the notion of ApplicationContext whic...,39441,   What is your opinion about introducing a TYPO3...,relates
655,49972,"  Hey guys,\r\n\r\nI check all (how many issues ...",23085,   The save and view button in the backend is onl...,relates
656,69863,  As complicated as it is easy to say. Hollow ou...,49903,"  the information around an error ""Templating ta...",relates
657,49301,  Sometimes newly installed extensions break the...,49760,  If the install tool could check whether the in...,relates
658,50075,"  *Result of the Workshop ""Implementing Reponsiv...",49723,  There are some tasks which could be improved w...,relates
659,61799,  Currently TYPO3 CMS has no easy/working way fo...,49547,  I think HTML5 should be the default output for...,relates
660,46985,   Add Code Snippet for Flexform to Add FAL in DC...,49452,  see https://github.com/ohader/dce/commit/2fd09...,duplicates
661,19618,   Integrate a possibility to enforce the usage o...,49399,  It should be possible to show OpenID provider ...,relates
662,49362,"  Hey,\r\n\r\nI'd love to pipe the stdout of my ...",50658,  make use of the symfony/process component to s...,relates
663,49309,"  Hi TYPO3 team,\r\n\r\nin one of our current pr...",39016,   To modify or evaluate the returned values for ...,duplicates
664,49305,  Adding Data Attributes to tag-based ViewHelper...,35748,   All elements in HTML5 can have any number of @...,duplicates
665,49301,  Sometimes newly installed extensions break the...,49760,  If the install tool could check whether the in...,relates
666,49301,  Sometimes newly installed extensions break the...,50940,  Adds buttons to uninstall incompatible extensi...,duplicates
667,49282,  As from the news from the GNU Aspell Project (...,19134,   hunspell is an OS spell checker used in OpeonO...,relates
668,49282,  As from the news from the GNU Aspell Project (...,57928,"  it would be nice, if index_search would autode...",relates
669,50811,"  Since the implementation of #49129, it is poss...",49129,  It would be useful to let people register thei...,relates
670,6969,   Patch attached - it uses the same extension as...,49108,  Add flags for all languages supported by TYPO3...,relates
671,49090,"  In the old Extension Manager, it was possible ...",50003,  The new documentation module provides a signal...,duplicates
672,48960,  In TYPO3 flow 2.0 we have now lazy dependency ...,43819,   <pre><code>\r\n<?php\r\nnamespace Test;\r\n\r\...,relates
673,48936,  Intersphinx mapping could easily be achieved b...,51280,  A browser for references stored in any documen...,relates
674,51756,  A utility method should be added to dynamicall...,48936,  Intersphinx mapping could easily be achieved b...,precedes
675,15112,"   Have 2 ideas for improving ""Relations"" part:\r...",48933,  (All typo3 versions since ages)\r\n\r\nHi!\r\n...,relates
676,48895,  When upgrading to TYPO3 6.x the function *Comp...,52141,  With the rewrite of the module BE-User-Adminis...,relates
677,48829,  It would be really cool to override cross-link...,51875,  Use-case is as follows:\r\n\r\n* Document 1 is...,relates
678,48764,"  When using ""EXT:sphinx"":https://forge.typo3.or...",51875,  Use-case is as follows:\r\n\r\n* Document 1 is...,duplicates
679,48644,  (Iam talking about T3 V6+)\r\n\r\n\r\nImages a...,56133,  Actually I use TYPO3 4.7 with DAM because of t...,relates
680,66514,  Currently with fal there is no possibility to ...,48644,  (Iam talking about T3 V6+)\r\n\r\n\r\nImages a...,relates
681,65265,  I think it is too much boiler plate to registe...,48538,  Registering plugins based on tt_conent became ...,relates
682,37919,   videojs is included since TYPO3 4.7 as a contr...,48223,  Core currently ships 2.0.2.\r\n\r\nFor compati...,relates
683,37921,   4.7 currently ships with 3.2.7. Now requires n...,48223,  Core currently ships 2.0.2.\r\n\r\nFor compati...,relates
684,48090,  It would be nice if it would be possible to re...,57417,  TYPO3 introduced the new responsive Images whe...,relates
685,47982,"  The ""INCLUDE_TYPOSCRIPT""-Tag to include extern...",52018,  Allows to pass relative paths to INCLUDE_TYPOS...,duplicates
686,51570,  With the recent change to not trigger persistA...,47951,  Because the flow framework follows a rfc-stand...,relates
687,47857,"  Hi,\r\n\r\nBecause to add a JavaScript file in...",38176,"   Hi,\r\n\r\nIt will be great adding a condition...",relates
688,57066,  it would be nice to allow copy'n'paste upload ...,47814,"  You may think, we can not access the client cl...",duplicates
689,47551,   With the new changes that prevent unsafe metho...,47137,   Due to limited support in browsers or restrict...,relates
690,38177,"   Doctrine offers the so-called ""lifecycle"" even...",47228,   The gedmo doctrine behavioral extensions depen...,relates
691,39788,   A very basic requirement for most registration...,47191,   In my RFC #39788 I proposed a NotExistsValidat...,relates
692,47137,   Due to limited support in browsers or restrict...,37604,   The REST controller provided by FLOW3 should b...,relates
693,47551,   With the new changes that prevent unsafe metho...,47137,   Due to limited support in browsers or restrict...,relates
694,46985,   Add Code Snippet for Flexform to Add FAL in DC...,49452,  see https://github.com/ohader/dce/commit/2fd09...,duplicates
695,46816,   xcache is a memory key-value cache similar to ...,46142,   http://xcache.lighttpd.net/wiki/XcacheApi\r\nh...,relates
696,46735,   it is difficult to eliminate unwanted <br>-Tag...,46733,"   It would be much easier to style the map, when...",relates
697,46734,   it would be more safe when all class names get...,46735,   it is difficult to eliminate unwanted <br>-Tag...,relates
698,46734,   it would be more safe when all class names get...,46735,   it is difficult to eliminate unwanted <br>-Tag...,relates
