,id1,Description1,id2,Description2,Type of dependency
1441,37551,its nice to have the opportunity to send ema,65002,update specific extension,independent
1442,2442,is checking the packagestructurnamin,72281,folgende änderungen müssen gemacht werden dami,independent
1443,3722,version repository,71982,to enable the recipient to have selection li,independent
1444,25895,currently removeformat doesnt strip all the,54717,its useful to get relation to the chats,independent
1445,2793,permissions for changing stage and working in,1906,actually an id of formelement in mailform is,independent
1446,36514,currently the title of backend layout is not,25078,wouldnt it be useful to make imagecropping wo,independent
1447,51843,fluid backporter should be and compatibl,20281,use divremovedotsfromts and json encod,independent
1448,63491,hirnrnit would be great to have configu,2301,dito,independent
1449,54303,to simplify the login after registration admi,67104,the nature of the extbase mapping is not reall,independent
1450,29728,object properties should be accessed by magic,18489,until now it is not possible to have recursi,independent
1451,20067,some rte features that insert content usually,63400,hirnrnnice extension that you have develop,independent
1452,8596,has the isempty constraint to check co,408,for the aop browser debugging we need meth,independent
1453,78459,have noticed that the widgetlinkviewhelper,31484,it would be nice if there was some way to modi,independent
1454,13323,wrap inline js withrnfunction rnr,33150,let users define hostname to react on,independent
1455,977,group members can be assigned different rights,1469,the treeview is handy for selecting instance g,independent
1456,62353,refactor the module menu to be based on navbar,58991,in the moment the returnpath of sendet mail i,independent
1457,788,authentification required after registration,86880,it would be nice if we can view the password,independent
1458,3565,by now tx ptlist genericdataaccessor stores da,20341,with typoscript content objects content and re,independent
1459,10763,the mailtemplate setting should have default,32084,in certain situations and setups behind,independent
1460,11640,currently only one language is supported,66623,in case of content elements build with extbase,independent
1461,67164,the extension says its compatible up to php,72149,the dateviewhelper only supports datetime obje,independent
1462,77275,think it would be good to have an inverse ve,55478,hirnrnfor usability reasons it would be u,independent
1463,5910,there should be typoscript option which allo,62554,after line in the function checkfilterands,independent
1464,63093,now categories are sorted in fe by uidrnrn,52523,hirnrnafter unlocking the install tool in,independent
1465,49922,in userusergroup specific tsconfig you can se,26655,if requireapproval notification mail upo,independent
1466,16523,hellornrnthe list of dependant and sugges,39228,there are possibilities like wellknown exte,independent
1467,37279,atm have to allow properties this way right,82968,think its good idea to swap the result pa,independent
1468,504,show all nodesfolderscomponents which match,60301,hirnrnit would be really cool if there wo,independent
1469,91890,it would be nice if one could sort the redirec,47929,support for jquery should be added as the curr,independent
1470,43,we need some mechanism to make the components,23528,at the moment the clickenlarge feature for im,independent
1471,13025,enable it in the tca,68785,currently the errorhandler does not log,independent
1472,14543,no warning is issued when sysencryptionkey,19097,the extension indexed search doesnt support m,independent
1473,16478,searched for an extension on an co,64481,the date of folder is not added to the expec,independent
1474,4206,set entries with delete flag,36466,explode viewhelper should be deliveredrnr,independent
1475,23309,hook in formmail would be nice as it c,50039,hirnrnit would be very great if we can ad,independent
1476,664,the generator should create the code for the c,89640,to improve the ux of extension manager the ma,independent
1477,31982,due to some problems of synchronization betwee,2634,at the moment label are hardcoded this shou,independent
1478,11420,hi alexrnrnit would be nice to disable th,33150,let users define hostname to react on,independent
1479,19748,im preserves image profile information unless,80173,its not possible to choose between different,independent
1480,55651,public fork of tagpack that works on,17792,when using any rte there is no way to prevent,independent
1481,15109,edit page header dont tell really what the me,27010,currently the link check doesnt updates itsel,independent
1482,21948,ive added new doktype and want to replicate,14851,it would be nice to be able to run site in u,independent
1483,8650,add csh for the plugin flexforms,15274,the patch assigns random value to encryption,independent
1484,8076,here are couple of important parameters fo,5445,hirnrni have to change the html output an,independent
1485,11432,some pages use predocumentreadyfunction,77981,the behaviour of dataprocessors is bit incon,independent
1486,3941,fabienrncan we integrate into maiformplus,93173,this property has been introduced for templavo,independent
1487,80270,possibility to switch partial folder according,24561,instead of currently twoway production deb,independent
1488,49171,use the standard language icon,52495,many times need to implode some pieces of co,independent
1489,28293,prerncurrent js files are located in diffe,75456,has configuration options for proxyrn,independent
1490,44622,after creating unique entity validator for n,64628,it would be nice if there is an option to disa,independent
1491,49060,mysql column comments in ext tablessql are ad,8258,for some cases it makes sense to call the ini,independent
1492,45693,we need new default format for the business,16668,just few small changes to allow overriding t,independent
1493,9020,some german labels for locallang dbxml would,68069,currently there seems to be no elegant way to,independent
1494,14493,have extended classtslib gifbuilderphp to,87964,its possible to remove page marked as root,independent
1495,13509,get rid of some not so important details in th,1214,an option in typoscript or flexform for this t,independent
1496,85826,hellornrnit would be great if woul,92929,the list of available trees globalstypo,independent
1497,12361,in the previous version when you select rege,27113,hey therernrnis there possibility to ad,independent
1498,32267,organiser news will be extended with two field,30841,hirnrnsometimes it is maybe be useful in,independent
1499,43575,the session is currently destroyed through s,23920,one part of the current typoscript tuning proc,independent
1500,684,die jetzige kategorienbegrenzung abhängig von,58143,writing mails by hand is not good use s,independent
1501,32215,am right to expect that workpace previewli,8618,write basic documentation open office,independent
1502,107,we need new structure which is wellsuited f,25709,the limit for size of include typoscript files,independent
1503,37776,would be great if all if constructs would be s,27008,the table field with the found url should be a,independent
1504,27361,the cache for some pages should not be cleared,1512,try to set an additional option to switch betw,independent
1505,20168,let the rte click enlarge postuserfunc parsing,78347,currently the filesprocessor cannot be used to,independent
1506,14075,add working realurl configuration see hype,51629,it would be great to have cli command which,independent
1507,79287,for site package it would be awesome to have,25580,it would be very handy if the code completion,independent
1508,67574,in order to gain quick overview display onlin,42788,browsermaps will extended for googlemapsrn,independent
1509,422,think it would be useful to have an xmlhttpr,6781,for the app we need mailer and swift mailer,independent
1510,71324,in the access tab of any type of record when,60736,it would be nice if the backup script included,independent
1511,84003,forming and ajax widget uri makes call to t,66606,hirnrncurrently if you have define pre,independent
1512,46612,from what see at the moment the check is don,2,authorname in packageinfoxml is nonsense t,independent
1513,28452,there are two ways am currently thinking of,50962,flexforms are used more and more in bu,independent
1514,3464,currently the same icon is used for all schedu,1791,routes are not cached at the momentrntodo,independent
1515,59976,,88786,only render fields of tables which are selected,independent
1516,48419,create way to assign roles to command cont,38512,the default shortcut mode for shortcut page,independent
1517,31788,doctrine has classes to cache the parsed annot,72202,to make the maintenance of easier hav,independent
1518,25223,imagine that particular fields of an irre chil,88852,github and gitlab make the buttons you will,independent
1519,3556,this feature permits to create customized ba,78757,using dce containers in column of gridelemen,independent
1520,48588,it would be nice if this properties have stdw,22289,the imageblockwith csctextpicimagewrap and,independent
1521,25692,longdescurl in images tab should behave like,23259,this feature request unifies the two menu item,independent
1522,1340,hallo martinrnrnfür die erweiterte suche,72452,add setting for template layout to use diffe,independent
1523,657,for fast reviewing any svn changes the trac in,1301,show the active pictures only if they are in t,independent
1524,33117,the datetime viewhelper allows passing by st,22548,when server is behind an ssl terminator,independent
1525,7424,the blog navigation is hardcoded in,66255,you can define parameters that need an chash,independent
1526,1527,deselect category list,23328,dbal debug module is useful to track down prob,independent
1527,92518,extend the filedumpcontroller with an addition,18846,in the followin,independent
1528,5003,expecting you have this htmltemplate source,21266,when dealing with timestamps in ts that are st,independent
1529,17822,made individual patch files some new files,895,the array vars needs to be rendered for th,independent
1530,1977,since the wizard is meant to work like every o,92929,the list of available trees globalstypo,independent
1531,86983,our automatic deployment use console,563,requested by jens,independent
1532,4446,backport of trunk changeset,12581,it would be useful to have the option to allow,independent
1533,5159,this must be disabledrnprern confi,87100,hi all rnrni suggest to think about the r,independent
1534,8159,firefox got custom spellchecker which can ch,42435,it would be great to see and option in map rec,independent
1535,85177,in order to streamline the localization mode b,79235,cleaning up sys log is tedious taskrni be,independent
1536,8289,with frontend plugin existing user should,1251,route part handlers are classes which follow a,independent
1537,88102,introduce feature toggle to activate felogins,14175,when using plaintext options for the l,independent
1538,41439,if the rendered template exactly matches the a,45604,please change the svn repo to git one there,independent
1539,3664,hi rnrnin the setup module some things ar,70984,terms and attachment example files are moved f,independent
1540,93099,use flexfield to define some static datas,68618,extensions which never have been compatible wi,independent
1541,43397,please add csv export also to filter view not,22381,feature request rnrnsometimes it is neces,independent
1542,10719,hellornrnfirst of all thanks for this coo,7725,input parser is class which parses users in,independent
1543,36693,to differentiate files with long file names i,34099,inspired by tolleivs post itd be great to l,independent
1544,2441,currently method ishashupdateneeded returns,44345,some editors wanted me to assimilate the colum,independent
1545,51456,in the extensionconfiguration additional fiel,69357,forms supports the validation of nowaday,independent
1546,7395,if visitor not fe user clicks the button,32215,am right to expect that workpace previewli,independent
1547,33133,it would be nice more html tag properties cou,2575,being able to set the sorting field for record,independent
1548,19343,this hook allows to add additional tabs to use,8372,implement way to display localized notice,independent
1549,33152,tried simplirobots thank you very much for,8785,think it would be cool if we could convince,independent
1550,18307,when creating reference or copy an element,51375,it would be great if we could display the keyw,independent
1551,515,the has signed cla flag should be displayed,71775,htmlsource in which to look for imageressour,independent
1552,33218,eine möglichkeit redakteure anlegen zu können,17642,nowadays it is usuall that forgot password f,independent
1553,44154,hi allrnrnas you probably know we strive,39627,currently just the normal dce fluid template,independent
1554,34240,should use the latest facebook php sdk,29446,if there are two different page trees one for,independent
1555,33841,hy guysrnrenate published jss snippet in,63503,the flag mkpng is missingrnrn,independent
1556,2441,currently method ishashupdateneeded returns,29417,the uncompressed html content of multiple test,independent
1557,8136,two types of plugindisplaytypesrn conten,80194,within the form editor we call the structured,independent
1558,49344,cms fluid is about to merge this feature from,27625,please addrndonotloadinfe ext,independent
1559,10453,we need to clean the template from elements of,10413,the catmenu should be easaly configurable by f,independent
1560,45128,after having sent the recommendation would,49506,remember state of content slider with cookie,independent
1561,1174,it would be nice to have commentary funktion,2669,in the attachment there is the pdf version of,independent
1562,1167,for the ectteamspace had to use this categ,83589,hi guysrnrnis it possible to get the curr,independent
1563,39631,currently dce fields are not visible in list v,82477,hello core teamrnrnin there are som,independent
1564,16425,regulalry use the list view and bulk edit th,41121,st,independent
1565,41121,st,89690,the options for select in the form editor ca,independent
1566,9156,the states ack acknowledged and due should b,81656,to get this featurern,independent
1567,66249,it is possible for the next version of go maps,38627,augment the reflection information with data a,independent
1568,9947,we need install tool migration script to hel,44154,hi allrnrnas you probably know we strive,independent
1569,88276,there are certain situations where you need,762,write new module for mailing list integration,independent
1570,6644,with the current rendering of the icons as img,9647,hello have adapt the extension to add the p,independent
1571,24561,instead of currently twoway production deb,92430,add recursive filter search functionality,independent
1572,44345,some editors wanted me to assimilate the colum,90130,propose new option for the generatoroptio,independent
1573,24567,sys workspace should appear in allowed exclud,25133,use this as basernprerntemptmenuul,independent
1574,75196,elements in flexform array have options fir,721,check if the category change do really remove,independent
1575,71022,this those formats are xmlbased native php e,50780,have given the editors mount to the whole,independent
1576,19237,extension rtehtmlarea definitionlist was publi,109,if we want to transfer the svn repository,independent
1577,722,right now if datetime is changed then whole li,65862,hi everyonernrnwhy is not it possible to,independent
1578,56439,hi dominicrnrnfirst thanks for this nice,5203,implement draw rectangle function using svg,independent
1579,50649,kickstart command for new deployment keep it,4100,simple pagelayout should be included in the,independent
1580,34954,hello guysrnrnwith yesterdays release of,26106,it would be nice if subset of html tags coul,independent
1581,70285,didnt found possibility to use layout fie,41002,it would be nice if you could insert more tha,independent
1582,29175,create an ignorelistfeature for ignoring fail,21298,if you add new filemount you have two option,independent
1583,5491,possibility to cancel performed registration,60061,this issue has been created so that the exten,independent
1584,1754,heres couple nonbug things regarding tinym,35785,it would be great if the standard page module,independent
1585,1789,fluid already converts objects used as argumen,1230,hi francoisrnrnwhat really miss is ho,independent
1586,66727,ive had some confusion with accessing lazylo,92778,should provide way to programmtically,independent
1587,810,neue tabelle kunden anlegenrnrneinbau feld,32117,huy guysrnit would be wonderful if you can,independent
1588,50663,implement transferscptask like the rsync,53850,should show single address instead of all ad,independent
1589,2679,hirnrnis it possible to have also tsconfi,691,,independent
1590,5347,creating hooks could be more powerful if it co,23050,quote from bernhard kraftrn,independent
1591,3683,currently moving does not work correctly if hi,6132,we had some problems on websites where we had,independent
1592,73596,to index section juste add one ligne in class,28435,at the moment the names like email or emai,independent
1593,13920,hy guysrnif you are using for filter or a,58978,requestbuilderphploaddefaultvalues make no u,independent
1594,16012,when installing from scratch it will us,9774,this is follow up fromrn,independent
1595,90832,rnwith the type extbase route enhancer i,19472,provides feature to create presets of,independent
1596,9160,jquery implementation of your js file,58828,it would be good feature to have check for,independent
1597,44170,im not quite sure if this is either bug or,83748,adding to issue think it might be us,independent
1598,53605,should close the bubble againrnnot only,25133,use this as basernprerntemptmenuul,independent
1599,40729,the different modes for displaying constants i,14047,hi therernrnit would be great if can e,independent
1600,68224,hirnfirst of all thanks for this great ext,4670,hi yallrnrni like to add the posibility t,independent
1601,51990,currently pagenotfound handling and similar v,1130,moin es wäre evtl auch ganz nützlich ein einl,independent
1602,61720,editing permissions for pages and folders allo,26287,please make typoscript configuration so that,independent
1603,20431,although the class offers an attribute recipi,24047,one part of the current typoscript tuning proc,independent
1604,24894,it would be useful to have css classes added t,14362,ive converted to and searching of words,independent
1605,28194,have developped on my pri,29672,currently there are lots of problems if scrip,independent
1606,56953,using custom locallangxml with any extensio,43400,it would be great if you could make the googl,independent
1607,35826,sometimes packages containing invalid php code,28334,add support for jquery validation plugin vali,independent
1608,20619,am currently working on extension which in,9956,it would be nice if it is possible to update,independent
1609,15193,some extensions like tt products can display t,16062,so that can hide it for some be users group,independent
1610,49290,hey guysrnrnive been wondering if you co,37095,right now its not possible to decide inside a,independent
1611,9781,it would be nice if the archive could be limit,54454,the scripts contents from,independent
1612,365,we need the xml output from the tests on the c,41067,was playing with the stdwrapcache feature,independent
1613,78575,using enumeration constants as select criteria,33479,add new language to the core afrikaans spoke,independent
1614,4370,in particular we should be able to override si,68613,it would be helpful if there was not equals,independent
1615,37838,it should be possible to import translation fo,48803,currently only country city zip code is us,independent
1616,27228,as we now can rely on the cache lifetimes of t,13948,we need banner that announces the,independent
1617,2365,the configuration setting pointcutfilter cur,19524,need some changes for the new improved recor,independent
1618,84525,should be able to generate xml sitemap o,1590,by now when loading object collections all obj,independent
1619,89053,add button in the be list of open documents,8077,columndefinitionviewhelper doesnt yet honor c,independent
1620,12130,see subjectrnrnexamplernprernconte,43,we need some mechanism to make the components,independent
1621,5101,check rights to display only tables the user h,28494,for the tca password fields befe saltedpas,independent
1622,26592,three may be four templates are neededrnr,37778,if surf wants to support multiple transfer met,independent
1623,27026,the stdwrap addition should be activated witho,22083,hey guysrnrnoften some wants to get sin,independent
1624,7395,if visitor not fe user clicks the button,29535,weve an intranet with several extbase extensi,independent
1625,89978,when using debug exception handler in produc,9115,rnalthough pagebrowse is very universal th,independent
1626,15580,when an extension can be updated the em shoul,339,the current componentsini format mixes up the,independent
1627,20203,right now the tce file gateway is small s,73660,if temporary mount point is set in the page,independent
1628,77336,currently there is no way to inject an own lis,30253,currently the generate always just have one pr,independent
1629,89135,will it be version for and,532,hi folksrnrni need the possibility to upl,independent
1630,28104,it would be nice if there were polish zones in,77861,have got this error messagernprernexc,independent
1631,1564,hirnrnright now to enable some user group,14889,currently the adminpanel is just appended to,independent
1632,80193,the form framework should support the optgroup,67498,hi there dmm jobcontrol has been widely used,independent
1633,10053,add property listprice which holds the lis,19612,the button which opens the fullscreenmode for,independent
1634,19671,it would be nice to have better trim functio,50649,kickstart command for new deployment keep it,independent
1635,61661,cps tcatree fixed for cps d,10078,the english locallangfiles shipped with the,independent
1636,59498,would like to display loading mask when user,84790,am using version from github and typ,independent
1637,1223,if you want to add member you always need t,8518,create models and repositories for the static,independent
1638,36790,integrate language handling in workspace modul,27110,there will be additional arguments that are re,independent
1639,49388,old releases kept after switch should have t,54693,ensure compatibility with,independent
1640,79538,lot of our rnrnsubtasksrn remove unu,84187,for links to subpages of tree it would be co,independent
1641,14579,here is isset missingrnrnif thist,27160,hello coreteamrnrni just see that you wa,independent
1642,23322,in line of file classtslib contentphp t,13948,we need banner that announces the,independent
1643,83749,from the screenshots and the cms code couldn,45102,there will be number of conferences we will,independent
1644,72872,now if you have gfxthumbnails png th,52165,,independent
1645,14640,if you are searching for certain word you w,5915,there seem to be lot proxies out there whic,independent
1646,5151,it would be nicehelpful if notifications wou,49190,the garbage collection for sessions should not,independent
1647,36682,in mailing applications it is possible to pro,4614,hello steffenrnrnit would be great if th,independent
1648,9861,currently the shutdown phase candoes shut dow,817,sobald sie wirklich reif ist scheint aber,independent
1649,35783,currently there is initializeobject that is,64429,it should be possible to hide the version numb,independent
1650,46,currently only after returning and after throw,80741,separate typolink rendering into dedicated c,independent
1651,14248,when try to login with user name admin and,58642,add task which checks if there are still doct,independent
1652,1546,this feature implements dynamic loading by u,18505,currently it is not possible to hide specific,independent
1653,83814,adding note to page is bit awkward need,44210,situationrn large index with in inde,independent
1654,74495,es wäre schön wenn eine erweiterte such und,68538,add formatimplode viewhelper is needed fi,independent
1655,19405,some cleanup is required in the rte fe plugin,24899,to make the form element even more flexible a,independent
1656,23920,one part of the current typoscript tuning proc,57454,hey therernrni just tried to add some fea,independent
1657,25541,rn contextsensitive codecompletion for ty,51353,when user validates the form with an empty f,independent
1658,66061,add grunt task to easily keep the npm and bo,59197,add viewhelper to render and access the flex,independent
1659,25705,problemrnrnid like to have an option,34716,attached two screenshotsrn defaultpng,independent
1660,20741,sessions and session data are currently cleane,4333,the log framework should be able to rotate log,independent
1661,7184,see,44619,is done,independent
1662,54693,ensure compatibility with,3793,form view helpers should automatically add c,independent
1663,50254,for some extensions it would be amazing to hav,1138,copy to clipboard should allow append so you,independent
1664,3167,tx rlmpdateselectlib could be used for the st,74532,the compliant api serverrequestfactory,independent
1665,41117,st,12973,add the followingrn cart itemsrn watchl,independent
1666,30634,add an option in flexform formulartab which,18846,in the followin,independent
1667,17723,noticed that indexedsearch will index extern,49463,will be available in conf vars,independent
1668,87756,since you integrated defer and async for incl,29786,divint from version is marked as depre,independent
1669,89054,instead of injecting the cachemanager cache,88441,introduce new panel in the info module of th,independent
1670,80904,the description of the flush caches button in,80270,possibility to switch partial folder according,independent
1671,57082,currently every extension needs to implement t,3204,indexphp line div,independent
1672,14077,at present its only possible to add persons t,24108,it seems that it is not possible to set typo,independent
1673,11603,if youre presenting different kinds of data i,39108,currently it is not possible to configure the,independent
1674,3312,for debugging but also other purposes it woul,63773,as stated in the link below german there is,independent
1675,75404,at the moment you need to add property that,79287,for site package it would be awesome to have,independent
1676,75358,recognized that if you change pid via ext,14175,when using plaintext options for the l,independent
1677,72153,for easier contribution it would be great to p,22403,as of the stdwrapfunctionsrnrndebugdatar,independent
1678,49535,cms fal fields getting converted to the old da,87185,if an additionalconfigurationphp is in place,independent
1679,19563,ive included the fe login twice once on the,27013,the matching of the urls inside the content sh,independent
1680,38419,sometimes it would be helpful to see how long,52052,when compiling project possible warnings,independent
1681,21921,it would be very usefull if could log al,15184,it would be nice to have an readonly fieldty,independent
1682,2999,currently package is created with the gnu gp,19007,the objectives are to simplify the main script,independent
1683,6356,there is currently no support for categories b,70984,terms and attachment example files are moved f,independent
1684,7546,to show the with wt gallery description given,86761,if you work on cssfile most of the time you,independent
1685,535,rnsend copy to selfrnneeds the email,33418,preserve microdata attributes itemscope item,independent
1686,15411,problem some applications use cycling backgro,10994,ich möchte einzelne datensätze firmen mittel,independent
1687,8871,dam lightbox does not yet support localisation,64510,wir möchten gerne neben posts von fb twitter,independent
1688,45497,when file is used several times during req,1691,this is about meta tags titledescriptionkey,independent
1689,9654,it would be nice if you could set user as,90225,there is difference in accessor detection m,independent
1690,5083,it should be possible to set other tests as de,56036,the is checking whe,independent
1691,649,tsvariable to set the pid where the feusers,48973,host my own openid server which is why li,independent
1692,24008,make csv and mm in select and inline working a,33781,for usage in ajax dispatcher,independent
1693,20325,if you want to add an addition to the function,77157,for list view az listrnit would be nice i,independent
1694,9988,there should be dependencies in ext emconfphp,4446,backport of trunk changeset,independent
1695,4665,hellornrnsince version the ajax par,17847,templating in be is not supported yet but the,independent
1696,21407,lacks general encryption supportrnthi,59669,browser to version typoscript is used per,independent
1697,60598,applicants should be able to add an attachment,3200,hi allrnrnrnive page with simular,independent
1698,4747,would be cool to add the tt news category,57695,prefacernrnif you like the following,independent
1699,49500,it would be nice to be able to set an option,10078,the english locallangfiles shipped with the,independent
1700,28054,the caching framework php frontend can be used,23743,currently extensions can register sprites usi,independent
1701,75693,html and fluid code must be scanned and matche,57079,currently it is not possible to use the conte,independent
1702,68763,hellornrnjust installed your extension in,48966,it should be possible to download file in ba,independent
1703,45604,please change the svn repo to git one there,6675,hirnrnanother hintrnrni read in othe,independent
1704,52579,hi allrnrnin the pagelayoutcontroller,66118,the identifiers for the caching framework must,independent
1705,65918,hellornrnwe realized the issue,3487,this is need to resolve,independent
1706,69602,to avoid complex typoscript for all integrator,44730,if the http request would support stream resou,independent
1707,85569,as an integratordeveloper its useful if you,89216,http client is useful in generic mi,independent
1708,62722,currently the backend displays popover when,59563,the browser should support local table and for,independent
1709,3802,there should be view helper to display error,76364,currently the request to get logout informatio,independent
1710,44210,situationrn large index with in inde,33774,atm ajaxifyed form will by default load the r,independent
1711,535,rnsend copy to selfrnneeds the email,33841,hy guysrnrenate published jss snippet in,independent
1712,92929,the list of available trees globalstypo,91719,add the possibility to add custom error messag,independent
1713,24878,currently the sitemap just shows unordered l,91085,when data is loading there is no visual feedba,independent
1714,2946,whenever new content element is added it wo,37441,for association elections we have an uns,independent
1715,6450,the instances should have an option to add log,28194,have developped on my pri,independent
1716,6376,when calculating the number of available place,64599,see attached patch,independent
1717,90471,when we remove jquery we need proper replac,16634,hellornrnwith the release of,independent
1718,34630,im currently writing generic comments viewh,32275,in addition to smtp phpmail and local file d,independent
1719,23200,type feature performance improvementrnrn,17304,right now with tsconfig it is possible to over,independent
1720,20460,currently gifguilder does not support blendm,28054,the caching framework php frontend can be used,independent
1721,17860,hirnrnplease heard me rndo you have,76209,it may be necessary to use custom result bro,independent
1722,5204,implement draw circle function using svg,15580,when an extension can be updated the em shoul,independent
1723,91504,quite bit complicated to explain but ill tr,8989,im currently working on project where multi,independent
1724,43431,hirnrndo you plan to include all just regi,92341,came accross several occasions where it wou,independent
1725,28794,hi therernrnin css styled content in rend,23974,one part of the current typoscript tuning proc,independent
1726,62866,the lightbox settings in css styled content,28699,cant find way to place my own user command,independent
1727,24214,add hook to allow extension to integrate int,61720,editing permissions for pages and folders allo,independent
1728,8229,find an easy way to add social contact informa,35233,some sites have multiple languages as micro si,independent
1729,36818,in falenabled rte spell checker create perso,8335,setting create multiple choice se,independent
1730,10995,wäre es möglich die partner in google maps mit,43316,strn,independent
1731,5481,finding out whats wrong during the authentica,35881,for add status report in admin t,independent
1732,105,it would add more human feeling to the pla,36172,umbrelle issue for cleanup and updaternrnn,independent
1733,38044,added the possibility to configure an placeh,64446,the link open backend in the adminpane,independent
1734,70733,localization files are converted and moved as,62152,hi markusrnrni found no way to alter or,independent
1735,526,this is feature request from,29332,normally use just one standard file icon for,independent
1736,24842,today befuncgetprocessedvalue has two,88907,the configuration enablemultiselectfiltertextf,independent
1737,55651,public fork of tagpack that works on,66384,google pagespeed insights shows the optimize o,independent
1738,49052,once again spend some idle minutes finding,446,users shall be motivated to take care of bugs,independent
1739,14358,have two install version of two systemsrn,34195,the attached patch to the svn version as it i,independent
1740,61901,sometimes we need to sort records in different,16653,it would be helpfull to have corresponding f,independent
1741,5351,if we have solved dd reordering of con,79147,with an exportimport similar to the pages exp,independent
1742,33345,currently tx extbase persistence querysetord,18615,while developing extension you use div,independent
1743,20446,if you change records somewhere in sysfolder,21025,would like to introduce new function exec,independent
1744,54603,when installing an extension with dependencies,26234,use scheduler instate of extra cronjob,independent
1745,78109,in backend the categrories are unordered if t,75694,typoscript userts and pagets must be tokenize,independent
1746,13515,workspaces empty notification dropdown sh,71703,hey guysrnrnim falling accross some issu,independent
1747,3176,manual needs bit cleaning uprn,51456,in the extensionconfiguration additional fiel,independent
1748,25895,currently removeformat doesnt strip all the,12716,modify the following defaults for incerased re,independent
1749,86850,in addition to the new seo features from lts,8842,the translator class will be used for message,independent
1750,37854,the configurationmanager should be capable to,16731,am struggling to prevent my friend the ie fr,independent
1751,86850,in addition to the new seo features from lts,10053,add property listprice which holds the lis,independent
1752,80342,sysextension validator for url,7586,why isnt there the possibility to change my s,independent
1753,77457,in old dce versions the userfunctions which en,2807,just thought about somethingrnrnthere are,independent
1754,25745,running on windows with,63021,since more and more records can use sys cate,independent
1755,33132,why does the prefix if forced in using the for,32476,it would be nice to have an option to disable,independent
1756,72317,you can search for usernames in the user admin,41282,please create conference badges according to t,independent
1757,14525,currently there is no possibility to add the f,17840,when entering normal text in htmlarea rte wit,independent
1758,19276,it would be useful to be able to insert the wi,1171,it would be nice to have the passibility to in,independent
1759,6594,in fe would be nice,92760,want to show the localtime for datetime i,independent
1760,82177,the current implementation misses file size,1112,should be multilanguage enabledrnrn,independent
1761,522,some aspects of the package manager of s,12048,integrate something like thisrnprernphp,independent
1762,37,some more tests need to be written to test int,22327,when using simulatestatic and realurl in the s,independent
1763,92700,it would be useful to have more control over t,20446,if you change records somewhere in sysfolder,independent
1764,6177,we need some hooks to react on persistence eve,1112,should be multilanguage enabledrnrn,independent
1765,8114,after changing quantity of cart items or delet,69199,for caching purposes it would be great to use,independent
1766,57468,since there are tools like firebug and so on,79442,add new button to the email finisher configu,independent
1767,664,the generator should create the code for the c,43400,it would be great if you could make the googl,independent
1768,14674,the method divintinrange takes argum,78360,is use file description to display files with,independent
1769,43397,please add csv export also to filter view not,12390,often in the translation file one extension t,independent
1770,48128,it would be nice if it was possible to set t,24570,hirnrnin the new extension manager can y,independent
1771,64579,hi guyrnif you have more than languages yo,5962,using eid instead of an own implementation for,independent
1772,4633,attached the xml file belowrnalready added,69182,hirni need third preview option rnsho,independent
1773,40368,it would be good to check if php extension ima,2483,the naming of the mm tables has mm at the end,independent
1774,28452,there are two ways am currently thinking of,1564,hirnrnright now to enable some user group,independent
1775,44697,it would be great to have the extension source,14782,if really large picture with click to,independent
1776,7859,currently the automatic fetching of latest typ,54761,add fieldtype for typoscript blocks textare,independent
1777,1017,the comments extension does this nicely it wa,13250,if somebody want to use his own captcha fontfi,independent
1778,20403,we often need to read associative arrays from,38042,added the wordcount to jquery version of thi,independent
1779,44724,hellornrni want to insert questions with m,36818,in falenabled rte spell checker create perso,independent
1780,17792,when using any rte there is no way to prevent,36335,not sure if this is the right place forge say,independent
1781,6376,when calculating the number of available place,14874,added little feature which lets you choose,independent
1782,54876,the user should be able to navigate in all of,49701,heyrnrnthis allows you to rn dump data,independent
1783,49798,use the settings corephpbinarypathandfilename,32760,tried this nice extension and really love,independent
1784,9548,as zfmodules are the prefixid sho,9846,with next and previous links,independent
1785,4054,have hardcoded solution that considers se,45497,when file is used several times during req,independent
1786,9001,implement custom page icons to use for pages,82855,if you add an online media file youtube or vi,independent
1787,88135,create hooks for the new extbase version of fe,25509,this is known feature from many offline edi,independent
1788,520,some databases will probably never be used and,51835,sometimes extensions depend on customized vers,independent
1789,4828,the attached enhancement allows to do the foll,3937,hi membersrnrntoday found the extension,independent
1790,46259,currently css styled content can only handle,14782,if really large picture with click to,independent
1791,85114,hellornrnour customer needs to set the mo,1956,mailform should support defining specific po,independent
1792,2469,noticed the nice api documentation which was,69181,hirnrnversion cms,independent
1793,17996,as the current alt mainphp and the new bac,8944,maybe this feature is available already in th,independent
1794,38937,when you add internal fields to formfieldlist,74319,if you install to an existing database w,independent
1795,68202,after ex and importing pagetree within the,19443,related to it planned to ex,independent
1796,6250,for each role it would be nice to select def,63491,hirnrnit would be great to have configu,independent
1797,14447,the extension manager makes it clear rnthe,20556,if in typoscript the setting configadmpanel,independent
1798,44318,befuncimplodetsparams has bugrnr,25631,there is no option in the task overview list t,independent
1799,23533,its been requested in several placesby sever,37249,for relations to files sys file in fal it s,independent
1800,62766,when adding new images or files most authors,20708,the felogin extensions does not use and proper,independent
1801,72189,for cms,20102,there should be an easy and short way to get t,independent
1802,3661,it would be nice to have fformcheckbox and,28683,currently the cachingframework throws an excep,independent
