,Unnamed: 0,id1,Description1,id2,Description2,Type of dependency,label
545,1750,10680,use case content negotiatio,315,request object mainly webrequest,relates,1
546,135,84584,setting influencing page rendering b,22564,previewing grouplimited content work,relates,1
547,1739,1677,retrieve one single object repositor,2603,base repository provide magic,relates,1
548,2765,38060,prern rn webkitboxsizing border,35850,would nice possibility fet,independent,0
549,8391,2265,would cool simple dragging mous,14198,think curifsub make,independent,0
550,6233,87618,upgrade wizard window show number upgrad,5105,currently way see data,independent,0
551,8352,47709,back end file link content element sho,60442,filter available filter list,independent,0
552,6547,45675,var annotation missing enti,44654,flip enables browse online pdf,independent,0
553,1177,22447,often useful set default email,22212,currently there way avoid insta,relates,1
554,7771,1015,make nice api extension callr,4459,paddingviewhelper useful format st,independent,0
555,1685,5111,overview module overview,4895,statistic information available,relates,1
556,1438,65505,exist case many childrecords,17247,editing record based irre curren,relates,1
557,1291,19329,forgot password template cha,17055,extsr feuser register others add new fiel,relates,1
558,7238,66282,call backend via manage multip,17153,hellornrnive webproject,independent,0
559,4563,23472,hirnrnid like add two new method,27251,please integrate devipmask protection lik,independent,0
560,290,49757,would like use package,50727,missing field page class within p,independent,0
561,5972,60822,reflectionservice currently allows getti,1475,possible use regular image fr,independent,0
562,5462,25780,noticed char,86066,cli command showing li,independent,0
563,4982,13025,enable tca,19163,imagine following situation ty,independent,0
564,909,76220,sometimes would interesting allow,5234,problemrncurrently challange avoi,independent,0
565,589,80793,admins able define password pol,51479,show somehow user password treatend,relates,1
566,1695,6681,path php binary configura,4469,currently provides command line interf,relates,1
567,8635,16466,use language menu withrnrnlibla,86761,work cssfile time,independent,0
568,8018,45932,google launched tag manager g,79535,right using ouadmins n,independent,0
569,8350,75746,tried fluid versionrnprerntt conten,13836,javascript used module shoul,independent,0
570,765,39870,would great configure alterna,33487,could considered discussion,relates,1
571,7181,17996,current alt mainphp new bac,72876,hi rnjust want google,independent,0
572,700,44896,flip used tt contentrnit,44858,current row part cobjdatarn,relates,1
573,3558,73752,creating extremely simple aliasing,37750,customizable internal r feed,independent,0
574,254,78931,actually ajax used hideunhide delet,75462,usability suggestion would correc,relates,1
575,3057,9527,hellornrnfirst thanks ver,39108,currently possible configure,independent,0
576,588,51570,recent change trigger persista,47951,flow framework follows rfcstand,relates,1
577,4336,44810,would nice baseurl,35931,add termsurl t constant setup propertyr,independent,0
578,702,44896,flip used tt contentrnit,44858,current row part cobjdatarn,relates,1
579,1678,27417,possible submit date,5660,finally property mapper need suppo,relates,1
580,992,75858,hellornrni would suggest option en,28382,instead evaluating google analytics code ri,relates,1
581,1416,18501,need enabled defaultnnnn,17503,talking db server charset setting,relates,1
582,221,78931,actually ajax used hideunhide delet,92295,itwould nice possibleto sort,relates,1
583,1316,49282,news gnu aspell project,19134,hunspell o spell checker used opeono,relates,1
584,310,89894,backgroundrnrnthe extension manager,70157,looking em installed extens,relates,1
585,7971,45167,right genericobjectvalidator b,14787,patch us csphpspeccharstoascii,independent,0
586,7124,33593,last year website banner,86610,import lts migration service,independent,0
587,4661,3444,implement tca db structure,7586,isnt possibility change,independent,0
588,1679,66343,get feedback hotke,5390,would really nice keyboard co,relates,1
589,1189,21753,would nice db provides api,21754,make core patch,relates,1
590,4066,57998,request featurernrnprernfforms,70484,ever changed cs file rte,independent,0
591,6726,20064,possible allow layout without giv,51376,several configuration option,independent,0
592,367,60221,usually file layer like linux file system,66466,filelist show file,relates,1
593,6868,33851,link pdf download get property,47822,detail view show html tag rte add,independent,0
594,1586,52579,hi allrnrnin pagelayoutcontroller,66118,identifier caching framework must,independent,0
595,509,56628,attached patch allows multiple value,52664,would great able map many,relates,1
596,1274,19497,extmgm api provides method add n,19512,divtrimexplode possible,relates,1
597,156,89894,backgroundrnrnthe extension manager,83463,since core extension sysexts stable,relates,1
598,1311,19192,requirement idea autoloading typo,19180,problemrncaching way speed rende,relates,1
599,4147,85177,order streamline localization mode b,20362,use method login,independent,0
600,175,80793,admins able define password pol,59073,flag user password neeeds,relates,1
601,223,50610,two way build data table map,16035,make easier write xdb code might b,independent,0
602,5819,31982,due problem synchronization betwee,18078,htmlarea rte text direction currently,independent,0
603,3953,977,group member assigned different right,4942,currently hard see wich subnodes cause,independent,0
604,1544,15092,list module extended view lo,15074,would great one could also change,relates,1
605,905,43658,configuring titletag really flex,33491,pagerenderer us htmlspecialchars,relates,1
606,575,51933,usability viewpage module imp,51148,bring responsive adaption viewpage preview,relates,1
607,1611,11292,problemrnsince php filter v,11291,problemrnsince php filter v,relates,1
608,505,55831,id really love something like,56744,currently flow developer set sess,relates,1
609,8012,68511,function edit file,5149,count result currently something like,independent,0
610,628,30779,currently possible target node,62953,hi marcrnrnwould possible add,independent,0
611,937,6356,currently support category b,88130,idea solve problem,independent,0
612,354,67890,currently method process fluidtemplated,66907,sometimes needed helpful,relates,1
613,7,36075,original concept new pagetree,92576,use case rnrnit possible filter,relates,1
614,2567,24214,add hook allow extension integrate int,5112,according node type module shoul,independent,0
615,2537,10286,module move generate workspace preview link,28281,hirnrnyour extension display keywords,independent,0
616,1094,85986,default behaviour inline tca input,24019,current implementation always add new irr,relates,1
617,1075,26284,idearninclude formalizeme making form,41337,hellornrnit would usefull h,independent,0
618,290,73697,problemrnremoving many extension cou,71525,please add possibility deactivate exte,relates,1
619,8267,34907,remove deprecated oldstyle t html template,93247,option textmedia set medium adjustme,independent,0
620,1735,1835,imagine following structure deleted pag,1834,imagine record still available dat,relates,1
621,1299,19185,current marker templating system collected,19190,add api methodrnrntemplateaddtcareco,relates,1
622,314,69863,complicated easy say hollow ou,55660,hellornits possible use array f,relates,1
623,2376,82641,upcoming relaunch follo,15090,undohistory feature isnt nice,independent,0
624,5100,8717,patchrnrnallows width height,27339,content link add recor,independent,0
625,6424,52083,please add option get file recursive,52595,extension use extension,independent,0
626,1380,17678,move ui element around ui,17866,backend search shortcut frame nee,relates,1
627,7457,13235,add search suggest wizard flexform,11717,several function templat,independent,0
628,1012,28230,implementation already pending,28095,currently possible get,relates,1
629,816,37765,trying build link fluid,4704,fluid parsing exception contain pa,relates,1
630,365,62830,method moving copying,66514,currently fal possibility,relates,1
631,1676,5750,test file manipulation method,5785,streaming downloads advantage,relates,1
632,991,62023,primarily intended used,28382,instead evaluating google analytics code ri,relates,1
633,414,63699,scheduler cli task help,31073,would nice feature would allow,relates,1
634,1043,28230,implementation already pending,26786,current accountfactory us generates,relates,1
635,366,66495,would nice hook opcod,57258,opcode cache web process cannot b,relates,1
636,529,30569,hirnrnas written faq extension,4206,set entry delete flag,independent,0
637,810,39947,since backend come hardcoded,37868,backend always typo,relates,1
638,346,67578,add descriptionfield beusers like,59570,descriptionfield would possible,relates,1
639,8767,86,constant still working look,80965,possible create exportimport funct,independent,0
640,1826,91810,introduce javascript templating engine simil,79935,field record limited,independent,0
641,153,83668,lot file directory,64764,hirnrnthe current system browse record,relates,1
642,1941,25381,user get multiple webmounts differe,48973,host openid server li,independent,0
643,6739,40418,moment session flushed w,19698,searching update installedloaded,independent,0
644,124,90243,would nice message field th,84849,user want able add link,relates,1
645,663,43134,dragndrop content element p,46437,hirnrnit would great like p,relates,1
646,217,9774,follow fromrn,56910,hi allrnrnthe arcavias extension mak,independent,0
647,1775,6055,example static typoscript implement daml,1234,current version doctrine come,independent,0
648,3818,89995,data security law germany dsgvo requ,66603,hirnrnfor possible use,independent,0
649,1587,14344,donotcheckreferer disabled form mail,14924,sending formmail check,relates,1
650,5454,92841,hellornrni use c seo news,37748,list open document,independent,0
651,2375,90782,case controller list,6488,currently select menu check,independent,0
652,312,69973,form wizard support input,50539,please add input type,relates,1
653,2614,10171,browser plugin get new tab searc,78161,t extension default used typesc,independent,0
654,5035,90342,item content element wizard,12885,please find attached patch complete du,independent,0
655,8692,33226,validation option set constru,49152,move flowplayer file contrib resolve,independent,0
656,1434,17463,using select type instead inlin,17268,default behaviour inline record creat,relates,1
657,239,14501,applying inline style doesnt,67766,press feature would great,independent,0
658,6314,23889,one part current typoscript tuning proc,671,new section kickstarter creates cla,independent,0
659,950,63699,scheduler cli task help,31073,would nice feature would allow,relates,1
660,7671,10195,content element change shown change,68613,would helpful equal,independent,0
661,1655,6724,hirnrnfirst sorry bad english,7724,message formatter class format,relates,1
662,3438,34082,indexer extended hook hook,46462,currently writing uniquenessvalidator,independent,0
663,1981,25836,measuring peak memory usage comparing w,55651,public fork tagpack work,independent,0
664,1674,5750,test file manipulation method,5785,streaming downloads advantage,relates,1
665,1504,78575,using enumeration constant select criterion,33479,add new language core afrikaans spoke,independent,0
666,6270,10287,create tab every workspace per workspace,50535,hellornrni like coouri really lot,independent,0
667,1484,16400,dont see possibility add existing reco,18968,currently possible create compl,relates,1
668,7756,87539,want output field label value,17829,add hook function viewpageicon possib,independent,0
669,3179,19183,rte recieves keyboard focus automatically,3088,yui java compressor doesnt work server wi,independent,0
670,1133,23315,sometimes necessary know user,23302,clearing whole page cache large website,relates,1
671,963,37405,updating model property wich used,29972,need new entity redirect mvcwebro,relates,1
672,1558,14344,donotcheckreferer disabled form mail,14924,sending formmail check,relates,1
673,411,64047,current way go implementing mail,90266,sends various email would,relates,1
674,1280,19473,functionality needed system,19474,workspace selector currently using lo,relates,1
675,596,80771,provider generic static status error page,62730,want bootstrapembed extension fi,independent,0
676,3098,61341,would great one could configure z,72045,rncurrently htmlparserstripemptytags,independent,0
677,151,83673,known good multilanguage supp,84133,variant allow change property f,relates,1
678,4376,10472,create script extract fluid version,10171,browser plugin get new tab searc,independent,0
679,4463,32208,missing ability downgrade,66262,hirnrni issue share button,independent,0
680,917,40081,asked couple time mailing list,33215,sometimes necessary include dynamic,relates,1
681,7724,82177,current implementation miss file size,29451,please add excludeoption ext table,independent,0
682,7417,37572,replacing special character space,89244,create service send broadcast message fr,independent,0
683,877,55322,statusrnrnprernpluginrn tx caddy p,4820,check download session match,independent,0
684,502,57065,easier usage behaviour norm,5390,would really nice keyboard co,relates,1
685,1920,20297,forge hci,5414,would cool able override er,independent,0
686,170,81593,plan already possible,84133,variant allow change property f,relates,1
687,681,62353,refactor module menu based navbar,2555,hellornrnit would great user,independent,0
688,1540,15360,update wizard install,15118,would great install tool wi,relates,1
689,1271,19618,integrate possibility enforce usage,49399,possible show openid provider,relates,1
690,3783,19000,would allow extension notably dam,48314,hellornrnplease show icon column,independent,0
691,904,36955,idea add filter option,33493,due var dump drawback sometimes th,relates,1
692,276,72908,whenever one going activate buttone e,75462,usability suggestion would correc,relates,1
693,215,78036,rename folder filelist hav,79366,observed editor r,relates,1
694,6713,15747,one deletes ce image also remove c,19120,hellornrni vote possibility co,independent,0
695,680,45877,afaik currently something like,52640,sometimes ifviewhelper syntax quite ver,relates,1
696,776,39441,opinion introducing,50132,extracted issue conte,relates,1
697,7178,1661,php spellchecker spellchecker plugin,78929,need api register plugins fo,independent,0
698,4374,62268,id like default setting youtube,24145,dbal currently try parse query passed,independent,0
699,1622,5351,solved dd reordering con,79147,exportimport similar page exp,independent,0
700,1441,51456,extensionconfiguration additional fiel,69357,form support validation nowaday,independent,0
701,1454,10453,need clean template element,10413,catmenu easaly configurable f,independent,0
702,6575,30841,hirnrnsometimes maybe useful,24008,make csv mm select inline working,independent,0
703,1689,4718,possible register custom view,4894,currently chart created equally e,relates,1
704,4383,22714,dialogue text color inp,15527,constant define maximum len,independent,0
705,6922,19973,problemrnthe processing getpost variabl,29258,define several environment,independent,0
706,212,80945,speaking url must core feature,79618,configuring url pain as,relates,1
707,3612,790,wahl beliebig vieler kategorien im backend mit,40496,create new tab dce show curre,independent,0
708,7264,28207,importing current core extens,14940,hirni made access control individual ele,independent,0
709,5118,6868,enforce concept immutable value ob,31765,widget controller indexac,independent,0
710,832,33371,implement proper http supportrnrnthis,37212,framework support esi would giv,relates,1
711,6580,14571,created paragraph text severa,55638,would nice form extension also u,independent,0
712,5885,48245,hellornrnwhile developping website u,502,simple internal server error misl,independent,0
713,1121,23615,login screen offer way display,23740,give user possibility format th,relates,1
714,8160,30233,maybe would comfortable comment,15185,thisinternalshowrange switch displa,independent,0
715,484,19163,imagine following situation ty,4052,cannot edit fe group subgroup field,independent,0
716,1090,24023,workspace got sysext stuff,24022,last year newly formed workspace,relates,1
717,708,44297,something like would nicernrnhtt,25637,would nice gui setup,relates,1
718,689,45633,subject say,51432,hellornrni think sor,relates,1
719,5592,11555,popupblocker detection would nice r,86066,cli command showing li,independent,0
720,3726,7003,additional textfield enter foldercate,69,add validation functionality property,independent,0
721,583,51933,usability viewpage module imp,51865,since viewpage module show sele,relates,1
722,226,78488,hey therernrnis solution,5341,user simple redactor dont know,relates,1
723,869,35348,widget show content going offline,36248,new idea widget show,relates,1
724,255,66589,allow class flexform sheet tab backend,75266,possibility least,relates,1
725,958,30418,would nice package bootstrapped,54151,hirnrnfor reimplemented,relates,1
726,3065,15173,add new configoption conf varsbe,6099,atm configure pid linktex,independent,0
727,6252,17123,writing ajax fe plugin need,5861,hi andreasrnrnwhat think usi,independent,0
728,1568,7546,show wt gallery description given,86761,work cssfile time,independent,0
729,873,36565,various application part need prominent pla,35243,order cleanly separate domai,relates,1
730,1419,17900,might great individual field,17436,offer possibility define field,relates,1
731,7834,16352,log info see subject dbal debug,21257,several new security,independent,0
732,1207,24147,internet explorer last supported,20953,hopefully drop support,relates,1
733,26,90825,kind followup ticket,22113,sometimes necessary link explici,relates,1
734,812,37800,would like see hook added checking,64298,hook always useful rni miss one,relates,1
735,3846,12138,hirnrni would great could implem,22324,attached patch rewrite default image,independent,0
736,1123,21666,currently different state login subpar,10743,implement new tcatree category sel,independent,0
737,243,76796,like medium category etc,76433,hirnrnhaving enabled category tab ba,relates,1
738,5164,9794,sorry available germanrnrnprotoko,63503,flag mkpng missingrnrn,independent,0
739,8315,10928,bibtex requires title prevent,39648,debugging xdebug major difficulty,independent,0
740,1376,18822,make possible use stdwrap property uid,17881,stdwrap possible selectwhererne,relates,1
741,4255,26936,discussion mailing list resulted,48340,someone global sphinx install sho,independent,0
742,967,33717,hello dear docu teamrnplease add documentat,29698,noticed loginerror hook,relates,1
743,368,66464,listing file file selection popup,23631,hi teamrnrnno pagination available htt,relates,1
744,7087,28880,since layout us typoscript storei,1170,wolud nice view contains,independent,0
745,1681,71306,decided protocol sele,5369,general inconsistency issue througho,relates,1
746,5920,79363,search search box heade,87100,hi rnrni suggest think r,independent,0
747,858,49506,remember state content slider cookie,18129,would cool possible ad,independent,0
748,161,82356,check possible upload multiple fil,80129,allow editor set multiple attribu,relates,1
749,7104,48935,tcatextfield html inputrn,17890,hirnrnits possible add template f,independent,0
750,1441,17225,diff creates functionali,15818,ever consider add rnexpandcolla,relates,1
751,1269,19619,improve single sign service backport,19409,backport openid sysext developed hackontest,relates,1
752,1710,3717,formviewhelper need new argument designa,1907,supply mechanism viewhelpe,relates,1
753,6649,14582,annoying get last query,79392,please remove inline javascriptrnrnex,independent,0
754,60,89322,currently possible use,87072,currently choice lock strategy fixe,relates,1
755,1638,14525,currently possibility add f,17840,entering normal text htmlarea rte wit,independent,0
756,8860,51264,using stdwrapcase value convers,897,maybe little paranoid go,independent,0
757,4509,78432,admin switch another user accoun,41758,parent task gather,independent,0
758,3641,39410,currently fluid reserved variabl,47588,moment backend layout parsing,independent,0
759,8684,60937,issue created exten,84579,hellornrnit would nice feature,independent,0
760,231,77842,sure im right category ther,7459,creating new content element result,relates,1
761,8420,24899,make form element even flexible,52696,sometimes schedulerjobs,independent,0
762,1232,20441,fluid extbase ready included,20436,propose method register new e,relates,1
763,256,75266,possibility least,92903,would great able arrange flexfo,relates,1
764,429,62718,result indexed search search show u,82070,search result path pagetree,relates,1
765,8341,8468,fdebug viewhelper dump,84851,would useful record related,independent,0
766,4574,68746,hirnrnat moment commandcontroller,16425,regulalry use list view bulk edit th,independent,0
767,7602,72566,plugintx filelistsettingsroot let admini,69766,filling tca select field item via,independent,0
768,1197,23374,prepared query would help take better advant,21614,adodb support memcache query,relates,1
769,1060,25338,bug entry serf umbrella sched,25341,according recent discussion dmitry su,relates,1
770,219,78931,actually ajax used hideunhide delet,72908,whenever one going activate buttone e,relates,1
771,4838,63541,already possible configure previe,326,bug work find abou,independent,0
772,142,84183,possible make backend panel resizabl,78760,cm version colum,relates,1
773,2297,92928,hirnrncurrently core provide,1938,cleaned patching function bit n,independent,0
774,477,58621,would great case viewhelper,44572,fformatcase viewhelper op,relates,1
775,8621,4039,instead providing full path class,47273,property setter different,independent,0
776,378,65505,exist case many childrecords,17247,editing record based irre curren,relates,1
777,7514,6823,special ext direct router fo,49151,move flowplayer file contrib resolve,independent,0
778,401,71868,faced problem lately updated,64513,currently installtool nice check,relates,1
779,884,78488,hey therernrnis solution,34288,set attribute relnofollow,relates,1
780,229,78036,rename folder filelist hav,79366,observed editor r,relates,1
781,2722,39799,using jquery colorbox tt nwes val,42125,category get offsetsrnrnpoints w,independent,0
782,1321,19032,new plugin selecting color,18457,fonttag depreciatedrnrncannt rte,relates,1
783,1240,17854,currently place real image int,20284,multimediace bit outdated,relates,1
784,8303,23248,flexforms use link field c,2879,default defaultaction plugin,independent,0
785,1169,17881,stdwrap possible selectwhererne,22338,using marker properly quoting esca,relates,1
786,3309,89917,possible set access group new,1247,use dam get everytime,independent,0
787,1376,664,generator create code c,89640,improve ux extension manager,independent,0
788,8819,94,would great could close,6381,see subject,independent,0
789,7907,80904,description flush cache button,61189,install tool requires make entry int,independent,0
790,1035,28136,currently repository flushed,27117,route need option limited certain,relates,1
791,2430,3984,hirnrnit really nice v,49749,several module use extbase fluid,independent,0
792,5905,43233,version prior fal made copy,16744,make selectpidinlist work recursive would,independent,0
793,1751,1235,check somehow mod rewrite,87,add fallback server without mod rewrite,relates,1
794,5776,3919,tested im suprised nobod,19194,objective simplify main script,independent,0
795,129,89381,vimeo allows omit cooky adding get p,84843,ask user consent loading youtube,relates,1
796,6048,59684,emaillanguage part separated accordi,78459,noticed widgetlinkviewhelper,independent,0
797,7327,24064,one part current typoscript tuning proc,87889,add possibility modify admin url,independent,0
798,3094,19235,function tceformsgetsinglehiddenfi,53621,hellornrnfirst big thanks th,independent,0
799,3758,53396,hi therernrnwouldnt nice,63400,hirnrnnice extension develop,independent,0
800,158,34541,infomodule pagetree overview,83449,info module currently hardcoded sele,relates,1
801,1503,15889,using layermenus confronted,17035,installation extensive gmenus rollov,relates,1
802,51,89524,currently possible search loca,46017,multi language site really conv,relates,1
803,6264,6238,hellornis wouldt possible co,32660,order encourage tdd create,independent,0
804,53,89509,fluid provide way access flexfor,92402,flexformservice convert value,relates,1
805,629,49282,news gnu aspell project,19134,hunspell o spell checker used opeono,relates,1
806,6730,71862,first extension work greatrni,32631,setting fresh instance,independent,0
807,1875,73589,would nice pagination viewhelper,25383,currently allowed sort mode asce,independent,0
808,6853,56073,brainerrnrni tried,9115,rnalthough pagebrowse universal th,independent,0
809,3586,40502,difficult reform site,60630,upgrade extscheduler modern code base,independent,0
810,774,49988,flow notion applicationcontext whic,39441,opinion introducing,relates,1
811,5012,15086,opinion would cool add ge,24899,make form element even flexible,independent,0
812,1467,16749,would nice navigation title,22550,switch page type standard,relates,1
813,3441,50642,flowapplications deployed using composer,77157,list view az listrnit would nice,independent,0
814,7605,61901,sometimes need sort record different,7812,add field plugin specific t configurati,independent,0
815,1347,19032,new plugin selecting color,18457,fonttag depreciatedrnrncannt rte,relates,1
816,214,79403,rather extensive library general purpose,79430,problemrni using dataprocessor,relates,1
817,4801,36172,umbrelle issue cleanup updaternrnn,77939,year ago asked replyto field,independent,0
818,120,89457,several use case necess,85127,sometimes may problem external,relates,1
819,767,39788,basic requirement registration,47191,rfc proposed notexistsvalidat,relates,1
820,970,29547,property indentify annotation c,30933,define uniqueconstraints model,relates,1
821,6164,52545,see rn,22191,attached patch ensure size,independent,0
822,1354,18239,patchrequest contains function,18238,plugins enabled let,relates,1
823,1057,25336,function deal ip addres,25404,feature add anonymizing capability,relates,1
824,379,65505,exist case many childrecords,56490,case tca related inline different,relates,1
825,614,51842,allow remove height width information f,50075,result workshop implementing reponsiv,relates,1
826,3259,13380,write documentation,47702,feature help visitor subscribe,independent,0
827,1172,17322,would fine editor set rtehtml,22286,url get mangled rte possibly part,relates,1
828,550,63391,would usefull form object,53406,need compact formular one possible wa,relates,1
829,1362,18054,possible choose want,17678,move ui element around ui,relates,1
830,1708,4146,following validation make u,3933,domain model contains array member v,relates,1
831,6463,46,currently returning throw,12581,would useful option allow,independent,0
832,1152,15736,rte htmlarea link popup,22837,since possible use quer,relates,1
833,8037,6712,current implementation introductio,16425,regulalry use list view bulk edit th,independent,0
834,603,49362,heyrnrnid love pipe stdout,50658,make use symfonyprocess component,relates,1
835,9168,8226,button bit crypticrnrn,5098,moment extbase allows creation back,independent,0
836,3304,49522,common scenario authentication prov,43005,every version,independent,0
837,2307,876,hallo martinrnrnwas meinst du dazu wenn,49506,remember state content slider cookie,independent,0
838,3382,80190,extform ship following profile,2991,currently test executed order mo,independent,0
839,6056,59672,doctrine finally support valueobjects,41420,support versioning entity exampl,independent,0
840,7943,34077,larger ttnewsinstallation several,17049,hirnrnfor new menu mode add,independent,0
841,386,86548,regarding tweet,65124,quite often editor request possibility,relates,1
842,282,72619,add hook signal configuration option th,72620,would like provide different image crop p,relates,1
843,4894,20778,define colorpicker befield,14319,suggest enable limit image sized wh,independent,0
844,1216,20709,hirnrnplease add serbian flag,19627,hirnrnthe faroese flag missing th,relates,1
845,7112,19344,highlight toggleborders border button,25177,would like introduce possibility dis,independent,0
846,3366,15113,divplainmailencoded return true,45176,page found via search,independent,0
847,8369,34047,autoplay mechanism used,19280,problemrnup want h,independent,0
848,1029,27619,implement basic crud interface atomic ty,14222,thought would neat thing make acc,independent,0
849,333,68166,time protect tca password field w,25204,rsaauth encrypts password entered,relates,1
850,4527,19948,moment cs styled content tstempla,316,currently api documentation,independent,0
851,1251,20164,gifbuilder lack possibility define,20207,imagine youve two different dynamically c,relates,1
852,332,68300,frontend page repository capable,38732,hirnrnlets start modernize content e,relates,1
853,1097,24009,attempt bring selfmonitoring typo,24011,part selfmonitoring core need,relates,1
854,1309,19185,current marker templating system collected,19189,write tutorial use new temp,relates,1
855,1067,25337,target php core shoul,27490,support concept vendor nam,relates,1
856,65,91080,older version possible defi,89102,site wide setting available th,relates,1
857,878,50138,sometimes plugins felogin pa,34597,two login form page usecas,relates,1
858,2539,32767,add suggest wizard pagestorage selection,10017,hellornrnit nice could make,independent,0
859,5649,1631,added extra code view compl,27160,hello coreteamrnrni see wa,independent,0
860,259,74500,keep backend preview template feature,73597,want display entry section,relates,1
861,7945,2384,make possible additional straight,5703,pagetree offer methodsrnr,independent,0
862,8797,25697,change creates exception hierarchy,39627,currently normal dce fluid template,independent,0
863,3602,45646,questionaire add page break,2699,mail sent mailformplusplus finisher mai,independent,0
864,7740,33767,php function parse url allows split u,36,parameter maybe part,independent,0
865,1006,28230,implementation already pending,26786,current accountfactory us generates,relates,1
866,2220,28559,check weather given string used,31533,actually possible choose one cat,independent,0
867,1500,15943,current way implementing content elemen,15524,would great move html code,relates,1
868,6724,48807,hi export module think fe,39535,class xml thought base class,independent,0
869,7445,50644,currently option need set using th,69512,t filetype used also video conta,independent,0
870,32,90298,user information beuser module c,52141,rewrite module beuseradminis,relates,1
871,6236,26832,adding new plugin selecting templ,422,think would useful xmlhttpr,independent,0
872,180,80793,admins able define password pol,51479,show somehow user password treatend,relates,1
873,1091,23954,configured newrecordlinkposition,24019,current implementation always add new irr,relates,1
874,649,47857,hirnrnbecause add javascript file,38176,hirnrnit great adding condition,relates,1
875,3627,88448,placeholder override functionality like th,14832,id like ability visitor click,independent,0
876,594,51933,usability viewpage module imp,51148,bring responsive adaption viewpage preview,relates,1
877,6694,49814,currently extension accessible,89996,european data security law forbidds u,independent,0
878,1272,9531,alphabetically category sorting,61841,would nice shutdown hook calle,independent,0
879,3306,57430,composer createproject office stable,11443,rn ig,independent,0
880,2624,15055,extension manager let install,9729,feature request attached dif,independent,0
881,356,66620,wrote viewhelper fe edit would,79633,add new frontend editing extension add,relates,1
882,1338,49237,would nice handy rnth,55199,currently shell output buffered,independent,0
883,1241,2567,change layout interface fit hci suggest,61106,hirnrnis way auto insert metad,independent,0
884,8959,24994,befuncgetflexformds support point,56452,scheduler task lang missing allow,independent,0
885,7166,326,bug work find abou,565,hello sebastianrnrnplease add categor,independent,0
886,1072,29105,pagetree icon inserti,25183,feature request result,relates,1
887,7904,86802,often encountered problem noticed th,58058,original issue created chenneckernrnw,independent,0
888,7386,5910,typoscript option allo,13036,structure standard subscription tem,independent,0
889,1709,3728,sometimes need receive variable numb,4146,following validation make u,relates,1
890,5947,72871,default value gfxthumbnails png,5586,hirnrnits possible add new option,independent,0
891,1268,20709,hirnrnplease add serbian flag,19627,hirnrnthe faroese flag missing th,relates,1
892,2037,44149,persistencemanagergetidentifierbyobject cu,33593,last year website banner,independent,0
893,4298,50962,flexforms used bu,5166,locallangxml powermail,independent,0
894,747,40957,possible make instance dce u,40889,hirnrni needed one ce loaded via ty,relates,1
895,8039,80760,small cookbook allow added,91719,add possibility add custom error messag,independent,0
896,7592,8984,add context sensitive help record,27108,see accordant clearcache possibilitites,independent,0
897,9234,90983,extension scann,44018,hirnrni dont know project sti,independent,0
898,1143,2796,label locallang xml filesrn,67146,prernfatal error call member functio,independent,0
899,7282,76226,scenariornuser uploads large image,67975,get value recursive current value empt,independent,0
900,194,80398,able store byte unicode character,71454,possibility set conne,relates,1
901,49,89556,integration done stable backp,89526,let people experience new translation,relates,1
902,8216,67983,running ke search via scheduler task,35800,currently lot place div without,independent,0
903,1698,4469,currently provides command line interf,4426,distribution come easy use c,relates,1
904,521,49121,thnx useful extensionrnrnim thin,85032,client us expiration publication,independent,0
905,39,89979,afaik method existrnrnr,22985,sometimes need locate page page tree u,relates,1
906,1055,19094,htmlarea work safari windo,31747,please add postal case default te,independent,0
907,978,73728,integrate bootstrapstyle colorpickerrnh,28950,constanttxtrnrnprernconfigtx phamlp,relates,1
908,2506,31231,organiser extended document,3829,front end one image input,independent,0
909,8493,59899,way selectively clear sys,16731,struggling prevent friend ie fr,independent,0
910,1053,61799,currently cm easyworking way fo,25718,currently swf supported,relates,1
911,1206,22845,current situation rn,20991,best hope good si,relates,1
912,1013,28045,would allow using ucfirstucwords similar,28018,stdwrap function make fir,relates,1
913,5456,23655,try map recordicons complex reco,2874,need possibility display text de,independent,0
914,343,40503,general problem xhtml suppor,67686,cm allowing user set custom,relates,1
915,754,89389,making use function xmlr,40503,general problem xhtml suppor,relates,1
916,7039,5577,configuration manager provides,27076,placeholder icon delivers image,independent,0
917,224,78532,image relation field defined,24019,current implementation always add new irr,relates,1
918,500,66495,would nice hook opcod,57258,opcode cache web process cannot b,relates,1
919,6705,60252,issue taken editorial sprint,45409,currently validation property acti,independent,0
920,121,85054,replace various viewhelpers throughout,84983,core feature two dedicated editrecordlink,relates,1
921,225,78488,hey therernrnis solution,34288,set attribute relnofollow,relates,1
922,983,28484,huge performance killer cache,52574,launched new website,relates,1
923,3397,15738,configuring logfile name requires,35990,would help save lot time develo,independent,0
924,1121,22616,install tool enable file del,64902,hey guysrnrnfirst al,independent,0
925,651,47551,new change prevent unsafe metho,47137,due limited support browser restrict,relates,1
926,1340,18548,every class instance done throug,19192,requirement idea autoloading typo,relates,1
927,417,63395,hallo rni created patch medium con,67455,video tag possibility add,relates,1
928,7508,20203,right tce file gateway small,38642,add option content elementsrnwith corr,independent,0
929,6670,31982,due problem synchronization betwee,30232,decided enough make one,independent,0
930,5595,24043,currenlty scotty team going implemen,3525,translateviewhelper able reso,independent,0
931,3164,64425,hi therernrnive installed ext,79535,right using ouadmins n,independent,0
932,535,54155,hi guysrnrnespecially developing app,50826,usefull use multiple package f,relates,1
