Unnamed: 0,Unnamed: 0.1,id1,Description1,id2,Description2,Type of dependency,label,AnnotationStatus
883.0,1241.0,2567.0,change layout interface fit hci suggest,61106.0,hirnrnis way auto insert metad,independent,0.0,
1140.0,4031.0,59834.0,hello version de fie,77665.0,arrow select wizard confusing,independent,0.0,
189.0,1125.0,18879.0,introduces several page tsconfig setting,23506.0,different module still f,relates,1.0,
2310.0,3948.0,83930.0,irre record creat,29196.0,might convenient able use cu,independent,0.0,
553.0,1177.0,22447.0,often useful set default email,22212.0,currently there way avoid insta,relates,1.0,
2400.0,600.0,89218.0,dear server teamrnrnfor implementing,6712.0,current implementation introductio,independent,0.0,
2449.0,390.0,64764.0,hirnrnthe current system browse record,64401.0,folder image th,relates,1.0,
1587.0,5373.0,16733.0,would nice option,37879.0,add signal abstractadvice advice,independent,0.0,
2068.0,459.0,80467.0,hirnit would nice use bootsrap tab,14607.0,image property inserted image,independent,0.0,
2225.0,9230.0,30428.0,possible two instance,56790.0,remove dependency extension,independent,0.0,
2193.0,3488.0,90146.0,debugged recent project managed,64561.0,currently three clear cache buttonsr,independent,0.0,
703.0,1689.0,4718.0,possible register custom view,4894.0,currently chart created equally e,relates,1.0,
1343.0,2095.0,90832.0,rnwith type extbase route enhancer,71827.0,hey guysrnrnin fal sometimes use file,independent,0.0,
1982.0,504.0,19856.0,problem want show link access r,56760.0,would nice able alter link,relates,1.0,
1510.0,1346.0,19244.0,possible use stdwrap baseurl,18498.0,configbaseurl setting processed,relates,1.0,
947.0,827.0,37372.0,class extended inheritance,37373.0,objectsyaml allow adding ove,relates,1.0,
532.0,642.0,66514.0,currently fal possibility,48644.0,iam talking,relates,1.0,
2560.0,488.0,57692.0,able move rename file cre,57691.0,documentation editor allow file,relates,1.0,
68.0,1414.0,18595.0,feature see attached patch depends,17568.0,webpage column view tt content,relates,1.0,
1289.0,1267.0,21765.0,flag icon serbia romania,19627.0,hirnrnthe faroese flag missing th,relates,1.0,
2490.0,4473.0,10676.0,localizable table want import,2816.0,abstract controller currently provides,independent,0.0,
1686.0,945.0,31377.0,currently possible copy single,32152.0,currently action clipboard rou,relates,1.0,
156.0,1224.0,16340.0,rte configuraion issue,20555.0,say parsefunc im sure thi,relates,1.0,
1969.0,5872.0,15184.0,would nice readonly fieldty,47822.0,detail view show html tag rte add,independent,0.0,
2431.0,3518.0,1451.0,patch enable irfaq show title,15144.0,accessibility sometimes necessary,independent,0.0,
719.0,5592.0,11555.0,popupblocker detection would nice r,86066.0,cli command showing li,independent,0.0,
528.0,1654.0,6724.0,hirnrnfirst sorry bad english,7723.0,localedependent message text stor,relates,1.0,
400.0,76.0,87844.0,add option exclude page speaking ur,88198.0,order allow custom specific website,relates,1.0,
2360.0,1050.0,6947.0,easy extend file list using hook h,5962.0,using eid instead implementation,independent,0.0,
2289.0,1328.0,18879.0,introduces several page tsconfig setting,23506.0,different module still f,relates,1.0,
1531.0,5782.0,1451.0,patch enable irfaq show title,31788.0,doctrine class cache parsed annot,independent,0.0,
2012.0,869.0,764.0,caching framework allows tagging ca,73089.0,hirnlooking htaccess code impro,independent,0.0,
214.0,406.0,80559.0,input output able handle,64372.0,website user side,relates,1.0,
157.0,6162.0,87552.0,hellornrnpw teaser aint working wi,16615.0,user log secured area,independent,0.0,
642.0,1941.0,25381.0,user get multiple webmounts differe,48973.0,host openid server li,independent,0.0,
668.0,7756.0,87539.0,want output field label value,17829.0,add hook function viewpageicon possib,independent,0.0,
1988.0,1567.0,14682.0,would great add checkwarning,14711.0,annoy user warning change,relates,1.0,
1242.0,1138.0,33556.0,indexed searchpiclasstx indexedsearchph,23156.0,displaying search result slash hard,relates,1.0,
441.0,127.0,27103.0,hey therernrncan expect update,9478.0,experience ext try use,independent,0.0,
1726.0,4902.0,14579.0,isset missingrnrnif thist,79530.0,following possiblernrn save,independent,0.0,
1631.0,6330.0,163.0,put recent activity onto project page,31231.0,organiser extended document,independent,0.0,
1097.0,297.0,54717.0,useful get relation chat,41953.0,check quota email account,independent,0.0,
932.0,535.0,54155.0,hi guysrnrnespecially developing app,50826.0,usefull use multiple package f,relates,1.0,
1598.0,5404.0,45600.0,currently set one search radius u,11555.0,popupblocker detection would nice r,independent,0.0,
635.0,366.0,66495.0,would nice hook opcod,57258.0,opcode cache web process cannot b,relates,1.0,
1326.0,369.0,64764.0,hirnrnthe current system browse record,66464.0,listing file file selection popup,relates,1.0,
592.0,367.0,60221.0,usually file layer like linux file system,66466.0,filelist show file,relates,1.0,
1564.0,941.0,28258.0,curl allowsrncurlopt proxytype teither cur,31818.0,network proxy server al,relates,1.0,
1724.0,1005.0,28258.0,curl allowsrncurlopt proxytype teither cur,59326.0,hello therernrnid like address matt,relates,1.0,
2503.0,428.0,34495.0,filteroptions providing automated tagging,45103.0,resourcepublisher metho,independent,0.0,
281.0,903.0,33556.0,indexed searchpiclasstx indexedsearchph,23156.0,displaying search result slash hard,relates,1.0,
1762.0,1223.0,80378.0,hi rnin filelist module upload,20558.0,many user want upload lot file,relates,1.0,
1397.0,6697.0,16651.0,ability configure showpermalink boolean,3580.0,need kind admin panel,independent,0.0,
681.0,7724.0,82177.0,current implementation miss file size,29451.0,please add excludeoption ext table,independent,0.0,
10.0,327.0,68420.0,dataprocessor could used fetch,64723.0,maybe contentobjects write fla,relates,1.0,
1507.0,208.0,64764.0,hirnrnthe current system browse record,79679.0,show file creation date,relates,1.0,
767.0,7602.0,72566.0,plugintx filelistsettingsroot let admini,69766.0,filling tca select field item via,independent,0.0,
2482.0,2171.0,20778.0,define colorpicker befield,5861.0,hi andreasrnrnwhat think usi,independent,0.0,
1849.0,8601.0,1956.0,mailform support defining specific po,14736.0,hi little wish next version please mak,independent,0.0,
198.0,1254.0,19987.0,possible attack server try,75987.0,current brute force protection non exis,relates,1.0,
259.0,1631.0,8736.0,provide generic routepart handler,29972.0,need new entity redirect mvcwebro,relates,1.0,
2414.0,5451.0,8850.0,possible set width,15464.0,day working new fantastic,independent,0.0,
1209.0,4487.0,17126.0,using typoscript setup codernrn,68429.0,add hook allow extension define,independent,0.0,
397.0,6524.0,56101.0,besides choosing separate contentelement fo,25382.0,onchangejavascript missing pu,independent,0.0,
395.0,395.0,89709.0,im using month int,64764.0,hirnrnthe current system browse record,relates,1.0,
941.0,817.0,37604.0,rest controller provided b,37402.0,currently quite work required order,relates,1.0,
1408.0,269.0,73456.0,original reportrnrnrnrnrecently,73050.0,id like bring cryptorelated code int,relates,1.0,
2499.0,6648.0,50024.0,r feed mainly inhouse may change,31747.0,please add postal case default te,independent,0.0,
1662.0,1157.0,17995.0,tried show forgot password dia,39773.0,please change field tinyint,independent,0.0,
19.0,1657.0,6681.0,path php binary configura,4426.0,distribution come easy use c,relates,1.0,
1359.0,88.0,87152.0,finisher summary wich,87151.0,rte message confirmation fin,relates,1.0,
1357.0,6557.0,49142.0,add method language repositoryrnrnfi,64144.0,powder superseded pic recommended,independent,0.0,
1963.0,1630.0,8774.0,discussing widget concept r,6609.0,one possibility join implementation coul,relates,1.0,
1711.0,1291.0,17927.0,performupdatequeries install,76700.0,think would nice provide data,independent,0.0,
1968.0,1099.0,73161.0,attached patch show file size bett,59474.0,use placeholder search input,independent,0.0,
2432.0,4077.0,4640.0,as development dr wiki ng hugely de,2442.0,checking packagestructurnamin,independent,0.0,
142.0,1619.0,10680.0,use case content negotiatio,315.0,request object mainly webrequest,relates,1.0,
176.0,333.0,1545.0,currently flexform field pm info inc,49749.0,several module use extbase fluid,independent,0.0,
1426.0,876.0,11740.0,hellornrnsometimes necessary use,34944.0,threat associated ticketrnr,relates,1.0,
1444.0,6366.0,6886.0,value startday startmonth daynames,81535.0,add proc,independent,0.0,
2034.0,1262.0,20929.0,related torn,19724.0,size element browser popup window,relates,1.0,
2302.0,3978.0,91835.0,dear great work,60244.0,would nice output questio,independent,0.0,
408.0,534.0,54429.0,hirnrni think would nice sor,45535.0,would great able sort sched,relates,1.0,
1918.0,6274.0,62766.0,adding new image file author,76014.0,would great checkbox mark e,independent,0.0,
1023.0,1487.0,15256.0,first new workspacesmodule seems,16359.0,possible get stuck autoversionin,relates,1.0,
1128.0,8011.0,34114.0,htmlarea rte set custom attribute external,7725.0,input parser class par user,independent,0.0,
967.0,118.0,85590.0,use casernwe would like customize csv f,71321.0,create task sql query make,relates,1.0,
526.0,6545.0,1083.0,fear wrong didnt find,90983.0,extension scann,independent,0.0,
373.0,8738.0,42352.0,actually possible display multipl,20556.0,typoscript setting configadmpanel,independent,0.0,
266.0,1501.0,16914.0,database structure optimized,15897.0,tsdebugger adminpanel fe opti,relates,1.0,
1970.0,1594.0,13800.0,wikipedia also redi,13794.0,website set cooky redirect othe,relates,1.0,
1609.0,114.0,85986.0,default behaviour inline tca input,24019.0,current implementation always add new irr,relates,1.0,
1146.0,18.0,92009.0,ease using backend newcomer typo,92008.0,livesearch search topbar coul,relates,1.0,
1416.0,1137.0,23260.0,hook missing allow postprocessing u,23244.0,hook missing allow postprocessing f,relates,1.0,
1129.0,381.0,65325.0,ticket similar previous,63607.0,premise like new interface,relates,1.0,
2436.0,1355.0,16786.0,plugins enabled let,18238.0,plugins enabled let,relates,1.0,
468.0,5376.0,52134.0,would like add keyboard shortcut,4499.0,formatting seem clear botto,independent,0.0,
2513.0,382.0,72211.0,problemrnafter switching,65325.0,ticket similar previous,relates,1.0,
2572.0,6549.0,69388.0,cm http,28180.0,allow additional marker hook tt news,independent,0.0,
1076.0,5135.0,5022.0,instead manually write class,48419.0,create way assign role command cont,independent,0.0,
1022.0,1210.0,24059.0,first important step towards vision,20862.0,came across video tim berners lee,relates,1.0,
1996.0,97.0,86937.0,situationrnrn fresh install,86496.0,updating urlsegment parentpag,relates,1.0,
855.0,1067.0,25337.0,target php core shoul,27490.0,support concept vendor nam,relates,1.0,
79.0,3331.0,87618.0,upgrade wizard window show number upgrad,50224.0,workspace defined owner membe,independent,0.0,
1413.0,8345.0,40792.0,would great alternative reply,27041.0,hellornrni two project bro,independent,0.0,
542.0,698.0,20305.0,currently clearcachecmd clear ca,45090.0,currently exists direct way using typ,relates,1.0,
1165.0,1933.0,37279.0,atm allow property way right,82488.0,case search result row ge,independent,0.0,
1646.0,5636.0,61661.0,cps tcatree fixed cps,25826.0,new extension manager covienent tool,independent,0.0,
369.0,6325.0,29630.0,dont think convenient display,52579.0,hi allrnrnin pagelayoutcontroller,independent,0.0,
1313.0,514.0,65505.0,exist case many childrecords,56490.0,case tca related inline different,relates,1.0,
465.0,36.0,88470.0,lot customer migrating f,90243.0,would nice message field th,relates,1.0,
2179.0,8814.0,80869.0,andreas created nice design error,28453.0,optionalrnrnthe advantage block,independent,0.0,
953.0,733.0,43134.0,dragndrop content element p,63315.0,nice use drag drop,relates,1.0,
573.0,3558.0,73752.0,creating extremely simple aliasing,37750.0,customizable internal r feed,independent,0.0,
692.0,276.0,72908.0,whenever one going activate buttone e,75462.0,usability suggestion would correc,relates,1.0,
737.0,243.0,76796.0,like medium category etc,76433.0,hirnrnhaving enabled category tab ba,relates,1.0,
501.0,8393.0,59511.0,install tool important action core upd,12707.0,hy guysrnthe browser get backend class fo,independent,0.0,
1513.0,7920.0,12582.0,dam enabled site dam link checked,60526.0,several browser hack backend cs filesrn,independent,0.0,
1503.0,8443.0,62268.0,id like default setting youtube,23841.0,task copy data medium field,independent,0.0,
742.0,967.0,33717.0,hello dear docu teamrnplease add documentat,29698.0,noticed loginerror hook,relates,1.0,
2508.0,1202.0,31636.0,use popupwindow typolink,21302.0,user cannot resize popup scroll,relates,1.0,
713.0,1121.0,23615.0,login screen offer way display,23740.0,give user possibility format th,relates,1.0,
1902.0,2157.0,69578.0,hi danrnrnthank version,30793.0,since many launch october,independent,0.0,
335.0,6177.0,60469.0,think would useful initialize r,90746.0,hirnrnin config removety,independent,0.0,
1255.0,738.0,16239.0,two installation recently expe,69163.0,strnrnpatch assigned,independent,0.0,
1362.0,8203.0,66077.0,several place alert flashmessages u,8509.0,implement field employee associated c,independent,0.0,
1752.0,337.0,77842.0,sure im right category ther,67750.0,suggestion dont know som,relates,1.0,
565.0,589.0,80793.0,admins able define password pol,51479.0,show somehow user password treatend,relates,1.0,
506.0,308.0,30941.0,hellorni think useful search,25259.0,list available medium content provide,independent,0.0,
1854.0,1547.0,15082.0,hirnit would useful one defi,14967.0,sometimes need file mount eg al,relates,1.0,
2207.0,1582.0,15017.0,current datedatetime field core,14390.0,date entered like,relates,1.0,
2591.0,169.0,81623.0,new core linkhandler functionality,79626.0,integrate linkhandler core,relates,1.0,
2554.0,1406.0,17694.0,similiar page type selector hard,17676.0,jens made nice screen grouped,relates,1.0,
2170.0,741.0,40857.0,currently fluid throw nice exception,42176.0,currently resolution view class,relates,1.0,
416.0,94.0,10344.0,hellornrni like caretaker much,36171.0,caption image default max,independent,0.0,
1578.0,989.0,32309.0,based cardlayout intro,28384.0,xtype allows u ge,relates,1.0,
1379.0,10.0,89509.0,fluid provide way access flexfor,92402.0,flexformservice convert value,relates,1.0,
1387.0,1165.0,22364.0,taskcenter also sys action extensi,22363.0,taskcenter redone completly make,relates,1.0,
38.0,228.0,87300.0,allows use multiple session per user,37908.0,hirnrni created skin jqueryui w,independent,0.0,
2011.0,801.0,47857.0,hirnrnbecause add javascript file,38176.0,hirnrnit great adding condition,relates,1.0,
697.0,7178.0,1661.0,php spellchecker spellchecker plugin,78929.0,need api register plugins fo,independent,0.0,
341.0,8966.0,14177.0,cant specifi password special char,45377.0,would great viewhelper ea,independent,0.0,
2088.0,5663.0,65194.0,would nice getprocessedvalue also,54603.0,installing extension dependency,independent,0.0,
1868.0,1142.0,23094.0,added two new field fe user table,20530.0,well know easily add column,relates,1.0,
1934.0,162.0,82212.0,current flexform storage method aw,92402.0,flexformservice convert value,relates,1.0,
570.0,765.0,39870.0,would great configure alterna,33487.0,could considered discussion,relates,1.0,
664.0,1674.0,5750.0,test file manipulation method,5785.0,streaming downloads advantage,relates,1.0,
696.0,776.0,39441.0,opinion introducing,50132.0,extracted issue conte,relates,1.0,
548.0,2765.0,38060.0,prern rn webkitboxsizing border,35850.0,would nice possibility fet,independent,0.0,
2035.0,8204.0,10742.0,better compatibility simplicity mai,37272.0,default style,independent,0.0,
1706.0,350.0,67339.0,checkbox admin panel gone th,54805.0,sometimes useful look p,relates,1.0,
2183.0,287.0,57439.0,created dce want left,23445.0,currently option collapseall,independent,0.0,
1514.0,2251.0,16440.0,would usefull group install,21201.0,path displayed search hit beco,independent,0.0,
2118.0,4361.0,14383.0,webtemplavoilamodule deleting con,8509.0,implement field employee associated c,independent,0.0,
431.0,913.0,33394.0,boolean viewhelper attribute like fi,33215.0,sometimes necessary include dynamic,relates,1.0,
345.0,584.0,51842.0,allow remove height width information f,50075.0,result workshop implementing reponsiv,relates,1.0,
359.0,1508.0,15810.0,would great there possiblity c,38185.0,feature suggestion use,relates,1.0,
1027.0,7133.0,10899.0,hellornrnare future plan,35209.0,feature provided included,independent,0.0,
1879.0,8211.0,17567.0,locallang array supposed,86707.0,lazy deprecated lts,independent,0.0,
2155.0,948.0,7760.0,currently generated file within,56953.0,using custom locallangxml extensio,independent,0.0,
1339.0,1405.0,18054.0,possible choose want,17678.0,move ui element around ui,relates,1.0,
633.0,414.0,63699.0,scheduler cli task help,31073.0,would nice feature would allow,relates,1.0,
1347.0,1228.0,23094.0,added two new field fe user table,20530.0,well know easily add column,relates,1.0,
2539.0,3221.0,55948.0,imho possible wire dedicated c,39444.0,neat feature would plugin wou,independent,0.0,
1656.0,6871.0,9370.0,attached patch implemented hook,18610.0,back path passed empty u,independent,0.0,
2409.0,4825.0,83843.0,input type enabled default,4680.0,possible override global,independent,0.0,
402.0,2889.0,27690.0,mail michel nederlofrnrnprerni,24064.0,one part current typoscript tuning proc,independent,0.0,
1057.0,5126.0,82625.0,hi allrnrnthe idea load first f,17286.0,want email link invite sr feuse,independent,0.0,
451.0,27.0,84656.0,might useful set target language,90825.0,kind followup ticket,relates,1.0,
1447.0,2156.0,21950.0,globalstbe stylesloginboximage rotation,25903.0,hirnrnthere lightboxes,independent,0.0,
1908.0,7519.0,23072.0,two test divvalidipnnnnniss,68773.0,would cool show different image,independent,0.0,
288.0,748.0,40857.0,currently fluid throw nice exception,39423.0,possible render certain except,relates,1.0,
256.0,6957.0,895.0,array var need rendered th,46274.0,visual feedback installing,independent,0.0,
706.0,212.0,80945.0,speaking url must core feature,79618.0,configuring url pain as,relates,1.0,
2096.0,1383.0,18039.0,throughout discussion core list integrate,17825.0,new extension rewrite impro,relates,1.0,
253.0,702.0,14618.0,search letter result,14834.0,patch enable clipboard paste firefox,independent,0.0,
1083.0,739.0,33487.0,could considered discussion,42176.0,currently resolution view class,relates,1.0,
1923.0,398.0,64555.0,hirnrnwhen add section,60034.0,would nice could section,relates,1.0,
1297.0,492.0,57692.0,able move rename file cre,57691.0,documentation editor allow file,relates,1.0,
356.0,1956.0,22313.0,attached patch add border around,33480.0,change enable following bl,independent,0.0,
1424.0,5312.0,27009.0,backlink checker gain comment fie,535.0,rnsend copy selfrnneeds email,independent,0.0,
2109.0,1213.0,20709.0,hirnrnplease add serbian flag,18860.0,bug simple feature request wi,relates,1.0,
9.0,454.0,76433.0,hirnrnhaving enabled category tab ba,60553.0,please add category palette,relates,1.0,
500.0,334.0,67890.0,currently method process fluidtemplated,66907.0,sometimes needed helpful,relates,1.0,
513.0,551.0,67333.0,would nice placeholder could ena,53406.0,need compact formular one possible wa,relates,1.0,
2356.0,954.0,37765.0,trying build link fluid,30777.0,developer hard time figuring wha,relates,1.0,
1904.0,4488.0,8503.0,fetching data external db da,90168.0,similar action button notification,independent,0.0,
2364.0,1928.0,33887.0,consider page tree installation,77892.0,menu seperator desired enable,independent,0.0,
2273.0,7330.0,30558.0,extension need new settingrnenablen,71038.0,extensioncommandcontroller provides,independent,0.0,
2331.0,98.0,87341.0,would really nice possibility,86937.0,situationrnrn fresh install,relates,1.0,
1870.0,4914.0,27788.0,currently blog example produce inval,44697.0,would great extension source,independent,0.0,
2205.0,5445.0,79581.0,dragndrop feature added,5910.0,typoscript option allo,independent,0.0,
1103.0,1315.0,15631.0,lost session could change,19152.0,part implemented idea rnpa,relates,1.0,
783.0,1240.0,17854.0,currently place real image int,20284.0,multimediace bit outdated,relates,1.0,
1776.0,2472.0,81656.0,get featurern,65180.0,maybe replace function generateyears oper,independent,0.0,
997.0,2050.0,23969.0,one part current typoscript tuning proc,15399.0,need hook function getprocessedvalu,independent,0.0,
2379.0,7698.0,23949.0,created patch add khmer language,83933.0,currently tablegarbagecollectiontask corre,independent,0.0,
981.0,8119.0,70982.0,default style removed default typosc,14582.0,annoying get last query,independent,0.0,
1911.0,842.0,18652.0,using workspace autocreation ver,19460.0,adding image file,independent,0.0,
2645.0,638.0,48895.0,upgrading function comp,52141.0,rewrite module beuseradminis,relates,1.0,
623.0,2376.0,82641.0,upcoming relaunch follo,15090.0,undohistory feature isnt nice,independent,0.0,
2351.0,994.0,27988.0,override curl option eg forg,28344.0,divgeturl know hudge,relates,1.0,
367.0,3776.0,8963.0,hirnrni would really love stdwrap c,3683.0,currently moving work correctly hi,independent,0.0,
1183.0,322.0,80793.0,admins able define password pol,69190.0,hirnrna great feature add ne,relates,1.0,
1856.0,262.0,73697.0,problemrnremoving many extension cou,71525.0,please add possibility deactivate exte,relates,1.0,
1972.0,63.0,89177.0,linkvalidators default pagetsconfig curre,92542.0,repeatedly error log due,relates,1.0,
185.0,8566.0,50526.0,new setting available field configuration,18307.0,creating reference copy element,independent,0.0,
2447.0,720.0,48960.0,flow lazy dependency,43819.0,precodernphprnnamespace testrnr,relates,1.0,
2093.0,792.0,66111.0,fluidtemplate support layoutrootpaths,38732.0,hirnrnlets start modernize content e,relates,1.0,
605.0,905.0,43658.0,configuring titletag really flex,33491.0,pagerenderer us htmlspecialchars,relates,1.0,
1406.0,1093.0,83858.0,hirnrnonly one thoughtrnrna customer,24019.0,current implementation always add new irr,relates,1.0,
1961.0,528.0,57692.0,able move rename file cre,55193.0,would useful add drag drop,relates,1.0,
1449.0,6555.0,36549.0,using jslidernews tt news,20778.0,define colorpicker befield,independent,0.0,
2408.0,2014.0,45842.0,anything currently live need b,52696.0,sometimes schedulerjobs,independent,0.0,
469.0,8969.0,22013.0,hellornrnimho search function,9819.0,team discussion needed following quest,independent,0.0,
1511.0,777.0,39430.0,update caching framework version,36563.0,tagging feature file backend p,relates,1.0,
2007.0,1095.0,24019.0,current implementation always add new irr,91788.0,long irre list useful,relates,1.0,
329.0,4489.0,66603.0,hirnrnfor possible use,5113.0,prerncurl setoptch curlopt url allu,independent,0.0,
964.0,5684.0,8915.0,use function ofrnprerncobj div,10899.0,hellornrnare future plan,independent,0.0,
2144.0,7639.0,34313.0,attached patch make able gr,37830.0,show problem report module flashmessag,independent,0.0,
2277.0,5644.0,565.0,hello sebastianrnrnplease add categor,30634.0,add option flexform formulartab,independent,0.0,
1862.0,252.0,67750.0,suggestion dont know som,75676.0,editor want choose positon fir,relates,1.0,
1393.0,456.0,27024.0,currently old content version conten,20152.0,user agent currently cannot detected,independent,0.0,
2527.0,5502.0,67984.0,since editor got possibility add descr,78347.0,currently filesprocessor cannot used,independent,0.0,
1810.0,922.0,16034.0,maybe dbal could provide tableprefixing eg,33136.0,hello guysrnrnduring work extpiwi,relates,1.0,
2110.0,1124.0,23519.0,title say saynnnnthe,24813.0,selicons missing flag selector box,relates,1.0,
2382.0,344.0,67690.0,related think worth,67679.0,fal image caption use link pa,relates,1.0,
626.0,1380.0,17678.0,move ui element around ui,17866.0,backend search shortcut frame nee,relates,1.0,
520.0,7917.0,33814.0,currently string comparison directly,62554.0,line function checkfilterands,independent,0.0,
452.0,8334.0,34370.0,always encoded,16621.0,hirnrni got feature request gues,independent,0.0,
778.0,401.0,71868.0,faced problem lately updated,64513.0,currently installtool nice check,relates,1.0,
235.0,373.0,64157.0,configure robotstxt page type realurl,66151.0,type configuration could automatically ad,relates,1.0,
723.0,869.0,35348.0,widget show content going offline,36248.0,new idea widget show,relates,1.0,
1374.0,1192.0,21661.0,add option blacklist ip configura,75987.0,current brute force protection non exis,relates,1.0,
634.0,1043.0,28230.0,implementation already pending,26786.0,current accountfactory us generates,relates,1.0,
841.0,386.0,86548.0,regarding tweet,65124.0,quite often editor request possibility,relates,1.0,
663.0,1981.0,25836.0,measuring peak memory usage comparing w,55651.0,public fork tagpack work,independent,0.0,
1910.0,113.0,23899.0,sometimes wish give control instruction,86220.0,debug function,relates,1.0,
2131.0,8483.0,6886.0,value startday startmonth daynames,22504.0,need user reset send password,independent,0.0,
2228.0,190.0,80559.0,input output able handle,64372.0,website user side,relates,1.0,
1041.0,1082.0,24147.0,internet explorer last supported,20953.0,hopefully drop support,relates,1.0,
603.0,3953.0,977.0,group member assigned different right,4942.0,currently hard see wich subnodes cause,independent,0.0,
950.0,181.0,61106.0,hirnrnis way auto insert metad,60865.0,cs multicolumn menu buggy browser,independent,0.0,
1045.0,371.0,57065.0,easier usage behaviour norm,66343.0,get feedback hotke,relates,1.0,
2076.0,277.0,78931.0,actually ajax used hideunhide delet,72908.0,whenever one going activate buttone e,relates,1.0,
589.0,1189.0,21753.0,would nice db provides api,21754.0,make core patch,relates,1.0,
2349.0,5452.0,32547.0,would nice configuration field,54061.0,create package fpmrecipesrn,independent,0.0,
1747.0,1749.0,6008.0,resource object discarded relat,342.0,mvc framework need support file mult,relates,1.0,
344.0,6195.0,65514.0,use version label route hie,29354.0,working feature put language c,independent,0.0,
2112.0,2580.0,25476.0,analyzer performance module,33315.0,submenu show menu item,independent,0.0,
1723.0,1748.0,5660.0,finally property mapper need suppo,342.0,mvc framework need support file mult,relates,1.0,
1234.0,7530.0,6210.0,implement tax group able define,92795.0,nightly test offer composer max min,independent,0.0,
399.0,601.0,50739.0,paved way welcome,50733.0,online service,relates,1.0,
2593.0,1545.0,15091.0,page tree opt,14442.0,lacking feature probably,relates,1.0,
1226.0,6564.0,19833.0,page t tree view show tree view page,6211.0,implement discount beeing able define,independent,0.0,
249.0,311.0,69863.0,complicated easy say hollow ou,70036.0,extbase scenario,relates,1.0,
709.0,5118.0,6868.0,enforce concept immutable value ob,31765.0,widget controller indexac,independent,0.0,
1275.0,1321.0,32677.0,germany none dateformats pl,83749.0,screenshots cm code,independent,0.0,
2162.0,4069.0,1614.0,display link print codernrnas,19000.0,would allow extension notably dam,independent,0.0,
899.0,7282.0,76226.0,scenariornuser uploads large image,67975.0,get value recursive current value empt,independent,0.0,
1125.0,267.0,10017.0,hellornrnit nice could make,19113.0,sometimes user object need become user int,independent,0.0,
1000.0,590.0,45633.0,subject say,51432.0,hellornrni think sor,relates,1.0,
946.0,567.0,52347.0,reference browser already let editor,51874.0,since compilation extsphinx manual,relates,1.0,
1180.0,906.0,25717.0,field outputted head lack std,33491.0,pagerenderer us htmlspecialchars,relates,1.0,
1922.0,597.0,54155.0,hi guysrnrnespecially developing app,50826.0,usefull use multiple package f,relates,1.0,
1957.0,9226.0,16239.0,two installation recently expe,657.0,fast reviewing svn change trac,independent,0.0,
20.0,320.0,69351.0,configuring link target elementb,5341.0,user simple redactor dont know,relates,1.0,
509.0,1420.0,17406.0,initial situationrni menu point f,38185.0,feature suggestion use,relates,1.0,
2613.0,7938.0,9370.0,attached patch implemented hook,109.0,want transfer svn repository,independent,0.0,
236.0,15.0,78931.0,actually ajax used hideunhide delet,92295.0,itwould nice possibleto sort,relates,1.0,
1633.0,6223.0,10959.0,hirnrni missing german translation,50662.0,implement transferftptask like rsync,independent,0.0,
1679.0,691.0,45537.0,currently manually executed task run dire,52686.0,sometimes want let certain scheduler,relates,1.0,
2048.0,1514.0,15698.0,confphp file tstemplatets fol,14700.0,added support clear cache subtrees,relates,1.0,
925.0,651.0,47551.0,new change prevent unsafe metho,47137.0,due limited support browser restrict,relates,1.0,
1835.0,7645.0,89239.0,current staternrnit seems ove,58642.0,add task check still doct,independent,0.0,
2444.0,1744.0,1071.0,especially list extension,1070.0,lot extension,relates,1.0,
1153.0,265.0,70443.0,sysext form input textarea field,17651.0,would like see backend checkbox en,independent,0.0,
1325.0,423.0,43134.0,dragndrop content element p,63315.0,nice use drag drop,relates,1.0,
2586.0,1032.0,27194.0,hide option create new mysql database,27241.0,every mysql user access databas,relates,1.0,
66.0,1313.0,19586.0,using latest firefox auto logout th,19152.0,part implemented idea rnpa,relates,1.0,
368.0,5.0,89509.0,fluid provide way access flexfor,92875.0,tca allows field flex want use,relates,1.0,
2500.0,485.0,57927.0,related somehow nontechnical user,57926.0,given tool used nontechnical u,relates,1.0,
2059.0,623.0,19618.0,integrate possibility enforce usage,49399.0,possible show openid provider,relates,1.0,
1230.0,1493.0,61720.0,editing permission page folder allo,26287.0,please make typoscript configuration,independent,0.0,
184.0,734.0,43133.0,currently there possibility handle nul,41773.0,current implementation backen,relates,1.0,
1576.0,1263.0,20445.0,expall menu property going throu,19685.0,problem currently expall lack stdwrap proper,relates,1.0,
1534.0,3985.0,8082.0,currently clean way retrieve,6099.0,atm configure pid linktex,independent,0.0,
1261.0,37.0,90181.0,tagbuilderaddattribute currently cannot ad,90386.0,rather reproducing bunch xhtml api,relates,1.0,
1401.0,4263.0,5151.0,would nicehelpful notification wou,91715.0,sometimes generation inline code qui,independent,0.0,
954.0,4219.0,29446.0,two different page tree one,17382.0,delete buttonlink ye,independent,0.0,
2198.0,4015.0,36796.0,use fal file property name alternativ,33226.0,validation option set constru,independent,0.0,
51.0,727.0,43247.0,hi folksrnright point thinking,43569.0,debugexceptionhandler productionexcept,relates,1.0,
1194.0,2352.0,69388.0,cm http,85326.0,defaulttcaschema added shoul,independent,0.0,
1559.0,7316.0,58121.0,please add feature download extension v,85114.0,hellornrnour customer need set mo,independent,0.0,
