,id1,Description1,id2,Description2,Type of dependency
1454,35878,issue error also if salted passwords are not e,51378,during site upgrade from to an otap,independent
1455,64698,the menu in install is only clickable on text,77981,the behaviour of dataprocessors is bit incon,independent
1456,2915,tx ptlist genericdataaccessor is used to fetch,9508,add translation modes mode in tca to fie,independent
1457,22388,the basic idea is to add some very simple way,25133,use this as basernprerntemptmenuul,independent
1458,7060,by adding the field move id,3439,the extension can now also include fields from,independent
1459,8616,create template partial for each contact typ,9509,if field and table records are localized the,independent
1460,45128,after having sent the recommendation would,7835,the workspace module should have check all,independent
1461,81844,all conditional comments for outlook are remov,16079,from the rte insert table and add some cont,independent
1462,42173,zoomwheel should be configurable by the typosc,56953,using custom locallangxml with any extensio,independent
1463,83091,this might be the hardest change towards doctr,66249,it is possible for the next version of go maps,independent
1464,859,the optional css filed in each question must b,33756,nuff said,independent
1465,12441,use default values or at least throw meaning,75385,today evaluated the extension with focus on,independent
1466,91504,quite bit complicated to explain but ill tr,33757,make the templates use translations,independent
1467,51782,when css or javascript files are wrapped throu,262,on the old devpage there was the documentatio,independent
1468,88609,inside the debug panel of adminpanel the page,19882,the rte configuration script requires every pl,independent
1469,68198,if you overwrite an extension by ftp then you,90333,the dashboard will be backend module to show,independent
1470,22401,the attached patch reorganizes the rte images,4247,clear search criteria button should appear onl,independent
1471,39578,having block like this rnrnprernpag,59065,option field values shouldnt be limited to sm,independent
1472,1934,events can only be executed when gabriel is ca,54518,currently the link checkers to not have access,independent
1473,52217,for checking my records from external api data,16084,webtemplatesetup infomodify use fixed f,independent
1474,9794,sorry only available in germanrnrnprotoko,52252,hello rnrnit would be great if there woul,independent
1475,85312,in and have used self define,49756,my modelrnrnprernclass model rntp,independent
1476,41228,does anyone have working realurlconfigurati,24570,hirnrnin the new extension manager can y,independent
1477,6426,currently the caching backend as well as,6781,for the app we need mailer and swift mailer,independent
1478,485,the select locales dialog contains lot of,27401,first must say its great extension thank,independent
1479,66012,field title can not be disabled in rte links,63063,currently only an error is thrown but we migh,independent
1480,32119,hy guysrnall markers becomes the cobjectr,49749,several be modules now use extbase and fluid,independent
1481,16613,the patch includes modification on tslib cobj,65495,when installingupdating with composer ter ext,independent
1482,3525,the translateviewhelper should be able to reso,26905,we need clear identity for forge the easies,independent
1483,37279,atm have to allow properties this way right,49535,cms fal fields getting converted to the old da,independent
1484,31754,changed content element has nice detail su,25358,be clear cache function does not clear exter,independent
1485,66260,at the moment it is not possible to mark typos,88128,in my opinion section menus should be ordered,independent
1486,585,needed to check if changes arern not spamr,90746,hirnrnin the same of the config removety,independent
1487,15164,hirnin order to implement my dynaflex exten,34363,by adding cache tag field that contains co,independent
1488,53245,see headquarters,91951,hellorncan we get order attribute of th,independent
1489,11093,add options from the plugin pagern syntax h,7977,please add wrap for showmore textrnrnyou,independent
1490,80289,somehow always assumed that,76241,hi danrnrnit would be nice to have some m,independent
1491,15954,html defines number of entities that should,790,wahl beliebig vieler kategorien im backend mit,independent
1492,10169,bold view for new components when checkbutt,7290,im my opinion it will be perfect to use,independent
1493,1019,the folder of the files which are listed shoul,91890,it would be nice if one could sort the redirec,independent
1494,52054,few extensions now features multilingual doc,9212,hirnrnafter several weeks of experience w,independent
1495,47032,it could be useful to allow standard editors,29672,currently there are lots of problems if scrip,independent
1496,64958,often relation between records created by ha,88842,the recently added canonical tag is generated,independent
1497,20203,right now the tce file gateway is small s,78904,if respectwordboundaries true and language,independent
1498,88786,only render fields of tables which are selected,4302,this is just thought and would like your o,independent
1499,43424,the kickstart for controllers allows the use o,91817,hello everyonernrni think it would be h,independent
1500,77790,if you need your own indexphp script because,65495,when installingupdating with composer ter ext,independent
1501,573,hey sebastianrnrnyes thats really great,2,authorname in packageinfoxml is nonsense t,independent
1502,82809,all extensions uses this function and for addi,85629,clientutility is removed in,independent
1503,30228,there has to be defined way of notifying oth,21486,the page view will always show box and new,independent
1504,21847,the controller flow autorouting of extbase cou,28533,change the title and add error message co,independent
1505,23309,hook in formmail would be nice as it c,74531,hi after having problems to clear the cache a,independent
1506,37748,list of open documents,1593,thru the changes in tx musicview base those pa,independent
1507,63044,hi and at first thx lot for this great exten,88351,contextrni toggle the visibillity state and,independent
1508,52545,see rn,16323,if you let uploadfolder empty in your tca se,independent
1509,37441,for association elections we have an uns,49463,will be available in conf vars,independent
1510,20885,would appreciate you could include the attac,15113,divplainmailencoded should return true,independent
1511,88398,would be nice to have easy configurable menu,28372,currently all subscribtions are managed in,independent
1512,81363,form elements already have few options to co,11465,hi federicornrnthat looks like really c,independent
1513,83748,adding to issue think it might be us,664,the generator should create the code for the c,independent
1514,49477,here is be viewhelper to render submit but,56790,remove dependency on extension,independent
1515,22427,extjize browser identificationnnnnnissu,17382,there should be delete buttonlink in the ye,independent
1516,12361,in the previous version when you select rege,77522,it should be possible to include the content o,independent
1517,15515,coudl it possible simple hilight on rollever,81363,form elements already have few options to co,independent
1518,5774,whenever package is activate deactivated or,19698,when searching for updates of installedloaded,independent
1519,43066,since the css supports other units than pixels,68316,click on the create new records iconplus,independent
1520,12349,currently the header of the result list and th,64698,the menu in install is only clickable on text,independent
1521,23888,one part of the current typoscript tuning proc,34737,add styles for jqueryui and bootstrap by addi,independent
1522,26905,we need clear identity for forge the easies,3791,the public resources in project should be ea,independent
1523,60185,please add sorting field to the table tx nn,16892,the current release only allows one sysfolder,independent
1524,19869,currently buttons undo redo and about cannot,40391,most computer monitors are able to display eve,independent
1525,9820,module show legend below new grid component,53513,beta fresh install rnrni del,independent
1526,9408,sometimes if you filter list youll get em,60822,the reflectionservice currently allows getti,independent
1527,62428,currently the textfieldviewhelper supports som,51782,when css or javascript files are wrapped throu,independent
1528,77990,situationrnrna new beuser is created and,29198,sql query parts are rendered by general stdwra,independent
1529,3202,modify locallangxml files to introduce format,92596,it happens to be that in the cols an,independent
1530,16438,the following behaviour comes very close to,4643,yesnomaybe supportrnwe would need thre,independent
1531,46732,prernjsfile extmgmsiterelpath,25924,adding the requested url in the log message fo,independent
1532,6210,implement tax groups for being able to define,66262,hirnrni had an issue with the share button,independent
1533,77799,as requested by lolli add report to show th,26592,three may be four templates are neededrnr,independent
1534,8330,major todosrnrn print time taken for who,6416,implement the eangtin number property for the,independent
1535,16204,would be great to have ability to insert links,23790,it would be great to have hook inside the fu,independent
1536,2297,the object builder setter autowiring should,35233,some sites have multiple languages as micro si,independent
1537,5446,we need cache backend which supports pdo com,12707,hy guysrnthe browser get backend class fo,independent
1538,25720,add properties for contacts andor roles,11211,hy guysrnit would be wonderful if any imag,independent
1539,34085,hirnrni want to create date range table,37639,currently the resourcesbaseuri is assumed f,independent
1540,11023,could you please add alternating colors hover,28370,this replyto feature already exists in the adm,independent
1541,23921,one part of the current typoscript tuning proc,452,sebastian knows,independent
1542,22388,the basic idea is to add some very simple way,9768,you install an oldschool exten,independent
1543,30014,here is the ticket for which is about a,41136,the functional testcase should provide regis,independent
1544,26358,as soon as session is initialized cookie,73650,oddly this field is missing in contact record,independent
1545,5224,it would be great to have the wiki enabled in,58061,original issue created by,independent
1546,93188,we should think about an option to disable the,34630,im currently writing generic comments viewh,independent
1547,19931,hirnrnwould be nice to have hook in sc,3664,hi rnrnin the setup module some things ar,independent
1548,32631,when setting up fresh instance of it i,51100,at the moment its not possible to build absol,independent
1549,3731,in some cases it could be useful to deactivate,41228,does anyone have working realurlconfigurati,independent
1550,56748,hirnrnit would be great if the extension,20767,why we return only thisdatafield while g,independent
1551,54954,this extension has two problems with upcomming,29728,object properties should be accessed by magic,independent
1552,84,abstract classes can not run standalone so th,3852,the class sho,independent
1553,88811,want to use the variable of my controllerac,39837,the webredirect currently expects an option u,independent
1554,40403,hirnrnthe download feature could add di,35646,problemrnin projects iam using common pa,independent
1555,90323,have been going through the logs it bugs me,39648,when debugging with xdebug major difficulty,independent
1556,62051,it would be nice to provide at least,89150,with the cleanup in new rollback clas,independent
1557,159,we need news for the front page in the outerm,5747,cache conf array and templates so we dont hav,independent
1558,22300,when you produce filelink with stdwrapfilel,16900,prototype javascript framework and scriptacul,independent
1559,47075,when requiring resource with the resource,14428,the access key combination is added to the,independent
1560,78459,have noticed that the widgetlinkviewhelper,26603,it would be nice if the ip condition can also,independent
1561,4320,add invite featurernmaybe through tipafriend,59563,the browser should support local table and for,independent
1562,5690,it is very important that people are informed,18344,fe usernames should be logged using configsta,independent
1563,14776,in the extension manger would like to assig,66262,hirnrni had an issue with the share button,independent
1564,28868,trnt var memypackagedomainmodel,20708,the felogin extensions does not use and proper,independent
1565,92434,with the new fluid based page module was i,72192,should have modulevie,independent
1566,63041,replace the images in module groups with font,64599,see attached patch,independent
1567,64446,the link open backend in the adminpane,5397,tagging in the be is achieved via form creat,independent
1568,15193,some extensions like tt products can display t,19790,it would be nice for the sake of completeness,independent
1569,18932,currently if you link via rte and maybe othe,64730,what do you think about adding bootstrap suppo,independent
1570,17024,add support for configuration of which pages a,48570,heyrnim not sure if this option or somethi,independent
1571,46430,there should be more arguments parsed to the s,72530,coming from fal,independent
1572,34282,introduce tce column configuration appearance,2795,basically changes the buttons and links of the,independent
1573,49010,there is no need to ask for the myopenid usern,67451,from my point of view ke yac should enable t,independent
1574,4951,ive realized that translating the headers dis,17196,although it is possible to have customized con,independent
1575,36088,at the moment if translation for plural v,46744,add the page where the open resubmission resid,independent
1576,56711,tail currently only has rest client new c,6685,have implemented this handy methods in extba,independent
1577,45548,it makes no sense to hide this content element,9067,in your video you say youd like to implement,independent
1578,803,with feature in extension ttnewscache ther,67150,hirnrnit would be nice if one can edit th,independent
1579,4218,hi allrnrnit would be great to be able to,81814,the current version of fluids widgetpaginat,independent
1580,6325,find way to display the products in catego,23889,one part of the current typoscript tuning proc,independent
1581,9794,sorry only available in germanrnrnprotoko,16994,if you make tcaentry for select or group,independent
1582,2874,need the possibility to display some text de,45556,sphinx automatically generates an index of ter,independent
1583,54519,rncurrently the linkhandler link check of th,73752,by creating an extremely simple aliasing of t,independent
1584,4166,in situations where knowingly incomplete i,48907,fulltext search feature for the belog module,independent
1585,69182,hirni need third preview option rnsho,92224,use aus driver amazon to add media from a,independent
1586,9650,given following structure in an extensionrn,36810,for some situations it would be great if it wa,independent
1587,86735,is it possible to make the public function get,23533,its been requested in several placesby sever,independent
1588,36817,when no folder is selected use be usergetd,89700,as backend layouts are an important part nowad,independent
1589,71876,it would be nice if there was way to customi,17871,it would be nice to have some labels in the ex,independent
1590,4984,add an option selectall to the select view h,22424,we already have hook at the top of tst,independent
1591,4984,add an option selectall to the select view h,69990,one thing that ive heard editors complain abo,independent
1592,66384,google pagespeed insights shows the optimize o,21282,as you can set limit maxitems for content,independent
1593,90994,the data is already in the template just the,42481,hirnrni set up test instance of multish,independent
1594,3200,hi allrnrnrnive page with simular,18780,propose to exchange the tablerendering by d,independent
1595,12021,it always shows external link not reachable,80689,as for the result of the polls,independent
1596,68497,the current icons for save document save d,18913,this feature refers to the gettext attribute,independent
1597,17651,would like to see backend checkbox that en,53783,currently the formbuilder loads every form wi,independent
1598,108,if we want to automize tests for,19405,some cleanup is required in the rte fe plugin,independent
1599,39535,class xml was thought as base class to,42125,categories should get offsetsrnrnpoints w,independent
1600,11,currently each component must be configured in,17438,hirnrni would like to know if theres w,independent
1601,42788,browsermaps will extended for googlemapsrn,169,on some pages we have lot of big heading,independent
1602,90179,imagine project with two page trees f,81269,sys domain records fail in combination with co,independent
1603,26809,hirnrnis there an easy way to use an extl,4312,currently method tx schedulerexecutetask t,independent
1604,11069,it should be possible to use the email as the,72927,add support for user defined element validat,independent
1605,15420,the old bug it is not possible to change the,5998,currently there is an option to set subpack,independent
1606,23589,using below configuration in tcarnrnthe p,30730,hirnhave look to this small reportrnr,independent
1607,93163,would like to add,51025,uses lot of stringrelations like pag,independent
1608,53803,varnish just crashed add monit task to keep,22266,it makes much more sense to move the checkbox,independent
1609,12641,not only the title is linked to single view t,26147,hi therernrnive noticed the flash uploade,independent
1610,2265,would be cool if simple dragging with the mous,37433,we need stage banner for announcin,independent
1611,10332,the path to the jwplayer should be configurabl,34241,would like to be able to pull data from ta,independent
1612,15419,hellornrni would like to have checkbox,17472,orderarrays in tools config alphabetically fo,independent
1613,43337,rnyour calendarimport is greatrnworking,60103,if would host xsds for extfluid and,independent
1614,79543,our backup script works but we should also cr,22086,pageheadtag does not have stdwrap properties,independent
1615,28013,this is viewhelper suggested for the upcomin,452,sebastian knows,independent
1616,38512,the default shortcut mode for shortcut page,33748,integrate signal slot handling to signal,independent
1617,21886,using the effects rotate method to rotate gi,15808,have the width and height for an img resourc,independent
1618,42173,zoomwheel should be configurable by the typosc,77665,the arrow in select wizard can be confusing,independent
1619,16822,the following is from,38314,add constant which can switch between the no,independent
1620,2567,change layout and interface to fit hci suggest,81711,there is very often need to get real data fo,independent
1621,35198,dont hardcode the config array try this inst,65918,hellornrnwe realized the issue,independent
1622,67028,hirnrnwhen use the function start aga,52693,theres local variable requestedid in,independent
1623,41072,it would be great addon if its possible to,27493,the tca setting mode determines how the l,independent
1624,6262,here comes another cleanup request rnrna,5118,if you want to do something like thisrnpre,independent
1625,92778,should provide way to programmtically,17890,hirnrnits possible to add template for f,independent
1626,31303,when inserting record it will pick up the h,31765,widget controller has indexac,independent
1627,84757,as user want to double click on the titel,33257,hirnrnis it possible to implement an opti,independent
1628,43703,hirnrnit would be great to have task si,8949,regarding to,independent
1629,48473,add action to backend module to test whether l,65002,update specific extension,independent
1630,15465,with leveltitle we can get the title of the pa,16563,it would be very nice feature for developers,independent
1631,16863,goto templa voila and create an textrecord ma,61076,currently the option predce load,independent
1632,49144,there is already canbeinterpretedasinteger ad,4499,formatting does not seem to clear at the botto,independent
1633,13239,hirnwere entering lots of event wich rep,38787,currently there is no method in php to do inst,independent
1634,36246,enhance file abstraction layer api byrn tin,91933,could we add the possibility to add the poster,independent
1635,90209,little suggestion if you think it is possibl,1300,add link to the groups click target is the,independent
1636,64561,currently we have three clear cache buttonsr,24324,the tcatree is great feature to build cate,independent
1637,58061,original issue created by,46740,theoretical it is possible to access the typos,independent
1638,35129,purposern to change datetime format from d,62612,show topbar dropdown menu on mousehover and n,independent
1639,84045,currently the class adminpanelview is one bi,41432,add the readmore element as selectable or not,independent
1640,3766,the realurl checkbox exclude from url shou,25223,imagine that particular fields of an irre chil,independent
1641,23360,currently message is shown to inform user th,38316,ok fiddled around for while but it seems,independent
1642,47378,had to rehack the whole confpy handling bu,45988,it seems the typoscript rnrequired,independent
1643,44357,this would allow for the frontpage to be re,4451,think it would be useful to add typoscrip,independent
1644,42615,hi therernrnim using your hook aftercom,2816,the abstract controller currently provides m,independent
1645,50262,think we should add keywords to the composer,12672,hi therernrnit would be great if one coul,independent
1646,44738,there are situation where the automatic valida,90264,the datepickerviewhelper in extform can rende,independent
1647,3145,it may be interesting to be able to use locali,16904,at the moment it is only possible to generate,independent
1648,649,tsvariable to set the pid where the feusers,3135,there are lots of javascript written inline w,independent
1649,1971,suggestion from ng,19276,it would be useful to be able to insert the wi,independent
1650,28783,when you create new file like controller mode,29418,would love to be able to redirect the standa,independent
1651,58908,currently the list view only shows only events,10169,bold view for new components when checkbutt,independent
1652,79910,currently be layouts records can be distinguis,11537,for normal content elements there is diff sh,independent
1653,59915,resizing images with imagemagickgraphicsmagic,32148,currently you need to resolve relations betwee,independent
1654,53850,should show single address instead of all ad,19438,let makeinstance test if an object implements,independent
1655,14222,thought it would be neat thing to make acc,5753,galleryalbum can be associated to userus,independent
1656,809,eine firma sollte mehreren landkreisen region,30548,write documentation to wiki to complete fluid,independent
1657,16138,dont know whether this is included in,70104,it would be tremendously helpful if the queryg,independent
1658,20171,css styled content fileupload uses stdwrap f,12773,were using the file check path to check,independent
1659,61108,it would be nice if your scriptmerger ext coul,82959,mine is suggestion for the next versions of,independent
1660,22424,we already have hook at the top of tst,14579,here is isset missingrnrnif thist,independent
1661,42034,its currently possible to use encapslines to,57763,formaction is already there in flow button vie,independent
1662,86394,in order to make browsers aware of changed res,9727,hi guysrnit would be wonderful to be able,independent
1663,41953,check the quota of each email account by,19315,maybe adding hooks to the other functions that,independent
1664,62757,core should be able to perform standard url ro,14631,in the be uses to topbutton for so,independent
1665,64566,hello therernrni recently experienced the,23325,felogin does not preserve urlparameter in the,independent
1666,3321,non existings tag should not be transfered to,8159,firefox got custom spellchecker which can ch,independent
1667,34743,introduce check if localconfphp is writeabl,19529,it should be possible to configure the workspa,independent
1668,60711,add input field for searching words in filter,43854,unfortunately the browser cant support multip,independent
1669,79207,remove code applicable only to cms lts,9058,request for an option to insert an url pointin,independent
1670,25697,this change creates an exception hierarchy for,79877,hey guysrnrni am using the drawitemhooks,independent
1671,22111,the current iconset contains several uglylook,37639,currently the resourcesbaseuri is assumed f,independent
1672,42378,there should be an option to add word document,47697,user must be able to save rdf rss and atom fe,independent
1673,51378,during site upgrade from to an otap,62880,remove confphp for extfilelist,independent
1674,23600,we have special usermanagement which runs un,33816,from dominique feyer based on,independent
1675,8949,regarding to,39028,instead of relying on system administrator to,independent
1676,47504,if the calendar base extension is configured t,57939,and adminer are online toolsrnrnit,independent
1677,49987,when new forge project is created git rep,58060,original issue created by,independent
1678,43193,the default filebackend does an expiration che,86394,in order to make browsers aware of changed res,independent
1679,13997,localized the plugin in french,52447,would be nice if images could be directly upl,independent
1680,16308,wraps are just about everywhere except in sel,69259,allow ext prefix in cssjs pathrnrnfbe,independent
1681,28353,imagine the wizard to create new record all,29301,this confused me to no end at first and cam,independent
1682,61323,currently the the label in ext conf template,1226,heyrnrnit would be really nice if the pac,independent
1683,49703,make release path configurable like deploym,42615,hi therernrnim using your hook aftercom,independent
1684,10983,hi it is me again rnrnone more thing t,7263,enable the stdwrap property for the select que,independent
1685,61313,oracle requires databases and fields to be max,8278,add field in the tca where someone can defi,independent
1686,31969,it would be nice if crophtml and crop could,26908,please add switch for disable enable sendi,independent
1687,84894,to be able to see those entries in log modul,12528,hy guysrnthe browser removes empty marker l,independent
1688,57754,sphinx comes with some predefined templates s,16926,as im using dont know whether thi,independent
1689,16707,the stupid behaviour of oracle to treat emptry,6866,please add plain text field in die backend i,independent
1690,58140,realy badly would like to see the ability t,64566,hello therernrni recently experienced the,independent
1691,36568,the fact that the filemonitor doesnt use its,33418,preserve microdata attributes itemscope item,independent
1692,5628,the german word list contains politically inco,45154,it would be nice to run task not only by cli,independent
1693,60630,upgrade extscheduler to modern code base,6254,implement manufacturers for products and addi,independent
1694,18326,although required means what it means sometim,43661,cloudflare rewards the management of multiple,independent
1695,41282,please create conference badges according to t,23636,we are using with the networkbased files,independent
1696,9037,have suggestion for new in array compa,82738,hirnrnwe had following pseudo codernr,independent
1697,20551,id like to have new property added to hmenu,5039,andselection for categories,independent
1698,1231,doctrines doctrine works,6137,the aop framework and some other parts of flow,independent
1699,37077,for that to work the following steps should be,40679,the asynchronous suggest wizard in tce forms l,independent
1700,32294,log backends could be lazily initialized on fi,46398,it would be great if the radius search could a,independent
1701,21685,the standard mail form doesnt allow to,90774,on some of our installations we use sys news q,independent
1702,31698,the cryptographyhashservice currently comes w,14592,modified the indexed search for layout free,independent
1703,792,vorschlagrnspeicherung des anmeldedatums de,19898,there are some possiblities to add wizard,independent
1704,16,instead of running whole testcases it should,70332,the extform frontend was rewritten thats co,independent
1705,961,move passwords between groups,31649,is feusermanagement already working with salte,independent
1706,50254,for some extensions it would be amazing to hav,24039,the current database api does not utilize the,independent
1707,42615,hi therernrnim using your hook aftercom,2915,tx ptlist genericdataaccessor is used to fetch,independent
1708,47877,with the old version of htmlarea and ty,92374,hirnrnthe page that is generated when som,independent
1709,42191,from nc staticfilecache documentationrnrnh,10398,wanted to hide table using the pagetsconf,independent
1710,93209,working with files and folders in fal is quite,28652,commands should be able to define an exit code,independent
1711,49166,would like to have an integration for the ex,65119,when database error or something similar occ,independent
1712,19458,this can be aimed for,11273,currently the linkchecker does not show intern,independent
1713,53890,the first upgrade wizard should be databas,15018,when adding custom tables to the page module v,independent
1714,73122,each content element has edit toolbar beneat,35883,drop extension configuration variable related,independent
1715,45128,after having sent the recommendation would,61178,please see attached diff,independent
1716,60454,in the paginate view helper will,6640,it would be interesting to have an implementat,independent
1717,15379,it would be nice if you can add an option to s,60522,if add custom records to the page module wit,independent
1718,20030,problemrnin most of the database reco,63037,an editor must be able to define cropping ar,independent
1719,2528,for firefox add title tag with the same co,718,currently the reflection doccommentpa,independent
1720,77277,sometimes it happens to get an error oops an,76817,feature generate xml sitemap would be help,independent
1721,34343,in issue caching for stdwrap was introd,27765,hi yohannrnrnis it possible to implement,independent
1722,90840,hello folksrnrnwhen using the new caching,3861,nothing more to say,independent
1723,90265,to promote the new events and to make i,41759,we need graphics for the upcoming release,independent
1724,52217,for checking my records from external api data,916,in some cases it might be useful to crate good,independent
1725,34949,create animated version of the key visual to,26759,it would be useful to be able to sort the down,independent
1726,707,hirnrnim testing the extension really de,12021,it always shows external link not reachable,independent
1727,16199,use of phpvalidation serversided instead o,44888,we had two problems with approval mailsrn,independent
1728,29008,patch for additonal sorting options,17066,the attached patch introduces the stdwrap func,independent
1729,3738,would be nice to have rollover effect on the,25046,the separation between be and fe is sometime a,independent
1730,54092,if an object implements jsonserializable inter,22931,problemrnat the moment there is no possibil,independent
1731,13563,implement an option to either only display pro,23288,implements hook into befuncfirstdoma,independent
1732,32055,it would be good to have hook in classtx sy,54196,to cope with the practice done by common css f,independent
1733,34548,the should be resizable and configura,15162,classtx indexedsearchphp function makeinfo,independent
1734,11603,if youre presenting different kinds of data i,8076,here are couple of important parameters fo,independent
1735,62030,upgradern browser foundation,80113,flinkpage does not resolve shortcutsrnr,independent
1736,23888,one part of the current typoscript tuning proc,3307,if you set the page to sysfolger or you use th,independent
1737,81427,when changing user usergroup rights the acco,77742,the page layout module already notifies the us,independent
1738,89836,consider this scenariornrn dev has local,11537,for normal content elements there is diff sh,independent
1739,79536,we dont need to have ougroups as documentati,67580,the change removes extjs livesearch and introd,independent
1740,24948,currently you manually have to check if there,63561,to complement the existing date and strftim,independent
1741,88138,we need middleware that transfers extbase fe,27085,it would be very nice to have jquery mobile in,independent
1742,92786,currently there is no possibility apart from,2247,classtx tagpack ajaxsearch serverphp seems t,independent
1743,3525,the translateviewhelper should be able to reso,62360,in case of migration you may want to purge,independent
1744,86844,you might previously have used pages with ty,29866,namern addressrn ziprn city,independent
1745,14617,the ext xinit twocolumns doesnt show any cont,37908,hirnrni have created skin for jqueryui w,independent
1746,13323,wrap inline js withrnfunction rnr,65808,search for language keys and translations with,independent
1747,67895,it seems to me that the option dce load schem,47701,the aministrator must be able to manage feed b,independent
1748,52485,search content has the formatrnrn zip pla,18976,while using the browse links wizard one always,independent
1749,9083,to be released with manual,45657,xing is quite important as social media in ger,independent
1750,19647,sometimes its necessary to call front end plug,15173,add new configoption conf varsbe,independent
1751,71038,the extensioncommandcontroller provides the,12756,you can render every image supported by tt con,independent
1752,42615,hi therernrnim using your hook aftercom,169,on some pages we have lot of big heading,independent
1753,49429,mein kunde hat den steuersatz direkt in einer,4482,there is an extension rscliem that has cli c,independent
1754,87670,the clear all caches button can be activated i,65303,for complex forms it would be helpful if pa,independent
1755,34177,to use resource with file operations one,19742,the old method has few issues that makes it,independent
1756,459,dependency injection works fine so far as long,66623,in case of content elements build with extbase,independent
1757,68218,lock all relevant records to be editing only b,5351,if we have solved dd reordering of con,independent
1758,23266,core lacks an goodlooking flag setrnrn,35198,dont hardcode the config array try this inst,independent
1759,4890,the childnodes should be visible in beovervie,12641,not only the title is linked to single view t,independent
1760,82008,ter extensionmanager should provide new at,38169,currently the content of meta tags page titl,independent
1761,35032,the new browser engine improve html templa,48400,cms backend has several spinners as anim,independent
1762,65479,the em hangs in the extensionmanagerexception,8346,set up realurl hook for providing an automat,independent
1763,84,abstract classes can not run standalone so th,9819,team discussion needed for the following quest,independent
1764,31948,the typoscript in to sometimes i,40414,provide new request engine based on curl w,independent
1765,3206,if use the crm for services there is no arti,65,currently the validation features reside in,independent
1766,89218,dear server teamrnrnfor implementing the,60355,sometimes it would be nice to also install th,independent
1767,73131,there are still some requests on ssl doe,24990,since the introduction of the spinning loader,independent
1768,52485,search content has the formatrnrn zip pla,69794,currently the memcachedbackend only supports,independent
1769,16209,now the mailform generate by radio such coder,1177,it would be nice to have searchform for the,independent
1770,11204,hy guysrnit would be wonderful if there is,39837,the webredirect currently expects an option u,independent
1771,41953,check the quota of each email account by,34486,the content element insert record got real,independent
1772,29672,currently there are lots of problems if scrip,21608,downloaded an install the with symlinks,independent
1773,85826,hellornrnit would be great if woul,7978,in an old version there must been all blog pos,independent
1774,49998,your extension is also designed for the extens,67851,in it was possible to set multiple,independent
1775,6762,sometimes it would be great to be able to bind,83509,the mail spam protection of email addresses in,independent
1776,36171,for the caption of an image the default max s,89162,in some cases it might be desirable to change,independent
1777,30941,hellorni think should be very useful search,8077,columndefinitionviewhelper doesnt yet honor c,independent
1778,67956,patrick did some great work,71314,are there plans to make this extension compati,independent
1779,54954,this extension has two problems with upcomming,72904,emits signal before resource storage was i,independent
1780,13014,set of tags should be allowed to modify html,50180,when enabled the indentation of the code an,independent
1781,762,write new module for mailing list integration,6247,add configuration option for the attribute alt,independent
1782,77486,there are some problems with version as,15412,problem the page title cant be styled relate,independent
1783,93210,hirnrnit would be great to add method i,88597,fluid templatingrnrncurrently various h,independent
1784,20202,heyrnrnthis is prerequisite for the ma,66260,at the moment it is not possible to mark typos,independent
1785,36693,to differentiate files with long file names i,19451,if you are an unexperienced user and the,independent
1786,16336,in the pages table in the database each rec,62766,when adding new images or files most authors,independent
1787,88842,the recently added canonical tag is generated,52252,hello rnrnit would be great if there woul,independent
1788,5285,enable modular checking by adding hook to th,53513,beta fresh install rnrni del,independent
1789,14933,show forgot password is only activated via fle,28794,hi therernrnin css styled content in rend,independent
1790,16735,cannot assign negative timestamps to the dat,17372,right now its not possible to use table alia,independent
1791,69292,deliver viewhelper for the indexed search sear,4668,sometimes it makes sense to stop validation af,independent
1792,3220,it provides the possibility to get full addres,35785,it would be great if the standard page module,independent
1793,14211,to me it seems that calculation and informatio,18226,it might be useful to users if they had the po,independent
1794,2441,currently method ishashupdateneeded returns,24894,it would be useful to have css classes added t,independent
1795,23841,my task was to copy data from media field of,29009,save favicons for urls domains,independent
1796,30951,it would be useful not to set default date f,6594,in fe would be nice,independent
1797,17741,approaching some improvements coming from the,1832,would be cool if doubleclick on polybord,independent
1798,45297,the extbase team want to start with document,83788,hirnrni use form in tca with the type,independent
1799,18887,there is no property alternativetemppath for,30807,pricing for goodiesrnregistration azrnno,independent
1800,19973,problemrnthe processing of getpost variabl,18702,discovered that tcemain does always checkup,independent
1801,3989,the package manager should generated the packa,41136,the functional testcase should provide regis,independent
1802,52072,the varnish ban and purge tasks have the port,89917,it is possible to set the access group of new,independent
1803,36,parameters and maybe some other parts are not,71281,it would be great feature if the extension,independent
1804,90213,typoscript allows to write conditions using st,51713,exceptions with long message are hard to rea,independent
1805,25137,the new ajax page tree extension has the featu,38954,to allow grouping of log records belonging to,independent
1806,36119,sometimes you dont want to show the controls,17611,have to use label userfunc with my extensi,independent
1807,46910,it seems that composer packages without autolo,26272,the class user has depend,independent
1808,26943,hirnrni found doctrine behavioral exten,13996,for better plugin localization added some,independent
1809,72189,for cms,32660,in order to encourage tdd we should create an,independent
1810,61953,hello danielrnwould be nice to have the pos,6432,simple typoscript configuration should be add,independent
1811,22216,within the record edit view at the top next to,75696,hits that are not to be fixed for the instanc,independent
1812,45103,the resourcepublisher does only have metho,71703,hey guysrnrnim falling accross some issu,independent
1813,3098,when use the template module and click on,43702,at the moment you can disable the inclusion of,independent
1814,69496,there used to be feature in indexed search w,27472,set the date of download record manually,independent
