Unnamed: 0,id1,req1,id2,req2,Type of dependency,Label
22686,479,would it be possible to have the add file fu,12072,d like to be able to filter projects based,independent,0
3520,4091,ve had and still have lot of users comin,3852,this is simple workflow thing not all users,relates,1
3345,4586,it would be really useful if we could export,6554,would be nice if there where possibility to,relates,1
35409,10670,currently the plugin directory allows users,12802,currently the email notification regarding an,independent,0
1561,12005,ability to hide field\r\n\r\nrelated to,15918,it should be possible to change the name or ev,relates,1
27838,2952,have been using redmine for little over mo,10129,we are looking for plugin or feature where use,independent,0
3631,6321,the installation and usage of plugins is curre,3866,create central repository for all redmine pl,relates,1
4915,739,currently in order to add note comment to,391,links using fragment uris to notes added by us,relates,1
27555,7627,seems like the version status could be expande,425,estimated time per issue/bug/feature would be,independent,0
8716,32311,issues filter issue\r\nstatement is,8434,please add,independent,0
21689,19629,great user experience feature would be to qu,2835,user on the redmine channel requests clicka,independent,0
17008,7986,am currently using and waiting for,266,would be great at least would meet my require,independent,0
4051,12912,following and extending while using the,2715,this was part of feature but the issue,relates,1
5134,401,add pdf export for wiki page \r\n\r\nuser ca,3261,when an issue is exported to pdf by using the,relates,1
19782,32123,wiki syntax quick reference covers most button,265,is it possible to textarea when type is stri,independent,0
17427,3796,dear all \r\n\r\nusers can create new issues,6188,it wold by important to me if where possible,independent,0
23629,23615,for projects with lots of users it may be time,410,ve been using pmwiki,independent,0
3129,15387,plz allow for hierarchical categories \r\nwh,5220,let me start out by saying that m quite impr,relates,1
4381,1853,trackers issue statuses workflow custom fie,1767,it would be nice if it becomes possible to con,relates,1
42556,8755,all concerned \r\n\r\ni am having trouble uplo,32240,you can add the files column to the issues,independent,0
31760,7972,ssl configuration for admin console regardless,1501,in an ideal world thie module could be enable,independent,0
947,16474,page navigation link being available in issues,12789,hi there \r\n\r\ni trying to give some ideas,relates,1
16927,14934,for example have boolean custom field the,23281,hope import and export some fields that prov,independent,0
19480,7950,in the overview page for given project it wo,19658,often we have need to build issue query to,independent,0
4495,8559,it would be nice if redmine could operate on,1561,am constantly juggling tasks to try and assi,relates,1
42543,11607,is there any plugin which enable ticket import,34431,i just got the dreaded of the filesystem,independent,0
39210,9413,now start and due dates of an issue are hard,14952,we try to use redmine to manage support cases,independent,0
28588,23524,as discussed in this thread,25140,currently the api only accepts two ways to au,independent,0
16760,6767,it would be great if there where view for is,2179,just like redmine permits themes that modify,independent,0
2055,8897,issues are sorted by id in the gantt chart \r\,14397,as of the issues in the gantt will be so,relates,1
12081,1930,it would be very useful to be able to add drop,5843,из «страницы категории товара» после выбора к,independent,0
1010,6719,could there be new custom field type be adde,15900,if there are attachments want to display in,relates,1
32300,9690,if you click on the link in the email notifica,9415,now only dependecies precedes and follows,independent,0
1305,18472,hello \r\ncurrently issue summary in mail ha,13307,today the start date and the due date doesn,relates,1
1241,13637,nice feature would be interesting to consider,13638,this feature extends issue filtering,relates,1
44714,3188,any body thinks about this \r\nit would be gre,2918,is it possible to search for file in all the,independent,0
4297,6538,am missing project as attribite for filterin,1963,if view all issues for parent project ca,relates,1
17913,27192,creating filter to exclude one particular na,17038,using redmine had struck many times while,independent,0
2176,2937,now issue can be assigned to every user that,8313,currently the assignee list shows every member,relates,1
21504,9182,add new class for admin schools,12013,redmine community is so keen on commenting iss,independent,0
4756,1086,permissions should be appliable per forum per,2636,it would be nice if redmine would support acls,relates,1
26915,34308,resolving pagination issue by adding pagesize,6516,زبان فارسی اضافه شد,independent,0
1133,14459,m very love in redmine on my work \r\n\r\ni,13419,redmine is are perfect instrument for develope,relates,1
42268,33302,currently it is combobox with options,13010,ask tracker/project which are the necessary fi,independent,0
29880,22474,it would be nice to be able to request the gan,5485,for recent events time indication relative,independent,0
2452,2034,if do \r\n pre \r\nselect login passwor,7411,this option would rely on cipher key stored,relates,1
6312,23882,would like to be able to forward or cc an em,21745,know there is plugin called attach image,independent,0
4027,3559,redmine has very nice web viewer for bazaar,2799,hi \r\n\r\ni don know if this is bug or,relates,1
47668,6396,some parts of the company work for have pr,12361,now done can be set manually or calculate,independent,0
858,17907,redmine is good for project management but no,29164,the function of redmine is flexible and it ca,relates,1
4253,2076,there should be an ability to set options for,1086,permissions should be appliable per forum per,relates,1
739,32085,currently those fields are displayed as texta,19903,would it be possible to get the textbox change,relates,1
30343,1064,ve been testing erubis in place of the regul,8338,the many of issues on redmine org lack good,independent,0
1783,10417,am looking for way to script project creat,13070,use init script that initialize my new proje,relates,1
24,33383,jquery is end of life and we should update,34337,note \r\n because the update can bre,relates,1
44879,3057,have plugin that adds additional blocks,14512,hello\r\n\r\ni am developing plugins and use,independent,0
44903,8669,if user has rolea with right to set status,19809,hi \r\n\r\ni want to hide favourite projects,independent,0
38604,6380,hi could you allow user to choose different,9927,some defective mail servers can handle m,independent,0
33904,4465,found this issue in version,7823,new custom field subproject and the possibi,independent,0
3846,3224,as project managers we are going to project,5920,recently started using redmine with many pro,relates,1
18382,23907,simply stating that certain relations would cr,4062,idea\r\n\r\nworking with wiki often thi,independent,0
35480,23828,am using rest api to get user list\r\n pre \,30014,in some use case scenarios like code merge,independent,0
36000,6426,instead of having to always use the controller,2354,like in streber we should have the ability to,independent,0
35968,5494,dear normally heading level for naming page,2238,think redmine can be more smart when not,independent,0
27942,31159,propose to add create and continue in the,9415,now only dependecies precedes and follows,independent,0
24974,26658,currently there is no way to filter the projec,4746,ve redmine installation integrated with sv,independent,0
1258,13585,background\r\n\r\nsub task as such is pr,6117,have been asked if it is possible to have su,relates,1
6327,9612,like scm diff view \r\n\r\n side by side png,31032,inherited roles of project members cannot be,independent,0
11470,740,with large wiki pages transforming can be qui,25924,at the redmine log when user delete issue ca,independent,0
508,7349,it should be possible to configure email notif,23565,we have need for project level notification,relates,1
4590,2048,create integrated code review module like at,1339,as described in the forum message th,relates,1
9329,28551,my problem \r\ni have some groups and about,10485,in gantt view there is no way to manage any is,independent,0
2847,6049,at my company we are maintaining quite lot,3640,the same as archiving project except it isn,relates,1
37293,548,hi \r\n\r\nredmine does great job concerning,484,is it possible to have the address updated via,independent,0
7262,5318,make the following actions one by one \r\n,9715,redmine already supports fixing issues which,independent,0
4935,2708,as of now am using redmine to monitor corpor,703,hi \r\ni think it would be nice to be able to,relates,1
10938,624,it now maybe we should set it,18717,in team everyone usally use the same fil,independent,0
13535,26737,have checked the redmine administration wind,8661,when add file on issue the mail notific,independent,0
31269,5306,currently redmine plugins are mixed with rail,466,as redmine is project tool for developers man,independent,0
25239,5015,je soumets quelques petits trucs à rajouter,29218,would like to lock wiki page using rest ap,independent,0
3318,436,hello philippe \r\n\r\ni will use this opportu,14392,this is great feature which can be imp,independent,0
27492,17620,hi every body \r\ni would like spent time fiel,4247,would like linking custom fields so that if,independent,0
13685,4914,esta es una prueba es español jejeje\r\n\r\n\r\n,24292,hi \r\n\r\ni currently have about tickets,independent,0
47937,27176,usecase \r\ni have lots of trackers each one,1749,in the select box to move an issue you have,independent,0
4805,6204,suggest to delete bookmark new issue fro,1003,the only way to currently add new issue is,relates,1
44162,581,quite frequently especially on preproduction,9283,assignees in projects think should have oppo,independent,0
1402,9710,there is feature we would really like to see,30796,hi guys \r\n\r\ni we are using redmine for our,independent,0
45275,12509,redmine provides way to customize the format,12678,testando redmine,independent,0
37997,3788,in the issue creation page if dropdown boxes,23119,hello \r\ni saw the list of hooks,independent,0
1994,9207,on some redmine installations the single redm,3224,as project managers we are going to project,relates,1
1736,10828,patch is intended to reduce the need for multi,6118,there doesn seem to be an option to use par,relates,1
37914,8810,the password in the database for connecting,495,from peter molenaar \r\n\r\n ability to edit/,independent,0
28050,1042,when using ldap on the fly user creation if,19843,ability to input/select exactly what page you,independent,0
1039,20497,as discussed in note currently html,15520,the well my world is moving towards markd,relates,1
41558,27355,hi all \r\n\r\nhow to provide custom acknowled,22146,\r\nhello need to activate some states when,independent,0
98,20903,is it possible the user to see the problem onl,3232,hello i´m new on redmine ruby etc \r\n\r\ni,independent,0
12919,2819,can get redmine theme with custom logo on,17742,under each project there is issue page where,independent,0
3303,1564,the pdf export of issues exports synthetic,4742,exporting to csv currently includes large nu,relates,1
3251,7590,guess it is usefull to make it possible that,4911,hello \r\n\r\nit would be nice if there would,relates,1
5035,524,currently users can only edit non custom field,7484,sometimes want to see the activity of my col,relates,1
46616,11866,wanted to have two instances of redmine and,20555,symptoms and how to reproduce \r\n\r\n,independent,0
34894,5038,it would be nice if there were some options fo,2659,there are few mailer method calls buried,independent,0
33409,311,allow the dynamic links not sure what the pro,21960,need redmine to send an email to specific,independent,0
3122,5228,see that can link to redmine users but on,4179,it would be nice to have some user links in,relates,1
2876,5901,after reading alexey skor forum post about,5977,suggest adding check status feature to red,relates,1
37280,12875,it is possible to link particular document/i,8916,when using context menue in issue see hint,independent,0
8234,5350,first thank you for such an awesome project,3055,when you move an issue and select to copy it,independent,0
4224,7246,mercurial has concept of branches inside the,2120,using redmine have problems linking with scm,relates,1
1375,12878,hi \r\n\r\nthe workflow system that is provide,559,here are some suggestions to enhance workflow,relates,1
352,26385,this is something that has come up in several,3568,as proposed in this forum thread message,relates,1
1225,9786,hi \r\nis there something new about this quest,13740,hello \r\n\r\nactually m using the last of,relates,1
15551,322,if documents should be removed and the wiki us,15701,following think it could be very,independent,0
43667,26128,hi all m trying to set up an email reminder,906,there is no info about how much results was fi,independent,0
26926,4929,or add version filter to issue report,21125,want to extend my previous issue abou,independent,0
8497,385,hi \r\n\r\nwe miss this feature really \r\nwou,31354,hi everyone \r\n\r\ni just wanted to sync my,independent,0
573,22915,this patch will allow to generate thumbnails,22481,if ghostscript is installed imagemagick is ab,relates,1
20194,3575,hi \r\n\r\ncurrently we re only able to diff,12815,maybe adding some customizable keywords to,independent,0
37372,19101,now we can see pager at the footer so we ha,33210,please create new category named filters,independent,0
942,16523,it is impossible so far to know what custom,16522,hi \r\n\r\nit is impossible so far to know whi,relates,1
22902,20903,is it possible the user to see the problem onl,292,it would be very useful if not necessary to,independent,0
14415,2986,for the issues assigned to me watched issu,542,think it would be great if there was an auto,independent,0
18494,12181,it would be very handy to include the attachme,21427,this patch adds the possibility to divide the,independent,0
812,18556,currently there is hard limit of only att,18555,was just notified by an employee of mine tha,relates,1
3201,5201,hello \r\n\r\ni hope to add description field,5026,hope to description field for status/role/tr,relates,1
2944,13708,we re using redmine for the moment as private,5794,custom fields can also be used to store urls,relates,1
46039,25082,when issue custom field of type float is,489,this modification is easy and enhances the in,independent,0
30528,511,am evaluating several of these programs righ,6675,two questions \r\n\r\nhow do change the mai,independent,0
17767,1087,if you remember the gpl drafts you know wha,10774,hi folks \r\n\r\ni have suggestion for how,independent,0
18393,1827,if you modify/comment an issue or wiki page,34042,hello \r\nis there way to list the number of,independent,0
19797,29993,when project added to archive it is hidden,286,it would be nice to have post commit script,independent,0
543,15902,currently the versions are not grouped accordi,23265,this pertains to the change applied in,relates,1
49512,12944,hello \r\n\r\ni have more users all are,11100,choosing edit in the versions list of pr,independent,0
23897,9251,наша задача разработка полноценного надежног,4044,for example found my personal data via googl,independent,0
444,24763,forcing ssl is important and some enterprise,3804,there should be global flag to indicate that,relates,1
2714,2117,when handling multiple projects with one redmi,6522,for convenience on installations with many pro,relates,1
18924,8916,when using context menue in issue see hint,12318,it now long time gone since last relea,independent,0
4556,7048,in current version am using now it,658,would love to see roadmap for redmine jus,independent,0
2560,7043,ve seen software like jira and whatever else,1800,it would be nice to have redmine assisting you,relates,1
17213,3012,am checking up redmine to change issue tra,31339,it would be nice if there is option where,independent,0
2036,9063,using log time and comments logging the dail,992,think two improvements can help lot \r\n,relates,1
2498,33602,the activity page already has feature to sho,7322,using would like to be able to,relates,1
24877,1751,called it as ezfaq plugin \r\n\r\n== ezfaq,15010,is it possible to admin setting list of keyw,independent,0
46828,1395,the search function should include usernames,579,hi \r\n\r\nwhen creating an issue there is th,independent,0
3693,31617,while the auto generated robots txt contains,3661,am having problem with redmine processes,relates,1
43474,33025,now years later this feature is in so,8928,there are much more wikipage in one projects,independent,0
9828,13619,just like this \r\nwhen change issue status,15914,it allows to hide sub projects level by level,independent,0
13731,2652,updated full ukrainian translation by me \r\n,6622,see redmine forum topics are flat,independent,0
17623,4814,not sure if this is huge problem or why man,28796,often use highlighting by asterisk when,independent,0
12035,4058,the wiki should be able to dynamically referen,23179,thought it would be helpful to have headin,independent,0
3718,3559,redmine has very nice web viewer for bazaar,2799,hi \r\n\r\ni don know if this is bug or,relates,1
7367,34003,if issues are grouped in custom query then,17116,currently there is an option in administration,independent,0
104,32302,think it will be useful to allow users to fi,31355,this patch aims to make the project jump box,relates,1
1635,11543,is it possible to modify one of the controller,1718,suggestion / request \r\n it would be gr,relates,1
24290,1574,in large projects you have multiple versions,15760,in applicationcontroller render error respond,independent,0
4976,8095,it would be good to let the text formatting be,617,any thought of using wysiwyg editing fckedito,relates,1
1542,12032,we frequently have meetings in our conference,10525,on small screens netnooks laptops the sideb,relates,1
2664,1973,there are many companies that have recurring,6715,hello \r\n\r\ni think about issue templates,relates,1
5197,8570,at the moment it is possible to define for ea,285,what about adding rbac to trackers one of th,relates,1
3506,4157,ease of use is key when having end users clie,15880,currently redmine has at least three differen,relates,1
18424,8215,plugins can be added to the global search by,2947,sometimes when working on large wiki pages,independent,0
1343,16410,have bunch of image attachments that inser,13072,hi there \r\n\r\nin several tickets my workmat,relates,1
4589,1342,similar to the approach used with my assigned,7956,if root project does not have defined versions,relates,1
3643,6477,hi \r\n\r\ni modified the redmine pm file in,31691,hi\r\nhow can change font type of text char,independent,0
4217,2181,think it would be interesting to see some mo,4864,some global statistics maybe even graphs abo,relates,1
1607,11757,adding support for the hdpi screens that are,24922,today many computers have high resolution dis,relates,1
5048,12223,as described in the topic \r\nit would be grea,493,hello all \r\n\r\njust wanted to say of,relates,1
2644,8192,category is not available as filer criteria,6793,because of the fact that the filter for catego,relates,1
14699,8387,hi there \r\n\r\ni would like to know if it is,1439,it would be nice if when referencing to cer,independent,0
3724,10021,would like an enhanced custom large text fie,3543,it would be helpful if long text custom fiel,relates,1
1352,550,hi \r\n\r\nexporting wiki pages html ou pdf,13051,this issue will be container link by refere,relates,1
2567,1459,global holidays calendar should be desirable,7011,customize your calendar holidays each member,relates,1
21147,34044,due to lack of attention extra/svn/redmine,10523,hey guys \r\n\r\ni really need an additional,independent,0
42488,2481,hello thanks for an excellent project managem,13010,ask tracker/project which are the necessary fi,independent,0
45101,5865,hi \r\n\r\nit would be cool if it were possibl,7147,test,independent,0
7504,341,hello \r\ni think the logic should be \r\n,26734,hi folks \r\n\r\nas m unable to add to an ex,independent,0
141,15786,hello \r\n\r\ni new to redmine right now,4816,when you use redmine to manage multiple projec,independent,0
1021,15838,when an update is received to an issue via ema,15837,when an email is received from valid user to,relates,1
3340,5987,on my redmine try to keep my redmine user,4602,hello \r\n\r\ni am sorry for bothering you aga,relates,1
2468,8479,it would be helpful to have some way to define,7360,it would be nice to be able to create defaul,relates,1
12621,1450,have noticed an issue with automatic reposit,16288,hi all \r\nare available to customize title at,independent,0
24742,6481,we would like to see an admin option to force,32801,requesting way of limiting the amount of pro,independent,0
799,18669,m using redmine wikis in my projects and a,18295,if you delete wiki page it removes the page,relates,1
22418,19640,hello \r\n\r\nit would be great to have feat,9046,dear sven\r\n\r\nit will be beneficial for fil,independent,0
21711,659,if you could query the calendar like this it,1573,it would be nice to have an option which sets,independent,0
16323,689,when setting up filter can filter for iss,7109,hi \r\n\r\ni want assign role for people while,independent,0
7422,6252,for multi level projects when filtering by,21465,while working on project there are developme,independent,0
14228,17668,hello \r\nbcc required becasuse the news entr,34566,currently it is possible to re title an issue,independent,0
27311,21639,recently had request from user of our re,23863,requisição cross origin bloqueada política,independent,0
10906,6480,the wiki page redmineinstall logger configur,18447,hi guys \r\n\r\nreferring to redminereceiving,independent,0
46814,32312,add configuration point to be able to disable,8774,the only way to have this symbol is to copy it,independent,0
4050,391,links using fragment uris to notes added by us,2715,this was part of feature but the issue,relates,1
37399,388,it is often helpful to see diff between vers,5483,subtask feature was implemented in \r\n,independent,0
1286,11988,think is better put the thumbnails and the,13429,our customers at planio thoug,relates,1
45184,3443,it would be great to have show user combo bo,31404,this feature could help the project management,independent,0
2212,8177,we have project that need unique counter,1712,my company wants to score issues on issue le,relates,1
21412,29824,this feature allows us to use user initials as,12521,redmine stable mysql \r\nmysql,independent,0
3196,23997,for issue custom fields one can already selec,5037,it would be nice to define some kind of view,relates,1
46178,498,restricting file size is good but projects so,4941,provision for categorized view of projects on,independent,0
305,27150,permissions infrastructure probably requires,27151,be able to designate groups as active or lo,relates,1
155,30429,as of redmine you can use languages,28671,am doing some seo cleanup for newlaborforum,independent,0
40363,8724,hi all \r\n\r\ni have suggestion for the re,33115,it could be very suitable to give read only ac,independent,0
1009,12886,would be useful thing to display as column,15900,if there are attachments want to display in,relates,1
3372,4511,having the nice user group feature in redmine,13513,hi there \r\n\r\nmaybe this could be good id,relates,1
503,23610,atm when copying an issue to an issue,10460,steps to repro copy an,relates,1
22630,20800,when listing time entries or getting time,13640,it would be very handy to have possibility to,independent,0
1753,28011,the maximum number of issues to be displayed,10713,in the user account setting add some configur,relates,1
3294,3299,write notes when moving issues most of the ti,4769,can change almost all attributes of an issue,relates,1
1437,24790,for consistency with and \r\n\r\,12598,we work with redmine using big workflows many,relates,1
20975,2854,created basic system to enable wiki templa,23641,it would be great to be able to set more than,independent,0
30810,1479,ability to export reports in time entries sect,28097,dear team \r\n\r\ni need to upgrade redmine,independent,0
16962,27770,implementation of srp in password transmission,32116,administration information \r\n\r\ndisplay,independent,0
23509,9441,has comment history for more reliable data,6787,think it would be extremely useful if users,independent,0
14484,15348,while editing roles there is checkbox calle,20069,want report to track the total time of the,independent,0
12967,27965,hi \r\n\r\ni am redmine scrum master and am,11366,will the plugin time tracker be updated to,independent,0
4587,3698,add html link to report like also available,596,please allow \r\n\r\n save custom queries for,independent,0
26267,3566,started this idea as comment on this featu,361,english is bigger than the united states it,independent,0
3417,1701,usecase production branches trunk\r\n,4403,in our way of working in our company when we,relates,1
23299,33018,currently we have image button in the wiki,34287,we have large amount of projects an selecti,independent,0
15605,10503,we have groups of employees specialised in dif,8352,test,independent,0
3188,5055,hi \r\n\r\nversion you downl,2209,didn like that images didn just load in,relates,1
6078,14928,would like to improve my bookmarks in my web,4111,my company uses basecamp for project managemen,independent,0
862,1757,hi jean philippe it is great feature that,17801,sometimes it happens that want to take act,relates,1
310,10267,it is powerful to be able to create date fie,27095,it would be really handy to pick up which cust,relates,1
1017,4929,or add version filter to issue report,959,there should be navigation button in parti,independent,0
1465,12388,it should be possible to see what changes had,12416,now when someone changes his comment in an is,relates,1
2570,6984,we using some plugins and now we have about,10718,if using some additional plugin with own proje,relates,1
4691,1179,it would be very helpful if text and long text,1358,it would be nice to have link to field in th,relates,1
1546,4707,following and it appears usefull,12005,ability to hide field\r\n\r\nrelated to,relates,1
26579,33583,use redmine in medical projects and ve cre,25358,the set up of roles their permissions and is,independent,0
2459,7402,it would be great to have access to all enumer,7180,now it is impossible to get the list of all av,relates,1
17603,12881,hi \r\n\r\nas we have several hundert projects,14943,currently there is no way to do disjoint se,independent,0
28979,8185,刚安装的redmine，但是登录总是提示用户名和密码错误。\r\n用管理员密码登录也不对，不,19652,rails team says if rails will be releas,independent,0
2953,5765,my suggestion would be add issue numbers that,3094,when the redmine had many projects and used fo,relates,1
129,33425,the attached patch adds an auto complete featu,30986,redmine has useful wiki macros such as child,relates,1
47647,32040,we use redmine with our ldap server the on th,18249,wanted to change elements of default my pag,independent,0
10444,503,passwords for user accounts in redmine are lim,352,d like an option on the new user page to sen,independent,0
3,34340,all projects are displayed in the tracker edit,6938,have few ideas to enhance the edit tracker,relates,1
3894,3976,it would be great feature to show/hide custo,3088,adding the option to hide this field to the,relates,1
3180,5073,we ve created new open source software commu,2340,ve had public issue tracker running mantis,relates,1
48600,13812,have user that wants to be notified when,31206,hi \r\n\r\nif the tracker is changed and the,independent,0
7996,3575,hi \r\n\r\ncurrently we re only able to diff,4628,hello \r\n\r\nin the process to upgrade our gf,independent,0
4634,1255,여러 작업자가 함께 협업해야 하는 이슈의 효과적인 관리를 위해서 mantis와 같이,1142,it would be nice to have cc list of people,relates,1
3526,7409,allow redmine links to reference documents ve,4052,in feature support for cross project re,relates,1
566,26422,hello \r\ni searched the doc and tried lot,22966,basically the same is when working with ticket,relates,1
3286,4805,it would be nice if the issue copy function ha,1739,sometimes submit an issue but down the roa,relates,1
29913,7481,the general idea is to be able to create proje,29683,hello \r\n\r\ni need to add time filter/column,independent,0
42581,10203,we have encountered problem where redmine ex,2603,couldn figure out if it was posible to cha,independent,0
16011,10343,m using redmine from almost two years often,11181,would be nice to have the log time link on,independent,0
4768,1051,reported issues list on my page view should,895,if you can add my tickets menu item just be,relates,1
20589,2873,suggest some helpder script so every,20952,hi \r\n\r\ni need ti know if we can use redmin,independent,0
39182,31304,hello \r\ni would like to hide the checkbox,11367,try to make redmine client working with remi,independent,0
13437,32821,m interested in the ability to turn off the,5165,is it possible to have special keyword to,independent,0
32555,12426,hi \r\nthere is no possibility to create tea,1760,hi tried mentioning this in irc but there,independent,0
2818,21524,can find any plugin for this feature \r\nb,15568,it would be very great if when make link,independent,0
28740,471,love redmine just have one major feature,6953,at the moment calendar block on my page displa,independent,0
478,26190,this feature is implemented in as part,24089,\r\nmany users of redmine allow access to at,relates,1
1366,12912,following and extending while using the,2715,this was part of feature but the issue,relates,1
14972,460,the svn integration is very nice something,3986,often get bugreport by email or by phone,independent,0
4039,2762,didn find any way to hide the list of chan,3988,in the revision browser it would be good to ha,relates,1
1356,6717,use case\r\n\r\nthe administrator of the,13016,it would be very nice if can configure cust,relates,1
3715,26385,this is something that has come up in several,3568,as proposed in this forum thread message,relates,1
19542,6787,think it would be extremely useful if users,1729,will be good for attaching an icon \r\n\r\nfor,independent,0
3466,4273,this feature request is based on forum topic,2799,hi \r\n\r\ni don know if this is bug or,relates,1
4386,25773,currently only boolean and list custom fields,1766,like the subject states timelog custom field,relates,1
17028,10886,with git you are encouraged to enter commit,6675,two questions \r\n\r\nhow do change the mai,independent,0
41124,10035,hello \r\n\r\ni have project with some sub,10073,is it possible to get redmine to send mail,independent,0
15961,1722,create way to do something like tags for,30801,data image is getting more and more use \r\nin,independent,0
596,22452,it would be very useful to display last issue,1474,this patch will add column to show the last,relates,1
27647,10884,presenting the tool redmine to anyone \r\n\,5030,have been using redmine downloading it as,independent,0
347,26465,inspired by thought that it would,29489,the attached patch adds an issue macro,relates,1
1545,5011,allow the admin to configure which fields appe,12005,ability to hide field\r\n\r\nrelated to,relates,1
1928,18966,is there anyway or future plans to enable th,9664,my redmine java api tests check that new iss,relates,1
4060,2687,for product planning and project management,1953,we have been using fogbugz,relates,1
863,11724,this feature caused major problems at,17747,this is proposal for changing visibility of,relates,1
3200,291,have seen in the documentation that you can,8258,if you collapse groups they always go back to,independent,0
35041,487,wouldn that be great idea to manage larg,7092,it would be useful if redmine administrator,independent,0
45393,5777,make everyone who is open redmine software ca,2857,currently the workflow on the activity view,independent,0
420,1011,as see lot of people voting for different ti,24946,with more than opened issues redmine its,relates,1
1299,13378,dear redmine team \r\nhow can add custom,5009,it could be usefull if there is check button,relates,1
2733,6417,eric it would be great if there was way to,8897,issues are sorted by id in the gantt chart \r\,relates,1
3295,4996,on movie issue page something like this \r\n\,4769,can change almost all attributes of an issue,relates,1
8051,14327,if there are no objections d like to change,33659,hi redmine \r\n\r\nhow can combine merged,independent,0
4856,13157,on my page there is no link below the spent ti,916,the recently added feature in is very,relates,1
45227,2800,m tempted to file this as defect but will,532,would like for members of my integration pro,independent,0
5705,9802,when user user her login domain and not th,1733,in our redmine site we like to be able to,independent,0
40433,6213,it is possible to define acronyms using textil,3071,problem \r\n\r\nwe want to position redmine in,independent,0
2545,7079,we want to show national holidays and sundays,1459,global holidays calendar should be desirable,relates,1
13472,26600,is there away to prevent certain users from ch,17201,as of redmine the group options appear,independent,0
19144,24078,when am running localhost/redmine on browser,17142,\r\nit is common particularly with java code,independent,0
3276,973,hey \r\n\r\ncurrently it seems the statuses an,4828,hi \r\n\r\ni tried playing around with work fl,relates,1
4873,867,m used to using these on trac and am missing,4179,it would be nice to have some user links in,relates,1
41629,33296,redmine load default data loads various kinds,21967,dear colleagues\r\ni use redmine not so long,independent,0
21223,20398,think it would be interesting to be able to,6360,adding title attributes to various important,independent,0
1499,19813,hello everyone \r\ni ve already post this on,12236,it will be very useful to have an option to ha,relates,1
3119,16098,would it be possible to enable following fea,5238,often happens that user creates new issue and,relates,1
842,1380,it would be fantastic if deleting issues only,18027,currently issue deleted are deleted \r,relates,1
39492,6526,sometimes an issues could includes more than,31354,hi everyone \r\n\r\ni just wanted to sync my,independent,0
1692,5430,first off great job on redmine the product,19131,some email clients will always send attachment,independent,0
17883,27380,request that the setting for whether an issue,23580,filters look bad in mobile version for vertica,independent,0
15986,17821,so far redmine only allows to show tracked is,16727,redmine ldap sync plugin has rake tasks which,independent,0
27982,6540,settings versions new version add version,1695,it would be nice to have vacation feature im,independent,0
857,17907,redmine is good for project management but no,21577,if the custom field type version is used the,relates,1
4069,2666,if the main project can see the activity of al,465,it would be really nice if issues of subpro,relates,1
109,31348,this patch adds tabs to switch between profile,31353,at the moment the top menu bar offers several,relates,1
10160,1137,add feature move project version up and down,9618,my application creates many issues in redmine,independent,0
27983,1345,bonjour \r\n\r\nil est intéressant interface,4974,users should be able to configure the currency,independent,0
41198,470,it would be nice is one could tag wiki conte,6480,the wiki page redmineinstall logger configur,independent,0
3009,5536,one of the biggest hurdles to wiki productivit,15880,currently redmine has at least three differen,relates,1
2689,6655,now see lot of projects in one page but,29482,the attached patch adds the existing query sys,relates,1
3687,3706,it already possible to fetch incoming emails,5573,it would be nice if user could assign an iss,relates,1
8015,26659,currently there is not way to list all the sub,25692,hi \r\nfor client we need to create quarterl,independent,0
843,6666,currently deleting issues from the system res,18027,currently issue deleted are deleted \r,relates,1
27811,27163,currently it states name updated days,3486,the default value of the file is is it po,independent,0
1710,10975,we have lot of issues to track and it would,17720,there appears to be no good way to filter by,relates,1
4443,284,the short version \r\n\r\nit would be great to,1675,as described in this forum post,relates,1
41435,5161,it would be useful to have feature/plugin th,3119,think this would give fairly decent view,independent,0
7282,2056,have observed little thing which might be,590,it would be good to have preview option wh,independent,0
365,4179,it would be nice to have some user links in,26127,this is continuation of the proposal initial,relates,1
49300,19999,when user tries to access issue which he,8875,have redmine installed on local virtual,independent,0
11615,12318,it now long time gone since last relea,13615,when displayed wiki page one can press histor,independent,0
1609,11724,this feature caused major problems at,5159,we currently have over employees in our,relates,1
2146,8447,specifically for long text custom fields wou,8417,\r\ni thought about an approach to make the,relates,1
5092,6964,we developed mental model how our roles gro,442,hi \r\n\r\nin project when having testers/r,relates,1
1050,7849,in different projects am using redmine with,15340,redmine could become much more powerful if it,relates,1
676,23215,currently we have the possibility to filter,21249,issues can have target version and other custo,relates,1
46375,14919,ruby openid,5512,am required to implement new issue traceke,independent,0
644,1308,if the user base is large it would be nice no,21662,my team used redmine over one year，now there,relates,1
16,33602,the activity page already has feature to sho,7322,using would like to be able to,relates,1
41113,6587,hello jp please block this spam user /users,9233,think nice feature are add inside the issu,independent,0
4546,1443,trac offers some really nice features in the,1311,it would be great if revision histories could,relates,1
29306,1240,it will be good to have possibility to change,6675,two questions \r\n\r\nhow do change the mai,independent,0
2057,8891,currently assigning group to project and,5542,we use redmine in corporate setting so we,relates,1
49044,17661,where can get the german portugal language,19975,is that way to have this chart on the pdf ex,independent,0
24894,5776,make in my page like in the mail usually\r\nth,6779,doesn seem to be possible to get projects,independent,0
2130,12666,having control over involvement in an issue is,8488,as requested by some people note,relates,1
21459,15817,there have been many occasions where updates,3101,very big problem occurs when main project has,independent,0
