Unnamed: 0,Unnamed: 0.1,id1,req1,id2,req2,Type of dependency,Label
3959,3959,18702,discovered that tcemain does always check/up,54295,seems the route is calculated from the first,independent,0
5607,5607,1206,get this extension compatible with other javas,4039,instead of providing full path to class in,independent,0
1234,1234,21753,it would be nice if db provides an api,21944,mysql dumps typically contain extended insert,relates,1
7175,7175,8989,m currently working on project where multi,22426,bring all plugins within de htmlarea namespace,independent,0
903,903,36015,see,36006,extension tt address has configuration varia,relates,1
365,365,67690,related is think about worth,67679,in fal image captions you can use links to pa,relates,1
7807,7807,19899,saw that indexed search already uses unzip,46078,same as subject the last version of twitter,independent,0
223,223,79403,rather extensive library of general purpose,79430,problem \r\ni am using the dataprocessor to,relates,1
171,171,82211,currently it possible to override form defin,84133,variants allow you to change properties of f,relates,1
8095,8095,15371,in feediting the creation of new records in ot,37381,setting up new installation of often mean,independent,0
529,529,57417,introduced the new responsive images whe,70965,it seems fluid styled content does not support,relates,1
9546,9546,36217,when using to create rest controllers,39622,requierjs is javascri,independent,0
7033,7033,46430,there should be more arguments parsed to the,25974,d like to see the possibility to automate in,independent,0
5017,5017,31007,the labels of types shown in frontend are curr,79505,currently it is not possible to simply extend,independent,0
979,979,61308,the extension tx form should allow using the,32594,specifies new attribute called placeh,relates,1
9307,9307,46274,there is no visual feedback while installing,92910,to allow shorter strings like g menuproces,independent,0
539,539,56744,currently the flow developer has to set sess,30378,it would be nice having proof cookie authent,relates,1
456,456,62830,the methods for moving and copying in,66514,currently with fal there is no possibility to,relates,1
750,750,44463,for me the documentation lacks in flow chart,35770,after registrating the user gets an email if,relates,1
2,2,93170,i would suggest to deprecate the following pag,93171,introduce fallback site configuration to be,relates,1
1394,1394,18749,tsconfig per content tt content is needed in,17299,doc core tsconfig tells us the syntax is as,relates,1
4826,4826,8983,make the backend wrapper of the original,16586,an displaycond in flexform affects only on fie,independent,0
375,375,92022,weeks numbers is missing in datetimepicker and,21145,using the following condition userfunc = use,independent,0
292,292,78931,actually ajax is used for hide/unhide or delet,72908,whenever one is going to activate buttone,relates,1
4838,4838,1589,by now you have to overwrite the get method,64842,problem \r\n\r\ni have relation from my model,independent,0
3117,3117,2875,there is still swfobject js file which is no,7263,enable the stdwrap property for the select que,independent,0
4361,4361,86160,as an integrator would like to have the pos,17798,currently there no possibility to execute,independent,0
1086,1086,27116,variables are declared only in the get signatu,27117,routes need an option to be limited to certain,relates,1
3491,3491,22164,currently it is not possible to define mm re,89216,psr http client is useful in generic mi,independent,0
844,844,38177,doctrine offers the so called lifecycle even,47228,the gedmo doctrine behavioral extensions depen,relates,1
2597,2597,6602,the basic idea behind after invocation handlin,1987,templateview should add view itself to con,independent,0
920,920,35243,in order to cleanly separate between the domai,33371,implement proper http support \r\n\r\nthis,relates,1
8192,8192,13710,from hemmer ch \r\n\r\ncurrently it not poss,8600,it would be nice to jump directly from one sin,independent,0
3932,3932,911,add change master password functionality,44495,would it will be possible to specify link to,independent,0
873,873,37372,when classes are extended inheritance should,37373,objects yaml should allow for adding and ove,relates,1
1639,1639,49388,old releases kept after switch should have,54693,ensure compatibility with x,independent,0
6257,6257,53959,potrzebny moduł realizacji potrzebny moduł,49101,you insert ce media on page \r\n\r\ngoto tab,independent,0
5181,5181,8464,it should be possible to write settings using,41282,please create conference badges according to,independent,0
533,533,57065,for easier usage the behaviour should be norm,5390,it would be really nice to have keyboard co,relates,1
576,576,53892,editing chapter and recompiling it takes lot,68840,benchmarks\r\n\r\nfull round trip from cl,relates,1
3615,3615,80190,ext form should ship the following profiles,2991,currently all tests are executed in order mos,independent,0
1127,1127,25049,if you use the wizard add feature in the tc,14669,it is not possible to make fields at edit pag,relates,1
3686,3686,70920,the typoscript configuration will need to be,14940,hi\r\ni made access control for individual ele,independent,0
8145,8145,29578,this can be achieved by storing these entities,28981,the autocompletion in the interactive shell mo,independent,0
933,933,78488,hey there \r\n\r\nis there solution for the,34288,when set an attribute rel= nofollow to the,relates,1
443,443,65325,this ticket is similar to my previous,63607,premise like the new interface of,relates,1
1461,1461,17678,to move ui elements around in the be ui it is,17867,we need menu to clear caches all caches pa,relates,1
2262,2262,86650,the fieldcontrols must be able to use requirejs,45798,default tca has the field media with an int,independent,0
627,627,51756,utility method should be added to dynamicall,51280,browser for references stored in any documen,relates,1
9889,9889,20597,currently there no possibility to trigger th,22051,missing the possibility to create an simple,independent,0
8025,8025,1527,deselect category list,46318,the current backendinterface and frontendinter,independent,0
4041,4041,50848,after hours of debugging thought this extens,8233,request \r\ni think this is not possible for,independent,0
369,369,63395,hallo \r\ni have created patch for media con,67455,the video tag has the possibility to add,relates,1
682,682,37919,videojs is included since as contr,48223,core currently ships \r\n\r\nfor compati,relates,1
188,188,80793,admins should be able to define password pol,51479,show somehow which user passwords are treatend,relates,1
5313,5313,11842,nice extension was wondering if it poss,75566,the tca field default has only the datatype,independent,0
9612,9612,19889,many sites set and have devipm,37750,customizable internal rss feeds,independent,0
1059,1059,28230,an implementation is already pending for,28095,currently it is not possible to get an has,relates,1
74,74,88947,this was an idea / feature request that was ma,89458,it is possible to add different url for manu,relates,1
8905,8905,13235,add the search suggest wizards to the flexform,28054,the caching framework php frontend can be used,independent,0
335,335,69863,as complicated as it is easy to say hollow ou,57446,tried to add rendering of partials from othe,relates,1
7580,7580,84622,description\r\n\r\nas an integrator it o,36835,record collection repository is lacking find,independent,0
10,10,80212,here a longer term idea proposal move all,92431,to be able to version the configuration and re,relates,1
1151,1151,92486,make usage of sys file collections easier by,29672,currently there are lot of problems if scrip,independent,0
205,205,33049,hi there \r\n\r\ni found some configuration in,77277,sometimes it happens to get an error oops an,independent,0
741,741,20305,currently clearcachecmd can only clear all ca,45090,currently there exists no direct way using typ,relates,1
1765,1765,6681,the path to the php binary should be configura,4426,distribution comes with an easy to use,relates,1
1235,1235,21928,for each record in the databse the list module,16061,like to give some be users the possibility,relates,1
49,49,89709,so im using now for few months and int,66608,the current element browser need support for,relates,1
1157,1157,23938,integrate new workspace module based on extjs\,23942,for the new workspaces module some functionali,relates,1
372,372,67333,it would be nice if placeholder could be ena,53406,if you need compact formular one possible wa,relates,1
438,438,64093,would be nice to have data provider for sche,4387,it be useful to have way to automatically,relates,1
8020,8020,85789,hi\r\n\r\ni have instance in which,14991,currently if you want to put something in the,independent,0
2764,2764,48570,hey \r\ni not sure if this option or somethi,15113,div plainmailencoded should return true,independent,0
88,88,87836,it should be possible to link to language ve,22113,sometimes it necessary to link to an explici,relates,1
129,129,85054,to replace the various viewhelpers throughout,84983,the core features two dedicated editrecordlink,relates,1
609,609,51933,usability and of viewpage module should be imp,51865,since the viewpage module shows sele,relates,1
5585,5585,66591,the function add images directory on ser,27041,hello \r\n\r\ni have two projects with the bro,independent,0
4270,4270,6993,it is possible to declare additional validatio,89557,implement incontext localizaton see,independent,0
1433,1433,17881,stdwrap is not possible for select where \r\ne,22338,by using markers and properly quoting and esca,relates,1
1429,1429,17900,it might be great that the individual fields,17436,offers the possibility to define fields,relates,1
6573,6573,66366,add new viewhelper that used the new renderi,7685,make it possible to trigger the impo,independent,0
315,315,85590,use case \r\nwe would like customize the csv,71321,when create task sql query and make,relates,1
6154,6154,17765,many extensions would benefit from the ability,23790,it would be great to have hook inside the fu,independent,0
8791,8791,2602,to save even more typing while developing co,8997,use editlock in the ext tables php to restri,independent,0
1044,1044,28302,in the frame of the ble project,28363,in the frame of the ble project it has been de,relates,1
1119,1119,25337,as we target php for core shoul,27490,should support the concept of vendor nam,relates,1
790,790,40957,it is possible to make an instance of dce us,40889,hi \r\n\r\ni needed one ce to be loaded via ty,relates,1
955,955,25358,be clear cache function does not clear exter,18842,the unit labels in row who show the amount of,independent,0
3914,3914,76062,hi \r\n\r\nplz add the freecap js data not via,22381,feature request \r\n\r\nsometimes it is neces,independent,0
1336,1336,1101,it would be great if we could have list of,43029,add an option to switch off the flush behaviou,independent,0
371,371,67339,as the checkbox in the admin panel is gone th,54805,sometimes it is useful to have look at the,relates,1
3197,3197,3099,this feature request is based on the discussio,13751,the markers text first and text last,independent,0
795,795,19280,problem \r\nup until now if you want to do h,36783,the file/folder name filter methods now get an,independent,0
1180,1180,20167,the backend can be locked down for maintenance,23464,the error screens like the current username,relates,1
654,654,49988,flow has the notion of applicationcontext whic,39441,what is your opinion about introducing,relates,1
1705,1705,7720,locale detection can be done in web applicatio,6724,hi \r\n\r\n first sorry for my bad english,relates,1
1610,1610,15092,at the list module extended view the are lo,15074,it would be great if one could also change the,relates,1
537,537,55831,what d really love is something like this to,56744,currently the flow developer has to set sess,relates,1
1260,1260,21144,the use of ext autoload php files was once sup,25337,as we target php for core shoul,relates,1
8577,8577,78122,current situation comment plugins is attach,1187,would be great if magento pages could use typo,independent,0
331,331,69863,as complicated as it is easy to say hollow ou,70036,in extbase have scenario where have to,relates,1
5389,5389,5351,if we have solved d reordering of con,92596,it happens to be that in the cols an,independent,0
261,261,21661,add an option to blacklist ips for configura,75987,our current brute force protection is non exis,relates,1
1245,1245,21662,currently there is no way to controll concuren,18783,it would be great if two persons with differ,relates,1
6090,6090,17267,for extending stdwrap getdata and cobjgetsing,41900,currently if two packages define the same psr,independent,0
5147,5147,31019,currently flashmessages / renders the flas,8405,for now you only check if sessionvalue equals,independent,0
8635,8635,75919,right now it more or less hardcoded in jobco,81631,foreign match fields are really useful to diff,independent,0
7678,7678,6668,caretaker is already storing node role address,69397,it would be cool to have backend module with,independent,0
9647,9647,17611,have to use label userfunc with my extensi,31896,the surf release job should register the creat,independent,0
4153,4153,52694,devlog is deprecated use logging api instead,21266,when dealing with timestamps in ts that are st,independent,0
278,278,89582,motivation \r\ncurrently there is being some,73665,hey guys \r\n\r\ni want to suggest new featu,relates,1
1230,1230,12798,hi \r\n\r\nas redmine describes in their websi,1112,should be multi language enabled \r\n\r\n,independent,0
4618,4618,48340,if someone has global sphinx install it sho,5586,hi \r\n\r\nit possible to add new option for,independent,0
485,485,76433,hi \r\n\r\nhaving enabled categories tab in ba,60553,please add categories palette from,relates,1
513,513,90615,it is already possible to add attachments to,78723,improve the column configuration validator to,independent,0
6150,6150,92322,hi there is there plan to release this plug,11697,hi ll \r\n\r\ni have see that the extensio,independent,0
3054,3054,11004,first draft of manual,90985,as reviewer it is important to get quick,independent,0
1613,1613,15140,when change page alias have to find,15043,right now if page is deleted inside your sit,relates,1
1748,1748,69351,when configuring link target in the elementb,5341,some users simple redactors don know what,relates,1
612,612,48829,it would be really cool to override cross link,51875,use case is as follows \r\n\r\n document is,relates,1
6044,6044,2182,some options should be defined to exclude some,15762,feature asked for creation of multiple pageco,independent,0
3212,3212,2870,there should be readme with the basic inform,7381,support gifbuilder image configs allowing the,independent,0
1742,1742,5750,have to test other file manipulation methods,5785,streaming of downloads has the advantage that,relates,1
33,33,87856,lts and require swiftmailer with,90370,use egulias/email validator for email valida,relates,1
1057,1057,28258,curl allows \r\ncurlopt proxytype \teither cur,59326,hello there \r\n\r\ni like to address matt,relates,1
6631,6631,30228,there has to be defined way of notifying oth,9508,add translation modes mode in tca to fie,independent,0
166,166,55638,it would be nice if the form extension also us,3852,the class sho,independent,0
788,788,41297,currently it not possible to extend the \typ,37372,when classes are extended inheritance should,relates,1
6629,6629,2476,would be cool to have this small help context,4928,spend some hours investigating why can not,independent,0
7073,7073,14571,created few paragraphs of text with severa,55638,it would be nice if the form extension also us,independent,0
939,939,27750,adding memory storage adapter would ease usi,3251,the sav library extension generator generates,independent,0
3541,3541,71470,upload file extract everything using each,87525,hi \r\nit would be great to be able to add p,independent,0
337,337,69789,if use include typoscript source= file ext,16525,pre include typoscript source= file filead,relates,1
317,317,71112,adding placeholder attribute to the formengi,61308,the extension tx form should allow using the,relates,1
6142,6142,28613,adds some minor modifications for restructurin,48635,page id of fe user records could be list of,independent,0
461,461,61799,currently cms has no easy/working way fo,53421,youtube video urls in the media element are re,relates,1
809,809,39870,it would be great if you can configure alterna,33487,this could be considered as discussion and,relates,1
4106,4106,3487,this is need to resolve,60596,logged in frontend users should be able to add,independent,0
384,384,66532,state \r\nit is already possible to schedule,44297,something like this would be nice \r\n\r\n htt,relates,1
3779,3779,87889,add possibility to modify admin url,42065,hello \r\nan useful feature could be to filter,independent,0
4746,4746,41713,currently the tca config property localizerefe,90930,for our reviewers it is important to have qu,independent,0
1264,1264,20929,related to \r\n,19724,the size of the element browser popup window,relates,1
306,306,72049,my suggestion for,71697,is repeatedly referred to as enterpric,relates,1
1736,1736,6008,when resource object is discarded the relat,342,the mvc framework needs to support file / mult,relates,1
915,915,37373,objects yaml should allow for adding and ove,35354,currently afaik the only option to set va,relates,1
8094,8094,47647,by slightly modifying the sources of sphinx,30803,must contain \r\n introduction\r\n room plan,independent,0
298,298,6394,the attached patch allows to display different,72529,fal allows files and folders to be restricted,relates,1
5251,5251,83315,if you ve scrolled down long list of tables,47375,add jquery \r\n\r\nalert the support for,independent,0
5483,5483,9947,we need install tool migration script to hel,1065,im telefonbuch hat ein kunde die möglichkeit,independent,0
1247,1247,21659,currently there is no way to configure minim,37800,would like to see hook added for checking,relates,1
72,72,91080,in older versions it is possible to defi,89102,there will be site wide settings available th,relates,1
1194,1194,23094,have added two new fields to fe users table,20530,well know you can easily add this column by,relates,1
1728,1728,6394,the attached patch allows to display different,72529,fal allows files and folders to be restricted,relates,1
9905,9905,32275,in addition to smtp php mail and local file,52486,integrate the radial search umkreissuche int,independent,0
1202,1202,31754,changed content element has nice detail su,52446,nice to have options of the radius box should,independent,0
174,174,62718,the result of an indexed search search shows,82070,the search result has path with the pagetree,relates,1
783,783,39870,it would be great if you can configure alterna,42176,currently the resolution of view class and,relates,1
577,577,33773,nested event listeners might fire unneeded amo,29513,at the moment any language may be used for fr,independent,0
8078,8078,84,abstract classes can not run standalone so th,11,currently each component must be configured in,independent,0
1557,1557,16034,maybe dbal could provide table prefixing eg,33136,hello guys \r\n\r\nduring my work for ext piwi,relates,1
6172,6172,20093,will need hook for displaying differently,334,sometimes have fields in the issue search fo,independent,0
433,433,64372,for website with users from the other side,61110,johannes feustel \r\n as an editor and as d,relates,1
42,42,89979,afaik such method does not exist \r\n\r\n\r,22985,sometimes need locate page in page tree by,relates,1
1320,1320,20445,as the expall menu property is now going throu,19685,problem currently expall lacks stdwrap proper,relates,1
712,712,46063,extend persistedusernamepasswordprovider wit,30378,it would be nice having proof cookie authent,relates,1
740,740,35800,currently on lot of places only div without,27803,here is patch to add div getfileabsfi,independent,0
691,691,39788,very basic requirement for most registration,47191,in my rfc proposed notexistsvalidat,relates,1
6504,6504,16063,when big magic images are inserted into the,16438,the following behaviour comes very close to,independent,0
5138,5138,36172,umbrelle issue for cleanup and update\r\n\r\nn,77939,year ago asked for the replyto field no,independent,0
3123,3123,78904,if respectwordboundaries = true and language =,92322,hi there is there plan to release this plug,independent,0
1635,1635,25049,if you use the wizard add feature in the tc,14669,it is not possible to make fields at edit pag,relates,1
6171,6171,5704,the pagetree should have options to filter the,67451,from my point of view ke yac should enable,independent,0
34,34,78036,if you rename folder in the filelist and hav,90325,prerequisits most likely,relates,1
1030,1030,28627,everyday we need to put description between in,28388,integrate trunk of form project into trunk as,relates,1
9961,9961,24015,extension setup assumes that any csh specified,67574,in order to gain quick overview display onlin,independent,0
723,723,29756,although xclass is not always the smartest way,84582,scenario \r,independent,0
646,646,34342,it quite some work to add like alternativ,50319,domain handling could be improved and simplifi,relates,1
7376,7376,30428,it should be possible to have two instances of,795,you are able to subscribe to the issue feed,independent,0
1422,1422,18039,throughout discussion in core list integrate,17825,this is new extension as rewrite and impro,relates,1
5245,5245,14579,here is isset missing \r\n\r\nif this,79530,the following should be possible\r\n\r\n save,independent,0
1458,1458,17678,to move ui elements around in the be ui it is,17680,currently the menu in the left frame uses pa,relates,1
562,562,54654,the confirmation page button button label an,69176,currently it not possible anymore to change,relates,1
332,332,16403,it would be great if there is way to write,46462,am currently writing uniquenessvalidator,independent,0
6554,6554,81409,at the moment\r\nlogin timedout\r\nrsa publick,33414,it would be great if you could add an option,independent,0
2898,2898,80092,my current problem \r\n\r\ncontinually enhan,60003,currently the viewhelper form password doesn,independent,0
1386,1386,4505,when you access file on svn org you,54024,create chef recipe\r\n create hubot script\,independent,0
1297,1297,17854,currently you can only place real images int,20284,the multimedia ce is bit outdated and doesn,relates,1
1051,1051,56269,within cms it is not possible for th,28299,this hook enables you to modify the hash base,relates,1
2372,2372,45127,the labels for the mail address are named \r\n,76107,fluid allows the usage of interceptors like,independent,0
7008,7008,43052,introduce utility class for several naming,41002,it would be nice if you could insert more tha,independent,0
7256,7256,78691,feature request \r\nhave link to approve c,67236,it would be great if the striptags viewhelper,independent,0
5136,5136,92042,hi \r\n\r\nto extend the site language with an,42025,provide uri type converter that converts str,independent,0
3386,3386,2281,for large images it could be useful to scale,58143,writing mails by hand is not good use,independent,0
3293,3293,83749,from the screenshots and the cms code couldn,16403,it would be great if there is way to write,independent,0
5191,5191,80467,hi \r\nit would be nice to use bootsrap tabs,27710,it would be very helpful to have func,independent,0
3509,3509,30144,add basic realurl conf php to documentation,49969,just recently used your extension once and,independent,0
1711,1711,7216,m currently putting an package tog,4426,distribution comes with an easy to use,relates,1
805,805,50102,adding zepto js could it be good idea \r\n,10539,cldr uses concept of locale inheritance,independent,0
281,281,74531,hi after having problems to clear the cache,8785,think it would be cool if we could convince,independent,0
1337,1337,33774,atm ajaxifyed form will by default load the,10374,it would be great to be able to retrieve the,independent,0
1010,1010,30271,problem \r\ncurrently password transmission an,20382,problem currently backend and frontend login,relates,1
1206,1206,84584,settings influencing page rendering should,22564,previewing of group limited content only works,relates,1
7123,7123,71864,is it possible to add signal on login sucess,35387,the current implementation of,independent,0
1110,1110,25338,this bug entry serves as an umbrella for sched,25343,often customer databases are filled up with lo,relates,1
4793,4793,57082,currently every extension needs to implement,17529,it would be very nice to have the act items by,independent,0
9535,9535,14594,d like to hide the table operations bar and,37268,the patch introduces shutdown method to the,independent,0
1411,1411,18239,this patch request contains functions for,16786,because there are some plugins enabled to let,relates,1
1396,1396,18595,this feature see attached patch depends on,17568,in the web page columns view each tt content,relates,1
1837,1837,61505,right now there is no chance to create new dir,67956,patrick did some great work,independent,0
842,842,17406,initial situation \r\ni have menu point in,38185,in feature the suggestion is to use,relates,1
8427,8427,17901,currentlly the function has only morewherecla,762,write new module for mailing list integration,independent,0
75,75,88908,\r\nwhen you modify the ctype of content ele,76925,when create new tt content entry using the,relates,1
9368,9368,73241,in customer project with extensive use of wo,82704,the readonly and required attributes are,independent,0
740,740,45282,currently flow relies on session to be activ,45100,for ajax rest and other requests the default,relates,1
1794,1794,1677,to retrieve one single object from repositor,2603,the base repository should provide some magic,relates,1
941,941,34028,there is already functionality in place to fet,34027,apply default ordering based on the order in,relates,1
1332,1332,2567,change layout and interface to fit hci suggest,61106,hi \r\n\r\nis there way to auto insert metad,independent,0
190,190,80793,admins should be able to define password pol,87299,enhance functionality concerning passwor,relates,1
1171,1171,9948,stageid for ready for publish needs to be ch,55279,right now lvmobile does not install in,independent,0
7504,7504,26262,when use page includecss my css files are in,46110,add an tsconfig option to disable csv and,independent,0
4735,4735,12367,naja bei csv kannst du halt nicht viel pa,66077,in several places alerts flashmessages are,independent,0
656,656,69863,as complicated as it is easy to say hollow ou,49903,the information around an error templating ta,relates,1
910,910,61171,this change,35748,all elements in can have any number of,relates,1
1176,1176,23519,the title says all which is to say\n\n\n\nthe,24813,selicons are missing for the flag selector box,relates,1
141,141,84775,the hmenu should be extended to support the au,84650,introduce new language menu processor which,relates,1
475,475,61171,this change,35748,all elements in can have any number of,relates,1
1058,1058,28230,an implementation is already pending for,26786,the current accountfactory uses the generates,relates,1
8848,8848,37153,in frotend only shown nice names like welcome,803,with feature in extension ttnewscache ther,independent,0
566,566,54600,when building rest service that uses the pat,45293,parsing of body arguments g xml json cur,relates,1
29,29,90478,hi \r\n\r\ni would like to make suggestion,90298,the user information in the beuser module is,relates,1
1325,1325,20709,hi \r\n\r\nplease add the serbian flag in the,19627,hi \r\n\r\nthe faroese flag is missing from th,relates,1
3210,3210,87028,it is currently not possible to do the followi,57237,tsref,independent,0
509,509,4323,finish it,3579,per calendar view it should be possible to co,independent,0
1154,1154,24009,in an attempt to bring self monitoring to typo,24572,task has been introduced to execute the syst,relates,1
7344,7344,15715,may plugins are using css default style to in,47057,usability is something that attracts new users,independent,0
7749,7749,30594,this will require changes to \r\n extension,21608,downloaded an install the with symlinks,independent,0
1095,1095,28230,an implementation is already pending for,26786,the current accountfactory uses the generates,relates,1
947,947,24994,now befunc getflexformds supports point,13736,adding the possibility to create new keys in,independent,0
5760,5760,3984,hi \r\n\r\nit will be really nice if in the,14580,extending the table function so that the user,independent,0
1042,1042,62023,this is primarily intended to be used with,28382,instead of evaluating google analytics code ri,relates,1
880,880,63395,hallo \r\ni have created patch for media con,37073,hi \r\n\r\ni was playing around with the new,relates,1
1543,1543,36693,to differentiate files with long file names,34099,inspired by tolleiv post it be great to,independent,0
8326,8326,16947,the word splitter uses currrently homegrown,19345,it would be great to have hook in functions,independent,0
2060,2060,38752,when editing record in tceforms each field,65401,google adds more and more mobile friendlyness,independent,0
2271,2271,27637,any valueobject should have the readonly attr,23259,this feature request unifies the two menu item,independent,0
7880,7880,19405,some cleanup is required in the rte fe plugin,73089,hi\r\nlooking for some htaccess code to impro,independent,0
1228,1228,22245,as we have an rsaauth library now and servic,50613,to enhanced the security change install tool,relates,1
791,791,40857,currently fluid throws nice exception when,39423,it should be possible to render certain except,relates,1
1170,1170,64764,hi \r\n\r\nthe current system to browse record,23631,hi team \r\n\r\nno pagination available on htt,relates,1
4479,4479,54693,ensure compatibility with x,3623,we should have at least the following \r\n\r\n,independent,0
1151,1151,24010,as part of the self monitoring core need,24572,task has been introduced to execute the syst,relates,1
747,747,41254,fieldnames with dot in flexform needed for ext,157,the subversion passwords of forge users should,independent,0
927,927,50138,sometimes plugins felogin are in the same pa,34597,if there are two login forms on page usecas,relates,1
32,32,90374,creating new file reference in frontend cont,88833,related to,relates,1
4521,4521,20224,if the title of an element was cut off due to,87539,want to output the field labels and values,independent,0
2040,2040,37551,it nice to have the opportunity to send ma,21014,at least there will be field to attach sub,independent,0
1017,1017,10993,memory limit exhausted fehler beim laden ein,50652,add method in shellcommandservice to replace,independent,0
4398,4398,23309,hook in formmail would be nice as it,80467,hi \r\nit would be nice to use bootsrap tabs,independent,0
35,35,1830,hi martin \r\n\r\ni appreciate to see modi,89076,hi \r\n\r\ncan you please add translation fo,independent,0
9674,9674,61649,was just trying around how one could make,13206,add facilities \r\n\r\n controllers \r\n\r\n,independent,0
8904,8904,44695,it would be nice to add/delete labels in the,88398,would be nice to have easy configurable menu,independent,0
932,932,34288,when set an attribute rel= nofollow to the,75165,hi all \r\n\r\nwhen setting links via rte li,relates,1
334,334,69863,as complicated as it is easy to say hollow ou,55660,hello \r\nit not possible to use arrays in,relates,1
1699,1699,49500,it would be nice to be able to set an option,10078,the english locallang files shipped with the,independent,0
265,265,1906,actually an id of formelement in mailform is,20187,is there possibility to check the click enla,independent,0
7693,7693,79521,when validating input fields of the formengine,56639,as talked about on flow mailing list thread,independent,0
1159,1159,24037,problem \r\n install script edit point token,23911,currently install lacks way to store,relates,1
6895,6895,10539,cldr uses concept of locale inheritance,5234,problem \r\ncurrently the challange is to avoi,independent,0
218,218,66620,wrote viewhelper for fe edit it would be,79633,add new frontend editing extension that adds,relates,1
6255,6255,8997,use editlock in the ext tables php to restri,69543,now we got the rendererregistry with the video,independent,0
1454,1454,17763,htmlarea rte has been using its own handling,17714,it should be possible to add plugin to htmla,relates,1
892,892,36564,the tagging features of the file backend are,36563,the tagging features of the file backend are,relates,1
5856,5856,23655,if you try to map record icons on complex reco,2874,need the possibility to display some text de,independent,0
1672,1672,43477,if you unpack the dummy package in blank vho,11771,what do you think of checking for write permis,relates,1
1491,1491,87091,currently the installtool is only in english,17274,they should be moved to one of standard langua,relates,1
1746,1746,57065,for easier usage the behaviour should be norm,5390,it would be really nice to have keyboard co,relates,1
9101,9101,36219,performance could suffer from the load caused,54774,hi \r\n\r\nthe current version support,independent,0
753,753,44256,it might be great to be able to create content,43832,it would be great if session could be tagged,relates,1
975,975,32855,move add user icon in beusers backend module,32753,in our case we run view big installati,relates,1
647,647,50138,sometimes plugins felogin are in the same pa,34597,if there are two login forms on page usecas,relates,1
30,30,90826,since the comparing of be user records,90478,hi \r\n\r\ni would like to make suggestion,relates,1
8236,8236,24073,the following patch was committed to trunk rev,4446,backport of trunk changeset,independent,0
1543,1543,16444,adds the two fields crdate and cruser id to th,16445,the workspace view of by default only of,relates,1
1722,1722,6681,the path to the php binary should be configura,4469,currently provides command line interf,relates,1
923,923,37402,currently quite some work is required in order,35243,in order to cleanly separate between the domai,relates,1
5357,5357,61903,over the last year several extensions appeare,27354,at present there is no possibility to declare,independent,0
7225,7225,39007,tried to figure out if there is any hook tha,80379,italian translation patch for mw keywordlist,independent,0
280,280,74500,keep backend preview templates feature but do,73597,want to display not entries on section,relates,1
116,116,86495,when the slug changes for example because one,86937,situation \r\n\r\n did fresh install,relates,1
1799,1799,2110,the object framework should support custom fac,2109,currently it is not possible to pass construc,relates,1
1548,1548,16340,the rte configuraion or is this an issue for,20555,only say parsefunc as m not sure where thi,relates,1
1335,1335,19497,the extmgm api provides methods to add,19512,with div trimexplode it not possible,relates,1
1809,1809,11842,nice extension was wondering if it poss,22902,import / export doesn allow you to export fi,independent,0
6472,6472,22067,with the mode you can control how hand,54300,hi all \r\n\r\nif rsa is installed everything,independent,0
1319,1319,20929,related to \r\n,19724,the size of the element browser popup window,relates,1
55,55,89556,once the integration is done and stable backp,89526,to let people experience the new translation,relates,1
6752,6752,72452,add setting for template layout to use diffe,65630,g for date of birth use date instead of,independent,0
856,856,23747,when retrieving information from url it is,83119,since there is field sys file metadata copyr,independent,0
7024,7024,14639,until now is impossible to divide standard and,31016,we have translations for indexed search in,independent,0
698,698,46734,it would be more safe when all class names get,46735,it is difficult to eliminate unwanted br tag,relates,1
7848,7848,19742,the old method has few issues that makes it,17681,would be nice to have the wrapitemandsub for,independent,0
9448,9448,9534,it would be cool to have possibilty to get,17514,it would be great if we could configure the,independent,0
5661,5661,35800,currently on lot of places only div without,36811,hello friends \r\n\r\non,independent,0
8660,8660,41758,this is the parent task that should gather all,71070,hello xavier \r\n\r\nthe extension works well,independent,0
7374,7374,14358,have two install version of two systems\r\n\,79910,currently be layouts records can be distinguis,independent,0
1064,1064,28230,an implementation is already pending for,28095,currently it is not possible to get an has,relates,1
7809,7809,12739,in list views the table may be sorted by hitti,2659,if we have more than one site in the system,independent,0
1140,1140,24037,problem \r\n install script edit point token,23911,currently install lacks way to store,relates,1
495,495,59502,hello \r\n\r\nwe are still sitting on but,29342,having system with thousands of pages makes,relates,1
1503,1503,37776,would be great if all if constructs would be,27008,the table field with the found url should be,independent,0
4094,4094,29175,create an ignorelist feature for ignoring fail,20403,we often need to read associative arrays from,independent,0
1779,1779,3581,we need concept and implementation for flush,3649,usually when upgrading from one version,relates,1
1376,1376,17720,div resolvebackpath resolves / in,12813,hy guys \r\ni extend the brower with hook fo,independent,0
1424,1424,17979,implement rfc also for inline relationa,17970,hey all \r\n\r\nthis is first step into cons,relates,1
2247,2247,91032,en \r\n\r\nhello \r\n\r\ni hope to find here,45688,remove charset conversion scripts \r\n\r\nremo,independent,0
466,466,61594,page not found\r\n\r\nreason request paramete,61663,page not found\r\n\r\nreason request paramete,relates,1
479,479,5712,the update feature will be used for updating,20778,if you define colorpicker for be field in,independent,0
1764,1764,4469,currently provides command line interf,4426,distribution comes with an easy to use,relates,1
1497,1497,12361,in the previous version when you select re ge,27113,hey there \r\n\r\nis there possibility to ad,independent,0
