Unnamed: 0,Unnamed: 0.1,id1,Description1,id2,Description2,Type of dependency,label,AnnotationStatus
1021.0,310.0,8460.0,currently people convoluted tr,11106.0,update latest version redmine apply,independent,0.0,
700.0,6548.0,16838.0,ruby enumeratorrnrn ru,12926.0,using chop mess final line,independent,0.0,
934.0,76.0,8661.0,currently way ruby print backtrace th,16684.0,mostrecentcalllast order backtrace,relates,1.0,
281.0,498.0,11541.0,since ruby def return symbol th,14397.0,matsudasan suggested public prote,relates,1.0,
667.0,94.0,16253.0,using thisrnrnrubyrn def,16378.0,think important otherwise,relates,1.0,
389.0,4682.0,14217.0,problemrnwhen ruby release candidat,16605.0,couldnt find anything bug,independent,0.0,
647.0,3500.0,6518.0,let object link rdoc output formattin,13342.0,yielding block faster around,independent,0.0,
377.0,7737.0,10365.0,guess people would want extract numer,14574.0,coding encodingbinary,independent,0.0,
1354.0,399.0,13685.0,unicode published week ago,12513.0,unicode published yesterday see,relates,1.0,
733.0,161.0,15752.0,believe introduce module exp,17500.0,rubyvm traprn user think,relates,1.0,
1120.0,855.0,5781.0,pretty sure come id l,15991.0,hirnrni thought issue wouldve al,relates,1.0,
1344.0,113.0,5044.0,reason zip doesnt return r,16261.0,upd discussion comment method,relates,1.0,
1558.0,5762.0,14694.0,currently cannot get block parameter,16644.0,rbrnmodule def selfdefine con,independent,0.0,
1080.0,400.0,12512.0,think value transformation fundamental,7793.0,would nice following method,relates,1.0,
1294.0,7622.0,16049.0,decision made frozen string,5291.0,would like hook rubyprof new gc,independent,0.0,
1238.0,502.0,12019.0,nowadays almost every processor,11539.0,summaryrnrnwe seek add mechanism fo,relates,1.0,
1376.0,592.0,11158.0,process migrating large,9963.0,id like add way get size ruby,relates,1.0,
651.0,4756.0,15445.0,since ruby ruby occurs syntax error,10474.0,hi therernrnwe call need float macro w,independent,0.0,
1342.0,2780.0,12245.0,related feature think,5554.0,often want apply proc self sel,independent,0.0,
569.0,177.0,15504.0,abstractrnrnrange currently nonfroze,17195.0,range frozen,relates,1.0,
1244.0,6102.0,12113.0,rubyrndef funcrn put,12962.0,working larger library many cl,independent,0.0,
1289.0,488.0,11670.0,warn without compile timernrnsee,11665.0,wisdom using local variable,relates,1.0,
271.0,2540.0,10173.0,suppose empty ensure like,15580.0,hellornrni sure whether propo,independent,0.0,
176.0,4117.0,6354.0,let remove global escape breakreturnredo,2832.0,beginrn vector implement,independent,0.0,
1169.0,351.0,12978.0,developer meeting today proposed syn,12963.0,symbol keyword argument often used,relates,1.0,
270.0,264.0,14097.0,currently concat method ruby whi,14105.0,sure also add feautures th,relates,1.0,
861.0,5506.0,5904.0,elementary object mentioned title,13379.0,hirni found using standard ima,independent,0.0,
577.0,316.0,13261.0,issue tracking gem release sdbm,5481.0,beginrnrnuptodate summary propo,relates,1.0,
688.0,2267.0,7068.0,hellornrni using ruby,16832.0,debugging bug rail,independent,0.0,
287.0,98.0,16355.0,currently single line pattern matchingexpr,16370.0,wrote codernrn rubyrnn,relates,1.0,
599.0,2269.0,4867.0,ive added documentation method added,13697.0,assigning kosaki since wrote current,independent,0.0,
587.0,7626.0,7472.0,typical rail apps huge largely,16742.0,think adding two method would greatly,independent,0.0,
1235.0,2369.0,11523.0,short define option like,7106.0,system support posix lutimes sys call th,independent,0.0,
943.0,2184.0,10187.0,pretty trivial low impact figure,12967.0,stand ruby heap grow rate,independent,0.0,
816.0,996.0,5120.0,example showing surprising inc,3575.0,currently work like thisrnrnrubyrn,relates,1.0,
18.0,411.0,12447.0,sometimes want extract digit placeva,12116.0,sometimes need apply divmod repeatedly,relates,1.0,
461.0,2088.0,14777.0,hirnrnas mentioned,14123.0,matz may commit really want,independent,0.0,
941.0,5888.0,7390.0,beginrnfrom github,10323.0,doc little bit diffic,independent,0.0,
1365.0,1347.0,13483.0,summaryrnrntracepointenable bloc,4148.0,beginrn unixrn rn timenowstrftime,independent,0.0,
511.0,842.0,8751.0,hellornrni would like byte offset,6012.0,originally suggested,relates,1.0,
286.0,106.0,16345.0,propose ruby doesnt emit deprecation,17000.0,matz decided disable deprecation warnin,relates,1.0,
677.0,29.0,14912.0,propose new pattern matching syntaxrnrn,17260.0,propose promote pattern matching offic,relates,1.0,
792.0,6837.0,6824.0,beginrnid like add method stopiter,5805.0,would like see object hexid added rub,independent,0.0,
839.0,742.0,7378.0,variant filewrite pa,7360.0,currently pathnameglob method,relates,1.0,
529.0,7023.0,13221.0,part standard library ruby,13666.0,dear cruby committersrnrni would like,independent,0.0,
1251.0,1399.0,17339.0,abstractrnthousands million,16955.0,problemrnrnplease see tic,independent,0.0,
222.0,813.0,6470.0,attr accesor currently return nil would b,11539.0,summaryrnrnwe seek add mechanism fo,relates,1.0,
321.0,889.0,13248.0,issue tracking gem release gdbm,5481.0,beginrnrnuptodate summary propo,relates,1.0,
133.0,845.0,12775.0,often see use case randomly sample sub,16686.0,need write script requesting h,independent,0.0,
273.0,3660.0,6515.0,method like include method,7546.0,beginrnthis concrete proposal fix,independent,0.0,
288.0,3333.0,6521.0,ive added patch cover kernel module docu,10090.0,aix process listing displayed th,independent,0.0,
236.0,7351.0,11358.0,rnioc argf read nonblock support exc,8700.0,adding integerbitsize actually fix,independent,0.0,
1409.0,6060.0,15350.0,thread syncc queue sleep remove deadlock c,11428.0,safest way interact unix shell wit,independent,0.0,
1331.0,1936.0,2831.0,beginn matrixcollect would,5726.0,id like define processexit success p,independent,0.0,
1205.0,212.0,14844.0,hi thanks great work ruby,15752.0,believe introduce module exp,relates,1.0,
683.0,5057.0,14821.0,currently yield self accepts block,17261.0,abstractrnrni propose software transact,independent,0.0,
988.0,997.0,4084.0,beginn pack support network byt,3491.0,beginn arraypack stringunpack,relates,1.0,
786.0,755.0,7251.0,suspect kernelusing using alread,4085.0,beginrn said rubyconf id lik,relates,1.0,
1557.0,2248.0,10129.0,hellorni would like propose followin,15113.0,let arrayany related enumerable method,independent,0.0,
1411.0,333.0,13177.0,issue tracking gem release csv,5481.0,beginrnrnuptodate summary propo,relates,1.0,
1326.0,220.0,7003.0,let make sure therell mvm,14792.0,old problem maybe running multip,relates,1.0,
448.0,348.0,12978.0,developer meeting today proposed syn,12963.0,symbol keyword argument often used,relates,1.0,
391.0,6892.0,12985.0,need implement rfccompliant cookie hand,17157.0,warning say removed ruby,independent,0.0,
913.0,752.0,7292.0,official method expl,6669.0,given hash hmap return arrayali,relates,1.0,
1068.0,4415.0,13221.0,part standard library ruby,14784.0,proposalrnrnallow onesided clamp,independent,0.0,
1175.0,985.0,4071.0,beginn support basic auth nethttpget,3848.0,beginrn hirn rn needed download,relates,1.0,
435.0,2837.0,3908.0,beginrn hirn rn id propose private c,13608.0,rb trace arg tracepoints internal struct,independent,0.0,
889.0,734.0,7340.0,following discussion,7384.0,propose object renamed,relates,1.0,
188.0,5216.0,13017.0,secure enough used hash,16347.0,notice ruby oop language also include,independent,0.0,
483.0,368.0,10739.0,create patch change see atta,11627.0,historic reason nonzero return self,independent,0.0,
782.0,6881.0,9579.0,reduces touch extextmkrb make,15463.0,problemrnim using,independent,0.0,
22.0,969.0,4151.0,beginrn hirn rn method,5008.0,beginrnhellornrni using ruby,relates,1.0,
143.0,991.0,3714.0,beginrn given enumerator wa,14044.0,described numonarray pycal,relates,1.0,
899.0,3006.0,16939.0,propose alias block numbe,12083.0,think bindinglocal variable get bind,independent,0.0,
1359.0,527.0,11210.0,string omit subnet mask,11527.0,right there way get current va,relates,1.0,
772.0,691.0,13263.0,following heel adding method int,8181.0,first issue ruby trackerho,independent,0.0,
998.0,990.0,3715.0,beginrn would useful able,3714.0,beginrn given enumerator wa,relates,1.0,
1295.0,680.0,13563.0,hirnrni propose hashchoice methodrnr,8499.0,according experience following two,relates,1.0,
135.0,66.0,11925.0,propose make struct subclass constructor w,16806.0,proposalrnrnrbrnpost structnew,relates,1.0,
1436.0,1589.0,10501.0,rntimesucc deprecated method,6315.0,using similar mechanism set trace func,independent,0.0,
620.0,1012.0,5632.0,rn hello everyone im advanc,8959.0,since include work top level reaso,independent,0.0,
378.0,156.0,15799.0,implemented pipeline operator topi,17353.0,since ruby already moving directionfu,relates,1.0,
191.0,6139.0,5009.0,beginrnhellornrnin ruby please use,12719.0,language operator performing,independent,0.0,
689.0,994.0,4247.0,beginrn planning add followin,3647.0,arraysample support sampling,relates,1.0,
1164.0,1046.0,9557.0,often happens want move curre,4593.0,beginnxmlrpc support bigdecimalr,independent,0.0,
884.0,856.0,6802.0,ruby method obtain array,5749.0,string class contain instance,relates,1.0,
119.0,962.0,3282.0,beginn currently running debugg,17165.0,use case map enumerable,independent,0.0,
1350.0,4983.0,9336.0,longer needed since,3356.0,beginrn hirn rn use ruby window,independent,0.0,
353.0,1112.0,13124.0,instancernrn put,8038.0,beginrni propose introduce new keyword,independent,0.0,
50.0,616.0,9420.0,since added use writev sho,9323.0,propose addition iowritevrnit enables,relates,1.0,
69.0,5836.0,2408.0,beginrn currently linux may get thi,12245.0,related feature think,independent,0.0,
1291.0,55.0,16989.0,opening series feature request,16991.0,id like add join setrnrnru,relates,1.0,
192.0,192.0,14819.0,general pattern notice pg mysql,12656.0,currently fileexpand path expands short path,independent,0.0,
481.0,354.0,12928.0,rncurrent nethttp netpop use timeoutt,12435.0,hey ive got pull request,relates,1.0,
1401.0,6019.0,12328.0,problemrnrnusers often still using,10087.0,change add new target cpu structur,independent,0.0,
1443.0,2809.0,16847.0,instruction sequence caching available sinc,2152.0,beginrn reposting feature request,independent,0.0,
297.0,119.0,15865.0,adding syntax oneline pattern,16182.0,new syntax expr pattern,relates,1.0,
517.0,914.0,12241.0,refinement feature,5054.0,though matz said ruby,relates,1.0,
1094.0,546.0,11025.0,rake follow testunit minitest,5481.0,beginrnrnuptodate summary propo,relates,1.0,
1452.0,801.0,12543.0,introducing new syntax tail ca,6602.0,hirnrnsome hour ago matz proposed turni,relates,1.0,
1139.0,924.0,12375.0,nethttppost form convenient de,9064.0,java easy define package c,independent,0.0,
19.0,2085.0,14077.0,encoding class constant defined,10463.0,mark literal symbol,independent,0.0,
1465.0,2130.0,5478.0,set central data structure however lo,13751.0,hirnnot sure correct place,independent,0.0,
1526.0,5349.0,15902.0,id like add specialized instruction,12790.0,inspect important understanding wha,independent,0.0,
942.0,664.0,8643.0,bindingfrom hash would work likernrn,8631.0,would interesting erb could allow h,relates,1.0,
1444.0,4875.0,15002.0,rnspurious interrupt sigchld cause,14565.0,quite bit code like thisrnrn,independent,0.0,
1188.0,424.0,12086.0,currently refinement activated,12281.0,ruby refinement could used,relates,1.0,
1548.0,3652.0,10881.0,would like nomethoderror receiver,7426.0,eric hodel planning update rdoc e,independent,0.0,
246.0,164.0,15743.0,understanding rubyvm supposed,17500.0,rubyvm traprn user think,relates,1.0,
1019.0,103.0,16355.0,currently single line pattern matchingexpr,17371.0,reintroducing expr pat akr,relates,1.0,
1123.0,2096.0,14919.0,important multibyte string editing u,15352.0,many block parameter assertion,independent,0.0,
1343.0,3627.0,4264.0,beginrn justification ruby object various,3943.0,beginn recently ive made progress buildi,independent,0.0,
973.0,221.0,12092.0,allows creating modified clone frozen,14778.0,id like use objectdup block whi,relates,1.0,
433.0,5934.0,6557.0,reason rb hash clear publi,7414.0,class foornendrnobjectconst get object,independent,0.0,
1360.0,751.0,7292.0,official method expl,4151.0,beginrn hirn rn method,relates,1.0,
1038.0,870.0,6711.0,today woke idea overcome,5583.0,although know dislike static typi,relates,1.0,
275.0,543.0,8921.0,would handy select could accept r,11049.0,sometime want grep like operation,relates,1.0,
556.0,990.0,6478.0,else one supposed get class,9346.0,install systemlevel signal handler,independent,0.0,
1125.0,2022.0,9585.0,please add method object,13703.0,locale encoding misleading since,independent,0.0,
756.0,4059.0,11749.0,variablec remove spurious define global,15022.0,id like introduce new feature cov,independent,0.0,
768.0,135.0,7314.0,code need convert proc,15973.0,kernellambda receives proc,relates,1.0,
280.0,729.0,7424.0,documented way embed ruby interpreter,3731.0,beginrn ruby become,relates,1.0,
1104.0,7734.0,8128.0,beginrnrn new primitive rindatupl,9400.0,raising error without defining exce,independent,0.0,
1275.0,553.0,12921.0,env like,10652.0,get user pas variable whe,relates,1.0,
1263.0,506.0,11537.0,sometimes write following code rail ap,11034.0,hi everyone rnrnsome time ago think,relates,1.0,
901.0,2069.0,9023.0,propose addition tail method,1724.0,beginrn certain language specific char lik,independent,0.0,
627.0,1260.0,7075.0,class endrna warning,4687.0,added patch minor documentation,independent,0.0,
759.0,209.0,14912.0,propose new pattern matching syntaxrnrn,15881.0,rubyrnclass arn def deconstructrn,relates,1.0,
1198.0,5424.0,12016.0,symbol literal invalid source,5788.0,beginrni propose new method threadat exi,independent,0.0,
873.0,5645.0,1844.0,beginrn immediate cant dupd,8181.0,first issue ruby trackerho,independent,0.0,
856.0,128.0,16018.0,since moduledeprecate consta,16345.0,propose ruby doesnt emit deprecation,relates,1.0,
1383.0,7081.0,6717.0,beginrnhow adding method act,9590.0,rnhellornrni think ill introduce st fo,independent,0.0,
294.0,634.0,8556.0,propose adding mutexeddelegator simpl,8961.0,beginrni propose synchronizable mixin,relates,1.0,
1483.0,6898.0,10332.0,current behavior rational literal stri,8688.0,beginrnhi therernrnkernelsprintf shou,independent,0.0,
633.0,257.0,14145.0,idea investigating example scrip,16356.0,current behavior includes rnis th,relates,1.0,
1036.0,7323.0,9513.0,id like hide clevel ratinal internalrn,9235.0,document followingrnrn wha,independent,0.0,
945.0,3167.0,17022.0,method kerneldate de,16605.0,couldnt find anything bug,independent,0.0,
1315.0,1526.0,4569.0,beginrnhellornrnfollowing discussi,1844.0,beginrn immediate cant dupd,independent,0.0,
1095.0,253.0,14045.0,backgroundrnrnif need pas given b,14267.0,following script consistently print proc,relates,1.0,
902.0,5363.0,13693.0,kernel properly convert enotation strin,14580.0,given hashrnrn rubyrnhash,independent,0.0,
1416.0,6854.0,16755.0,im using notation lot scriptsr,11713.0,improves method detection ruby source,independent,0.0,
1459.0,322.0,13241.0,currently exploratory proposalr,13240.0,unicode property check eg phiragan,relates,1.0,
1048.0,6286.0,12534.0,refinement added feature scope,2018.0,beginn using basicobjectnew irbrn r,independent,0.0,
746.0,306.0,13563.0,hirnrni propose hashchoice methodrnr,15822.0,according hashslice would like add,relates,1.0,
674.0,600.0,7836.0,see following codernrnrubyrnmodu,9781.0,rnwhen super called method rub,relates,1.0,
831.0,7108.0,9779.0,class link subclass,11299.0,ill commit day unless there,independent,0.0,
528.0,184.0,5726.0,id like define processexit success p,8825.0,would nice could take symbol,independent,0.0,
619.0,2140.0,17490.0,backgroundrnthese day sometimes sai,14763.0,enumerable short hand accepts meth,independent,0.0,
979.0,46.0,17055.0,two verbose mode warning fairl,17143.0,support recently added warningwarn,relates,1.0,
1097.0,132.0,5781.0,pretty sure come id l,15991.0,hirnrni thought issue wouldve al,relates,1.0,
986.0,1741.0,10318.0,im sorry proposing future wi,10072.0,standard basis vector really important,independent,0.0,
893.0,554.0,10641.0,hellorni propose introduce fixnumfinit,12039.0,issue easy ask,relates,1.0,
923.0,895.0,6823.0,hirn rn ive previously reported coupl,5453.0,gemspec added automodea,relates,1.0,
585.0,402.0,5788.0,beginrni propose new method threadat exi,11710.0,setmerge method currently mutates cal,independent,0.0,
111.0,158.0,6002.0,beginrni propose call ioadvise fileu,15261.0,would like propose exponsing rl variable,independent,0.0,
695.0,783.0,6721.0,rni think following method missing fr,6684.0,beginrnobjectdornthis first post,relates,1.0,
1527.0,955.0,4477.0,documentation common sense would e,4269.0,beginrn hellorn currently linuxrn,relates,1.0,
1168.0,307.0,11454.0,block passed ftplist method,12172.0,propose define arraymax ti,independent,0.0,
24.0,191.0,15198.0,frequently find needing determine,16928.0,hirnrnthe ruby array class currently,relates,1.0,
519.0,5133.0,3685.0,beginrn ary used implic,16952.0,rn cat myscriptrb rnbadrubysheba,independent,0.0,
602.0,4344.0,8264.0,beginrnas commented structc,15915.0,cannot think way get meta,independent,0.0,
1493.0,7330.0,11605.0,doesnt ruby complain defining meth,8566.0,could please accept patch,independent,0.0,
928.0,989.0,6636.0,made clear enumerab,3715.0,beginrn would useful able,relates,1.0,
108.0,7214.0,6518.0,let object link rdoc output formattin,9981.0,netsmtpsend message write,independent,0.0,
1128.0,39.0,17134.0,add resolve timeout tcpsocketnewrnit,17187.0,add connect timeout tcpsocketnew sa,relates,1.0,
954.0,7224.0,15606.0,seem issue method,14625.0,currently yield self doesnt accept argum,independent,0.0,
1406.0,614.0,9420.0,since added use writev sho,9323.0,propose addition iowritevrnit enables,relates,1.0,
1319.0,7270.0,4254.0,beginrnis technical reason,17418.0,since main ractor special seems useful,independent,0.0,
1388.0,4285.0,1303.0,beginn following script defines method,13958.0,convert slow syscalls diremp,independent,0.0,
776.0,715.0,5653.0,hirn rntoday talked nahi en,7835.0,ago matz declared intention rem,relates,1.0,
878.0,857.0,5749.0,string class contain instance,12745.0,simplified stupid example replace som,relates,1.0,
554.0,1047.0,1201.0,beginrn possible use relati,1200.0,beginrn possible use named,relates,1.0,
1114.0,3659.0,15306.0,dont see reason preludec,12497.0,benchmark program pidigitsrb,independent,0.0,
947.0,3501.0,4978.0,hellornrna month ago met bug wi,6622.0,operator defined alias exi,independent,0.0,
324.0,893.0,3697.0,beginrn issue bug,17307.0,would like design way mark extensi,independent,0.0,
927.0,1623.0,14644.0,dirglob dir accepts separat,15815.0,github pr,independent,0.0,
745.0,635.0,7895.0,threadbacktrace location kernelcaller l,8960.0,party agreed would useful add,relates,1.0,
1449.0,1191.0,14329.0,abstractrnrnspeedup blockcall,5479.0,currently lot apis accept string,independent,0.0,
1387.0,266.0,5087.0,dont know reported,1303.0,beginn following script defines method,independent,0.0,
381.0,4331.0,12354.0,step reproducernrncreate ec keyrn,12871.0,arraysum us kahans algorithm float,independent,0.0,
865.0,885.0,11083.0,nettelnet maintainer issue,5481.0,beginrnrnuptodate summary propo,relates,1.0,
1195.0,4426.0,9556.0,kind alternative,12484.0,abstractrnrni optimized builtin librar,independent,0.0,
910.0,1496.0,5088.0,beginrnnot feature taskrnr,14887.0,class inherits array del,independent,0.0,
613.0,721.0,12512.0,think value transformation fundamental,7793.0,would nice following method,relates,1.0,
1565.0,474.0,11925.0,propose make struct subclass constructor w,15222.0,ruby struct subclass dif,relates,1.0,
549.0,670.0,11525.0,proposed moduleused invoked w,16175.0,new keyword freeze intro,independent,0.0,
254.0,53.0,16989.0,opening series feature request,16990.0,currently set operator array work,relates,1.0,
42.0,714.0,7836.0,see following codernrnrubyrnmodu,9781.0,rnwhen super called method rub,relates,1.0,
653.0,99.0,16363.0,mean gem bundled gem,16431.0,opened pr allows ruby,relates,1.0,
1049.0,6561.0,12080.0,propose new feature enumerablearrayran,11955.0,need able perform logic based th,independent,0.0,
944.0,672.0,8506.0,beginrnrubys enumerator enum,11475.0,even though ruby many way acceptable,independent,0.0,
243.0,3952.0,16821.0,gemspec want express version requ,16848.0,make easier implement load path cachi,independent,0.0,
581.0,522.0,13067.0,propose make trueclass falseclass,11286.0,proposalrnit proposed enumerable,relates,1.0,
656.0,719.0,7793.0,would nice following method,7292.0,official method expl,relates,1.0,
1297.0,2691.0,15606.0,seem issue method,9260.0,read force flag ignores stan,independent,0.0,
580.0,442.0,12092.0,allows creating modified clone frozen,14778.0,id like use objectdup block whi,relates,1.0,
1318.0,86.0,16378.0,think important otherwise,16463.0,ruby outrnit aim warn ever,relates,1.0,
1261.0,2831.0,12858.0,hello short proposal unlike,15588.0,stringeach chunk iterates chunk specified,independent,0.0,
232.0,999.0,3426.0,beginrn documentation exec state,2715.0,beginrn old issue think going,relates,1.0,
1306.0,770.0,6817.0,know propose significa,4539.0,inspired haskells zipwith function ha,relates,1.0,
1176.0,165.0,12240.0,often improvement implicit block argume,15741.0,numbered parameter introduced,relates,1.0,
1367.0,412.0,12447.0,sometimes want extract digit placeva,16011.0,ruby seems way format number w,relates,1.0,
382.0,5660.0,10982.0,ruby error nomethoderror happens,14788.0,sometimes need fetch k,independent,0.0,
1304.0,261.0,14133.0,module class reopened change,6539.0,feel inconsistency meth,relates,1.0,
547.0,1821.0,14386.0,sometimes write code likernrn rubyr,12161.0,bigdecimals inspect humanfriend,independent,0.0,
523.0,45.0,17100.0,ractor proposal new concurrent abst,17145.0,id like propose objectdeep freezern,relates,1.0,
1116.0,433.0,12173.0,frequent time instancer,8640.0,hirnrnwe time many thing rail,relates,1.0,
153.0,1003.0,3187.0,beginrn id like way increase size,6694.0,abstractrnrnsupport threadnew without,relates,1.0,
79.0,1000.0,3388.0,beginrn abcdefghijstar,13712.0,stringstart receive regexprn,relates,1.0,
340.0,1649.0,5767.0,patch add caching expanded load path,13574.0,hirnrnif redefine method like,independent,0.0,
1136.0,2072.0,10561.0,working issue rail hit,10683.0,find way global function hash aka,independent,0.0,
1464.0,703.0,12497.0,benchmark program pidigitsrb,5101.0,proposed api would bernrn tcpsocketnew,independent,0.0,
1509.0,679.0,12461.0,would nice hash way create,8499.0,according experience following two,relates,1.0,
66.0,1011.0,3426.0,beginrn documentation exec state,2715.0,beginrn old issue think going,relates,1.0,
754.0,4697.0,7145.0,imap protocol support fetching range,4778.0,manipulating text file mostly inpu,independent,0.0,
451.0,7707.0,5554.0,often want apply proc self sel,5669.0,little idea popped headr,independent,0.0,
741.0,4052.0,16838.0,ruby enumeratorrnrn ru,15589.0,understanding predicate method,independent,0.0,
225.0,577.0,10152.0,stringstrip doesnt remove nonbreaking space,10085.0,case conversion function currently limite,relates,1.0,
138.0,385.0,12648.0,would like pas optional argument,15725.0,hellornrni would like propose four new,relates,1.0,
303.0,6219.0,10340.0,add example term underscore given,9634.0,ive written patch collect symbol,independent,0.0,
1142.0,270.0,9049.0,nmatrix weve implemented range shortha,14044.0,described numonarray pycal,relates,1.0,
764.0,5870.0,11607.0,external function wish call may tak,13050.0,patch make gnu readline variable rl,independent,0.0,
591.0,3592.0,10034.0,reducing struct pattern buffer,1147.0,beginn please improve fileexpand path,independent,0.0,
611.0,4260.0,4553.0,beginrna common operation set,14877.0,seems like there enough complexity determ,independent,0.0,
1450.0,6398.0,13221.0,part standard library ruby,6717.0,beginrnhow adding method act,independent,0.0,
729.0,1694.0,13314.0,hashdig want assign,10064.0,put proc object clause,independent,0.0,
441.0,874.0,11025.0,rake follow testunit minitest,5481.0,beginrnrnuptodate summary propo,relates,1.0,
1310.0,6605.0,15632.0,ruby new method referenc,13252.0,hirnrnid like c api allow,independent,0.0,
1150.0,1043.0,4512.0,beginrnits use,1291.0,beginrn linux useful cloex,relates,1.0,
919.0,903.0,5112.0,first working inadvertent sy,5072.0,recently discovered denial service vuln,relates,1.0,
248.0,5405.0,14832.0,netreadtimeout occurs cant get,6390.0,xyxyrnxyxyrnxy xyrn,independent,0.0,
1184.0,355.0,12921.0,env like,10652.0,get user pas variable whe,relates,1.0,
468.0,4746.0,16971.0,following pattern mean basically,8683.0,csv library add new row,independent,0.0,
347.0,1013.0,12047.0,add set alias setinclude,13934.0,hello rubycore team everyone elsernr,independent,0.0,
396.0,3212.0,14606.0,rubyrnbeginrn foornelsern,3285.0,beginn current bigdecimal managed,independent,0.0,
376.0,886.0,8539.0,unbundling exttk ruby reposito,5481.0,beginrnrnuptodate summary propo,relates,1.0,
755.0,200.0,11925.0,propose make struct subclass constructor w,15076.0,struct used instantiate object,relates,1.0,
845.0,100.0,14145.0,idea investigating example scrip,16356.0,current behavior includes rnis th,relates,1.0,
1135.0,6232.0,10237.0,find sometimes convert one,11122.0,would like reduce exception nonbloc,independent,0.0,
1336.0,416.0,12247.0,found useful arraydelete,12333.0,would like stringconcat arrayconcat,relates,1.0,
295.0,7702.0,8452.0,imagine code like rn long,16815.0,previously discussed,independent,0.0,
1257.0,4194.0,7274.0,beginrnas corollary unboundmethods,16557.0,pull request,independent,0.0,
1312.0,4386.0,10519.0,hello rnrnit seems ability fo,6668.0,currently multiple assignment,independent,0.0,
951.0,5504.0,13933.0,range already responds size would n,14465.0,rnthe method name send udpsocket,independent,0.0,
905.0,166.0,12648.0,would like pas optional argument,15725.0,hellornrni would like propose four new,relates,1.0,
1487.0,2732.0,12654.0,window ntfs support unicode,8683.0,csv library add new row,independent,0.0,
907.0,570.0,12217.0,issue propose introduce enumerabl,10298.0,propose arrayfloat sum arrayc,relates,1.0,
259.0,2133.0,13174.0,reduce size id table platfo,7519.0,limitation module g,independent,0.0,
68.0,2526.0,11534.0,rubyrndef foorn f,16638.0,sysloglogger appears conform,independent,0.0,
83.0,1997.0,8709.0,o dirglob dir return ordered,15123.0,hirnrnwhile enumerable provide,independent,0.0,
680.0,504.0,11997.0,request single method read file wh,15804.0,currently implementation beginendles,independent,0.0,
1530.0,67.0,16794.0,reading rassign,17353.0,since ruby already moving directionfu,relates,1.0,
1330.0,421.0,12299.0,another attempt provide ty,17122.0,deprecation warning warning rub,relates,1.0,
1546.0,824.0,6298.0,beginrnmaybe another way thi,5007.0,im proposing method called proccall,relates,1.0,
658.0,688.0,8237.0,beginrnthis feature suggestion wa,8191.0,beginrnas ducktyped language ruby,relates,1.0,
829.0,1154.0,15778.0,hellornrnim maintainer webco,11791.0,frequently use literal quoting aka w,independent,0.0,
170.0,6488.0,12810.0,hello everyonernrnive toyed bit,13095.0,ioc rb syscall remove deprecation notice,independent,0.0,
1283.0,452.0,12046.0,write accessor method bo,15991.0,hirnrni thought issue wouldve al,relates,1.0,
274.0,6408.0,7849.0,even though symbol technically hon,11124.0,monotonic clock preferred guar,independent,0.0,
1.0,735.0,7378.0,variant filewrite pa,7360.0,currently pathnameglob method,relates,1.0,
1393.0,6366.0,8272.0,proposal accepted well nee,13494.0,rnwe method type bit,independent,0.0,
367.0,799.0,13006.0,hello right difficulty u,6647.0,many application user dealt,relates,1.0,
799.0,6743.0,12746.0,code worksrnrn array b,14989.0,hi thererni gsoc student following ko,independent,0.0,
823.0,7512.0,14084.0,id like propose new method enumerato,13389.0,already applied fix smtp httprn,independent,0.0,
791.0,982.0,4038.0,beginn discussed suggest wr,4015.0,beginn couple flag li,relates,1.0,
963.0,4204.0,13250.0,nobu response issue,8546.0,unboundmethods unable call superr,independent,0.0,
305.0,4377.0,2643.0,beginrn hi ryan davis rn rn wri,2523.0,beginn whats proper procedure check,independent,0.0,
807.0,160.0,14844.0,hi thanks great work ruby,15752.0,believe introduce module exp,relates,1.0,
1013.0,2608.0,15085.0,mjit make rubymethods faster ordinary bu,9770.0,etcuname method call,independent,0.0,
477.0,3077.0,5494.0,proposal improved finalizer semanticsrnr,15964.0,patch implement rfc,independent,0.0,
1121.0,892.0,5481.0,beginrnrnuptodate summary propo,15657.0,maintenance webrick hard rub,relates,1.0,
196.0,418.0,12306.0,time rejected featur,8110.0,useful method allowing pattern,relates,1.0,
545.0,769.0,6823.0,hirn rn ive previously reported coupl,5453.0,gemspec added automodea,relates,1.0,
1403.0,169.0,10571.0,kind curiosity far searched,14857.0,abstractrnrncollect malloc related inf,independent,0.0,
1163.0,470.0,7508.0,related cleaned call,13703.0,locale encoding misleading since,independent,0.0,
123.0,268.0,14045.0,backgroundrnrnif need pas given b,14267.0,following script consistently print proc,relates,1.0,
1108.0,773.0,13765.0,proc curry,6817.0,know propose significa,relates,1.0,
1253.0,445.0,6775.0,beginrn abstractrnrnregexpmatch,11865.0,like attribute lineno csv c,independent,0.0,
8.0,6871.0,17157.0,warning say removed ruby,9253.0,hellornrnive notice there mean u,independent,0.0,
442.0,983.0,3917.0,beginrn propose introduce kernelcalle,1906.0,beginrn inspired nobus recent refactori,relates,1.0,
12.0,1669.0,8190.0,begin rn,10322.0,ive added line indicating st,independent,0.0,
1287.0,4942.0,13415.0,would consider distributing gitignore,14043.0,found dont method,independent,0.0,
114.0,953.0,4512.0,beginrnits use,1291.0,beginrn linux useful cloex,relates,1.0,
